Universe: 610 stocks, Volume profiles: 896 stocks
2026-03-14 22:14:01,652 [WARNING] trading.trade_planner: PULM: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:01,958 [WARNING] trading.trade_planner: RVPH: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:02,119 [WARNING] trading.trade_planner: RVSN: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:02,421 [WARNING] trading.trade_planner: SPCB: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:02,630 [WARNING] trading.trade_planner: STFS: fixed_risk shares 46948 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:03,098 [WARNING] trading.trade_planner: WKEY: fixed_risk shares 26773 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:03,106 [WARNING] trading.trade_planner: WKEY: fixed_risk shares 23980 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:04,792 [WARNING] trading.trade_planner: JFBR: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:06,297 [WARNING] trading.trade_planner: OPTX: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:06,646 [WARNING] trading.trade_planner: PTLE: fixed_risk shares 10526 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:07,630 [WARNING] trading.trade_planner: SPCB: fixed_risk shares 24390 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:08,138 [WARNING] trading.trade_planner: VNCE: fixed_risk shares 21834 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:08,265 [WARNING] trading.trade_planner: WKEY: fixed_risk shares 19047 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:08,325 [WARNING] trading.trade_planner: WKEY: fixed_risk shares 23781 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:09,013 [WARNING] trading.trade_planner: BAOS: fixed_risk shares 15384 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:10,323 [WARNING] trading.trade_planner: LFWD: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:12,597 [WARNING] trading.trade_planner: SPCB: fixed_risk shares 20100 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:12,597 [WARNING] trading.trade_planner: SPCB: fixed_risk shares 23529 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:12,631 [WARNING] trading.trade_planner: SPHL: fixed_risk shares 52083 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:12,758 [WARNING] trading.trade_planner: STFS: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:13,126 [WARNING] trading.trade_planner: VNCE: fixed_risk shares 11111 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:13,128 [WARNING] trading.trade_planner: VNCE: fixed_risk shares 19980 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:14,187 [WARNING] trading.trade_planner: CING: fixed_risk shares 80000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:14,718 [WARNING] trading.trade_planner: ELAB: fixed_risk shares 93457 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:14,718 [WARNING] trading.trade_planner: ELAB: fixed_risk shares 93457 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:16,188 [WARNING] trading.trade_planner: PTLE: fixed_risk shares 13333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:17,217 [WARNING] backtest: WFCF: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:14:18,255 [WARNING] trading.trade_planner: CLNN: fixed_risk shares 15898 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:18,928 [WARNING] trading.trade_planner: IDAI: fixed_risk shares 40080 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:19,624 [WARNING] trading.trade_planner: LCFY: fixed_risk shares 10869 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:20,310 [WARNING] trading.trade_planner: NCEL: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:20,420 [WARNING] trading.trade_planner: NCEL: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:20,865 [WARNING] trading.trade_planner: PTLE: fixed_risk shares 11764 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:21,403 [WARNING] trading.trade_planner: STFS: fixed_risk shares 26666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:21,895 [WARNING] trading.trade_planner: WKEY: fixed_risk shares 13253 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:21,908 [WARNING] trading.trade_planner: WKEY: fixed_risk shares 50000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:22,296 [WARNING] trading.trade_planner: ANNA: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:22,688 [WARNING] trading.trade_planner: CING: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:22,688 [WARNING] trading.trade_planner: CING: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:24,891 [WARNING] trading.trade_planner: RDCM: fixed_risk shares 13333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:24,891 [WARNING] trading.trade_planner: RDCM: fixed_risk shares 16000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:24,901 [WARNING] trading.trade_planner: RDCM: fixed_risk shares 16000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:25,099 [WARNING] trading.trade_planner: SPCB: fixed_risk shares 12135 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:25,153 [WARNING] trading.trade_planner: STFS: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:25,777 [WARNING] trading.trade_planner: WKEY: fixed_risk shares 18518 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:25,962 [WARNING] trading.trade_planner: XXII: fixed_risk shares 33277 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:25,973 [WARNING] trading.trade_planner: XXII: fixed_risk shares 22197 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:27,424 [WARNING] trading.trade_planner: DCOY: fixed_risk shares 15384 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:27,456 [WARNING] trading.trade_planner: DCOY: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:27,557 [WARNING] trading.trade_planner: ECOR: fixed_risk shares 16000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:29,202 [WARNING] backtest: MTEX: Only 4 bars, need at least 6 for setup detection
2026-03-14 22:14:29,413 [WARNING] trading.trade_planner: OKUR: fixed_risk shares 33112 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:30,316 [WARNING] trading.trade_planner: ROLR: fixed_risk shares 12499 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:30,427 [WARNING] trading.trade_planner: SPCB: fixed_risk shares 11890 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:30,745 [WARNING] trading.trade_planner: TRAW: fixed_risk shares 29673 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:31,180 [WARNING] trading.trade_planner: XXII: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:31,215 [WARNING] trading.trade_planner: ZBAI: fixed_risk shares 80000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:31,284 [WARNING] trading.trade_planner: AENT: fixed_risk shares 26666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:31,288 [WARNING] trading.trade_planner: AENT: fixed_risk shares 28571 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:33,309 [WARNING] trading.trade_planner: NTRP: fixed_risk shares 11764 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:33,309 [WARNING] trading.trade_planner: NTRP: fixed_risk shares 13333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:34,048 [WARNING] trading.trade_planner: SDST: fixed_risk shares 99502 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:34,199 [WARNING] trading.trade_planner: SPCB: fixed_risk shares 12330 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:34,404 [WARNING] trading.trade_planner: STFS: fixed_risk shares 26666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:35,231 [WARNING] trading.trade_planner: AENT: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:35,233 [WARNING] trading.trade_planner: AENT: fixed_risk shares 16000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:35,706 [WARNING] trading.trade_planner: COEP: fixed_risk shares 39920 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:35,710 [WARNING] trading.trade_planner: COEP: fixed_risk shares 39999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:36,131 [WARNING] trading.trade_planner: DCOY: fixed_risk shares 56980 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:36,417 [WARNING] trading.trade_planner: INDO: fixed_risk shares 49999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:36,423 [WARNING] trading.trade_planner: INDO: fixed_risk shares 62111 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:36,735 [WARNING] trading.trade_planner: JYD: fixed_risk shares 36363 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:36,860 [WARNING] trading.trade_planner: LSE: fixed_risk shares 20942 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:37,808 [WARNING] trading.trade_planner: SMX: fixed_risk shares 53050 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:39,345 [WARNING] backtest: APLM: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:14:39,841 [WARNING] trading.trade_planner: COEP: fixed_risk shares 13793 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:41,333 [WARNING] trading.trade_planner: PCLA: fixed_risk shares 86956 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:41,388 [WARNING] trading.trade_planner: PODC: fixed_risk shares 28409 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:41,964 [WARNING] trading.trade_planner: SMX: fixed_risk shares 12714 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:42,326 [WARNING] trading.trade_planner: SPHL: fixed_risk shares 28735 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:42,326 [WARNING] trading.trade_planner: SPHL: fixed_risk shares 24844 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:42,739 [WARNING] trading.trade_planner: XXII: fixed_risk shares 20000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:42,753 [WARNING] trading.trade_planner: XXII: fixed_risk shares 21052 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:43,440 [WARNING] trading.trade_planner: DCOY: fixed_risk shares 49999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:44,011 [WARNING] trading.trade_planner: KLRS: fixed_risk shares 25510 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:44,011 [WARNING] trading.trade_planner: KLRS: fixed_risk shares 21413 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:44,668 [WARNING] backtest: NRXS: Only 4 bars, need at least 6 for setup detection
2026-03-14 22:14:46,205 [WARNING] trading.trade_planner: WKEY: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:47,725 [WARNING] trading.trade_planner: DWTX: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:48,161 [WARNING] trading.trade_planner: INDO: fixed_risk shares 25062 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:48,754 [WARNING] trading.trade_planner: MARPS: fixed_risk shares 33388 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:49,148 [WARNING] trading.trade_planner: MNTS: fixed_risk shares 12499 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:50,244 [WARNING] trading.trade_planner: SONM: fixed_risk shares 20304 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:50,549 [WARNING] trading.trade_planner: SPHL: fixed_risk shares 24813 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:50,887 [WARNING] trading.trade_planner: TISI: fixed_risk shares 18148 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:51,490 [WARNING] trading.trade_planner: WKEY: fixed_risk shares 14609 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:52,954 [WARNING] trading.trade_planner: IDAI: fixed_risk shares 39920 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:54,075 [WARNING] trading.trade_planner: PTLE: fixed_risk shares 25031 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:54,098 [WARNING] trading.trade_planner: PTLE: fixed_risk shares 96618 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:54,694 [WARNING] trading.trade_planner: STFS: fixed_risk shares 14035 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:54,714 [WARNING] trading.trade_planner: STFS: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:55,549 [WARNING] trading.trade_planner: XXII: fixed_risk shares 32051 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:55,552 [WARNING] trading.trade_planner: XXII: fixed_risk shares 65573 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:55,722 [WARNING] backtest: ATLN: Only 3 bars, need at least 6 for setup detection
2026-03-14 22:14:56,696 [WARNING] trading.trade_planner: JYD: fixed_risk shares 25284 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:56,696 [WARNING] trading.trade_planner: JYD: fixed_risk shares 28943 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:56,696 [WARNING] trading.trade_planner: JYD: fixed_risk shares 99999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:57,377 [WARNING] trading.trade_planner: NTRB: fixed_risk shares 15384 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:58,284 [WARNING] trading.trade_planner: SMX: fixed_risk shares 20000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:58,284 [WARNING] trading.trade_planner: SMX: fixed_risk shares 50000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:58,490 [WARNING] trading.trade_planner: SPCB: fixed_risk shares 12919 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:58,633 [WARNING] trading.trade_planner: SPHL: fixed_risk shares 63291 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:58,633 [WARNING] trading.trade_planner: SPHL: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:58,633 [WARNING] trading.trade_planner: SPHL: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:14:59,242 [WARNING] trading.trade_planner: VNCE: fixed_risk shares 16666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:15:00,293 [WARNING] backtest: BBGI: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:15:00,459 [WARNING] trading.trade_planner: COEP: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:15:00,465 [WARNING] trading.trade_planner: COEP: fixed_risk shares 10810 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:15:00,970 [WARNING] trading.trade_planner: ELAB: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:15:01,246 [WARNING] backtest: KFFB: Only 2 bars, need at least 6 for setup detection
2026-03-14 22:15:03,088 [WARNING] trading.trade_planner: SPCB: fixed_risk shares 14347 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:15:03,093 [WARNING] trading.trade_planner: SPCB: fixed_risk shares 14760 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:15:03,328 [WARNING] trading.trade_planner: SVCO: fixed_risk shares 25000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:15:03,596 [WARNING] trading.trade_planner: TVRD: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:15:03,694 [WARNING] trading.trade_planner: VNCE: fixed_risk shares 38167 exceeds max_shares 10000, capping (risk budget distorted)
