symbol,si,S,value,n_owners,cell,signal_date
CRMD,1126,1858,27240.0,,I3,2023-05-22
RF,3670,1858,200118.28000000003,,I3,2023-05-22
PRAA,3483,1858,284850.0,,I3,2023-05-22
GEN,1837,1858,4737000.0,,I3,2023-05-22
CNO,1038,1858,187538.55000000002,,I3,2023-05-22
TPC,4341,1858,447000.0,,I3,2023-05-22
ACDC,37,1858,192100.0,,I3,2023-05-22
POST,3468,1858,87000.0,,I3,2023-05-22
GM,1893,1859,1010600.0,,I3,2023-05-23
MP,2846,1859,212100.0,,I3,2023-05-23
WGS,4700,1859,29500.0,,I3,2023-05-23
HRB,2092,1860,295400.0,,I3,2023-05-24
EFSC,1432,1860,99909.2,,I3,2023-05-24
OBK,3159,1860,463785.75,,I3,2023-05-24
CE,885,1860,214580.0,,I3,2023-05-24
SAFT,3798,1861,639839.2,,I3,2023-05-25
PODD,3464,1861,1005675.0,,I3,2023-05-25
SPB,4064,1861,360650.0,,I3,2023-05-25
CLAR,973,1861,61670.0,,I3,2023-05-25
SPNT,4076,1861,128095.0,,I3,2023-05-25
ACAD,34,1861,186996.7,,I3,2023-05-25
HWC,2135,1862,65720.0,,I3,2023-05-26
PRGO,3490,1862,96888.99999999999,,I3,2023-05-26
UGI,4464,1862,99748.7,,I3,2023-05-26
AGNC,133,1862,98010.0,,I3,2023-05-26
RNR,3729,1863,2499840.0,,I3,2023-05-30
IE,2185,1863,222000.0,,I3,2023-05-30
GTES,1963,1863,578500.0,,I3,2023-05-30
REYN,3668,1864,134900.0,,I3,2023-05-31
JKHY,2355,1864,291020.0,,I3,2023-05-31
GCO,1814,1864,29833.949999999997,,I3,2023-05-31
CNOB,1039,1864,69250.0,,I3,2023-05-31
SUI,4159,1864,50472.0,,I3,2023-05-31
BXP,782,1864,474099.99999999994,,I3,2023-05-31
DRVN,1350,1864,997920.0000000001,,I3,2023-05-31
CNX,1050,1865,2100605.4,,I3,2023-06-01
OSUR,3268,1865,493000.0,,I3,2023-06-01
STEP,4130,1865,1074000.0,,I3,2023-06-01
ALGN,192,1865,1996820.0,,I3,2023-06-01
FRPH,1733,1865,69408.24,,I3,2023-06-01
NFE,2996,1865,125640.36,,I3,2023-06-01
APPS,315,1865,59742.55,,I3,2023-06-01
BOH,687,1866,238560.0,,I3,2023-06-02
WMK,4728,1866,119300.0,,I3,2023-06-02
ZD,4846,1866,588600.0,,I3,2023-06-02
EHTH,1447,1866,65381.68,,I3,2023-06-02
IART,2153,1867,299992.0,,I3,2023-06-05
SNOW,4031,1867,299917.80000000005,,I3,2023-06-05
L,2498,1867,6199600.0,,I3,2023-06-05
MTB,2894,1868,266970.0,,I3,2023-06-06
GPC,1921,1868,303500.0,,I3,2023-06-06
PLNT,3429,1868,649900.0,,I3,2023-06-06
RRGB,3751,1869,55335.0,,I3,2023-06-07
ZUMZ,4866,1869,1016800.1,,I3,2023-06-07
CSTL,1151,1869,43175.0,,I3,2023-06-07
BANC,503,1869,84375.0,,I3,2023-06-07
DG,1276,1870,236790.00000000003,,I3,2023-06-08
DE,1261,1870,250458.75,,I3,2023-06-08
PNC,3451,1871,50840.0,,I3,2023-06-09
ACIW,49,1871,935744.53,,I3,2023-06-09
WSBC,4747,1871,98280.0,,I3,2023-06-09
PMTS,3447,1872,57805.64,,I3,2023-06-12
AAP,12,1872,500168.85000000003,,I3,2023-06-12
GME,1895,1872,224000.0,,I3,2023-06-12
AN,272,1873,187564.0,,I3,2023-06-13
OMCL,3210,1873,295040.0,,I3,2023-06-13
SNEX,4026,1873,87250.0,,I3,2023-06-13
UTZ,4524,1873,249999.75,,I3,2023-06-13
CC,851,1873,265300.43,,I3,2023-06-13
VRT,4627,1874,741321.1799999999,,I3,2023-06-14
GH,1853,1874,72909.08,,I3,2023-06-14
MFIC,2756,1875,651500.0,,I3,2023-06-15
CZR,1228,1875,370725.0,,I3,2023-06-15
COHR,1065,1876,299754.42,,I3,2023-06-16
FIBK,1651,1876,275460.5,,I3,2023-06-16
STC,4126,1876,37760.909999999996,,I3,2023-06-16
NDAQ,2970,1876,205840.0,,I3,2023-06-16
BANR,506,1876,30528.590000000004,,I3,2023-06-16
ODC,3171,1877,50550.0,,I3,2023-06-20
ZNTL,4860,1878,107861600.0,,I3,2023-06-21
AVA,444,1878,50371.3416,,I3,2023-06-21
KURA,2487,1879,575000.0,,I3,2023-06-22
VERA,4561,1880,6799451.89,,I3,2023-06-23
BRO,723,1880,263120.0,,I3,2023-06-23
CMTL,1025,1881,889000.0,,I3,2023-06-26
VST,4635,1881,248400.0,,I3,2023-06-26
MDXG,2737,1882,366981.75,,I3,2023-06-27
MPAA,2847,1883,350000.0,,I3,2023-06-28
MSGE,2882,1883,9999980.0,,I3,2023-06-28
OKE,3196,1884,291991.0,,I3,2023-06-29
RCUS,3636,1886,19452600.0,,I3,2023-07-03
MAX,2690,1886,59168160.0,,I3,2023-07-03
NHC,3008,1887,128940.0,,I3,2023-07-05
PLCE,3423,1889,1019100.0,,I3,2023-07-07
CNXC,1051,1889,25179.000000000004,,I3,2023-07-07
MLKN,2809,1899,99960.0,,I3,2023-07-21
HPK,2085,1900,1365000.0,,I3,2023-07-24
JANX,2331,1900,6167799.680000001,,I3,2023-07-24
VRCA,4618,1901,1003999.9999999999,,I3,2023-07-25
SYM,4195,1902,500000001.6,,I3,2023-07-26
ABOS,25,1902,39999997.5,,I3,2023-07-26
AGNC,133,1905,50010.560000000005,,I3,2023-07-31
GGG,1852,1907,99827.52,,I3,2023-08-02
ORI,3252,1908,100056.8,,I3,2023-08-03
MNRO,2828,1908,350300.0,,I3,2023-08-03
NDAQ,2970,1908,510000.0,,I3,2023-08-03
RBCAA,3619,1908,99992.7719,,I3,2023-08-03
ADC,72,1909,369894.2,,I3,2023-08-04
BUSE,761,1909,250419.2,,I3,2023-08-04
CROX,1130,1909,200188.44,,I3,2023-08-04
NXPI,3144,1909,44268.21,,I3,2023-08-04
KRNY,2465,1909,25349.999999999996,,I3,2023-08-04
NTST,3103,1909,27583.999999999996,,I3,2023-08-04
MMS,2820,1910,248358.86999999997,,I3,2023-08-07
GLPI,1888,1910,47350.0,,I3,2023-08-07
LKFN,2578,1910,49644.0,,I3,2023-08-07
EPD,1509,1911,1330000.0,,I3,2023-08-08
MAA,2671,1911,89248.31999999999,,I3,2023-08-08
STAA,4123,1911,97440.0,,I3,2023-08-08
USAC,4505,1911,110000.00000000001,,I3,2023-08-08
ZBRA,4845,1911,249400.0,,I3,2023-08-08
ATEX,406,1912,29890.0,,I3,2023-08-09
VAC,4537,1912,564200.0,,I3,2023-08-09
ASPN,390,1912,170750.0,,I3,2023-08-09
AES,108,1912,243624.99999999997,,I3,2023-08-09
BJRI,623,1913,49574.99999999999,,I3,2023-08-10
WEST,4691,1913,50000000.0,,I3,2023-08-10
SABR,3794,1913,534000.0,,I3,2023-08-10
LOCO,2602,1913,1068952.8,,I3,2023-08-10
LESL,2539,1913,346500.0,,I3,2023-08-10
CVBF,1187,1913,3220800.0,,I3,2023-08-10
NHC,3008,1914,125003.37000000001,,I3,2023-08-11
ROG,3736,1914,502634.0,,I3,2023-08-11
EMBC,1476,1914,109050.0,,I3,2023-08-11
LTH,2635,1914,49989.94,,I3,2023-08-11
NVRI,3122,1915,25742.34,,I3,2023-08-14
MLYS,2814,1915,25780.0,,I3,2023-08-14
SEDG,3873,1915,157587.5,,I3,2023-08-14
TGTX,4272,1916,1013000.0000000001,,I3,2023-08-15
SKWD,3961,1916,25080.0,,I3,2023-08-15
DAR,1238,1916,99153.5,,I3,2023-08-15
FLL,1677,1916,72000.0,,I3,2023-08-15
GEL,1834,1916,46849.99999999999,,I3,2023-08-15
PHIN,3400,1916,381570.48000000004,,I3,2023-08-15
RCL,3633,1916,103700.0,,I3,2023-08-15
DKL,1299,1916,101625.99999999999,,I3,2023-08-15
ASLE,381,1916,108800.00000000001,,I3,2023-08-15
OSPN,3265,1916,57350.0,,I3,2023-08-15
KEY,2404,1916,114900.0,,I3,2023-08-15
XPOF,4807,1916,497030.5,,I3,2023-08-15
MATW,2688,1917,49704.0,,I3,2023-08-16
RHP,3687,1917,999958.3,,I3,2023-08-16
EOLS,1502,1917,1296505.47,,I3,2023-08-16
SMR,4008,1917,49420.0,,I3,2023-08-16
ONEW,3221,1917,99877.44,,I3,2023-08-16
OPCH,3233,1917,1904650.0000000002,,I3,2023-08-16
LYFT,2660,1917,1146000.0,,I3,2023-08-16
KGS,2413,1918,95850.00000000001,,I3,2023-08-17
ALTG,219,1918,71250.0,,I3,2023-08-17
CWEN,1207,1918,94720.0,,I3,2023-08-17
MX,2926,1918,91023.68,,I3,2023-08-17
FWRD,1785,1919,1006335.0,,I3,2023-08-18
ALGM,191,1919,193350.0,,I3,2023-08-18
ARES,340,1919,980800.0,,I3,2023-08-18
SR,4091,1919,296350.0,,I3,2023-08-18
MQ,2857,1919,1176000.0,,I3,2023-08-18
SKIN,3959,1919,362218.0,,I3,2023-08-18
FNKO,1704,1920,1370035.74,,I3,2023-08-21
AXGN,474,1920,61100.0,,I3,2023-08-21
CBU,848,1920,48500.0,,I3,2023-08-21
SLRC,3986,1921,302000.0,,I3,2023-08-22
SAFT,3798,1921,68900.0,,I3,2023-08-22
SCHW,3845,1921,50438.149999999994,,I3,2023-08-22
BWXT,777,1921,142460.0,,I3,2023-08-22
OUT,3279,1921,100080.0,,I3,2023-08-22
HASI,1996,1921,105900.0,,I3,2023-08-22
AM,227,1922,71891.56000000001,,I3,2023-08-23
OUST,3278,1922,42140.0,,I3,2023-08-23
MRCY,2861,1922,1902499.9999999998,,I3,2023-08-23
DCTH,1255,1923,50640.0,,I3,2023-08-24
LMB,2584,1923,101657.01999999999,,I3,2023-08-24
MIDD,2786,1923,100310.4,,I3,2023-08-24
FTRE,1765,1923,504600.0,,I3,2023-08-24
VTS,4646,1923,93840.0,,I3,2023-08-24
ROOT,3741,1924,85270.15000000001,,I3,2023-08-25
RRGB,3751,1924,627326.72,,I3,2023-08-25
ZBH,4843,1925,57340.0,,I3,2023-08-28
DKS,1301,1925,147602.0,,I3,2023-08-28
AVA,444,1925,50560.79,,I3,2023-08-28
NI,3013,1925,1057600.0,,I3,2023-08-28
CXT,1216,1925,59630.0,,I3,2023-08-28
ECVT,1417,1925,48350.0,,I3,2023-08-28
ACRS,61,1926,99994.0,,I3,2023-08-29
FRPT,1734,1926,73530.0,,I3,2023-08-29
ACIC,47,1926,99614.16,,I3,2023-08-29
PODD,3464,1927,1006825.5,,I3,2023-08-30
THFF,4275,1927,44384.56,,I3,2023-08-30
VVV,4651,1927,201299.99999999997,,I3,2023-08-30
TMDX,4310,1928,155000.0,,I3,2023-08-31
BHRB,602,1928,74295.0,,I3,2023-08-31
SRI,4098,1928,50803.0,,I3,2023-08-31
SPB,4064,1928,69952.14,,I3,2023-08-31
PRAA,3483,1928,502059.99999999994,,I3,2023-08-31
NHI,3009,1929,51400.0,,I3,2023-09-01
SPRY,4082,1929,23250000.0,,I3,2023-09-01
CGBD,912,1929,73900.0,,I3,2023-09-01
MGNX,2766,1930,73650.0,,I3,2023-09-05
ALG,190,1930,88295.0,,I3,2023-09-05
ET,1541,1931,682000.0,,I3,2023-09-06
INGR,2241,1931,295500.0,,I3,2023-09-06
BELFB,567,1931,52250.0,,I3,2023-09-06
MIRM,2792,1931,3884763.75,,I3,2023-09-06
AXTA,482,1932,1002108.0,,I3,2023-09-07
ASPN,390,1932,308500.0,,I3,2023-09-07
PENN,3371,1933,250140.42,,I3,2023-09-08
PLOW,3430,1933,307100.0,,I3,2023-09-08
AVGO,453,1934,9592330.0,,I3,2023-09-11
DOCN,1327,1934,102960.0,,I3,2023-09-11
HRL,2094,1934,54152.9325,,I3,2023-09-11
QTRX,3595,1935,501970.0,,I3,2023-09-12
PEBO,3363,1935,101240.0,,I3,2023-09-12
FLWS,1688,1935,190200.0,,I3,2023-09-12
FIVE,1667,1936,500650.0,,I3,2023-09-13
VIRT,4586,1937,257550.00000000003,,I3,2023-09-14
ROL,3739,1937,200160.0,,I3,2023-09-14
UWMC,4531,1938,208000.0,,I3,2023-09-15
APPS,315,1938,49856.0,,I3,2023-09-15
RBA,3615,1938,98280.0,,I3,2023-09-15
OFIX,3178,1938,101025.0,,I3,2023-09-15
OLMA,3203,1938,7628735.52,,I3,2023-09-15
NRIM,3071,1938,25387.5,,I3,2023-09-15
CINF,958,1938,106570.0,,I3,2023-09-15
LAW,2514,1939,48650.0,,I3,2023-09-18
CHPT,933,1939,2895000.0,,I3,2023-09-18
ARCB,330,1939,104980.0,,I3,2023-09-18
FMC,1695,1939,151180.0,,I3,2023-09-18
TKO,4295,1939,507650.0,,I3,2023-09-18
ALGM,191,1940,50041.44,,I3,2023-09-19
GRNT,1944,1940,57500.0,,I3,2023-09-19
IRWD,2300,1940,300119.04000000004,,I3,2023-09-19
SMTC,4011,1940,496599.99999999994,,I3,2023-09-19
CTVA,1174,1940,105940.0,,I3,2023-09-19
RXO,3777,1941,200453.12000000002,,I3,2023-09-20
WEST,4691,1941,7940870.0,,I3,2023-09-20
AAON,11,1941,30085.0,,I3,2023-09-20
HAIN,1991,1941,304800.0,,I3,2023-09-20
HQL,2090,1942,152160.0,,I3,2023-09-21
HQH,2088,1942,150860.0,,I3,2023-09-21
CMP,1015,1943,94055.55,,I3,2023-09-22
DV,1379,1943,50055.4,,I3,2023-09-22
AMPY,253,1943,69500.0,,I3,2023-09-22
STAA,4123,1944,100000.0,,I3,2023-09-25
BX,778,1944,204904.08,,I3,2023-09-25
H,1986,1944,104690.0,,I3,2023-09-25
CART,822,1944,30000000.0,,I3,2023-09-25
DLTR,1308,1945,173646.0,,I3,2023-09-26
LGND,2553,1945,237520.0,,I3,2023-09-26
MEI,2742,1945,506741.0,,I3,2023-09-26
HMN,2059,1945,103915.0,,I3,2023-09-26
CODI,1059,1945,56070.00000000001,,I3,2023-09-26
HHH,2035,1945,1590639.3599999999,,I3,2023-09-26
CBU,848,1945,99701.7,,I3,2023-09-26
FBNC,1609,1946,27510.0,,I3,2023-09-27
ZBH,4843,1949,117110.0,,I3,2023-10-02
DG,1276,1950,212500.0,,I3,2023-10-03
COTY,1084,1950,5400000.0,,I3,2023-10-03
SPG,4068,1951,39199.21,,I3,2023-10-04
CTRN,1170,1954,243867.0,,I3,2023-10-09
UNFI,4482,1956,75103.2,,I3,2023-10-11
CAG,802,1956,252289.78,,I3,2023-10-11
AEHR,97,1957,28140.000000000004,,I3,2023-10-12
NEOG,2981,1957,150300.0,,I3,2023-10-12
SBGI,3829,1957,117034.63,,I3,2023-10-12
AGX,138,1958,188160.0,,I3,2023-10-13
CCL,862,1958,4546500.0,,I3,2023-10-13
LW,2652,1961,253049.99999999997,,I3,2023-10-18
ACHR,45,1962,69939169.11999999,,I3,2023-10-19
SRRK,4101,1962,14999999.85,,I3,2023-10-19
USB,4509,1964,27200.0,,I3,2023-10-23
TFC,4257,1966,280500.0,,I3,2023-10-25
CMC,1006,1967,249859.99999999997,,I3,2023-10-26
NDAQ,2970,1967,705880.0,,I3,2023-10-26
TNL,4324,1969,32570.0,,I3,2023-10-30
TBI,4221,1969,110600.0,,I3,2023-10-30
EFX,1434,1970,136275.8,,I3,2023-10-31
OCFC,3167,1970,29898.75,,I3,2023-10-31
CBU,848,1971,50180.0,,I3,2023-11-01
ACDC,37,1971,31533.25,,I3,2023-11-01
SFNC,3901,1971,143400.0,,I3,2023-11-01
TRU,4376,1971,36371.5,,I3,2023-11-01
TEX,4256,1971,50070.3,,I3,2023-11-01
OPCH,3233,1972,79110.0,,I3,2023-11-02
L,2498,1972,1011712.5,,I3,2023-11-02
GBX,1810,1972,338600.0,,I3,2023-11-02
FITB,1666,1972,1503495.0,,I3,2023-11-02
WEX,4693,1973,165310.0,,I3,2023-11-03
MBLY,2701,1973,1000093.05,,I3,2023-11-03
BAC,494,1974,656250.0,,I3,2023-11-06
DORM,1334,1974,65780.0,,I3,2023-11-06
AROW,353,1974,80700.0,,I3,2023-11-06
VFC,4566,1975,306200.0,,I3,2023-11-07
MTCH,2895,1975,116440.0,,I3,2023-11-07
RELY,3659,1975,4775106.0,,I3,2023-11-07
CVS,1200,1975,140940.0,,I3,2023-11-07
SPOK,4077,1975,159600.0,,I3,2023-11-07
SRPT,4100,1975,788100.0,,I3,2023-11-07
PENN,3371,1975,100451.99999999999,,I3,2023-11-07
PAYC,3326,1975,49988.799999999996,,I3,2023-11-07
MKL,2800,1975,65845.0,,I3,2023-11-07
NVST,3124,1976,167977.06,,I3,2023-11-08
APO,309,1976,86723.55,,I3,2023-11-08
BALY,501,1976,189200.00000000003,,I3,2023-11-08
PETS,3376,1976,100551.0,,I3,2023-11-08
DIN,1290,1976,100058.25,,I3,2023-11-08
B,492,1976,101700.0,,I3,2023-11-08
BOKF,688,1976,69740.0,,I3,2023-11-08
MO,2833,1977,48600.0,,I3,2023-11-09
LTC,2632,1977,109655.0,,I3,2023-11-09
AES,108,1977,819000.0,,I3,2023-11-09
ERII,1523,1977,149548.5,,I3,2023-11-09
MKSI,2801,1977,170850.0,,I3,2023-11-09
APD,301,1977,2523400.0,,I3,2023-11-09
ET,1541,1977,99975.0,,I3,2023-11-09
RRX,3753,1977,201540.0,,I3,2023-11-09
AMPY,253,1977,61000.0,,I3,2023-11-09
KBR,2389,1977,257650.0,,I3,2023-11-09
KDP,2395,1977,1563000.0,,I3,2023-11-09
MA,2670,1978,390960.0,,I3,2023-11-10
CNP,1040,1978,269100.0,,I3,2023-11-10
APH,304,1978,1004065.5900000001,,I3,2023-11-10
ZBRA,4845,1978,100585.21,,I3,2023-11-10
UFPT,4462,1978,27522.0,,I3,2023-11-10
SOFI,4043,1978,100015.5,,I3,2023-11-10
WFC,4696,1978,144270.0,,I3,2023-11-10
APLE,306,1980,27615.0,,I3,2023-11-14
POWL,3470,1980,191000.0,,I3,2023-11-14
AWR,469,1980,70110.0,,I3,2023-11-14
TNDM,4320,1980,29876.399999999998,,I3,2023-11-14
HAIN,1991,1980,199925.0,,I3,2023-11-14
EXR,1584,1980,496482.0,,I3,2023-11-14
SEDG,3873,1980,1049912.0,,I3,2023-11-14
BDC,549,1980,100021.5,,I3,2023-11-14
JANX,2331,1980,4988642.98,,I3,2023-11-14
USPH,4519,1980,82340.0,,I3,2023-11-14
EMR,1482,1980,684000.0,,I3,2023-11-14
BBSI,525,1980,29884.5,,I3,2023-11-14
ZBH,4843,1980,223641.25,,I3,2023-11-14
ATEC,403,1980,315000.0,,I3,2023-11-14
ZNTL,4860,1980,167960.0,,I3,2023-11-14
AMRC,255,1980,451800.0,,I3,2023-11-14
TALO,4207,1980,6790437.3,,I3,2023-11-14
RXO,3777,1980,151089.1,,I3,2023-11-14
PRGO,3490,1981,318890.0,,I3,2023-11-15
CTOS,1168,1981,496000.0,,I3,2023-11-15
UTZ,4524,1981,106190.0,,I3,2023-11-15
GEL,1834,1981,60062.24,,I3,2023-11-15
TKO,4295,1981,999973.7999999999,,I3,2023-11-15
MRCY,2861,1981,455007.72,,I3,2023-11-15
MTD,2896,1982,323360.1,,I3,2023-11-16
KRUS,2473,1982,78555.0,,I3,2023-11-16
CRL,1124,1982,1000641.0000000001,,I3,2023-11-16
CTVA,1174,1982,183960.0,,I3,2023-11-16
FLL,1677,1982,30060.0,,I3,2023-11-16
BILL,609,1982,1000437.9,,I3,2023-11-16
T,4203,1982,971875.0,,I3,2023-11-16
VVV,4651,1982,154485.0,,I3,2023-11-16
DAR,1238,1983,497862.39999999997,,I3,2023-11-17
WEST,4691,1983,103560.00000000001,,I3,2023-11-17
CHRW,938,1983,149818.37,,I3,2023-11-17
GDRX,1820,1984,537047.64,,I3,2023-11-20
ENPH,1491,1985,100877.14,,I3,2023-11-21
TPL,4346,1985,126186.0,,I3,2023-11-21
VYX,4657,1985,497550.0,,I3,2023-11-21
XRAY,4810,1985,297000.0,,I3,2023-11-21
SVV,4173,1985,98658.0,,I3,2023-11-21
GRPN,1949,1985,76751.64,,I3,2023-11-21
DOW,1337,1985,255450.00000000003,,I3,2023-11-21
AVNT,456,1985,839703.2,,I3,2023-11-21
BMY,667,1986,423385.0,,I3,2023-11-22
KMPR,2437,1986,414000.0,,I3,2023-11-22
BKE,626,1986,26547.95,,I3,2023-11-22
BV,763,1986,73400.0,,I3,2023-11-22
IRDM,2293,1986,1036280.0,,I3,2023-11-22
CAVA,832,1986,331800.0,,I3,2023-11-22
CLMT,985,1986,73800.0,,I3,2023-11-22
AGL,130,1986,497846.60000000003,,I3,2023-11-22
ATNI,419,1986,249520.0,,I3,2023-11-22
YUMC,4839,1987,647640.0,,I3,2023-11-24
MDXG,2737,1987,35800.0,,I3,2023-11-24
DDD,1258,1987,228500.0,,I3,2023-11-24
AMAL,228,1988,1447818.351,,I3,2023-11-27
CFFN,905,1990,104000.0,,I3,2023-11-29
QRVO,3590,1990,465950.0,,I3,2023-11-29
EXEL,1573,1991,2602038.4899999998,,I3,2023-11-30
FMC,1695,1991,201785.59999999998,,I3,2023-11-30
THFF,4275,1991,36810.0,,I3,2023-11-30
RNGR,3728,1992,99900.0,,I3,2023-12-01
CRCT,1113,1993,104400.0,,I3,2023-12-04
ATEX,406,1993,1607500.0,,I3,2023-12-04
DKS,1301,1993,100200.51,,I3,2023-12-04
BALL,500,1994,249980.66999999998,,I3,2023-12-05
ASA,368,1995,32571.0,,I3,2023-12-06
DINO,1291,1995,273950.0,,I3,2023-12-06
MGPI,2767,1996,87700.0,,I3,2023-12-07
AAP,12,1996,52870.0,,I3,2023-12-07
STAA,4123,1996,26129.0,,I3,2023-12-07
SENEA,3881,1996,29149.0,,I3,2023-12-07
EYPT,1588,1996,18799800.32,,I3,2023-12-07
BOOM,691,1997,81950.0,,I3,2023-12-08
DIS,1293,1998,69054.05,,I3,2023-12-11
OLMA,3203,1998,1160000.0,,I3,2023-12-11
TRMB,4363,1999,280200.0,,I3,2023-12-12
F,1592,1999,2011100.0000000002,,I3,2023-12-12
NEE,2977,1999,506515.0,,I3,2023-12-12
GPRE,1928,1999,125070.51999999999,,I3,2023-12-12
MX,2926,2000,68000.0,,I3,2023-12-13
PLNT,3429,2000,681500.0,,I3,2023-12-13
RHP,3687,2000,2040632.88,,I3,2023-12-13
HUBB,2121,2001,249859.5,,I3,2023-12-14
LOVE,2607,2001,2251521.34,,I3,2023-12-14
SJM,3955,2001,125050.0,,I3,2023-12-14
SBH,3831,2001,45160.0,,I3,2023-12-14
LIND,2570,2002,231605.81999999998,,I3,2023-12-15
KDP,2395,2002,196320.0,,I3,2023-12-15
MYO,2933,2002,155000.0,,I3,2023-12-15
DEA,1262,2002,105120.0,,I3,2023-12-15
PTCT,3538,2002,198737.0,,I3,2023-12-15
CHWY,941,2002,300918.80000000005,,I3,2023-12-15
LQDA,2617,2002,7999996.88,,I3,2023-12-15
OOMA,3229,2003,98500.0,,I3,2023-12-18
RBB,3616,2003,94100.0,,I3,2023-12-18
HRTG,2097,2003,299993.14,,I3,2023-12-18
OSG,3262,2003,85316.21999999999,,I3,2023-12-18
RGA,3674,2003,73383.2,,I3,2023-12-18
CMG,1012,2003,1827848.0,,I3,2023-12-18
WBD,4670,2003,124900000.0,,I3,2023-12-18
KNTK,2447,2003,999999.0,,I3,2023-12-18
VSTS,4637,2004,100275.00000000001,,I3,2023-12-19
ADC,72,2004,103989.0,,I3,2023-12-19
FLO,1682,2005,200109.0,,I3,2023-12-20
UHS,4467,2005,34182.5,,I3,2023-12-20
VRCA,4618,2005,2985000.0,,I3,2023-12-20
CDP,879,2005,25110.0,,I3,2023-12-20
FRME,1728,2005,50204.4,,I3,2023-12-20
BKR,630,2005,89360.0,,I3,2023-12-20
NUE,3108,2007,176610.0,,I3,2023-12-22
DLTR,1308,2007,1116117.1,,I3,2023-12-22
KRP,2468,2009,168260.13,,I3,2023-12-27
EWTX,1570,2011,100970.1,,I3,2023-12-29
FDX,1629,2011,252020.0,,I3,2023-12-29
CASY,826,2016,199686.75,,I3,2024-01-08
DYN,1394,2020,24999992.5,,I3,2024-01-12
SLDB,3971,2021,18861242.89,,I3,2024-01-16
AEHR,97,2021,53610.0,,I3,2024-01-16
PBF,3333,2023,20645280.0,,I3,2024-01-18
WS,4746,2023,51948.0,,I3,2024-01-18
CODI,1059,2025,132019.08000000002,,I3,2024-01-22
VRDN,4619,2028,9999990.0,,I3,2024-01-25
CMP,1015,2028,106199.99999999999,,I3,2024-01-25
COLB,1069,2032,174603.59999999998,,I3,2024-01-31
KMB,2434,2032,46940.24,,I3,2024-01-31
RELL,3657,2033,25175.0,,I3,2024-02-01
CLF,979,2034,505999.99999999994,,I3,2024-02-02
SIGI,3944,2035,98470.0,,I3,2024-02-05
UPS,4497,2036,199220.00000000003,,I3,2024-02-06
WOLF,4733,2036,258000.0,,I3,2024-02-06
TER,4254,2036,94070.0,,I3,2024-02-06
EL,1453,2038,198044.99999999997,,I3,2024-02-08
AFL,121,2038,114000.0,,I3,2024-02-08
AXS,480,2038,409150.0,,I3,2024-02-08
CHTR,940,2038,1491214.5,,I3,2024-02-08
KRNY,2465,2039,30460.95,,I3,2024-02-09
BFC,580,2039,53118.0,,I3,2024-02-09
JSPR,2372,2040,4532500.0,,I3,2024-02-12
AON,293,2040,7549250.000000001,,I3,2024-02-12
VFC,4566,2041,1005236.8,,I3,2024-02-13
MRCY,2861,2041,100197.03,,I3,2024-02-13
LNC,2590,2041,259000.0,,I3,2024-02-13
VSTS,4637,2041,287250.0,,I3,2024-02-13
ROK,3737,2041,992774.9999999999,,I3,2024-02-13
SANA,3810,2041,3999996.0,,I3,2024-02-13
EG,1436,2041,349000.0,,I3,2024-02-13
RJF,3702,2042,98711.7,,I3,2024-02-14
PEPG,3373,2042,27212789.520000003,,I3,2024-02-14
UFCS,4459,2042,244000.0,,I3,2024-02-14
PLCE,3423,2042,1744543.34,,I3,2024-02-14
NGL,3002,2043,174886.81,,I3,2024-02-15
MLYS,2814,2043,7499992.5,,I3,2024-02-15
WT,4758,2043,2187223.2,,I3,2024-02-15
RXST,3779,2044,201520.0,,I3,2024-02-16
LRMR,2621,2045,12500000.44,,I3,2024-02-20
GT,1960,2045,510300.0,,I3,2024-02-20
GTES,1963,2045,250002.4,,I3,2024-02-20
ENR,1492,2046,152500.0,,I3,2024-02-21
BIIB,607,2046,101255.7,,I3,2024-02-21
IOVA,2275,2046,292800.0,,I3,2024-02-21
PSX,3534,2046,99967.56000000001,,I3,2024-02-21
PRME,3503,2046,20000000.0,,I3,2024-02-21
LNT,2595,2046,53416.0,,I3,2024-02-21
NWE,3128,2047,48800.0,,I3,2024-02-22
HUM,2124,2047,200064.05,,I3,2024-02-22
HLF,2049,2047,498120.75,,I3,2024-02-22
HIW,2045,2048,473400.00000000006,,I3,2024-02-23
HPP,2086,2048,267600.0,,I3,2024-02-23
CART,822,2048,8740725.84,,I3,2024-02-23
OGN,3189,2049,49939.2,,I3,2024-02-26
MBUU,2705,2049,535250.0,,I3,2024-02-26
CAT,827,2050,113179.5,,I3,2024-02-27
QDEL,3572,2050,99674.0,,I3,2024-02-27
ACLS,51,2050,55520.0,,I3,2024-02-27
FNB,1700,2050,33525.0,,I3,2024-02-27
ESOA,1537,2050,94625.0,,I3,2024-02-27
FCN,1620,2051,249715.2,,I3,2024-02-28
CNX,1050,2051,25133.0,,I3,2024-02-28
CMI,1013,2051,149812.34,,I3,2024-02-28
WES,4690,2051,237720.0,,I3,2024-02-28
CLFD,980,2051,59240.0,,I3,2024-02-28
HCC,2008,2051,116300.0,,I3,2024-02-28
BNL,676,2051,74350.0,,I3,2024-02-28
GSHD,1955,2051,99713.52,,I3,2024-02-28
AMN,245,2051,559219.63,,I3,2024-02-28
AN,272,2051,200019.96,,I3,2024-02-28
