symbol,si,S,value,n_owners,cell,signal_date
HYMC,2146,2504,60160174.400000006,2.0,I1,2025-12-17
SAIC,3803,2505,301150.0,2.0,I1,2025-12-18
AMR,254,2505,11883477.439999998,2.0,I1,2025-12-18
SEI,3878,2506,349239.81000000006,2.0,I1,2025-12-19
NAVN,2953,2507,2686895.5999999996,2.0,I1,2025-12-22
KOD,2450,2507,10001688.0,2.0,I1,2025-12-22
AZO,488,2507,686526.73,2.0,I1,2025-12-22
KYTX,2497,2508,1999995.0,2.0,I1,2025-12-23
WRB,4742,2508,28355803.0,2.0,I1,2025-12-23
IMNM,2215,2508,1204886.5,2.0,I1,2025-12-23
XZO,4821,2508,441137.39999999997,2.0,I1,2025-12-23
BNTC,679,2508,195576.0,2.0,I1,2025-12-23
MCFT,2711,2508,983000.0,2.0,I1,2025-12-23
NKE,3019,2509,3448580.14,2.0,I1,2025-12-24
WHF,4703,2512,148159.02,2.0,I1,2025-12-30
UA,4442,2515,150250640.54999995,2.0,I1,2026-01-05
SPG,4068,2516,122946.0,4.0,I1,2026-01-06
PAR,3317,2518,10718532.78,2.0,I1,2026-01-08
FLYW,1692,2518,5125724.3,2.0,I1,2026-01-08
WBI,4671,2518,124197.68,2.0,I1,2026-01-08
LB,2517,2518,164630.38,3.0,I1,2026-01-08
SRZN,4105,2519,282318.66000000003,2.0,I1,2026-01-09
STAA,4123,2519,4819274.0,2.0,I1,2026-01-09
LMNR,2586,2520,319029.0,2.0,I1,2026-01-12
ADC,72,2521,2778780.0,2.0,I1,2026-01-13
MSTR,2890,2521,780599.88,2.0,I1,2026-01-13
ALMS,208,2521,3999998.0,2.0,I1,2026-01-13
GAM,1796,2523,101518.72,2.0,I1,2026-01-15
HYMC,2146,2524,13210500.0,2.0,I1,2026-01-16
NEWT,2990,2525,120404.96,4.0,I1,2026-01-20
IMRX,2219,2527,234471.90999999997,5.0,I1,2026-01-22
GME,1895,2528,11310360.0,2.0,I1,2026-01-23
WRB,4742,2529,346250539.61999995,2.0,I1,2026-01-26
ISBA,2301,2529,105015.439,7.0,I1,2026-01-26
RLI,3710,2529,403230.0,2.0,I1,2026-01-26
UAA,4443,2530,11419283.100000001,2.0,I1,2026-01-27
NWFL,3129,2532,162250.0,3.0,I1,2026-01-29
ALLY,206,2532,1491288.22,2.0,I1,2026-01-29
USAR,4506,2533,2173380.0,2.0,I1,2026-01-30
AMTB,265,2534,122827.84,2.0,I1,2026-02-02
IP,2276,2535,3008249.9999999995,2.0,I1,2026-02-03
CR,1104,2535,285312.5,2.0,I1,2026-02-03
WS,4746,2536,374145.0,2.0,I1,2026-02-04
PAYX,3329,2538,197260.0,2.0,I1,2026-02-06
CVCO,1188,2538,321841.0,2.0,I1,2026-02-06
TVA,4414,2539,3985935.52,2.0,I1,2026-02-09
SOFI,4043,2539,204850.0,2.0,I1,2026-02-09
RUM,3763,2539,2126847.96,2.0,I1,2026-02-09
ABT,27,2539,2559268.89,2.0,I1,2026-02-09
SONO,4054,2539,884655.5199999999,2.0,I1,2026-02-09
RAL,3609,2540,149787.5,2.0,I1,2026-02-10
ARCC,331,2540,176597.94,2.0,I1,2026-02-10
CING,959,2541,122567.76,2.0,I1,2026-02-11
VRNS,4623,2541,668847.85,2.0,I1,2026-02-11
TBBK,4219,2541,350750.0,2.0,I1,2026-02-11
NG,2999,2541,238321.8,2.0,I1,2026-02-11
MMS,2820,2542,191510.88,2.0,I1,2026-02-12
BMI,659,2542,754363.5,2.0,I1,2026-02-12
PRU,3515,2543,143098.0,2.0,I1,2026-02-13
FIEE,1653,2543,5516506.98,2.0,I1,2026-02-13
TECX,4244,2543,182410.0,2.0,I1,2026-02-13
LUCK,2639,2544,137020.0,2.0,I1,2026-02-17
ONEW,3221,2544,164081.69999999998,2.0,I1,2026-02-17
TENB,4251,2544,357765.0,2.0,I1,2026-02-17
ZBIO,4844,2544,1133377.6,2.0,I1,2026-02-17
QDEL,3572,2544,319334.2,2.0,I1,2026-02-17
CHRW,938,2544,299777.2236,2.0,I1,2026-02-17
SRZN,4105,2544,1019574.24,4.0,I1,2026-02-17
GTE,1962,2545,276560.0,2.0,I1,2026-02-18
RXO,3777,2545,12774624.0,2.0,I1,2026-02-18
KKR,2423,2546,6122745.0,2.0,I1,2026-02-19
FLYW,1692,2546,549500.0,2.0,I1,2026-02-19
NDAQ,2970,2547,16794320.0,2.0,I1,2026-02-20
HTGC,2115,2547,415808.45,2.0,I1,2026-02-20
MSCI,2879,2548,5559794.81,2.0,I1,2026-02-23
WY,4773,2548,615400.0,2.0,I1,2026-02-23
MPLT,2851,2548,429849.56,2.0,I1,2026-02-23
AVTR,462,2549,1398000.0,2.0,I1,2026-02-24
HYMC,2146,2549,12615000.0,2.0,I1,2026-02-24
VERX,4564,2549,5636339.2,2.0,I1,2026-02-24
CEVA,902,2549,173906.5,3.0,I1,2026-02-24
BLCO,639,2550,338110.0,2.0,I1,2026-02-25
AVBC,449,2550,106357.51999999999,2.0,I1,2026-02-25
VRSK,4625,2550,359200.0,2.0,I1,2026-02-25
HLNE,2055,2550,1978301.25,2.0,I1,2026-02-25
CVI,1192,2550,11776013.84,2.0,I1,2026-02-25
ARES,340,2550,1325826.4,2.0,I1,2026-02-25
AMH,239,2551,143256.0,2.0,I1,2026-02-26
TYL,4438,2551,694154.8,2.0,I1,2026-02-26
IBM,2161,2551,113156.72,2.0,I1,2026-02-26
WRB,4742,2551,172326933.28,2.0,I1,2026-02-26
SXC,4186,2552,131268.09,2.0,I1,2026-02-27
PODD,3464,2552,1529051.9,2.0,I1,2026-02-27
OFIX,3178,2552,258137.28000000003,2.0,I1,2026-02-27
REXR,3667,2553,387296.3,2.0,I1,2026-03-02
TPL,4346,2553,461584.55,2.0,I1,2026-03-02
POOL,3466,2553,1515974.2,2.0,I1,2026-03-02
CTEV,1158,2554,438742.5,2.0,I1,2026-03-03
BCAX,533,2554,9600000.0,2.0,I1,2026-03-03
PVLA,3552,2554,800000.0,2.0,I1,2026-03-03
LRMR,2621,2554,10840100.0,2.0,I1,2026-03-03
TNC,4319,2554,819283.75,2.0,I1,2026-03-03
SKWD,3961,2555,1184730.23,2.0,I1,2026-03-04
ENR,1492,2555,224700.0,2.0,I1,2026-03-04
TSLX,4390,2555,334015.6,3.0,I1,2026-03-04
AHCO,140,2555,116230.0,2.0,I1,2026-03-04
CSGP,1144,2555,3387254.4000000004,2.0,I1,2026-03-04
BH,594,2555,758995.7999999999,2.0,I1,2026-03-04
XRAY,4810,2555,382253.35,2.0,I1,2026-03-04
NMFC,3028,2555,581615.1799999999,2.0,I1,2026-03-04
FMNB,1696,2556,509982.2,2.0,I1,2026-03-05
EOSE,1504,2556,435600.0,2.0,I1,2026-03-05
ACIW,49,2556,223500.0,2.0,I1,2026-03-05
WD,4677,2556,498080.0,2.0,I1,2026-03-05
NCDL,2963,2557,168890.0,2.0,I1,2026-03-06
WGS,4700,2557,2769426.48,2.0,I1,2026-03-06
SLRC,3986,2557,2868239.77,2.0,I1,2026-03-06
GPK,1925,2557,508042.96,2.0,I1,2026-03-06
PAR,3317,2557,1294546.0,2.0,I1,2026-03-06
MIAX,2784,2557,624672.0,2.0,I1,2026-03-06
DCTH,1255,2558,150370.32,2.0,I1,2026-03-09
TPC,4341,2558,967161.57,2.0,I1,2026-03-09
NBBK,2955,2559,124290.0,2.0,I1,2026-03-10
HOG,2071,2559,125510.0,2.0,I1,2026-03-10
LYEL,2659,2559,24999969.8,2.0,I1,2026-03-10
MYGN,2932,2559,694547.6,2.0,I1,2026-03-10
BWFG,771,2559,180458.79,2.0,I1,2026-03-10
VSNT,4634,2560,5318339.0,2.0,I1,2026-03-11
AMRZ,258,2560,3662386.56,2.0,I1,2026-03-11
MLAB,2805,2560,352136.35,2.0,I1,2026-03-11
LEE,2532,2560,1668117.4,2.0,I1,2026-03-11
CGBD,912,2560,146991.8,2.0,I1,2026-03-11
GRNT,1944,2561,142025.0,3.0,I1,2026-03-12
TGLS,4268,2561,4441028.0,2.0,I1,2026-03-12
BETR,576,2561,709200.0,2.0,I1,2026-03-12
NSP,3081,2561,228600.0,2.0,I1,2026-03-12
FRAF,1722,2561,106990.27,2.0,I1,2026-03-12
VITL,4589,2561,190575.0,2.0,I1,2026-03-12
ALKT,201,2561,33138000.0,2.0,I1,2026-03-12
SRE,4094,2561,483538.6,2.0,I1,2026-03-12
GO,1910,2561,353714.42,2.0,I1,2026-03-12
ABG,22,2561,1127856.4,2.0,I1,2026-03-12
SFM,3900,2561,440248.0,2.0,I1,2026-03-12
SONO,4054,2561,9081600.0,2.0,I1,2026-03-12
COFS,1062,2562,203132.0,4.0,I1,2026-03-13
KRRO,2469,2562,4601762.0,2.0,I1,2026-03-13
ROCK,3735,2562,733715.4,2.0,I1,2026-03-13
LOAR,2600,2563,2971065.64,2.0,I1,2026-03-16
SNDA,4021,2563,85161872.88,2.0,I1,2026-03-16
MPB,2848,2563,102779.3,3.0,I1,2026-03-16
FG,1643,2563,309764.8,2.0,I1,2026-03-16
CRH,1119,2563,601282.0,2.0,I1,2026-03-16
ALTG,219,2563,229468.80000000002,2.0,I1,2026-03-16
STAA,4123,2563,11309944.379999999,2.0,I1,2026-03-16
BBSI,525,2564,280389.30000000005,2.0,I1,2026-03-17
SENS,3883,2564,200007.75,2.0,I1,2026-03-17
SRZN,4105,2564,309226.26,2.0,I1,2026-03-17
MTN,2901,2564,4967926.5,2.0,I1,2026-03-17
KGS,2413,2564,602610.0,2.0,I1,2026-03-17
IFF,2189,2564,10027675.57,2.0,I1,2026-03-17
TRIN,4360,2564,492560.91000000003,3.0,I1,2026-03-17
AEYE,112,2565,319205.0,2.0,I1,2026-03-18
WHF,4703,2565,216572.93,2.0,I1,2026-03-18
FOA,1710,2565,174820.8,2.0,I1,2026-03-18
SCM,3852,2565,447594.35,2.0,I1,2026-03-18
CBZ,850,2565,357826.75,2.0,I1,2026-03-18
SDHC,3863,2565,276466.48,3.0,I1,2026-03-18
WAT,4666,2566,451070.0,2.0,I1,2026-03-19
RHLD,3686,2566,107728.26000000001,2.0,I1,2026-03-19
ACNT,56,2566,141943.0,2.0,I1,2026-03-19
GPGI,1922,2566,150180.0,2.0,I1,2026-03-19
BW,768,2566,125016.6,2.0,I1,2026-03-19
XZO,4821,2566,102335.0,2.0,I1,2026-03-19
PHR,3403,2567,6793920.0,2.0,I1,2026-03-20
CRM,1125,2567,595692.54,2.0,I1,2026-03-20
MNR,2827,2569,128800.45000000001,2.0,I1,2026-03-24
BORR,693,2572,3927500.0,2.0,I1,2026-03-27
INSE,2251,2573,114149.48000000001,2.0,I1,2026-03-30
HTGC,2115,2574,156882.3,2.0,I1,2026-03-31
TSM,4391,2574,167190.0,2.0,I1,2026-03-31
LENZ,2537,2574,301277.19,2.0,I1,2026-03-31
WVE,4767,2574,12624183.0,2.0,I1,2026-03-31
IPX,2287,2574,362053.12,2.0,I1,2026-03-31
MLYS,2814,2575,14708538.000000002,2.0,I1,2026-04-01
ZBIO,4844,2575,1864600.0,2.0,I1,2026-04-01
ARDX,337,9,5000000.0,,I2,2016-01-15
OPK,3237,9,59087.700000000004,,I2,2016-01-15
JPM,2366,10,392340.54,,I2,2016-01-19
SCCO,3842,10,207280.0,,I2,2016-01-19
CNX,1050,11,844000.0,,I2,2016-01-20
SCHW,3845,13,101760.0,,I2,2016-01-22
BANF,505,13,52750.0,,I2,2016-01-22
C,792,14,1026249.9999999999,,I2,2016-01-25
TCPC,4226,14,64349.99999999999,,I2,2016-01-25
PNC,3451,14,999224.0000000001,,I2,2016-01-25
WYNN,4774,14,8177406.64,,I2,2016-01-25
MU,2913,15,106900.0,,I2,2016-01-26
APC,300,15,229949.85,,I2,2016-01-26
MAIN,2675,15,66479.9185,,I2,2016-01-26
WAFD,4663,15,61230.0,,I2,2016-01-26
GE,1823,16,1830226.88,,I2,2016-01-27
LION,2573,17,99804.59999999999,,I2,2016-01-28
MTG,2899,17,181800.0,,I2,2016-01-28
RJF,3702,17,958540.0,,I2,2016-01-28
SFNC,3901,17,410700.0,,I2,2016-01-28
MG,2760,17,101250.0,,I2,2016-01-28
KEY,2404,17,224400.0,,I2,2016-01-28
KMI,2435,17,2556000.0,,I2,2016-01-28
CBU,848,18,301860.0,,I2,2016-01-29
AXP,478,18,1001400.3999999999,,I2,2016-01-29
CR,1104,19,276600.0,,I2,2016-02-01
WSBC,4747,19,84450.0,,I2,2016-02-01
SEIC,3879,19,249902.71999999997,,I2,2016-02-01
ZION,4854,19,356803.98000000004,,I2,2016-02-01
STBA,4125,19,50260.0,,I2,2016-02-01
FHN,1649,19,101040.0,,I2,2016-02-01
PII,3407,20,498600.0,,I2,2016-02-02
APD,301,20,3831030.0,,I2,2016-02-02
CNMD,1036,20,181600.0,,I2,2016-02-02
URI,4503,21,210870.0,,I2,2016-02-03
CFR,907,21,1889600.0,,I2,2016-02-03
AN,272,21,193635.0,,I2,2016-02-03
PHM,3402,21,50019.99999999999,,I2,2016-02-03
UA,4442,22,167360.0,,I2,2016-02-04
INSM,2253,22,667000.0,,I2,2016-02-04
GBCI,1803,22,186000.0,,I2,2016-02-04
PGR,3395,22,1514000.0,,I2,2016-02-04
WCC,4674,22,59721.200000000004,,I2,2016-02-04
MCK,2717,22,156210.0,,I2,2016-02-04
MSM,2887,22,65180.00000000001,,I2,2016-02-04
AMP,247,22,179040.0,,I2,2016-02-04
LLY,2580,22,249225.40000000002,,I2,2016-02-04
LPG,2612,23,98500.0,,I2,2016-02-05
MATW,2688,23,117500.0,,I2,2016-02-05
PGC,3392,23,89550.0,,I2,2016-02-05
FISI,1662,23,246526.56,,I2,2016-02-05
ARLP,348,23,71550.0,,I2,2016-02-05
RDN,3640,23,252750.0,,I2,2016-02-05
CLFD,980,24,67800.0,,I2,2016-02-08
WWD,4770,24,109434.78,,I2,2016-02-08
SPB,4064,25,90000.0,,I2,2016-02-09
APO,309,25,265400.0,,I2,2016-02-09
CPF,1093,25,98750.0,,I2,2016-02-09
AYI,484,26,249633.71999999997,,I2,2016-02-10
POST,3468,26,12737100.950000001,,I2,2016-02-10
BZH,790,26,216300.0,,I2,2016-02-10
PAA,3300,27,2538539.96,,I2,2016-02-11
GAM,1796,27,82050.0,,I2,2016-02-11
PFLT,3384,27,61647.2,,I2,2016-02-11
SXT,4188,27,81150.0,,I2,2016-02-11
PAGP,3307,27,5860000.0,,I2,2016-02-11
EGBN,1438,27,50925.0,,I2,2016-02-11
NAVI,2952,27,363600.0,,I2,2016-02-11
LNC,2590,27,235720.00000000003,,I2,2016-02-11
HUBG,2122,27,348800.0,,I2,2016-02-11
MUR,2915,28,232500.0,,I2,2016-02-12
CHTR,940,28,163840.0,,I2,2016-02-12
KBH,2388,28,433159.7,,I2,2016-02-12
EPD,1509,28,196900.0,,I2,2016-02-12
KMT,2438,28,249328.80000000002,,I2,2016-02-12
OI,3192,29,66200.0,,I2,2016-02-16
HUBB,2121,29,90280.0,,I2,2016-02-16
MCD,2710,29,250701.0,,I2,2016-02-16
FAST,1599,29,79272.0,,I2,2016-02-16
FOX,1716,29,1053500.0,,I2,2016-02-16
BKD,625,29,220830.0,,I2,2016-02-16
FIS,1661,29,85650.0,,I2,2016-02-16
CHCO,918,29,136160.2,,I2,2016-02-16
CAC,798,30,117780.0,,I2,2016-02-17
NWL,3130,30,200037.6,,I2,2016-02-17
NMFC,3028,30,2338000.0,,I2,2016-02-17
JLL,2357,30,97750.0,,I2,2016-02-17
MAN,2679,30,364400.0,,I2,2016-02-17
OHI,3191,30,285900.0,,I2,2016-02-17
PSEC,3520,30,6042000.0,,I2,2016-02-17
ACM,52,30,377524.5,,I2,2016-02-17
OLN,3204,30,125399.99999999999,,I2,2016-02-17
ON,3215,30,710000.0,,I2,2016-02-17
MUSA,2917,30,1152600.0,,I2,2016-02-17
INCY,2230,30,35620172.0,,I2,2016-02-17
BSX,741,30,494699.99999999994,,I2,2016-02-17
SSB,4106,30,92850.0,,I2,2016-02-17
BAC,494,30,924000.0,,I2,2016-02-17
RF,3670,31,151000.0,,I2,2016-02-18
KN,2441,31,108000.0,,I2,2016-02-18
AKAM,177,31,4998822.59,,I2,2016-02-18
CAT,827,31,161720.0,,I2,2016-02-18
PRU,3515,31,462944.0,,I2,2016-02-18
TDG,4233,31,27329493.96,,I2,2016-02-18
MOS,2843,31,233500.0,,I2,2016-02-18
GWW,1979,31,64983.00000000001,,I2,2016-02-18
MDLZ,2733,31,213779.09999999998,,I2,2016-02-18
RYN,3787,31,193200.0,,I2,2016-02-18
ENTA,1496,31,54080.0,,I2,2016-02-18
MOH,2840,31,56000.0,,I2,2016-02-18
BGC,587,32,771000.0,,I2,2016-02-19
PNFP,3452,32,95320.0,,I2,2016-02-19
RNR,3729,32,226460.0,,I2,2016-02-19
CUZ,1185,32,99640.0,,I2,2016-02-19
DOV,1336,32,247200.0,,I2,2016-02-19
FLO,1682,32,406750.0,,I2,2016-02-19
YELP,4827,32,99918.0,,I2,2016-02-19
