day,symbol,entry_m,price,r_pct,pb,hb,lb,n_q,spread
2025-07-29,ACDC,956,8.21,3.532277710109633,$5-10,13:00+,<$5M/d,71,0.010000000000001563
2025-07-02,RFIL,797,6.7219,2.555824989958199,$5-10,13:00+,<$5M/d,0,
2025-01-16,PANL,907,5.67,1.4109347442680789,$5-10,13:00+,<$5M/d,600,0.009999999999999787
2025-01-14,SHCO,815,7.77,1.5444015444015344,$5-10,13:00+,<$5M/d,53,0.040000000000000036
2025-08-04,ANIK,941,8.74,4.241418764302052,$5-10,13:00+,<$5M/d,3,0.02999999999999936
2025-03-04,RAIL,795,7.695,5.003248862897994,$5-10,13:00+,<$5M/d,129,0.1200000000000001
2025-03-14,TSL,879,9.75,4.615384615384608,$5-10,13:00+,<$5M/d,600,0.009999999999999787
2025-01-10,MNMD,955,6.93,1.1529581529581443,$5-10,13:00+,$5-50M/d,149,0.009999999999999787
2025-04-09,VIR,815,5.8,2.93103448275862,$5-10,13:00+,$5-50M/d,78,0.009999999999999787
2025-04-09,PUMP,813,5.29,3.026465028355386,$5-10,13:00+,$5-50M/d,90,0.040000000000000036
2025-04-22,VIR,788,5.785,2.852203975799482,$5-10,13:00+,$5-50M/d,69,0.020000000000000462
2025-06-12,COGT,839,7.29,1.2345679012345658,$5-10,13:00+,$5-50M/d,49,0.019999999999999574
2025-06-09,RUM,825,9.425,1.5384615384615523,$5-10,13:00+,$5-50M/d,44,0.009999999999999787
2025-06-10,OST,800,6.4,1.4062500000000115,$5-10,13:00+,$5-50M/d,117,0.009999999999999787
2025-07-09,HOLO,907,5.9,1.0169491525423813,$5-10,13:00+,$5-50M/d,29,0.03000000000000025
2025-06-16,JFBR,926,5.25,3.428571428571423,$5-10,13:00+,$5-50M/d,1,0.13999999999999968
2025-07-16,DYN,923,9.1,1.3736263736263736,$5-10,13:00+,$5-50M/d,153,0.019999999999999574
2025-03-06,GOGO,894,7.035,1.8479033404406524,$5-10,13:00+,$5-50M/d,361,0.009999999999999787
2025-04-09,IMNM,842,6.06,1.9801980198019675,$5-10,13:00+,$5-50M/d,64,0.03500000000000014
2025-06-18,FCEL,789,6.125,1.387755102040816,$5-10,13:00+,$5-50M/d,36,0.009999999999999787
2025-02-21,FIGS,855,5.395,2.409638554216865,$5-10,13:00+,$5-50M/d,41,0.009999999999999787
2025-07-15,SGMT,943,9.4424,7.226976192493428,$5-10,13:00+,$5-50M/d,0,
2025-01-13,FLG,786,8.9501,2.012268019351753,$5-10,13:00+,$5-50M/d,63,0.010000000000001563
2025-07-02,ACDC,857,8.115,5.360443622920523,$5-10,13:00+,$5-50M/d,28,0.02000000000000135
2025-06-16,JFBR,926,5.25,11.238095238095235,$5-10,13:00+,$5-50M/d,1,0.13999999999999968
2025-04-09,TRVI,800,5.3,4.528301886792456,$5-10,13:00+,$5-50M/d,569,0.020000000000000462
2025-04-09,PEB,813,8.525,2.404692082111438,$5-10,13:00+,$5-50M/d,45,0.05000000000000071
2025-01-17,IRBT,862,8.555,2.863822326125064,$5-10,13:00+,$5-50M/d,46,0.02000000000000135
2025-07-21,BSGM,827,5.7529,2.1710789341028045,$5-10,13:00+,$5-50M/d,29,0.04999999999999982
2025-07-25,TERN,929,6.05,4.958677685950411,$5-10,13:00+,$5-50M/d,73,0.019999999999999574
2025-07-16,AMBC,795,7.33,1.9099590723055888,$5-10,13:00+,$5-50M/d,65,0.009999999999999787
2025-07-17,DAIC,959,5.712,1.6106442577030748,$5-10,13:00+,$5-50M/d,14,0.06499999999999995
2025-05-01,RCKT,941,7.875,4.761904761904762,$5-10,13:00+,$5-50M/d,146,0.009999999999999787
2025-04-10,CRMD,840,6.98,1.0702005730659023,$5-10,13:00+,$5-50M/d,29,0.019999999999999574
2025-01-13,KODK,881,6.2001,5.00153223335108,$5-10,13:00+,$5-50M/d,12,0.009999999999999787
2025-06-25,QTRX,879,6.07,5.107084019769365,$5-10,13:00+,$5-50M/d,6,0.020000000000000462
2025-05-01,VSTM,785,7.53,1.8592297476759705,$5-10,13:00+,$5-50M/d,99,0.020000000000000462
2025-02-24,ZH,836,5.24,8.015267175572518,$5-10,13:00+,$5-50M/d,112,0.015000000000000124
2025-01-13,SDA,844,9.76,6.762295081967215,$5-10,13:00+,$5-50M/d,0,
2025-07-14,PDYN,791,8.68,5.067972350230412,$5-10,13:00+,$5-50M/d,60,0.02000000000000135
2025-02-03,BHC,930,7.265,1.8582243633860949,$5-10,13:00+,$5-50M/d,139,0.009999999999999787
2025-03-11,STOK,832,7.965,1.1927181418706811,$5-10,13:00+,$5-50M/d,46,0.03000000000000025
2025-04-03,VSTM,953,5.75,5.043478260869566,$5-10,13:00+,$5-50M/d,112,0.009999999999999787
2025-04-11,XPRO,889,7.8,3.846153846153845,$5-10,13:00+,$5-50M/d,18,0.019999999999999574
2025-03-18,LFMD,889,5.69,2.8119507908611623,$5-10,13:00+,$5-50M/d,73,0.010000000000000675
2025-07-15,SGMT,852,9.38,1.0660980810234693,$5-10,13:00+,$5-50M/d,11,0.040000000000000924
2025-06-25,INMB,809,7.08,6.666666666666672,$5-10,13:00+,$5-50M/d,7,0.02999999999999936
2025-05-05,APLD,819,5.1945,4.4181345654057145,$5-10,13:00+,>$50M/d,223,0.010000000000000675
2025-07-25,UEC,792,8.78,1.5945330296127425,$5-10,13:00+,>$50M/d,86,0.009999999999999787
2025-07-22,WRD,924,9.57,3.9184952978056415,$5-10,13:00+,>$50M/d,136,0.009999999999999787
2025-07-11,SRM,814,6.85,4.233576642335767,$5-10,13:00+,>$50M/d,24,0.04999999999999982
2025-05-27,ARRY,844,7.13,1.4726507713884929,$5-10,13:00+,>$50M/d,76,0.009999999999999787
2025-07-30,LABD,890,6.395,1.6419077404221976,$5-10,13:00+,>$50M/d,600,0.009999999999999787
2025-01-10,PTON,810,8.67,3.344867358708179,$5-10,13:00+,>$50M/d,600,0.009999999999999787
2025-01-31,LABD,807,6.395,2.661454261141509,$5-10,13:00+,>$50M/d,600,0.010000000000000675
2025-06-24,CLRB,797,9.3926,5.617187999063089,$5-10,13:00+,>$50M/d,4,0.4150000000000009
2025-07-02,UMAC,905,8.11,1.109741060419234,$5-10,13:00+,>$50M/d,20,0.009999999999999787
2025-04-09,CX,800,5.06,2.371541501976269,$5-10,13:00+,>$50M/d,600,0.009999999999999787
2025-03-25,AUR,863,7.59,3.491436100131748,$5-10,13:00+,>$50M/d,152,0.009999999999999787
2025-04-09,IREN,800,5.385,4.735376044568243,$5-10,13:00+,>$50M/d,600,0.009999999999999787
2025-04-09,TSLL,801,8.065,7.85492870427774,$5-10,13:00+,>$50M/d,600,0.009999999999999787
2025-03-31,SNAP,857,8.675,3.804034582132566,$5-10,13:00+,>$50M/d,102,0.009999999999999787
2025-06-24,HL,849,5.8048,4.734013230429988,$5-10,13:00+,>$50M/d,27,0.009999999999999787
2025-06-09,RCAT,795,8.835,1.6411997736276325,$5-10,13:00+,>$50M/d,600,0.009999999999999787
2025-06-27,LABD,831,7.3852,1.5165466067269686,$5-10,13:00+,>$50M/d,600,0.010000000000000675
2025-04-30,CORZ,860,7.96,1.256281407035171,$5-10,13:00+,>$50M/d,151,0.009999999999999787
2025-01-29,MSTU,886,9.645,1.918092275790552,$5-10,13:00+,>$50M/d,600,0.009999999999999787
2025-03-04,TNXP,813,7.585,2.0435069215557053,$5-10,13:00+,>$50M/d,11,0.07000000000000028
2025-03-05,RGTI,784,8.025,1.16510903426792,$5-10,13:00+,>$50M/d,499,0.009999999999999787
2025-03-04,MPW,865,5.7415,2.2903422450579107,$5-10,13:00+,>$50M/d,27,0.009999999999999787
2025-05-21,SPXS,798,5.475,1.3680365296803565,$5-10,13:00+,>$50M/d,600,0.009999999999999787
2025-06-17,SRM,847,7.52,1.5957446808510536,$5-10,13:00+,>$50M/d,120,0.019999999999999574
2025-04-09,RITM,802,9.65,4.559585492227973,$5-10,13:00+,>$50M/d,600,0.009999999999999787
2025-04-04,RIOT,841,7.13,3.927068723702668,$5-10,13:00+,>$50M/d,600,0.009999999999999787
2025-07-25,SRFM,815,5.63,3.0852575488454743,$5-10,13:00+,>$50M/d,80,0.020000000000000462
2025-01-31,LABD,807,6.395,2.267396403440181,$5-10,13:00+,>$50M/d,600,0.010000000000000675
2025-01-29,MSTU,882,9.6,2.812499999999996,$5-10,13:00+,>$50M/d,600,0.009999999999999787
2025-05-06,LUNR,890,8.821,3.185579866228325,$5-10,13:00+,>$50M/d,98,0.009999999999999787
2025-03-07,ACHR,786,7.535,2.4552090245520968,$5-10,13:00+,>$50M/d,600,0.009999999999999787
2025-05-06,QUBT,931,7.1324,2.1367281700409286,$5-10,13:00+,>$50M/d,551,0.009999999999999787
2025-04-09,DNB,802,8.405,1.784651992861375,$5-10,13:00+,>$50M/d,600,0.009999999999999787
2025-07-25,AMPX,924,8.34,1.0791366906474804,$5-10,13:00+,>$50M/d,102,0.009999999999999787
2025-04-09,CX,800,5.06,1.7727272727272665,$5-10,13:00+,>$50M/d,600,0.009999999999999787
2025-08-06,UPXI,781,5.455,1.3748854262144854,$5-10,13:00+,>$50M/d,37,0.009999999999999787
2025-04-04,VLY,829,7.925,1.1356466876971592,$5-10,13:00+,>$50M/d,223,0.010000000000000675
2025-04-09,CLF,783,7.165,1.81437543614794,$5-10,13:00+,>$50M/d,600,0.009999999999999787
2025-03-10,FAZ,811,6.4998,2.381611741899748,$5-10,13:00+,>$50M/d,382,0.009999999999999787
2025-03-26,YOSH,575,16.5,3.757575757575753,$10-20,09:30-09:35,<$5M/d,3,1.3999999999999986
2025-03-03,SOFX,575,17.14,1.283547257876306,$10-20,09:30-09:35,<$5M/d,493,0.060000000000002274
2025-01-27,NPCE,572,14.67,1.7041581458759374,$10-20,09:30-09:35,<$5M/d,7,0.47999999999999865
2025-04-07,INBX,575,13.49,3.55819125277984,$10-20,09:30-09:35,<$5M/d,35,0.4900000000000002
2025-04-08,EDZ,575,10.09,1.7789890981169387,$10-20,09:30-09:35,<$5M/d,600,0.009999999999999787
2025-05-28,OILD,575,14.96,1.804812834224608,$10-20,09:30-09:35,<$5M/d,600,0.02000000000000135
2025-03-26,YOSH,575,16.5,3.757575757575753,$10-20,09:30-09:35,<$5M/d,3,1.3999999999999986
2025-04-16,AAPX,572,18.7,1.604278074866314,$10-20,09:30-09:35,<$5M/d,600,0.030000000000001137
2025-05-02,NEON,575,12.71,1.416207710464213,$10-20,09:30-09:35,<$5M/d,1,0.23000000000000043
2025-08-06,TRC,574,18.46,4.616468039003249,$10-20,09:30-09:35,<$5M/d,5,0.8399999999999999
2025-01-23,NBBK,575,18.805,4.280776389258175,$10-20,09:30-09:35,<$5M/d,86,0.07000000000000028
2025-07-22,AUDC,575,11.055,1.5829941203075435,$10-20,09:30-09:35,<$5M/d,86,0.040000000000000924
2025-04-09,TASK,574,11.81,2.624894157493653,$10-20,09:30-09:35,<$5M/d,2,0.3000000000000007
2025-06-24,ADUR,575,10.6674,2.97542043984477,$10-20,09:30-09:35,<$5M/d,44,0.14500000000000046
2025-04-09,FC,574,19.75,1.5949367088607658,$10-20,09:30-09:35,<$5M/d,10,0.259999999999998
2025-05-05,DOGZ,573,15.82,1.0745891276864723,$10-20,09:30-09:35,<$5M/d,0,
2025-03-13,HNRG,575,10.225,3.0317848410758,$10-20,09:30-09:35,<$5M/d,57,0.08000000000000007
2025-07-15,OPRX,573,12.685,1.0642491131257374,$10-20,09:30-09:35,<$5M/d,2,0.34999999999999964
2025-07-01,PERI,575,10.64,2.0676691729323364,$10-20,09:30-09:35,<$5M/d,130,0.030000000000001137
2025-07-24,THW,575,11.17,2.9543419874664285,$10-20,09:30-09:35,<$5M/d,14,0.08999999999999986
2025-03-14,OILD,575,16.335,1.2549739822467207,$10-20,09:30-09:35,<$5M/d,600,0.029999999999997584
2025-02-28,MYTE,575,10.6018,1.7148031466354847,$10-20,09:30-09:35,<$5M/d,2,0.3200000000000003
2025-04-07,ECO,575,18.68,4.122055674518199,$10-20,09:30-09:35,<$5M/d,53,0.14999999999999858
2025-06-23,GEOS,575,13.96,4.727793696275072,$10-20,09:30-09:35,<$5M/d,52,0.25
2025-03-24,USAR,575,11.25,2.2222222222222223,$10-20,09:30-09:35,<$5M/d,23,0.33999999999999986
2025-05-27,HIBS,574,13.11,1.6781083142639122,$10-20,09:30-09:35,<$5M/d,438,0.030000000000001137
2025-02-21,URGN,574,10.789,1.1956622485865191,$10-20,09:30-09:35,<$5M/d,0,
2025-05-02,NFBK,575,11.4,1.5789473684210502,$10-20,09:30-09:35,<$5M/d,24,0.11000000000000121
2025-07-29,MULL,573,17.576,1.6272189349112502,$10-20,09:30-09:35,<$5M/d,251,0.04999999999999716
2025-05-13,OM,574,16.2,1.0802469135802513,$10-20,09:30-09:35,<$5M/d,59,0.3000000000000007
2025-02-05,NVDG,575,10.7555,1.1668448700664669,$10-20,09:30-09:35,<$5M/d,337,0.02999999999999936
2025-03-04,BCYC,574,10.5,1.3333333333333388,$10-20,09:30-09:35,<$5M/d,4,1.120000000000001
2025-03-14,OILD,575,16.335,1.2549739822467207,$10-20,09:30-09:35,<$5M/d,600,0.029999999999997584
2025-07-14,IONZ,573,16.82,2.3186682520808595,$10-20,09:30-09:35,<$5M/d,482,0.08999999999999986
2025-03-14,MSFL,575,18.7,1.0695187165775364,$10-20,09:30-09:35,<$5M/d,600,0.020000000000003126
2025-01-22,ESOA,575,14.45,1.9031141868512012,$10-20,09:30-09:35,<$5M/d,26,0.1349999999999989
2025-05-19,NEXN,575,11.0,1.818181818181812,$10-20,09:30-09:35,<$5M/d,7,0.23000000000000043
2025-06-23,GEOS,575,13.96,4.727793696275072,$10-20,09:30-09:35,<$5M/d,52,0.25
2025-04-17,AVBP,574,17.7,1.8644067796610075,$10-20,09:30-09:35,<$5M/d,1,1.2800000000000011
2025-06-18,AMBR,572,12.028,3.2258064516129026,$10-20,09:30-09:35,<$5M/d,20,0.23499999999999943
2025-02-25,TSSI,575,12.09,4.21836228287841,$10-20,09:30-09:35,$5-50M/d,21,0.10000000000000142
2025-03-06,ROBN,575,17.89,2.235885969815551,$10-20,09:30-09:35,$5-50M/d,600,0.07000000000000028
2025-05-06,ASAN,575,15.855,1.1668243456322958,$10-20,09:30-09:35,$5-50M/d,61,0.06999999999999851
2025-04-03,EZPW,575,15.47,2.327084680025864,$10-20,09:30-09:35,$5-50M/d,70,0.11999999999999922
2025-06-05,CSIQ,575,11.27,1.5527950310558911,$10-20,09:30-09:35,$5-50M/d,63,0.05000000000000071
2025-04-14,GRPN,572,19.7229,1.0257112290788752,$10-20,09:30-09:35,$5-50M/d,5,0.25
2025-05-06,ARQT,573,15.41,4.4127190136275125,$10-20,09:30-09:35,$5-50M/d,444,0.07000000000000028
2025-02-11,SPCB,575,10.43,2.4688398849472706,$10-20,09:30-09:35,$5-50M/d,57,0.129999999999999
2025-05-09,OUT,575,14.92,1.6085790884718514,$10-20,09:30-09:35,$5-50M/d,106,0.15000000000000036
2025-06-16,TEN,575,19.6,1.632653061224491,$10-20,09:30-09:35,$5-50M/d,37,0.16000000000000014
2025-04-04,PLTD,575,18.34,1.853871319520174,$10-20,09:30-09:35,$5-50M/d,600,0.030000000000001137
2025-03-13,AMTM,575,18.35,1.7983651226158135,$10-20,09:30-09:35,$5-50M/d,22,0.04999999999999716
2025-05-12,MBC,575,10.575,4.964539007092186,$10-20,09:30-09:35,$5-50M/d,96,0.08499999999999996
2025-01-10,EVH,575,12.45,1.4056224899598309,$10-20,09:30-09:35,$5-50M/d,29,0.07000000000000028
2025-07-02,QURE,575,14.52,2.0661157024793315,$10-20,09:30-09:35,$5-50M/d,31,0.1399999999999988
2025-04-17,MTSR,575,17.62,1.5891032917139676,$10-20,09:30-09:35,$5-50M/d,16,0.33500000000000085
2025-04-21,TVTX,575,14.99,1.0006671114076076,$10-20,09:30-09:35,$5-50M/d,8,0.27999999999999936
2025-03-31,CONI,575,15.53,1.2878300064391457,$10-20,09:30-09:35,$5-50M/d,600,0.02000000000000135
2025-03-12,MUU,575,17.53,3.251568739304052,$10-20,09:30-09:35,$5-50M/d,600,0.05000000000000071
2025-02-25,DNA,572,10.51,1.6175071360608937,$10-20,09:30-09:35,$5-50M/d,13,0.10999999999999943
2025-01-22,EOLS,575,13.9,1.3669064748201405,$10-20,09:30-09:35,$5-50M/d,82,0.15000000000000036
2025-03-17,MRC,574,11.53,1.1274934952298266,$10-20,09:30-09:35,$5-50M/d,8,0.120000000000001
2025-04-21,ARQT,572,13.02,1.7665130568356409,$10-20,09:30-09:35,$5-50M/d,2,0.1150000000000011
2025-07-02,NMAX,572,14.25,1.4035087719298196,$10-20,09:30-09:35,$5-50M/d,8,0.09999999999999964
2025-01-23,DAPP,574,16.7,2.155688622754488,$10-20,09:30-09:35,$5-50M/d,42,0.060000000000002274
2025-06-13,BKSY,574,11.17,3.312444046553261,$10-20,09:30-09:35,$5-50M/d,34,0.08999999999999986
2025-05-09,OUT,575,14.92,1.6085790884718514,$10-20,09:30-09:35,$5-50M/d,106,0.15000000000000036
2025-06-26,TXG,572,11.65,1.459227467811158,$10-20,09:30-09:35,$5-50M/d,213,0.02999999999999936
2025-06-11,PTHL,575,16.0,1.2499999999999956,$10-20,09:30-09:35,$5-50M/d,7,0.1899999999999995
2025-03-03,RCUS,575,11.1,2.2522522522522523,$10-20,09:30-09:35,$5-50M/d,9,0.1999999999999993
2025-03-31,KROS,575,10.16,3.051181102362209,$10-20,09:30-09:35,$5-50M/d,74,0.10499999999999954
2025-03-21,AMRC,572,12.755,1.2152097216777822,$10-20,09:30-09:35,$5-50M/d,3,0.08999999999999986
2025-05-09,KINS,575,19.995,2.625656414103537,$10-20,09:30-09:35,$5-50M/d,78,0.13000000000000078
2025-02-21,NFE,572,12.13,1.2366034624896978,$10-20,09:30-09:35,$5-50M/d,132,0.0600000000000005
2025-04-09,SMMT,575,16.805,1.457899434692062,$10-20,09:30-09:35,$5-50M/d,51,0.07000000000000028
2025-06-13,GENI,575,10.37,1.2054001928640308,$10-20,09:30-09:35,$5-50M/d,122,0.019999999999999574
2025-05-05,SEM,575,14.99,2.735156771180788,$10-20,09:30-09:35,$5-50M/d,61,0.07000000000000028
2025-02-03,RCUS,575,12.88,1.7080745341614956,$10-20,09:30-09:35,$5-50M/d,19,0.22000000000000064
2025-04-07,SFD,575,19.1199,1.3682079927196344,$10-20,09:30-09:35,$5-50M/d,13,0.20000000000000284
2025-03-06,SPRY,575,11.04,1.992753623188396,$10-20,09:30-09:35,$5-50M/d,4,0.08000000000000007
2025-06-30,TSLL,572,12.3052,3.1303839027402995,$10-20,09:30-09:35,>$50M/d,600,0.009999999999999787
2025-01-16,WBA,575,12.535,1.7550857598723626,$10-20,09:30-09:35,>$50M/d,585,0.009999999999999787
2025-02-25,RIVN,575,12.07,1.90555095277548,$10-20,09:30-09:35,>$50M/d,600,0.009999999999999787
2025-04-16,VFC,575,10.815,1.4331946370781263,$10-20,09:30-09:35,>$50M/d,156,0.019999999999999574
2025-05-21,BTU,575,13.805,1.0503440782325215,$10-20,09:30-09:35,>$50M/d,100,0.019999999999999574
2025-03-05,BTU,575,13.025,1.6890595009596978,$10-20,09:30-09:35,>$50M/d,466,0.03999999999999915
2025-03-13,S,575,19.04,3.623949579831921,$10-20,09:30-09:35,>$50M/d,600,0.060000000000002274
2025-05-09,TSLR,575,17.84,3.1390134529147917,$10-20,09:30-09:35,>$50M/d,600,0.010000000000001563
2025-05-01,TSLL,575,10.495,2.905192949023344,$10-20,09:30-09:35,>$50M/d,600,0.009999999999999787
2025-03-20,RDFN,575,11.19,1.5192135835567464,$10-20,09:30-09:35,>$50M/d,600,0.019999999999999574
2025-04-03,TEVA,575,15.19,1.1191573403554966,$10-20,09:30-09:35,>$50M/d,196,0.019999999999999574
2025-07-07,JDST,574,10.12,2.865612648221336,$10-20,09:30-09:35,>$50M/d,600,0.009999999999999787
2025-04-11,BTU,575,11.51,1.390095569070375,$10-20,09:30-09:35,>$50M/d,360,0.05000000000000071
2025-07-22,SG,575,14.5,2.3448275862068955,$10-20,09:30-09:35,>$50M/d,248,0.0600000000000005
2025-01-14,SEDG,575,15.2795,3.161098203475248,$10-20,09:30-09:35,>$50M/d,170,0.040000000000000924
2025-06-30,BTU,575,13.03,1.5349194167306162,$10-20,09:30-09:35,>$50M/d,124,0.02999999999999936
2025-02-27,VNET,575,12.4197,4.184481106628986,$10-20,09:30-09:35,>$50M/d,486,0.02999999999999936
2025-01-28,MSTZ,575,16.6008,3.739578815478767,$10-20,09:30-09:35,>$50M/d,600,0.019999999999999574
2025-03-13,RDFN,575,10.45,1.148325358851667,$10-20,09:30-09:35,>$50M/d,541,0.019999999999999574
2025-04-16,CONL,575,13.21,2.725208175624536,$10-20,09:30-09:35,>$50M/d,600,0.040000000000000924
2025-05-19,NVDX,572,10.63,1.2229539040451625,$10-20,09:30-09:35,>$50M/d,600,0.009999999999999787
2025-05-08,TSLL,575,10.3523,1.9541551152883827,$10-20,09:30-09:35,>$50M/d,600,0.010000000000001563
2025-05-27,TSLL,575,15.55,1.0932475884244368,$10-20,09:30-09:35,>$50M/d,600,0.010000000000001563
2025-05-27,SOXS,575,12.87,1.3986013986013963,$10-20,09:30-09:35,>$50M/d,600,0.009999999999999787
2025-05-08,SOXS,575,16.645,2.2529288074496847,$10-20,09:30-09:35,>$50M/d,600,0.00999999999999801
2025-06-11,IREN,575,10.09,1.6848364717542117,$10-20,09:30-09:35,>$50M/d,600,0.009999999999999787
2025-04-17,PR,575,11.96,1.4214046822742616,$10-20,09:30-09:35,>$50M/d,600,0.010000000000001563
2025-07-01,HUT,575,18.37,1.4148067501361012,$10-20,09:30-09:35,>$50M/d,298,0.03999999999999915
2025-02-21,TZA,575,12.365,1.1726647796198917,$10-20,09:30-09:35,>$50M/d,600,0.010000000000001563
2025-02-24,SMR,575,18.605,1.5318462778822906,$10-20,09:30-09:35,>$50M/d,600,0.060000000000002274
2025-04-25,MBLY,575,14.78,2.368064952638699,$10-20,09:30-09:35,>$50M/d,153,0.07000000000000028
2025-07-28,AMDL,575,12.1774,2.031632368157412,$10-20,09:30-09:35,>$50M/d,600,0.009999999999999787
2025-06-09,GT,575,11.14,1.6157989228007157,$10-20,09:30-09:35,>$50M/d,510,0.009999999999999787
2025-04-25,SOFI,575,12.67,1.7363851617995314,$10-20,09:30-09:35,>$50M/d,600,0.009999999999999787
2025-05-12,CONL,575,19.03,2.207041513399904,$10-20,09:30-09:35,>$50M/d,600,0.019999999999999574
2025-04-30,AMKR,575,16.82,1.3376932223543485,$10-20,09:30-09:35,>$50M/d,3,0.16999999999999815
2025-04-23,HPE,575,16.04,1.0598503740648375,$10-20,09:30-09:35,>$50M/d,600,0.019999999999999574
2025-05-13,QBTS,575,11.34,2.7336860670194048,$10-20,09:30-09:35,>$50M/d,600,0.010000000000001563
2025-03-12,KC,572,18.0719,1.3938766814778698,$10-20,09:30-09:35,>$50M/d,408,0.05999999999999872
2025-04-09,ALHC,572,18.965,1.2127603480094935,$10-20,09:30-09:35,>$50M/d,36,0.35999999999999943
2025-02-28,TSL,578,11.24,2.313167259786475,$10-20,09:35-10:00,<$5M/d,600,0.019999999999999574
2025-02-28,CETH,592,10.8776,1.632713098477605,$10-20,09:35-10:00,<$5M/d,600,0.009999999999999787
2025-01-15,MATV,583,10.3807,1.9333956284258236,$10-20,09:35-10:00,<$5M/d,3,0.05999999999999872
2025-02-26,LIND,589,11.625,3.8709677419354778,$10-20,09:35-10:00,<$5M/d,0,
2025-01-30,KSCP,578,10.99,1.7288444040036353,$10-20,09:35-10:00,<$5M/d,23,0.13000000000000078
2025-04-07,TSAT,588,16.0,3.1874999999999987,$10-20,09:35-10:00,<$5M/d,7,0.34999999999999964
2025-01-13,MTUS,598,13.985,1.6803718269574504,$10-20,09:35-10:00,<$5M/d,12,0.10999999999999943
2025-04-09,PAXS,594,14.48,1.1636740331491704,$10-20,09:35-10:00,<$5M/d,5,0.09999999999999964
2025-04-09,HVT,597,17.57,1.5936254980079747,$10-20,09:35-10:00,<$5M/d,21,0.17999999999999972
2025-05-21,AAPX,599,19.34,1.080661840744569,$10-20,09:35-10:00,<$5M/d,600,0.020000000000003126
2025-07-01,MED,589,14.225,1.441124780316345,$10-20,09:35-10:00,<$5M/d,9,0.10999999999999943
2025-05-20,FATN,582,10.8203,1.6663123942958975,$10-20,09:35-10:00,<$5M/d,17,0.22000000000000064
2025-01-21,ZSPC,596,14.0315,1.7923956811459936,$10-20,09:35-10:00,<$5M/d,10,1.5250000000000004
2025-01-21,NCTY,577,17.46,2.5773195876288617,$10-20,09:35-10:00,<$5M/d,2,0.40000000000000213
2025-04-09,SLVP,581,13.585,2.1715126978285,$10-20,09:35-10:00,<$5M/d,26,0.09999999999999964
2025-03-04,NGNE,588,16.15,2.8482972136222853,$10-20,09:35-10:00,<$5M/d,4,0.16999999999999815
2025-05-06,TTAM,586,13.89,2.015838732901376,$10-20,09:35-10:00,<$5M/d,2,0.08999999999999986
2025-02-10,CVRX,580,14.7295,1.048915441800472,$10-20,09:35-10:00,<$5M/d,14,0.2699999999999996
2025-05-21,ORKA,589,10.63,3.527751646284101,$10-20,09:35-10:00,<$5M/d,1,0.09999999999999964
2025-02-05,PLCE,583,10.16,2.0177165354330717,$10-20,09:35-10:00,<$5M/d,288,0.0699999999999994
2025-04-17,NUKK,592,12.815,1.833788529067495,$10-20,09:35-10:00,<$5M/d,0,
2025-03-24,LUCK,600,10.14,1.493096646942807,$10-20,09:35-10:00,<$5M/d,6,0.11999999999999922
2025-08-01,RAPP,587,14.28,2.8011204481792618,$10-20,09:35-10:00,<$5M/d,76,0.7100000000000009
2025-02-18,LOMA,580,11.26,1.1536412078152685,$10-20,09:35-10:00,<$5M/d,159,0.07000000000000028
2025-02-14,IDR,584,13.975,1.0733452593917736,$10-20,09:35-10:00,<$5M/d,4,0.2699999999999996
2025-02-24,TZOO,577,17.63,1.8718094157685667,$10-20,09:35-10:00,<$5M/d,40,0.3199999999999985
2025-03-27,TEO,596,10.93,2.1957913998170198,$10-20,09:35-10:00,<$5M/d,29,0.21000000000000085
2025-04-17,LLYX,579,19.68,4.217479674796739,$10-20,09:35-10:00,<$5M/d,488,0.14000000000000057
2025-07-29,RNGR,576,14.54,1.5130674002750957,$10-20,09:35-10:00,<$5M/d,31,0.3200000000000003
2025-02-14,LIND,589,12.7301,1.1398182260940557,$10-20,09:35-10:00,<$5M/d,5,0.11999999999999922
2025-01-17,BABX,587,15.85,3.0914826498422725,$10-20,09:35-10:00,<$5M/d,600,0.019999999999999574
2025-04-14,CRESY,593,11.625,5.376344086021505,$10-20,09:35-10:00,<$5M/d,4,0.17499999999999893
2025-03-31,TZOO,599,13.17,1.670463173880035,$10-20,09:35-10:00,<$5M/d,0,
2025-04-22,JFIN,599,10.77,2.785515320334252,$10-20,09:35-10:00,<$5M/d,10,0.13000000000000078
2025-04-23,PLSE,590,19.0154,1.0801771195978045,$10-20,09:35-10:00,<$5M/d,22,0.17999999999999972
2025-02-04,CVRX,588,16.04,3.75187032418952,$10-20,09:35-10:00,<$5M/d,22,0.2749999999999986
2025-01-27,LIND,597,11.655,1.8447018447018435,$10-20,09:35-10:00,<$5M/d,6,0.07000000000000028
2025-03-06,MYE,583,12.55,1.3227091633466164,$10-20,09:35-10:00,<$5M/d,192,0.07000000000000028
2025-04-30,CHCT,590,16.62,1.8652226233453808,$10-20,09:35-10:00,<$5M/d,6,0.09999999999999787
2025-07-22,SSYS,599,11.8699,1.3471048618775103,$10-20,09:35-10:00,<$5M/d,86,0.02999999999999936
2025-02-18,NN,578,13.07,1.6067329762815674,$10-20,09:35-10:00,$5-50M/d,14,0.07000000000000028
