cell,TRAIN_g,TRAIN_d,TRAIN_t,TRAIN_tc,TRAIN_nk,TRAIN_dk,VAL_g,VAL_d,VAL_t,VAL_tc,VAL_nk,VAL_dk
M2 spy3d>0 [B2],-0.045069762511844046,-0.04590508594663537,-1.2072179077578753,-0.21144922895574284,1837.0,147.0,0.09222899286795237,0.09438833977451447,1.769834705727735,1.1751376043509703,1567.0,63.0
M2 spy5d>0 [B2],0.0050252615697054205,0.0028178306994508795,0.07474969097942392,0.012460611504256976,1939.0,153.0,-0.11752549740050183,-0.11860723164125304,-2.2669483121688154,-1.3743926047365342,1411.0,58.0
M3 two-UP [B2],0.004681921739146293,0.0035157736782069626,0.07656837384033505,0.02015737458966492,1012.0,81.0,-0.017789734906371344,-0.017343286324446962,-0.30205558910062114,-0.16098181424487035,687.0,30.0
M3 two-DOWN [B2],0.08829308481535841,0.09173221558146644,2.4544609919369957,0.2722105825230488,1716.0,41.0,0.0017843421229519919,0.000749654742211496,0.011875971904485394,0.008672479053780435,502.0,23.0
M3 mixed [B2],-0.08932048530833411,-0.09183460456105344,-2.4335187569364964,-0.42235558265202844,1847.0,120.0,0.013201203367392842,0.013515187398066973,0.26209461674268586,0.15696008769463435,1263.0,49.0
M4 prev close pos>=.5 [B2],-0.09174420278484927,-0.09375597968312978,-2.492601514880623,-0.41938743402412976,1930.0,143.0,-0.040914118155883174,-0.041103683094739975,-0.7800076346262734,-0.4646470192352601,1488.0,61.0
M4 prev close pos<=.5 [B2],0.09174420278484927,0.09375597968312978,2.492601514880623,0.41938743402412976,2645.0,99.0,0.040914118155883174,0.041103683094739975,0.7800076346262734,0.4646470192352601,964.0,41.0
M4 inside day [B2],-0.040269726648407875,-0.03811594173330583,-0.5798338412085834,-0.20121718157971297,423.0,25.0,-0.18852410870224157,-0.19597040824954787,-1.4853063887581053,-1.7163720050931057,93.0,5.0
M4 outside day [B2],0.06323805000026678,0.06388029730205788,1.0019512011892384,0.40066149490291575,470.0,29.0,-0.03674865354167179,-0.03605203406470795,-0.3310308070983334,-0.31359143277938917,150.0,8.0
M-Q qqq2d>0 [B2],-0.07047454009688416,-0.07180165861294187,-1.9001274356217475,-0.32878209971915084,1860.0,142.0,0.013673126914874302,0.014324417629395729,0.2693879032659041,0.17940245772437488,1541.0,60.0
M-Q two-UP [B2],0.020334828179408494,0.01897503830356552,0.4035181288350766,0.11102947609892903,939.0,78.0,-0.05938031398271819,-0.05887235131009506,-1.0421300850825,-0.5583939631707544,723.0,32.0
M-Q two-DOWN [B2],-0.41618283367070097,-0.41611773606822594,-10.19660276687851,-1.9653739976866542,1118.0,39.0,0.13125381269822098,0.13250463708749324,1.8670981671850237,1.3777424622381576,382.0,17.0
M-Q mixed [B2],0.29714854272343033,0.2979963042013956,8.099201349581763,1.4441182312542147,2518.0,125.0,-0.019858622575763585,-0.02094974462802058,-0.4043371115222624,-0.2395651907865728,1347.0,53.0
