symbol,date,book_entered,book_pnl_pct,pos,book_reason,cls,rh,rl,bb_open,bb_low,cap30,cap60,ets,gap_bps,repro_pnl_pct,repro_reason,b30_entry,b30_pnl_pct,b30_reason,f1b_entry,f1b_pnl_pct,f1b_reason,f1b_ts,f1a_entry,f1a_pnl_pct,f1a_reason
NBIG,2026-01-26,1,-3.9369922311108656,3333.33375,stop,iii_fillable,8.7777,8.3,8.77,8.7692,8.804033099999998,8.8303662,2026-01-26 14:37:00+00:00,-8.772229627350692,-3.936992231110866,stop,8.804033099999998,-3.936992231110866,stop,,,,,,,
NBIL,2026-01-26,1,-3.95226246312988,3333.33375,stop,iii_fillable,12.38,11.61,12.3,12.3,12.41714,12.45428,2026-01-26 14:37:00+00:00,-64.6203554119551,-3.9522624631298795,stop,12.41714,-3.9522624631298795,stop,,,,,,,
CRWU,2026-01-27,1,-1.7794142325498454,3333.33375,tag_bb,iii_fillable,10.1,9.71,9.95,9.92,10.130299999999998,10.1606,2026-01-27 14:35:00+00:00,-148.51485148514865,-1.7794142325498457,tag_bb,10.130299999999998,-1.7794142325498457,tag_bb,,,,,,,
CRWG,2026-01-27,1,-2.043593988676149,3333.33375,tag_bb,iii_fillable,5.45,5.23,5.335,5.33,5.466349999999999,5.4827,2026-01-27 14:35:00+00:00,-211.0091743119269,-2.043593988676149,tag_bb,5.466349999999999,-2.043593988676149,tag_bb,,,,,,,
NBIG,2026-01-27,1,4.273845131272872,3333.33375,eod,iii_fillable,8.1,7.72,8.07,8.07,8.124299999999998,8.1486,2026-01-27 15:09:00+00:00,-37.037037037036534,4.273845131272872,eod,8.124299999999998,4.273845131272872,eod,,,,,,,
ANL,2026-02-04,1,-0.5425974242815332,3333.33375,tag_bb,iii_fillable,10.39,10.0,10.1151,10.1151,10.42117,10.452340000000001,2026-02-04 14:57:00+00:00,-264.58132820019296,-0.5425974242815331,tag_bb,10.42117,-0.5425974242815331,tag_bb,,,,,,,
CWVX,2026-02-06,1,20.163762425284297,3333.33375,scale_eod,iii_fillable,24.12,23.11,24.0,23.77,24.192359999999997,24.26472,2026-02-06 14:36:00+00:00,-49.75124378109541,20.163762425284297,scale_eod,24.192359999999997,20.1637624252843,scale_eod,,,,,,,
MSTU,2026-02-13,1,-3.537446129353869,3333.33375,stop,iii_fillable,4.96,4.8037,4.92,4.8827,4.97488,4.98976,2026-02-13 14:35:00+00:00,-80.6451612903225,-3.537446129353869,stop,4.97488,-3.537446129353869,stop,,,,,,,
MST,2026-02-13,1,-3.004648844165183,3333.33375,stop,ii_gap_through,3.44,3.35,3.47,3.47,3.4503199999999996,3.46064,2026-02-13 14:35:00+00:00,87.20930232558155,-3.004648844165183,stop,,,,3.44,-0.6808139534883785,tag_bb,2026-02-13 14:36:00+00:00,,,
EVMN,2026-02-13,1,-3.031015044161811,3333.33375,stop,iii_fillable,31.245,29.1,30.81,30.62,31.338734999999996,31.432470000000002,2026-02-13 14:38:00+00:00,-139.2222755640915,-3.0310150441618116,stop,31.338734999999996,-3.031015044161812,stop,,,,,,,
RGTU,2026-02-13,1,-0.5572243898226437,3333.33375,tag_bb,iii_fillable,6.35,6.01,6.35,6.3399,6.369049999999999,6.3881,2026-02-13 14:48:00+00:00,0.0,-0.5572243898226437,tag_bb,6.369049999999999,-0.5572243898226437,tag_bb,,,,,,,
IBRX,2026-02-17,0,0.0,3333.33375,no_fill,i_never_broken,6.28,6.05,,,,,,,,,,,,,,,,,,
JFB,2026-02-19,0,0.0,3333.33375,no_fill,i_never_broken,22.89,22.0,,,,,,,,,,,,,,,,,,
SPAI,2026-02-23,1,-0.3597529106424752,3333.33375,tag_bb,iii_fillable,4.0809,3.89,4.0599,4.04,4.0931427,4.105385399999999,2026-02-23 14:36:00+00:00,-51.45923693302912,-0.35975291064247517,tag_bb,4.0931427,-0.35975291064247517,tag_bb,,,,,,,
BNAI,2026-02-24,1,22.303780029742317,3333.33375,scale_eod,iii_fillable,21.41,20.72,21.02,21.02,21.47423,21.53846,2026-02-24 14:35:00+00:00,-182.15787015413378,22.303780029742313,scale_eod,21.47423,22.303780029742313,scale_eod,,,,,,,
SHLS,2026-02-25,0,0.0,3333.33375,no_fill,i_never_broken,7.43,7.11,,,,,,,,,,,,,,,,,,
MST,2026-02-25,1,5.440551581358414,3333.33375,scale_eod,iii_fillable,3.5,3.42,3.4966,3.4966,3.5104999999999995,3.521,2026-02-25 14:50:00+00:00,-9.71428571428623,5.440551581358414,scale_eod,3.5104999999999995,5.440551581358414,scale_eod,,,,,,,
RBNE,2026-02-27,0,0.0,3333.33375,no_fill,i_never_broken,4.2,4.09,,,,,,,,,,,,,,,,,,
ANTX,2026-03-09,1,48.48000985908399,3333.33375,scale_eod,iii_fillable,3.09,2.97,3.065,3.0642,3.0992699999999993,3.10854,2026-03-09 13:36:00+00:00,-80.9061488673135,48.48000985908399,scale_eod,3.0992699999999993,48.48000985908404,scale_eod,,,,,,,
IRE,2026-03-11,1,8.361642436539379,3333.33375,eod,iii_fillable,4.7888,4.575,4.75,4.735,4.803166399999999,4.8175328,2026-03-11 13:35:00+00:00,-81.02238556632169,8.361642436539377,eod,4.803166399999999,8.361642436539377,eod,,,,,,,
IREX,2026-03-11,1,9.672332167615094,3333.33375,scale_eod,iii_fillable,25.16,24.19,25.03,24.93,25.23548,25.31096,2026-03-11 13:35:00+00:00,-51.66931637519801,9.672332167615094,scale_eod,25.23548,9.672332167615094,scale_eod,,,,,,,
TURB,2026-03-12,1,2.287379288212982,3333.33375,lock,iii_fillable,4.4682,4.254,4.41,4.41,4.4816046,4.4950092,2026-03-12 13:35:00+00:00,-130.25379347388233,2.287379288212982,lock,4.4816046,2.287379288212982,lock,,,,,,,
KLAR,2026-03-13,1,0.6742131021384606,3333.33375,eod,iii_fillable,15.78,15.27,15.6699,15.63,15.827339999999998,15.87468,2026-03-13 13:35:00+00:00,-69.7718631178701,0.6742131021384606,eod,15.827339999999998,0.6742131021384606,eod,,,,,,,
LNSR,2026-03-18,0,0.0,3333.33375,no_fill,i_never_broken,7.31,7.05,,,,,,,,,,,,,,,,,,
ANNA,2026-03-20,1,56.49445188341748,3333.33375,scale_eod,iii_fillable,4.1,3.85,3.99,3.98,4.112299999999999,4.1246,2026-03-20 13:37:00+00:00,-268.2926829268284,56.49445188341748,scale_eod,4.112299999999999,56.49445188341748,scale_eod,,,,,,,
BATL,2026-03-27,1,-1.048650257757519,3333.33375,tag_bb,iii_fillable,6.33,5.81,6.31,6.26,6.34899,6.36798,2026-03-27 13:35:00+00:00,-31.595576619274368,-1.0486502577575192,tag_bb,6.34899,-1.0486502577575192,tag_bb,,,,,,,
IREX,2026-03-31,1,-3.706592399921994,3333.33375,stop,iii_fillable,16.26,15.72,16.08,16.08,16.30878,16.357560000000003,2026-03-31 14:00:00+00:00,-110.70110701107194,-3.706592399921994,stop,16.30878,-3.706592399921994,stop,,,,,,,
UGRO,2026-04-06,0,0.0,3333.33375,no_fill,i_never_broken,20.9,20.31,,,,,,,,,,,,,,,,,,
ALOY,2026-04-09,0,0.0,3333.33375,no_fill,i_never_broken,9.0,8.33,,,,,,,,,,,,,,,,,,
UGRO,2026-04-10,1,-0.4883528779809975,3333.33375,tag_bb,iii_fillable,17.796,16.97,17.58,17.5,17.849387999999998,17.902776,2026-04-10 13:35:00+00:00,-121.37559002022957,-0.4883528779809975,tag_bb,17.849387999999998,-0.4883528779809975,tag_bb,,,,,,,
ELAB,2026-04-13,0,0.0,3333.33375,no_fill,i_never_broken,5.19,5.02,,,,,,,,,,,,,,,,,,
NBIG,2026-04-14,1,-0.4738747237264,3333.33375,tag_bb,iii_fillable,17.5132,17.03,17.54,17.41,17.5657396,17.6182792,2026-04-14 13:44:00+00:00,15.302743073795089,-0.47387472372640005,tag_bb,17.5657396,-0.47387472372640005,tag_bb,,,,,,,
SMU,2026-04-15,1,2.861900423818405,3333.33375,lock,iii_fillable,13.91,13.0827,13.87,13.87,13.95173,13.99346,2026-04-15 13:40:00+00:00,-28.756290438534116,2.8619004238184047,lock,13.95173,2.8619004238184047,lock,,,,,,,
ROLR,2026-04-16,1,14.937722682990964,3333.33375,scale_eod,iii_fillable,6.4,6.15,6.2793,6.2793,6.4192,6.438400000000001,2026-04-16 14:13:00+00:00,-188.5937500000001,14.937722682990964,scale_eod,6.4192,14.937722682990964,scale_eod,,,,,,,
HOOG,2026-04-17,1,-2.1309080687615056,3333.33375,stop,iii_fillable,29.05,27.8,29.0,29.0,29.13715,29.2243,2026-04-17 13:35:00+00:00,-17.21170395869165,-2.130908068761506,stop,29.13715,-2.130908068761506,stop,,,,,,,
SKYQ,2026-04-20,1,-1.865413106474952,3333.33375,tag_bb,iii_fillable,9.63,9.07,9.4873,9.445,9.65889,9.68778,2026-04-20 13:38:00+00:00,-148.18276220145532,-1.8654131064749522,tag_bb,9.65889,-1.8654131064749522,tag_bb,,,,,,,
EFOI,2026-04-21,1,-3.531398360855483,3333.33375,stop,iii_fillable,5.81,5.6,5.72,5.7,5.827429999999999,5.84486,2026-04-21 13:35:00+00:00,-154.90533562822705,-3.531398360855484,stop,5.827429999999999,-3.531398360855484,stop,,,,,,,
CRML,2026-04-24,0,0.0,3333.33375,no_fill,i_never_broken,11.28,10.9038,,,,,,,,,,,,,,,,,,
CRWU,2026-04-24,0,0.0,3333.33375,no_fill,i_never_broken,10.39,9.75,,,,,,,,,,,,,,,,,,
IREX,2026-04-30,1,-3.056433439407795,3333.33375,stop,iii_fillable,27.01,26.2893,26.74,26.73,27.09103,27.172060000000002,2026-04-30 13:40:00+00:00,-99.9629766753063,-3.0564334394077948,stop,27.09103,-3.0564334394077948,stop,,,,,,,
ARTV,2026-05-11,0,0.0,3333.33375,no_fill,i_never_broken,11.68,11.2,,,,,,,,,,,,,,,,,,
LWLG,2026-05-13,1,-0.1051679866062058,3333.33375,tag_bb,iii_fillable,16.96,16.272,16.76,16.75,17.01088,17.06176,2026-05-13 13:35:00+00:00,-117.92452830188593,-0.1051679866062058,tag_bb,17.01088,-0.1051679866062058,tag_bb,,,,,,,
BOT,2026-05-13,0,0.0,3333.33375,no_fill,i_never_broken,27.5,26.05,,,,,,,,,,,,,,,,,,
YSS,2026-05-18,1,-3.9878598899109807,3333.33375,stop,iii_fillable,26.44,25.0,26.14,26.03,26.519319999999997,26.598640000000003,2026-05-18 13:35:00+00:00,-113.464447806354,-3.9878598899109807,stop,26.519319999999997,-3.9878598899109816,stop,,,,,,,
IREG,2026-05-20,1,10.391227921863406,3333.33375,scale_eod,iii_fillable,17.53,17.0,17.43,17.39,17.58259,17.635180000000002,2026-05-20 14:14:00+00:00,-57.04506560182621,10.391227921863406,scale_eod,17.58259,10.391227921863406,scale_eod,,,,,,,
WNW,2026-05-21,1,-1.5229705916111638,3333.33375,tag_bb,ii_gap_through,4.43,4.27,4.45,4.38,4.443289999999999,4.45658,2026-05-21 13:50:00+00:00,45.146726862304035,-1.522970591611164,tag_bb,4.443289999999999,-1.522970591611164,tag_bb,4.38,-2.6089041095890484,tag_bb,2026-05-21 13:51:00+00:00,4.45,-1.6714606741573157,tag_bb
ATPC,2026-06-03,1,1.258198132874098,3333.33375,lock,iii_fillable,3.3,3.21,3.22,3.22,3.3098999999999994,3.3198,2026-06-03 13:38:00+00:00,-242.42424242424175,1.258198132874098,lock,3.3098999999999994,1.258198132874098,lock,,,,,,,
RPGL,2026-06-04,1,6.531411249280882,3333.33375,scale_lock,iii_fillable,3.83,3.66,3.63,3.63,3.84149,3.85298,2026-06-04 14:05:00+00:00,-522.193211488251,6.531411249280882,scale_lock,3.84149,6.531411249280882,scale_lock,,,,,,,
CRWU,2026-06-12,1,-1.3488364981965977,3333.33375,tag_bb,iii_fillable,6.2799,6.1,6.25,6.22,6.298739699999999,6.3175794,2026-06-12 13:35:00+00:00,-47.61222312457125,-1.3488364981965977,tag_bb,6.298739699999999,-1.3488364981965977,tag_bb,,,,,,,
CWVX,2026-06-12,1,-0.6010672701981886,3333.33375,tag_bb,iii_fillable,27.33,26.4,27.33,27.2745,27.411989999999996,27.493979999999997,2026-06-12 14:01:00+00:00,0.0,-0.6010672701981886,tag_bb,27.411989999999996,-0.6010672701981756,tag_bb,,,,,,,
PUSA,2026-06-16,0,0.0,3333.33375,no_fill,i_never_broken,4.94,4.6,,,,,,,,,,,,,,,,,,
QBTX,2026-06-18,0,0.0,3333.33375,no_fill,i_never_broken,15.0492,14.44,,,,,,,,,,,,,,,,,,
SSPC,2026-06-22,1,-0.9342742414957028,3333.33375,tag_bb,iii_fillable,10.9,10.53,10.86,10.7798,10.932699999999999,10.9654,2026-06-22 13:35:00+00:00,-36.69724770642313,-0.9342742414957028,tag_bb,10.932699999999999,-0.9342742414956868,tag_bb,,,,,,,
AIBZ,2026-06-24,0,0.0,3333.33375,no_fill,i_never_broken,9.91,9.5,,,,,,,,,,,,,,,,,,
QNRX,2026-06-24,1,6.173820448916679,3333.33375,scale_lock,iii_fillable,4.31,4.129,4.1999,4.1806,4.3229299999999995,4.335859999999999,2026-06-24 13:56:00+00:00,-255.452436194894,6.173820448916679,scale_lock,4.3229299999999995,6.17382044891668,scale_lock,,,,,,,
EHGO,2026-06-25,1,-7.181323770623614,3333.33375,stop,iii_fillable,4.65,4.33,4.59,4.5133,4.66395,4.6779,2026-06-25 13:36:00+00:00,-129.03225806451758,-7.181323770623614,stop,4.66395,-7.181323770623614,stop,,,,,,,
FRMI,2026-06-25,0,0.0,3333.33375,no_fill,i_never_broken,8.815,8.55,,,,,,,,,,,,,,,,,,
MUD,2026-06-26,0,0.0,3333.33375,no_fill,i_never_broken,10.01,9.782,,,,,,,,,,,,,,,,,,
MUZ,2026-06-26,0,0.0,3333.33375,no_fill,i_never_broken,10.47,10.03,,,,,,,,,,,,,,,,,,
SPCU,2026-06-29,0,0.0,3333.33375,no_fill,i_never_broken,18.05,17.36,,,,,,,,,,,,,,,,,,
IREX,2026-06-29,0,0.0,3333.33375,no_fill,i_never_broken,26.76,25.84,,,,,,,,,,,,,,,,,,
CAST,2026-06-30,1,4.857961298355311,3333.33375,scale_lock,iii_fillable,6.31,6.1006,6.12,6.12,6.328929999999999,6.34786,2026-06-30 14:07:00+00:00,-301.10935023771714,4.857961298355311,scale_lock,6.328929999999999,4.857961298355311,scale_lock,,,,,,,
NUAI,2026-07-06,1,-4.117920861475728,3333.33375,stop,iii_fillable,5.13,4.82,5.11,5.0787,5.145389999999999,5.16078,2026-07-06 13:35:00+00:00,-38.98635477582735,-4.117920861475728,stop,5.145389999999999,-4.117920861475728,stop,,,,,,,
IREG,2026-07-06,1,3.5166144675514035,3333.33375,eod,iii_fillable,11.32,10.73,11.277,11.277,11.353959999999999,11.387920000000001,2026-07-06 13:39:00+00:00,-37.98586572438256,3.5166144675514035,eod,11.353959999999999,3.5166144675514195,eod,,,,,,,
AAOG,2026-07-09,1,0.0351885519911038,3333.33375,tag_bb,ii_gap_through,4.59,4.38,4.62,4.5815,4.603769999999999,4.61754,2026-07-09 13:35:00+00:00,65.35947712418277,0.035188551991103885,tag_bb,4.603769999999999,0.035188551991103885,tag_bb,4.59,2.18529411764707,lock,2026-07-09 13:36:00+00:00,,,
AAOX,2026-07-09,1,-0.2563816753612007,3333.33375,tag_bb,ii_gap_through,20.6305,19.65,20.7,20.54,20.6923915,20.754283,2026-07-09 13:35:00+00:00,33.68798623397229,-0.25638167536120077,tag_bb,20.6923915,-0.25638167536120077,tag_bb,20.61,-4.753275109170303,stop,2026-07-09 13:36:00+00:00,20.7,-0.29304347826086286,tag_bb
SKYQ,2026-07-13,1,3.4662614263177134,3333.33375,scale_lock,iii_fillable,3.77,3.68,3.74,3.74,3.7813099999999995,3.79262,2026-07-13 13:35:00+00:00,-79.57559681697535,3.4662614263177134,scale_lock,3.7813099999999995,3.4662614263177134,scale_lock,,,,,,,
IONL,2026-07-14,1,-4.463735638721414,3333.33375,stop,iii_fillable,14.9,14.2919,14.7,14.7,14.9447,14.9894,2026-07-14 13:38:00+00:00,-134.228187919464,-4.463735638721414,stop,14.9447,-4.463735638721414,stop,,,,,,,
JLHL,2026-07-17,1,-8.461289379639938,3333.33375,stop,iii_fillable,10.13,9.31,9.94,9.9,10.16039,10.19078,2026-07-17 13:35:00+00:00,-187.5616979269512,-8.461289379639938,stop,10.16039,-8.461289379639938,stop,,,,,,,
MULL,2026-07-20,1,-0.7059230278802732,3333.33375,tag_bb,iii_fillable,21.08,20.3,20.95,20.95,21.143239999999995,21.20648,2026-07-20 13:35:00+00:00,-61.669829222010804,-0.7059230278802732,tag_bb,21.143239999999995,-0.7059230278802732,tag_bb,,,,,,,
SNDU,2026-07-20,1,-0.5349423289379093,3333.33375,tag_bb,iii_fillable,23.7775,22.3612,23.66,23.66,23.848832499999997,23.920165,2026-07-20 13:35:00+00:00,-49.41646514562081,-0.5349423289379093,tag_bb,23.848832499999997,-0.5349423289378944,tag_bb,,,,,,,
SNDG,2026-07-20,1,-0.7693919488881099,3333.33375,tag_bb,iii_fillable,9.3799,8.7675,9.34,9.325,9.408039699999998,9.436179399999999,2026-07-20 13:35:00+00:00,-42.537766927152056,-0.76939194888811,tag_bb,9.408039699999998,-0.76939194888811,tag_bb,,,,,,,
MUU,2026-07-20,1,-0.5305076506019111,3333.33375,tag_bb,iii_fillable,30.25,29.13,30.07,30.06,30.340749999999996,30.4315,2026-07-20 13:35:00+00:00,-59.50413223140494,-0.5305076506019111,tag_bb,30.340749999999996,-0.5305076506018994,tag_bb,,,,,,,
CRWU,2026-07-21,1,4.924255099031214,3333.33375,eod,iii_fillable,3.3699,3.23,3.35,3.35,3.3800096999999996,3.3901194,2026-07-21 13:44:00+00:00,-59.05219739458123,4.924255099031214,eod,3.3800096999999996,4.924255099031228,eod,,,,,,,
SNDG,2026-07-21,1,-0.3021033985422348,3333.33375,tag_bb,iii_fillable,10.3,9.96,10.27,10.2645,10.3309,10.3618,2026-07-21 13:36:00+00:00,-29.12621359223433,-0.30210339854223484,tag_bb,10.3309,-0.30210339854223484,tag_bb,,,,,,,
NVVE,2026-07-22,0,0.0,3333.33375,no_fill,i_never_broken,7.75,7.23,,,,,,,,,,,,,,,,,,
BMNG,2026-07-27,1,8.463131192605031,3333.33375,eod,iii_fillable,14.33,13.35,14.32,14.32,14.372989999999998,14.41598,2026-07-27 13:35:00+00:00,-6.978367062107083,8.463131192605031,eod,14.372989999999998,8.463131192605031,eod,,,,,,,
CWVX,2026-07-27,1,-4.2037931150369205,3333.33375,stop,iii_fillable,13.35,12.84,13.3429,13.3429,13.390049999999999,13.4301,2026-07-27 13:35:00+00:00,-5.318352059924258,-4.2037931150369205,stop,13.390049999999999,-4.203793115036908,stop,,,,,,,
MUZ,2026-07-28,1,1.5317776349590175,3333.33375,lock,iii_fillable,15.87,15.35,15.72,15.67,15.917609999999998,15.965219999999999,2026-07-28 13:36:00+00:00,-94.51795841209699,1.5317776349590175,lock,15.917609999999998,1.5317776349590175,lock,,,,,,,
NEBX,2026-07-30,1,13.419588390058284,3333.33375,scale_eod,iii_fillable,18.8,17.7101,18.68,18.67,18.856399999999997,18.9128,2026-07-30 13:35:00+00:00,-63.8297872340432,13.419588390058285,scale_eod,18.856399999999997,13.419588390058307,scale_eod,,,,,,,
NBIL,2026-07-30,1,13.6313170307035,3333.33375,scale_eod,iii_fillable,18.2805,17.18,18.15,18.15,18.3353415,18.390183,2026-07-30 13:35:00+00:00,-71.38754410437431,13.631317030703501,scale_eod,18.3353415,13.631317030703501,scale_eod,,,,,,,
BIYA,2026-07-31,1,-6.9739436945885895,3333.33375,stop,iii_fillable,4.09,3.82,4.08,4.07,4.102269999999999,4.11454,2026-07-31 13:51:00+00:00,-24.449877750610803,-6.9739436945885895,stop,4.102269999999999,-6.9739436945885895,stop,,,,,,,
BIOA,2026-08-03,1,-2.142593845651508,3333.33375,tag_bb,iii_fillable,9.71,9.3,9.56,9.54,9.73913,9.768260000000001,2026-08-03 13:36:00+00:00,-154.47991761071145,-2.1425938456515077,tag_bb,9.73913,-2.1425938456515077,tag_bb,,,,,,,
SPCQ,2026-08-05,0,0.0,3333.33375,no_fill,i_never_broken,26.47,24.95,,,,,,,,,,,,,,,,,,
IREG,2026-08-11,1,-3.635384465854415,3333.33375,stop,iii_fillable,8.155,7.89,8.12,8.12,8.179464999999999,8.20393,2026-08-11 13:37:00+00:00,-42.91845493562207,-3.635384465854414,stop,8.179464999999999,-3.635384465854414,stop,,,,,,,
UMAC,2026-08-12,1,-1.4499079181668908,3333.33375,tag_bb,iii_fillable,27.48,26.02,27.37,27.19,27.56244,27.64488,2026-08-12 13:36:00+00:00,-40.029112081513276,-1.4499079181668908,tag_bb,27.56244,-1.4499079181668908,tag_bb,,,,,,,
IREX,2026-08-17,0,0.0,3333.33375,no_fill,i_never_broken,18.03,17.22,,,,,,,,,,,,,,,,,,
IRE,2026-08-17,0,0.0,3333.33375,no_fill,i_never_broken,12.6,12.05,,,,,,,,,,,,,,,,,,
SSPC,2026-08-18,0,0.0,3333.33375,no_fill,i_never_broken,10.94,10.6,,,,,,,,,,,,,,,,,,
SPCQ,2026-08-18,0,0.0,3333.33375,no_fill,i_never_broken,13.63,13.2087,,,,,,,,,,,,,,,,,,
FFAI,2026-08-19,0,0.0,3333.33375,no_fill,i_never_broken,3.55,3.455,,,,,,,,,,,,,,,,,,
SOC,2026-08-20,0,0.0,3333.33375,no_fill,i_never_broken,5.3,5.08,,,,,,,,,,,,,,,,,,
SMCX,2026-08-25,1,4.200747882297698,3333.33375,eod,iii_fillable,11.91,11.35,11.87,11.87,11.94573,11.98146,2026-08-25 13:35:00+00:00,-33.585222502099384,4.200747882297698,eod,11.94573,4.200747882297698,eod,,,,,,,
SMST,2026-08-26,0,0.0,3333.33375,no_fill,i_never_broken,30.3165,29.37,,,,,,,,,,,,,,,,,,
XPON,2026-08-26,1,21.03439973915391,3333.33375,scale_eod,iii_fillable,6.5846,6.3,6.4132,6.4101,6.604353799999999,6.6241076,2026-08-26 13:36:00+00:00,-260.3043465054833,21.03439973915391,scale_eod,6.604353799999999,21.03439973915391,scale_eod,,,,,,,
IREG,2026-08-27,1,-2.356572683975169,3333.33375,eod,iii_fillable,8.1298,7.9,8.0926,8.0926,8.154189399999998,8.1785788,2026-08-27 13:39:00+00:00,-45.7575832123791,-2.356572683975169,eod,8.154189399999998,-2.356572683975169,eod,,,,,,,
YJ,2026-08-27,1,-0.8529123874576836,3333.33375,tag_bb,iii_fillable,3.29,3.1307,3.2402,3.2247,3.29987,3.30974,2026-08-27 13:35:00+00:00,-151.36778115501514,-0.8529123874576836,tag_bb,3.29987,-0.8529123874576836,tag_bb,,,,,,,
PFSA,2026-08-31,1,4.642914114798496,3333.33375,scale_lock,iii_fillable,3.15,3.05,3.1476,3.14,3.1594499999999996,3.1689,2026-08-31 13:35:00+00:00,-7.619047619046304,4.642914114798495,scale_lock,3.1594499999999996,4.642914114798469,scale_lock,,,,,,,
SHMD,2026-08-31,0,0.0,3333.33375,no_fill,i_never_broken,3.355,3.19,,,,,,,,,,,,,,,,,,
SMST,2026-09-01,1,-3.217705374442702,3333.33375,stop,iii_fillable,26.5,25.75,26.4995,26.41,26.579499999999996,26.659,2026-09-01 13:35:00+00:00,-0.18867924528209734,-3.217705374442702,stop,26.579499999999996,-3.2177053744426893,stop,,,,,,,
ALMS,2026-09-02,1,-0.7767967444913645,3333.33375,tag_bb,iii_fillable,10.54,9.9501,10.48,10.47,10.571619999999998,10.60324,2026-09-02 13:43:00+00:00,-56.925996204932886,-0.7767967444913646,tag_bb,10.571619999999998,-0.7767967444913646,tag_bb,,,,,,,
SUPX,2026-09-09,0,0.0,3333.33375,no_fill,i_never_broken,8.06,7.65,,,,,,,,,,,,,,,,,,
SMST,2026-09-15,1,-0.4455208483367874,3333.33375,tag_bb,iii_fillable,21.32,20.55,21.33,21.26,21.38396,21.44792,2026-09-15 13:36:00+00:00,4.690431519698279,-0.44552084833678746,tag_bb,21.38396,-0.44552084833678746,tag_bb,,,,,,,
COHH,2026-09-18,1,-2.941747320222902,3333.33375,stop,iii_fillable,6.49,6.28,6.4596,6.4596,6.509469999999999,6.52894,2026-09-18 13:36:00+00:00,-46.84129429892159,-2.9417473202229023,stop,6.509469999999999,-2.9417473202229023,stop,,,,,,,
CIFG,2026-09-18,1,-4.018933915584951,3333.33375,stop,iii_fillable,4.69,4.5178,4.63,4.63,4.70407,4.71814,2026-09-18 13:38:00+00:00,-127.9317697228155,-4.0189339155849515,stop,4.70407,-4.0189339155849515,stop,,,,,,,
CIFU,2026-09-18,1,-4.052297256701479,3333.33375,stop,iii_fillable,11.45,11.03,11.295,11.295,11.484349999999997,11.518699999999999,2026-09-18 13:38:00+00:00,-135.37117903930084,-4.052297256701479,stop,11.484349999999997,-4.052297256701494,stop,,,,,,,
