symbol,day,ts,n_quotes,q_ts,nbb,nbo,spread,err
ADTX,2025-03-19,2025-03-19T15:31:00+00:00,2799,2025-03-19T15:30:57.500928+00:00,11.6,11.63,0.030000000000001137,
ADTX,2025-03-19,2025-03-19T15:33:00+00:00,2359,2025-03-19T15:32:59.869865+00:00,11.45,11.49,0.040000000000000924,
ADVB,2026-07-20,2026-07-20T19:35:00+00:00,2484,2026-07-20T19:34:59.420926+00:00,7.68,7.72,0.040000000000000036,
ADVB,2026-07-20,2026-07-20T19:37:00+00:00,3193,2026-07-20T19:36:59.960072+00:00,8.45,8.51,0.0600000000000005,
ADVB,2026-07-20,2026-07-20T19:38:00+00:00,3979,2026-07-20T19:37:59.921876+00:00,9.11,9.12,0.009999999999999787,
ADVB,2026-07-20,2026-07-20T19:56:00+00:00,1426,2026-07-20T19:55:59.154594+00:00,8.78,8.8,0.02000000000000135,
ADVB,2026-07-22,2026-07-22T14:25:00+00:00,5542,2026-07-22T14:24:59.600952+00:00,12.64,12.79,0.14999999999999858,
ADVB,2026-07-22,2026-07-22T14:26:00+00:00,5128,2026-07-22T14:25:59.545339+00:00,12.09,12.14,0.05000000000000071,
ADVB,2026-07-22,2026-07-22T14:40:00+00:00,2184,2026-07-22T14:39:57.586372+00:00,10.6,10.69,0.08999999999999986,
ADVB,2026-07-22,2026-07-22T14:41:00+00:00,1903,2026-07-22T14:40:59.989884+00:00,10.96,11.09,0.129999999999999,
ADVB,2026-07-22,2026-07-22T14:50:00+00:00,1675,2026-07-22T14:49:59.831628+00:00,10.53,10.54,0.009999999999999787,
ADVB,2026-07-22,2026-07-22T14:51:00+00:00,1155,2026-07-22T14:50:59.904788+00:00,10.6,10.99,0.39000000000000057,
ADVB,2026-07-22,2026-07-22T15:05:00+00:00,545,2026-07-22T15:04:58.590461+00:00,9.97,10.06,0.08999999999999986,
ADVB,2026-07-22,2026-07-22T15:06:00+00:00,755,2026-07-22T15:05:59.310969+00:00,9.8,9.97,0.16999999999999993,
ADVB,2026-07-22,2026-07-22T17:13:00+00:00,4134,2026-07-22T17:12:59.416650+00:00,15.41,15.68,0.2699999999999996,
ADVB,2026-07-22,2026-07-22T17:14:00+00:00,4012,2026-07-22T17:13:59.700005+00:00,15.6,15.8,0.20000000000000107,
ADVB,2026-07-22,2026-07-22T17:38:00+00:00,3406,2026-07-22T17:37:59.992554+00:00,15.89,16.01,0.120000000000001,
ADVB,2026-07-22,2026-07-22T17:39:00+00:00,2707,2026-07-22T17:38:59.608466+00:00,16.08,16.29,0.21000000000000085,
ADVB,2026-07-24,2026-07-24T14:47:00+00:00,325,2026-07-24T14:46:43.015539+00:00,16.16,16.5,0.33999999999999986,
ADVB,2026-07-24,2026-07-24T15:12:00+00:00,190,2026-07-24T15:11:58.027162+00:00,18.01,18.2,0.18999999999999773,
ADVB,2026-07-27,2026-07-27T14:05:00+00:00,181,2026-07-27T14:04:52.353696+00:00,18.52,18.99,0.46999999999999886,
ADVB,2026-07-27,2026-07-27T14:30:00+00:00,32,2026-07-27T14:28:52.051027+00:00,17.91,18.6,0.6900000000000013,
AEVA,2026-08-06,2026-08-06T13:42:00+00:00,2020,2026-08-06T13:41:59.725941+00:00,23.3,23.46,0.16000000000000014,
AEVA,2026-08-06,2026-08-06T14:07:00+00:00,1757,2026-08-06T14:06:59.548115+00:00,25.7,25.84,0.14000000000000057,
AFJK,2025-12-10,2025-12-10T14:53:00+00:00,83,2025-12-10T14:52:53.138004+00:00,48.0,50.0,2.0,
AFJK,2025-12-10,2025-12-10T15:18:00+00:00,102,2025-12-10T15:17:55.809340+00:00,45.0,47.86,2.8599999999999994,
AFJK,2025-12-10,2025-12-10T20:53:00+00:00,25,2025-12-10T20:52:08.023258+00:00,35.4,36.0,0.6000000000000014,
AFJK,2025-12-11,2025-12-11T15:06:00+00:00,96,2025-12-11T15:05:13.729281+00:00,41.0,44.0,3.0,
AFJK,2025-12-11,2025-12-11T15:26:00+00:00,85,2025-12-11T15:25:59.375396+00:00,49.58,50.94,1.3599999999999994,
AFJK,2025-12-11,2025-12-11T15:31:00+00:00,563,2025-12-11T15:30:59.761643+00:00,48.0,50.19,2.1899999999999977,
AFJK,2025-12-11,2025-12-11T15:32:00+00:00,485,2025-12-11T15:31:57.834641+00:00,48.0,50.0,2.0,
AFJK,2025-12-11,2025-12-11T15:37:00+00:00,125,2025-12-11T15:32:55.648520+00:00,43.07,45.44,2.3699999999999974,
AFJK,2025-12-11,2025-12-11T15:56:00+00:00,0,,,,,no_quote_at_or_before_cover
AFJK,2025-12-11,2025-12-11T15:57:00+00:00,46,2025-12-11T15:56:57.625035+00:00,36.14,38.0,1.8599999999999994,
AFJK,2025-12-11,2025-12-11T15:59:00+00:00,116,2025-12-11T15:58:59.155180+00:00,35.21,36.0,0.7899999999999991,
AFJK,2025-12-11,2025-12-11T16:26:00+00:00,115,2025-12-11T16:25:53.508001+00:00,39.2,40.99,1.7899999999999991,
AFJK,2025-12-11,2025-12-11T16:27:00+00:00,113,2025-12-11T16:26:49.379439+00:00,39.2,41.0,1.7999999999999972,
AFJK,2025-12-11,2025-12-11T16:52:00+00:00,30,2025-12-11T16:51:44.051721+00:00,38.04,40.0,1.9600000000000009,
AFJK,2025-12-18,2025-12-18T15:20:00+00:00,8,2025-12-18T15:18:15.559109+00:00,24.42,26.89,2.469999999999999,
AFJK,2025-12-18,2025-12-18T15:57:00+00:00,19,2025-12-18T15:56:59.629368+00:00,24.68,26.89,2.210000000000001,
AFJK,2025-12-18,2025-12-18T19:13:00+00:00,589,2025-12-18T19:12:58.810744+00:00,49.1,52.68,3.5799999999999983,
AFJK,2025-12-18,2025-12-18T19:15:00+00:00,619,2025-12-18T19:14:59.641855+00:00,58.0,59.71,1.7100000000000009,
AFJK,2025-12-18,2025-12-18T19:16:00+00:00,633,2025-12-18T19:15:58.926556+00:00,53.42,56.0,2.5799999999999983,
AFJK,2025-12-18,2025-12-18T19:38:00+00:00,540,2025-12-18T19:37:59.861708+00:00,62.8,67.0,4.200000000000003,
AFJK,2025-12-18,2025-12-18T19:40:00+00:00,721,2025-12-18T19:39:57.304730+00:00,63.0,65.29,2.2900000000000063,
AFJK,2025-12-18,2025-12-18T19:41:00+00:00,785,2025-12-18T19:40:59.777875+00:00,65.0,68.0,3.0,
AFJK,2025-12-23,2025-12-23T15:44:00+00:00,993,2025-12-23T15:43:59.336048+00:00,74.0,75.64,1.6400000000000006,
AFJK,2025-12-23,2025-12-23T15:45:00+00:00,874,2025-12-23T15:44:59.295077+00:00,70.09,74.71,4.61999999999999,
AFJK,2025-12-23,2025-12-23T16:08:00+00:00,67,2025-12-23T16:03:53.143528+00:00,60.0,62.2,2.200000000000003,
AFJK,2025-12-23,2025-12-23T16:09:00+00:00,15,2025-12-23T16:08:53.145824+00:00,56.5,60.26,3.759999999999998,
AFJK,2025-12-23,2025-12-23T16:10:00+00:00,103,2025-12-23T16:09:56.173446+00:00,56.66,60.0,3.3400000000000034,
AFJK,2025-12-23,2025-12-23T16:29:00+00:00,288,2025-12-23T16:28:59.247465+00:00,52.44,54.75,2.3100000000000023,
AFJK,2025-12-23,2025-12-23T16:30:00+00:00,329,2025-12-23T16:29:56.616656+00:00,52.0,54.5,2.5,
AFJK,2026-01-21,2026-01-21T19:32:00+00:00,237,2026-01-21T19:31:52.503184+00:00,51.73,67.0,15.270000000000003,
AFJK,2026-01-21,2026-01-21T19:33:00+00:00,284,2026-01-21T19:32:57.391095+00:00,60.58,67.0,6.420000000000002,
AFJK,2026-01-21,2026-01-21T19:59:00+00:00,17,2026-01-21T19:58:09.806004+00:00,53.13,57.0,3.8699999999999974,
AFJK,2026-01-21,2026-01-21T20:43:00+00:00,5,2026-01-21T20:40:00.011464+00:00,55.0,57.59,2.5900000000000034,
AGH,2025-03-03,2025-03-03T18:13:00+00:00,371,2025-03-03T18:12:55.529740+00:00,2.52,2.58,0.06000000000000005,
AGH,2025-03-03,2025-03-03T18:16:00+00:00,533,2025-03-03T18:15:59.912369+00:00,2.17,2.2,0.03000000000000025,
AGH,2025-03-03,2025-03-03T18:42:00+00:00,5,2025-03-03T18:37:07.965906+00:00,2.44,2.5,0.06000000000000005,
AGH,2025-03-03,2025-03-03T18:58:00+00:00,182,2025-03-03T18:57:53.821465+00:00,2.42,2.49,0.07000000000000028,
AGH,2025-03-03,2025-03-03T19:23:00+00:00,11,2025-03-03T19:22:46.872755+00:00,2.35,2.42,0.06999999999999984,
AGH,2025-03-03,2025-03-03T20:00:00+00:00,28,2025-03-03T19:59:07.391608+00:00,2.26,2.34,0.08000000000000007,
AHMA,2025-12-05,2025-12-05T15:05:00+00:00,295,2025-12-05T15:04:53.404896+00:00,8.5,8.95,0.4499999999999993,
AHMA,2025-12-05,2025-12-05T15:06:00+00:00,335,2025-12-05T15:05:58.233664+00:00,8.23,8.5,0.2699999999999996,
AHMA,2025-12-05,2025-12-05T15:18:00+00:00,132,2025-12-05T15:17:57.674932+00:00,8.84,9.0,0.16000000000000014,
AHMA,2025-12-05,2025-12-05T15:19:00+00:00,124,2025-12-05T15:18:36.394699+00:00,8.55,8.93,0.379999999999999,
AHMA,2025-12-05,2025-12-05T15:30:00+00:00,23,2025-12-05T15:27:56.836235+00:00,8.65,8.9,0.25,
AHMA,2025-12-05,2025-12-05T15:31:00+00:00,33,2025-12-05T15:30:54.394528+00:00,8.65,8.89,0.2400000000000002,
AHMA,2025-12-05,2025-12-05T15:44:00+00:00,51,2025-12-05T15:43:55.658405+00:00,8.6,8.65,0.05000000000000071,
AHMA,2025-12-05,2025-12-05T19:59:00+00:00,38,2025-12-05T19:57:50.147030+00:00,8.0,8.6,0.5999999999999996,
AHMA,2026-01-13,2026-01-13T14:58:00+00:00,3199,2026-01-13T14:57:59.686935+00:00,8.9,8.95,0.049999999999998934,
AHMA,2026-01-13,2026-01-13T15:23:00+00:00,3789,2026-01-13T15:22:59.461031+00:00,10.0,10.04,0.03999999999999915,
AHMA,2026-02-04,2026-02-04T16:04:00+00:00,268,2026-02-04T16:03:58.858969+00:00,11.1,11.55,0.45000000000000107,
AHMA,2026-02-04,2026-02-04T16:24:00+00:00,51,2026-02-04T16:19:23.314157+00:00,8.1,8.21,0.11000000000000121,
AHMA,2026-02-04,2026-02-04T16:29:00+00:00,464,2026-02-04T16:28:58.733030+00:00,9.61,10.02,0.41000000000000014,
AHMA,2026-02-04,2026-02-04T16:31:00+00:00,367,2026-02-04T16:30:56.701892+00:00,10.05,10.3,0.25,
AHMA,2026-02-04,2026-02-04T16:32:00+00:00,417,2026-02-04T16:31:59.110025+00:00,10.35,10.76,0.41000000000000014,
AHMA,2026-02-04,2026-02-04T16:59:00+00:00,0,,,,,no_quote_at_or_before_cover
AHMA,2026-02-04,2026-02-04T17:40:00+00:00,31,2026-02-04T17:35:13.139557+00:00,6.51,6.67,0.16000000000000014,
AHMA,2026-02-04,2026-02-04T17:56:00+00:00,0,,,,,no_quote_at_or_before_cover
AHMA,2026-02-04,2026-02-04T18:03:00+00:00,103,2026-02-04T17:58:50.088538+00:00,6.9,7.02,0.11999999999999922,
AHMA,2026-02-04,2026-02-04T18:10:00+00:00,113,2026-02-04T18:09:57.962822+00:00,7.1,7.29,0.1900000000000004,
AHMA,2026-02-04,2026-02-04T18:11:00+00:00,133,2026-02-04T18:10:55.168131+00:00,7.0,7.29,0.29000000000000004,
AHMA,2026-02-04,2026-02-04T18:12:00+00:00,99,2026-02-04T18:11:55.070468+00:00,7.0,7.17,0.16999999999999993,
AHMA,2026-02-04,2026-02-04T18:13:00+00:00,97,2026-02-04T18:12:58.917273+00:00,6.9,7.17,0.2699999999999996,
AHMA,2026-02-04,2026-02-04T18:28:00+00:00,101,2026-02-04T18:27:28.587929+00:00,6.95,7.27,0.3199999999999994,
AHMA,2026-02-04,2026-02-04T18:35:00+00:00,104,2026-02-04T18:34:59.937087+00:00,7.38,7.69,0.3100000000000005,
AHMA,2026-02-04,2026-02-04T18:36:00+00:00,104,2026-02-04T18:35:57.413037+00:00,7.4,7.6,0.1999999999999993,
AIFF,2025-02-12,2025-02-12T14:50:00+00:00,18653,2025-02-12T14:49:59.895921+00:00,13.22,13.24,0.019999999999999574,
AIFF,2025-02-12,2025-02-12T14:51:00+00:00,18786,2025-02-12T14:50:59.996785+00:00,13.62,13.7,0.08000000000000007,
AIFF,2025-02-12,2025-02-12T14:52:00+00:00,13983,2025-02-12T14:51:59.636929+00:00,13.54,13.64,0.10000000000000142,
AIFF,2025-02-12,2025-02-12T15:15:00+00:00,3184,2025-02-12T15:14:57.972656+00:00,12.6,12.65,0.05000000000000071,
AIFF,2025-02-12,2025-02-12T15:16:00+00:00,2044,2025-02-12T15:15:59.883079+00:00,12.75,12.8,0.05000000000000071,
AIFF,2025-02-12,2025-02-12T15:17:00+00:00,2611,2025-02-12T15:16:59.839043+00:00,13.15,13.2,0.049999999999998934,
AIIO,2026-05-15,2026-05-15T14:12:00+00:00,548,2026-05-15T14:07:26.418860+00:00,5.06,5.57,0.5100000000000007,
AIIO,2026-05-15,2026-05-15T14:19:00+00:00,1193,2026-05-15T14:18:59.771801+00:00,5.0,5.03,0.03000000000000025,
AIIO,2026-05-15,2026-05-15T14:35:00+00:00,563,2026-05-15T14:34:56.869751+00:00,4.89,4.9,0.010000000000000675,
AIIO,2026-05-15,2026-05-15T14:36:00+00:00,511,2026-05-15T14:35:57.231554+00:00,4.9,4.91,0.009999999999999787,
AIIO,2026-05-15,2026-05-15T14:44:00+00:00,1147,2026-05-15T14:43:59.795932+00:00,5.06,5.1,0.040000000000000036,
AIOS,2026-05-05,2026-05-05T14:51:00+00:00,0,,,,,no_quote_at_or_before_cover
AIOS,2026-05-05,2026-05-05T15:12:00+00:00,1161,2026-05-05T15:11:57.533117+00:00,28.6,28.99,0.389999999999997,
AIOS,2026-05-07,2026-05-07T14:26:00+00:00,310,2026-05-07T14:25:59.776894+00:00,22.37,24.0,1.629999999999999,
AIOS,2026-05-07,2026-05-07T14:51:00+00:00,23,2026-05-07T14:50:52.305750+00:00,20.5,21.49,0.9899999999999984,
AIOS,2026-05-07,2026-05-07T19:55:00+00:00,12,2026-05-07T19:50:05.787987+00:00,18.65,19.44,0.7900000000000027,
AKAN,2026-04-28,2026-04-28T14:01:00+00:00,881,2026-04-28T14:00:59.928485+00:00,13.47,13.48,0.009999999999999787,
AKAN,2026-04-28,2026-04-28T14:02:00+00:00,892,2026-04-28T14:01:59.226034+00:00,13.27,13.44,0.16999999999999993,
AKAN,2026-04-28,2026-04-28T14:03:00+00:00,603,2026-04-28T14:02:55.630082+00:00,13.0,13.29,0.28999999999999915,
AKAN,2026-04-28,2026-04-28T14:04:00+00:00,595,2026-04-28T14:03:59.181357+00:00,12.81,13.05,0.2400000000000002,
AKAN,2026-04-28,2026-04-28T14:26:00+00:00,96,2026-04-28T14:25:35.191756+00:00,12.44,12.8,0.3600000000000012,
AKAN,2026-04-28,2026-04-28T14:27:00+00:00,155,2026-04-28T14:26:59.996488+00:00,12.34,12.63,0.2900000000000009,
AKAN,2026-04-28,2026-04-28T14:28:00+00:00,147,2026-04-28T14:27:48.398341+00:00,12.36,12.55,0.19000000000000128,
AKAN,2026-04-28,2026-04-28T14:29:00+00:00,175,2026-04-28T14:28:59.526069+00:00,12.25,12.32,0.07000000000000028,
AKAN,2026-04-28,2026-04-28T17:52:00+00:00,787,2026-04-28T17:51:59.961512+00:00,22.58,22.6,0.020000000000003126,
AKAN,2026-04-28,2026-04-28T17:58:00+00:00,162,2026-04-28T17:53:11.942858+00:00,23.17,27.0,3.8299999999999983,
AKAN,2026-04-28,2026-04-28T17:59:00+00:00,2117,2026-04-28T17:58:59.971297+00:00,26.51,27.0,0.48999999999999844,
AKAN,2026-04-28,2026-04-28T18:15:00+00:00,2423,2026-04-28T18:14:58.924167+00:00,23.52,23.97,0.4499999999999993,
AKAN,2026-04-28,2026-04-28T18:17:00+00:00,2433,2026-04-28T18:16:58.550553+00:00,23.12,23.62,0.5,
AKAN,2026-04-28,2026-04-28T18:18:00+00:00,2239,2026-04-28T18:17:59.521580+00:00,23.62,23.89,0.2699999999999996,
AKAN,2026-04-28,2026-04-28T18:23:00+00:00,1444,2026-04-28T18:22:59.954333+00:00,22.37,22.79,0.41999999999999815,
AKAN,2026-04-28,2026-04-28T18:24:00+00:00,1154,2026-04-28T18:23:59.644549+00:00,22.22,22.57,0.3500000000000014,
AKAN,2026-04-28,2026-04-28T18:40:00+00:00,2126,2026-04-28T18:39:59.173979+00:00,24.51,24.8,0.28999999999999915,
AKAN,2026-04-28,2026-04-28T18:43:00+00:00,1869,2026-04-28T18:42:59.624234+00:00,24.2,24.35,0.15000000000000213,
AKAN,2026-04-29,2026-04-29T16:10:00+00:00,3396,2026-04-29T16:09:59.708173+00:00,30.23,30.53,0.3000000000000007,
AKAN,2026-04-29,2026-04-29T16:35:00+00:00,1075,2026-04-29T16:34:58.568577+00:00,26.47,26.65,0.17999999999999972,
AKAN,2026-05-01,2026-05-01T13:55:00+00:00,1400,2026-05-01T13:54:59.213562+00:00,56.01,57.35,1.3400000000000034,
AKAN,2026-05-01,2026-05-01T14:20:00+00:00,2888,2026-05-01T14:19:59.264076+00:00,71.15,71.65,0.5,
AKAN,2026-05-01,2026-05-01T18:04:00+00:00,1653,2026-05-01T18:03:59.590389+00:00,54.36,55.33,0.9699999999999989,
AKAN,2026-05-01,2026-05-01T18:05:00+00:00,1187,2026-05-01T18:04:55.730710+00:00,53.72,54.22,0.5,
AKAN,2026-05-01,2026-05-01T18:29:00+00:00,117,2026-05-01T18:28:55.593560+00:00,51.62,51.95,0.3300000000000054,
AKAN,2026-05-01,2026-05-01T18:30:00+00:00,127,2026-05-01T18:29:59.120639+00:00,51.64,52.26,0.6199999999999974,
AKAN,2026-05-04,2026-05-04T16:05:00+00:00,595,2026-05-04T16:04:59.718130+00:00,44.6,45.24,0.6400000000000006,
AKAN,2026-05-04,2026-05-04T16:06:00+00:00,349,2026-05-04T16:05:59.912625+00:00,44.11,45.0,0.8900000000000006,
AKAN,2026-05-04,2026-05-04T16:30:00+00:00,42,2026-05-04T16:29:43.079408+00:00,40.26,40.7,0.44000000000000483,
AKAN,2026-05-04,2026-05-04T16:31:00+00:00,47,2026-05-04T16:30:54.287847+00:00,40.0,40.45,0.45000000000000284,
AKAN,2026-05-06,2026-05-06T14:11:00+00:00,1143,2026-05-06T14:10:59.922906+00:00,32.5,33.0,0.5,
AKAN,2026-05-06,2026-05-06T14:13:00+00:00,938,2026-05-06T14:12:59.443322+00:00,33.24,33.49,0.25,
AKAN,2026-05-06,2026-05-06T14:14:00+00:00,999,2026-05-06T14:13:59.816954+00:00,35.06,35.38,0.3200000000000003,
AKAN,2026-05-06,2026-05-06T14:36:00+00:00,686,2026-05-06T14:35:59.861859+00:00,28.8,29.29,0.48999999999999844,
AKAN,2026-05-06,2026-05-06T14:38:00+00:00,600,2026-05-06T14:37:59.237604+00:00,29.3,29.65,0.34999999999999787,
AKAN,2026-05-06,2026-05-06T14:39:00+00:00,620,2026-05-06T14:38:53.047640+00:00,29.5,30.3,0.8000000000000007,
AKAN,2026-05-20,2026-05-20T14:31:00+00:00,151,2026-05-20T14:26:38.351260+00:00,16.03,16.07,0.03999999999999915,
AKAN,2026-05-20,2026-05-20T14:55:00+00:00,111,2026-05-20T14:54:53.595297+00:00,13.52,13.8,0.28000000000000114,
AKAN,2026-05-20,2026-05-20T19:55:00+00:00,66,2026-05-20T19:54:26.655639+00:00,13.6,14.5,0.9000000000000004,
AKTX,2026-05-22,2026-05-22T18:03:00+00:00,5005,2026-05-22T18:02:58.738631+00:00,12.48,12.58,0.09999999999999964,
AKTX,2026-05-22,2026-05-22T18:04:00+00:00,4567,2026-05-22T18:03:59.785364+00:00,12.54,12.66,0.120000000000001,
AKTX,2026-05-22,2026-05-22T18:28:00+00:00,1029,2026-05-22T18:27:59.991979+00:00,12.32,12.58,0.2599999999999998,
AKTX,2026-05-22,2026-05-22T18:29:00+00:00,890,2026-05-22T18:28:58.674923+00:00,12.54,12.63,0.09000000000000163,
AKTX,2026-05-22,2026-05-22T19:38:00+00:00,904,2026-05-22T19:33:34.534794+00:00,15.96,15.97,0.009999999999999787,
AKTX,2026-05-22,2026-05-22T19:45:00+00:00,3789,2026-05-22T19:44:59.618469+00:00,16.55,16.64,0.08999999999999986,
AKTX,2026-05-22,2026-05-22T19:46:00+00:00,4205,2026-05-22T19:45:59.896733+00:00,17.41,17.6,0.19000000000000128,
AKTX,2026-05-22,2026-05-22T19:56:00+00:00,5346,2026-05-22T19:55:59.741334+00:00,17.1,17.16,0.05999999999999872,
AKTX,2026-05-26,2026-05-26T14:05:00+00:00,416,2026-05-26T14:00:37.312847+00:00,15.95,20.52,4.57,
AKTX,2026-05-26,2026-05-26T14:12:00+00:00,1095,2026-05-26T14:11:59.980856+00:00,18.9,19.25,0.3500000000000014,
AKTX,2026-05-26,2026-05-26T14:26:00+00:00,275,2026-05-26T14:25:54.481514+00:00,18.16,18.34,0.17999999999999972,
AKTX,2026-05-26,2026-05-26T14:37:00+00:00,186,2026-05-26T14:36:54.159861+00:00,18.79,19.0,0.21000000000000085,
AKTX,2026-05-26,2026-05-26T15:29:00+00:00,198,2026-05-26T15:28:59.140054+00:00,16.11,16.5,0.39000000000000057,
AKTX,2026-05-26,2026-05-26T15:54:00+00:00,208,2026-05-26T15:53:59.391711+00:00,16.31,16.57,0.26000000000000156,
AKTX,2026-05-28,2026-05-28T14:12:00+00:00,1709,2026-05-28T14:11:56.912320+00:00,21.99,22.5,0.5100000000000016,
AKTX,2026-05-28,2026-05-28T14:14:00+00:00,1050,2026-05-28T14:13:56.209017+00:00,21.51,22.48,0.9699999999999989,
AKTX,2026-05-28,2026-05-28T14:37:00+00:00,380,2026-05-28T14:36:53.214019+00:00,22.3,23.24,0.9399999999999977,
AKTX,2026-05-28,2026-05-28T14:40:00+00:00,226,2026-05-28T14:39:59.326830+00:00,22.7,23.8,1.1000000000000014,
ALBT,2025-03-07,2025-03-07T17:13:00+00:00,38,2025-03-07T17:08:14.771910+00:00,5.85,6.18,0.33000000000000007,
ALBT,2025-03-07,2025-03-07T17:20:00+00:00,37,2025-03-07T17:19:55.690896+00:00,5.31,5.42,0.11000000000000032,
ALBT,2025-03-07,2025-03-07T17:37:00+00:00,151,2025-03-07T17:36:58.270745+00:00,6.6,6.65,0.05000000000000071,
ALBT,2025-03-07,2025-03-07T17:38:00+00:00,143,2025-03-07T17:37:59.861306+00:00,6.9,6.95,0.04999999999999982,
ALBT,2025-03-07,2025-03-07T17:45:00+00:00,97,2025-03-07T17:44:56.667839+00:00,7.7,8.24,0.54,
ALBT,2025-03-07,2025-03-07T17:50:00+00:00,303,2025-03-07T17:49:56.657404+00:00,8.02,8.3,0.28000000000000114,
ALBT,2025-03-07,2025-03-07T17:53:00+00:00,323,2025-03-07T17:52:48.471193+00:00,7.54,8.0,0.45999999999999996,
ALBT,2025-03-07,2025-03-07T18:03:00+00:00,14,2025-03-07T18:02:38.912100+00:00,7.1,7.62,0.5200000000000005,
ALBT,2025-03-07,2025-03-07T18:19:00+00:00,18,2025-03-07T18:17:26.877548+00:00,7.06,7.37,0.3100000000000005,
ALMU,2025-06-13,2025-06-13T17:19:00+00:00,39,2025-06-13T17:18:58.111240+00:00,11.13,11.63,0.5,
ALMU,2025-06-13,2025-06-13T17:25:00+00:00,496,2025-06-13T17:24:50.797651+00:00,10.51,11.0,0.4900000000000002,
ALMU,2025-06-13,2025-06-13T17:26:00+00:00,178,2025-06-13T17:25:42.658723+00:00,10.3,10.66,0.35999999999999943,
ALMU,2025-06-13,2025-06-13T17:44:00+00:00,35,2025-06-13T17:43:36.409910+00:00,11.97,12.09,0.11999999999999922,
ALMU,2025-06-13,2025-06-13T17:50:00+00:00,223,2025-06-13T17:49:53.631031+00:00,12.39,12.56,0.16999999999999993,
ALMU,2025-06-13,2025-06-13T17:51:00+00:00,224,2025-06-13T17:50:55.247424+00:00,12.65,12.8,0.15000000000000036,
AMCI,2025-12-24,2025-12-24T15:15:00+00:00,1794,2025-12-24T15:14:59.624889+00:00,8.05,8.22,0.16999999999999993,
AMCI,2025-12-24,2025-12-24T15:16:00+00:00,1494,2025-12-24T15:15:54.356352+00:00,8.01,8.09,0.08000000000000007,
AMCI,2025-12-24,2025-12-24T15:40:00+00:00,4240,2025-12-24T15:39:59.978120+00:00,9.91,9.95,0.03999999999999915,
AMCI,2025-12-24,2025-12-24T15:41:00+00:00,4253,2025-12-24T15:40:59.994692+00:00,9.6,9.68,0.08000000000000007,
AMCI,2025-12-24,2025-12-24T19:59:00+00:00,32,2025-12-24T19:58:08.238968+00:00,8.52,8.56,0.040000000000000924,
AMIX,2026-08-06,2026-08-06T13:48:00+00:00,226,2026-08-06T13:47:59.648451+00:00,12.2,12.25,0.05000000000000071,
AMIX,2026-08-06,2026-08-06T13:50:00+00:00,550,2026-08-06T13:49:58.960893+00:00,13.11,13.2,0.08999999999999986,
AMIX,2026-08-06,2026-08-06T14:13:00+00:00,439,2026-08-06T14:12:55.371780+00:00,12.3,12.45,0.14999999999999858,
AMIX,2026-08-06,2026-08-06T14:15:00+00:00,222,2026-08-06T14:14:58.073975+00:00,12.21,12.31,0.09999999999999964,
ANL,2026-01-30,2026-01-30T14:57:00+00:00,499,2026-01-30T14:56:55.381603+00:00,7.29,7.44,0.15000000000000036,
ANL,2026-01-30,2026-01-30T14:58:00+00:00,370,2026-01-30T14:57:59.287404+00:00,7.5,7.75,0.25,
ANL,2026-01-30,2026-01-30T15:22:00+00:00,154,2026-01-30T15:21:46.055023+00:00,6.8,7.0,0.20000000000000018,
ANL,2026-01-30,2026-01-30T15:23:00+00:00,108,2026-01-30T15:22:54.380260+00:00,6.85,7.0,0.15000000000000036,
ANPA,2025-07-18,2025-07-18T14:11:00+00:00,369,2025-07-18T14:06:27.033941+00:00,7.88,8.16,0.28000000000000025,
ANPA,2025-07-18,2025-07-18T14:19:00+00:00,78,2025-07-18T14:14:49.187925+00:00,6.75,7.2,0.4500000000000002,
ANPA,2025-07-18,2025-07-18T14:26:00+00:00,380,2025-07-18T14:25:59.620823+00:00,6.69,6.99,0.2999999999999998,
ANPA,2025-07-18,2025-07-18T14:28:00+00:00,185,2025-07-18T14:27:59.905095+00:00,6.86,7.04,0.17999999999999972,
ANPA,2025-07-18,2025-07-18T14:36:00+00:00,165,2025-07-18T14:35:36.106390+00:00,6.58,6.62,0.040000000000000036,
ANPA,2025-07-18,2025-07-18T14:44:00+00:00,114,2025-07-18T14:43:38.861161+00:00,6.7,6.89,0.1899999999999995,
ANPA,2025-07-18,2025-07-18T14:52:00+00:00,14,2025-07-18T14:51:22.057875+00:00,6.52,6.64,0.1200000000000001,
ANPA,2025-07-18,2025-07-18T14:53:00+00:00,9,2025-07-18T14:52:13.040648+00:00,6.55,6.64,0.08999999999999986,
ANPA,2025-07-24,2025-07-24T14:59:00+00:00,117,2025-07-24T14:58:59.897783+00:00,20.9,21.3,0.40000000000000213,
ANPA,2025-07-24,2025-07-24T15:27:00+00:00,7,2025-07-24T15:23:32.817468+00:00,20.02,20.95,0.9299999999999997,
ANPA,2025-07-30,2025-07-30T14:13:00+00:00,33,2025-07-30T14:12:47.209284+00:00,37.5,39.8,2.299999999999997,
ANPA,2025-07-30,2025-07-30T14:39:00+00:00,1,2025-07-30T14:38:53.641890+00:00,36.69,37.95,1.2600000000000051,
ANPA,2025-07-30,2025-07-30T19:53:00+00:00,5,2025-07-30T19:50:51.998658+00:00,34.24,35.0,0.759999999999998,
ANPA,2026-01-22,2026-01-22T19:27:00+00:00,113,2026-01-22T19:26:48.648306+00:00,55.5,65.0,9.5,
