day,symbol,split,wk,pdh,n_cross,status,b0_net_R,fill,stop,level,fill_min,exit_m,exit_price,why,R,raw_R,cost_R,net_R
2025-11-04,MDGL,TRAIN,2025-11-01/2025-11-07,430.4995,0,not_armed,,,,,,,,,,,,
2025-11-04,PRM,TRAIN,2025-11-01/2025-11-07,24.545,0,not_armed,,,,,,,,,,,,
2025-11-04,PZZA,TRAIN,2025-11-01/2025-11-07,50.76,0,not_armed,,,,,,,,,,,,
2025-11-04,SPHR,TRAIN,2025-11-01/2025-11-07,68.99,1,fill,2.0,69.04,67.69,68.99,614.8906807773167,622.0,71.74000000000002,target,1.3500000000000085,2.0,0.04025777777778216,1.9597422222222178
2025-11-04,TVTX,TRAIN,2025-11-01/2025-11-07,35.86,1,fill,-1.0,35.79,35.0559,35.86,582.8715371252333,621.0,35.0559,stop,0.734099999999998,-1.0,0.4590807519411514,-1.4590807519411513
2025-11-05,AMDG,TRAIN,2025-11-01/2025-11-07,45.34,1,nofill,-0.09615384615385378,,,,,,,,,,,
2025-11-05,AMUU,TRAIN,2025-11-01/2025-11-07,94.3,0,not_armed,,,,,,,,,,,,
2025-11-05,BCO,TRAIN,2025-11-01/2025-11-07,111.09,1,nofill,2.0,,,,,,,,,,,
2025-11-05,CIFR,TRAIN,2025-11-01/2025-11-07,24.48,0,not_armed,,,,,,,,,,,,
2025-11-05,CMPO,TRAIN,2025-11-01/2025-11-07,22.3,0,not_armed,,,,,,,,,,,,
2025-11-05,CORT,TRAIN,2025-11-01/2025-11-07,73.69,0,not_armed,,,,,,,,,,,,
2025-11-05,CPRI,TRAIN,2025-11-01/2025-11-07,21.67,1,fill,1.424242424242428,21.69,21.35,21.67,713.7388840101166,955.0,22.15,eod,0.33999999999999986,1.3529411764705808,0.1306764705882433,1.2222647058823375
2025-11-05,CPS,TRAIN,2025-11-01/2025-11-07,29.5564,1,fill,-1.0,29.58,29.26,29.5564,750.1147164050333,760.0,29.26,stop,0.31999999999999673,-1.0,0.5495374999999998,-1.5495374999999998
2025-11-05,CVNA,TRAIN,2025-11-01/2025-11-07,326.4,1,fill,-1.0,326.56,323.09,326.4,631.5696450263333,639.0,323.09,stop,3.4700000000000273,-1.0,0.25493314121037064,-1.2549331412103706
2025-11-05,ERO,TRAIN,2025-11-01/2025-11-07,20.63,1,nofill,0.2699055330634213,,,,,,,,,,,
2025-11-05,FLNC,TRAIN,2025-11-01/2025-11-07,20.99,1,fill,-0.3190184049079769,21.0,20.185,20.99,589.3376387951666,955.0,20.74,eod,0.8150000000000013,-0.3190184049079769,0.09097914110429468,-0.40999754601227156
2025-11-05,GEOS,TRAIN,2025-11-01/2025-11-07,26.58,0,not_armed,,,,,,,,,,,,
2025-11-05,GSAT,TRAIN,2025-11-01/2025-11-07,50.005,0,not_armed,,,,,,,,,,,,
2025-11-05,IRE,TRAIN,2025-11-01/2025-11-07,28.15,0,not_armed,,,,,,,,,,,,
2025-11-05,IREN,TRAIN,2025-11-01/2025-11-07,72.455,0,not_armed,,,,,,,,,,,,
2025-11-05,IREX,TRAIN,2025-11-01/2025-11-07,46.72,1,nofill,-1.0,,,,,,,,,,,
2025-11-05,MVLL,TRAIN,2025-11-01/2025-11-07,26.52,0,not_armed,,,,,,,,,,,,
2025-11-05,NBIL,TRAIN,2025-11-01/2025-11-07,20.22,0,not_armed,,,,,,,,,,,,
2025-11-05,NEBX,TRAIN,2025-11-01/2025-11-07,63.7,0,not_armed,,,,,,,,,,,,
2025-11-05,NEGG,TRAIN,2025-11-01/2025-11-07,82.9153,0,not_armed,,,,,,,,,,,,
2025-11-05,NUTX,TRAIN,2025-11-01/2025-11-07,131.81,0,not_armed,,,,,,,,,,,,
2025-11-05,OKLO,TRAIN,2025-11-01/2025-11-07,122.3667,0,not_armed,,,,,,,,,,,,
2025-11-05,SEDG,TRAIN,2025-11-01/2025-11-07,32.69,0,not_armed,,,,,,,,,,,,
2025-11-05,SIMO,TRAIN,2025-11-01/2025-11-07,97.545,0,not_armed,,,,,,,,,,,,
2025-11-05,SPRB,TRAIN,2025-11-01/2025-11-07,109.01,0,not_armed,,,,,,,,,,,,
2025-11-05,TSAT,TRAIN,2025-11-01/2025-11-07,29.0,0,not_armed,,,,,,,,,,,,
2025-11-05,VRTL,TRAIN,2025-11-01/2025-11-07,71.23,1,fill,2.0,71.25,69.7115,71.23,596.4131834715,784.0,74.327,target,1.538499999999999,2.0,0.263155931101723,1.736844068898277
2025-11-05,WW,TRAIN,2025-11-01/2025-11-07,34.25,0,not_armed,,,,,,,,,,,,
2025-11-06,ANAB,TRAIN,2025-11-01/2025-11-07,39.78,1,fill,-1.0,39.77,39.02,39.78,805.4817139371166,886.0,39.02,stop,0.75,-1.0,0.19707200000000077,-1.1970720000000008
2025-11-06,NKTR,TRAIN,2025-11-01/2025-11-07,57.02,1,nofill,-1.0,,,,,,,,,,,
2025-11-07,ACLS,TRAIN,2025-11-01/2025-11-07,84.9787,0,not_armed,,,,,,,,,,,,
2025-11-07,ALB,TRAIN,2025-11-01/2025-11-07,97.104,1,fill,-1.0,97.2,95.7934,97.104,610.4285198617167,659.0,95.7934,stop,1.4065999999999974,-1.0,0.3761969856391341,-1.376196985639134
2025-11-07,ALGT,TRAIN,2025-11-01/2025-11-07,71.3,1,nofill,-1.0,,,,,,,,,,,
2025-11-07,BITU,TRAIN,2025-11-01/2025-11-07,41.16,0,not_armed,,,,,,,,,,,,
2025-11-07,BITX,TRAIN,2025-11-01/2025-11-07,42.34,0,not_armed,,,,,,,,,,,,
2025-11-07,BTCL,TRAIN,2025-11-01/2025-11-07,43.615,0,not_armed,,,,,,,,,,,,
2025-11-07,BTU,TRAIN,2025-11-01/2025-11-07,31.015,0,not_armed,,,,,,,,,,,,
2025-11-07,CRWL,TRAIN,2025-11-01/2025-11-07,42.63,0,not_armed,,,,,,,,,,,,
2025-11-07,ESTC,TRAIN,2025-11-01/2025-11-07,89.67,0,not_armed,,,,,,,,,,,,
2025-11-07,ETHT,TRAIN,2025-11-01/2025-11-07,53.93,1,fill,2.0,54.0,52.74,53.93,744.4174577160667,933.0,56.519999999999996,target,1.259999999999998,2.0,0.05659047619047808,1.943409523809522
2025-11-07,ETHU,TRAIN,2025-11-01/2025-11-07,77.45,0,not_armed,,,,,,,,,,,,
2025-11-07,IDR,TRAIN,2025-11-01/2025-11-07,31.13,0,not_armed,,,,,,,,,,,,
2025-11-07,IONL,TRAIN,2025-11-01/2025-11-07,66.9,0,not_armed,,,,,,,,,,,,
2025-11-07,IONQ,TRAIN,2025-11-01/2025-11-07,58.99,0,not_armed,,,,,,,,,,,,
2025-11-07,LENZ,TRAIN,2025-11-01/2025-11-07,23.877,0,not_armed,,,,,,,,,,,,
2025-11-07,MBX,TRAIN,2025-11-01/2025-11-07,25.6754,0,not_armed,,,,,,,,,,,,
2025-11-07,METC,TRAIN,2025-11-01/2025-11-07,24.583,0,not_armed,,,,,,,,,,,,
2025-11-07,MNDY,TRAIN,2025-11-01/2025-11-07,188.0,0,not_armed,,,,,,,,,,,,
2025-11-07,MP,TRAIN,2025-11-01/2025-11-07,56.45,0,not_armed,,,,,,,,,,,,
2025-11-07,ONTO,TRAIN,2025-11-01/2025-11-07,138.99,0,not_armed,,,,,,,,,,,,
2025-11-07,PPTA,TRAIN,2025-11-01/2025-11-07,22.21,0,not_armed,,,,,,,,,,,,
2025-11-07,SATS,TRAIN,2025-11-01/2025-11-07,73.3,0,not_armed,,,,,,,,,,,,
2025-11-07,SLNO,TRAIN,2025-11-01/2025-11-07,46.1457,0,not_armed,,,,,,,,,,,,
2025-11-07,SMTC,TRAIN,2025-11-01/2025-11-07,71.66,0,not_armed,,,,,,,,,,,,
2025-11-07,SNDK,TRAIN,2025-11-01/2025-11-07,226.5,0,not_armed,,,,,,,,,,,,
2025-11-07,SOLS,TRAIN,2025-11-01/2025-11-07,48.0,0,not_armed,,,,,,,,,,,,
2025-11-07,VST,TRAIN,2025-11-01/2025-11-07,189.12,0,not_armed,,,,,,,,,,,,
2025-11-07,YETH,TRAIN,2025-11-01/2025-11-07,20.17,0,not_armed,,,,,,,,,,,,
2025-11-10,CMPR,TRAIN,2025-11-08/2025-11-14,65.19,0,not_armed,,,,,,,,,,,,
2025-11-10,MAZE,TRAIN,2025-11-08/2025-11-14,30.37,0,not_armed,,,,,,,,,,,,
2025-11-10,MENS,TRAIN,2025-11-08/2025-11-14,40.93,0,not_armed,,,,,,,,,,,,
2025-11-10,NAMS,TRAIN,2025-11-08/2025-11-14,37.79,0,not_armed,,,,,,,,,,,,
2025-11-10,QURE,TRAIN,2025-11-08/2025-11-14,28.39,0,not_armed,,,,,,,,,,,,
2025-11-10,USPH,TRAIN,2025-11-08/2025-11-14,78.66,0,not_armed,,,,,,,,,,,,
2025-11-11,HROW,TRAIN,2025-11-08/2025-11-14,35.885,0,not_armed,,,,,,,,,,,,
2025-11-11,KMTS,TRAIN,2025-11-08/2025-11-14,27.8999,0,not_armed,,,,,,,,,,,,
2025-11-11,RDTL,TRAIN,2025-11-08/2025-11-14,43.7,1,nofill,0.24999999999999784,,,,,,,,,,,
2025-11-11,RIGL,TRAIN,2025-11-08/2025-11-14,35.91,0,not_armed,,,,,,,,,,,,
2025-11-11,SOFX,TRAIN,2025-11-08/2025-11-14,48.3747,0,not_armed,,,,,,,,,,,,
2025-11-11,ZBIO,TRAIN,2025-11-08/2025-11-14,35.65,0,not_armed,,,,,,,,,,,,
2025-11-12,COGT,TRAIN,2025-11-08/2025-11-14,34.5,1,fill,0.8304093567251503,34.5,33.655,34.5,702.3611662456333,955.0,35.22,eod,0.8449999999999989,0.8520710059171596,0.04383905325443928,0.8082319526627203
2025-11-12,CORD,TRAIN,2025-11-08/2025-11-14,39.0484,1,nofill,1.3242789134696225,,,,,,,,,,,
2025-11-12,ETQ,TRAIN,2025-11-08/2025-11-14,39.56,0,not_armed,,,,,,,,,,,,
2025-11-12,NUTX,TRAIN,2025-11-08/2025-11-14,118.8,0,not_armed,,,,,,,,,,,,
2025-11-13,CIVI,TRAIN,2025-11-08/2025-11-14,29.3499,0,not_armed,,,,,,,,,,,,
2025-11-13,GLTO,TRAIN,2025-11-08/2025-11-14,28.2,0,not_armed,,,,,,,,,,,,
2025-11-13,INBX,TRAIN,2025-11-08/2025-11-14,78.54,0,not_armed,,,,,,,,,,,,
2025-11-13,MULL,TRAIN,2025-11-08/2025-11-14,74.79,0,not_armed,,,,,,,,,,,,
2025-11-13,TDW,TRAIN,2025-11-08/2025-11-14,58.0,0,not_armed,,,,,,,,,,,,
2025-11-14,APGE,TRAIN,2025-11-08/2025-11-14,64.52,1,nofill,-1.0462962962963003,,,,,,,,,,,
2025-11-14,CEG,TRAIN,2025-11-08/2025-11-14,350.99,0,not_armed,,,,,,,,,,,,
2025-11-14,CPS,TRAIN,2025-11-08/2025-11-14,31.465,0,not_armed,,,,,,,,,,,,
2025-11-14,DK,TRAIN,2025-11-08/2025-11-14,41.41,0,not_armed,,,,,,,,,,,,
2025-11-14,DNTH,TRAIN,2025-11-08/2025-11-14,38.31,1,nofill,2.0,,,,,,,,,,,
2025-11-14,DQ,TRAIN,2025-11-08/2025-11-14,33.3,1,nofill,2.0,,,,,,,,,,,
2025-11-14,EDN,TRAIN,2025-11-08/2025-11-14,33.12,0,not_armed,,,,,,,,,,,,
2025-11-14,ETOR,TRAIN,2025-11-08/2025-11-14,40.5,0,not_armed,,,,,,,,,,,,
2025-11-14,GEV,TRAIN,2025-11-08/2025-11-14,574.32,1,fill,0.2754833040421786,574.66,562.95,574.32,587.7709634936833,955.0,577.465,eod,11.709999999999923,0.23953885567891395,0.08757412467975875,0.1519647309991552
2025-11-14,GLOB,TRAIN,2025-11-08/2025-11-14,64.93,0,not_armed,,,,,,,,,,,,
2025-11-14,GSAT,TRAIN,2025-11-08/2025-11-14,65.05,0,not_armed,,,,,,,,,,,,
2025-11-14,HROW,TRAIN,2025-11-08/2025-11-14,39.85,1,fill,2.0,39.85,39.2149,39.85,687.17534346265,734.0,41.120200000000004,target,0.6351000000000013,2.0,0.18615027554715666,1.8138497244528433
2025-11-14,IDR,TRAIN,2025-11-08/2025-11-14,35.05,0,not_armed,,,,,,,,,,,,
2025-11-14,KYMR,TRAIN,2025-11-08/2025-11-14,65.74,0,not_armed,,,,,,,,,,,,
2025-11-14,LABU,TRAIN,2025-11-08/2025-11-14,135.2,0,not_armed,,,,,,,,,,,,
2025-11-14,MU,TRAIN,2025-11-08/2025-11-14,249.5,0,not_armed,,,,,,,,,,,,
2025-11-14,MULL,TRAIN,2025-11-08/2025-11-14,74.95,0,not_armed,,,,,,,,,,,,
2025-11-14,NAMS,TRAIN,2025-11-08/2025-11-14,39.05,0,not_armed,,,,,,,,,,,,
2025-11-14,NBTX,TRAIN,2025-11-08/2025-11-14,21.27,1,nofill,-1.5273684210526237,,,,,,,,,,,
2025-11-14,NKTR,TRAIN,2025-11-08/2025-11-14,55.9,0,not_armed,,,,,,,,,,,,
2025-11-14,NVTX,TRAIN,2025-11-08/2025-11-14,35.5499,0,not_armed,,,,,,,,,,,,
2025-11-14,PAM,TRAIN,2025-11-08/2025-11-14,90.9,0,not_armed,,,,,,,,,,,,
2025-11-14,SYM,TRAIN,2025-11-08/2025-11-14,61.1,0,not_armed,,,,,,,,,,,,
2025-11-14,VIST,TRAIN,2025-11-08/2025-11-14,50.0,0,not_armed,,,,,,,,,,,,
2025-11-14,VRT,TRAIN,2025-11-08/2025-11-14,170.65,1,fill,-0.11485148514851208,170.74,165.61,170.65,586.4373539195167,955.0,170.08,eod,5.1299999999999955,-0.12865497076023336,0.09824873294346965,-0.226903703703703
2025-11-14,VRTL,TRAIN,2025-11-08/2025-11-14,58.03,0,not_armed,,,,,,,,,,,,
2025-11-14,VSEC,TRAIN,2025-11-08/2025-11-14,172.9,0,not_armed,,,,,,,,,,,,
2025-11-14,ZEPP,TRAIN,2025-11-08/2025-11-14,25.44,0,not_armed,,,,,,,,,,,,
2025-11-17,ASND,TRAIN,2025-11-15/2025-11-21,219.3,0,not_armed,,,,,,,,,,,,
2025-11-17,CRSP,TRAIN,2025-11-15/2025-11-21,54.77,0,not_armed,,,,,,,,,,,,
2025-11-17,GRAL,TRAIN,2025-11-15/2025-11-21,84.7999,1,fill,2.0,84.88,82.8004,84.7999,598.1971552350667,686.0,89.0392,target,2.0795999999999992,2.0,0.21052502404308612,1.789474975956914
2025-11-17,MNPR,TRAIN,2025-11-15/2025-11-21,84.04,0,not_armed,,,,,,,,,,,,
2025-11-17,MULL,TRAIN,2025-11-15/2025-11-21,77.8,0,not_armed,,,,,,,,,,,,
2025-11-17,MUU,TRAIN,2025-11-15/2025-11-21,90.0371,0,not_armed,,,,,,,,,,,,
2025-11-17,NBIS,TRAIN,2025-11-15/2025-11-21,89.0,1,fill,-1.0,89.02,85.935,89.0,593.2390676977334,838.0,85.935,stop,3.0849999999999937,-1.0,0.03474457050242769,-1.0347445705024276
2025-11-17,NUVL,TRAIN,2025-11-15/2025-11-21,98.15,0,not_armed,,,,,,,,,,,,
2025-11-17,QURE,TRAIN,2025-11-15/2025-11-21,30.7299,0,not_armed,,,,,,,,,,,,
2025-11-17,SNDK,TRAIN,2025-11-15/2025-11-21,270.4893,0,not_armed,,,,,,,,,,,,
2025-11-17,TSLR,TRAIN,2025-11-15/2025-11-21,27.72,1,fill,-1.0,27.73,26.89,27.72,587.30258134505,879.0,26.89,stop,0.8399999999999999,-1.0,0.01830714285714472,-1.0183071428571446
2025-11-17,TSLT,TRAIN,2025-11-15/2025-11-21,23.29,1,fill,-1.0,23.31,22.59,23.29,587.36248651935,879.0,22.59,stop,0.7199999999999989,-1.0,0.02016388888888616,-1.0201638888888862
2025-11-17,TSLW,TRAIN,2025-11-15/2025-11-21,32.96,0,not_armed,,,,,,,,,,,,
2025-11-18,CBRL,TRAIN,2025-11-15/2025-11-21,28.88,0,not_armed,,,,,,,,,,,,
2025-11-18,HTFL,TRAIN,2025-11-15/2025-11-21,27.85,0,not_armed,,,,,,,,,,,,
2025-11-18,IONL,TRAIN,2025-11-15/2025-11-21,45.1,1,nofill,-1.0711610486891376,,,,,,,,,,,
2025-11-18,IONX,TRAIN,2025-11-15/2025-11-21,62.0,0,not_armed,,,,,,,,,,,,
2025-11-18,IREN,TRAIN,2025-11-15/2025-11-21,49.42,0,not_armed,,,,,,,,,,,,
2025-11-18,LENZ,TRAIN,2025-11-15/2025-11-21,26.92,0,not_armed,,,,,,,,,,,,
2025-11-18,LSCC,TRAIN,2025-11-15/2025-11-21,64.325,0,not_armed,,,,,,,,,,,,
2025-11-18,NBIS,TRAIN,2025-11-15/2025-11-21,89.65,1,fill,-1.0,89.69,88.48,89.65,698.0433405439334,707.0,88.48,stop,1.2099999999999937,-1.0,0.0807404958677676,-1.0807404958677675
2025-11-18,NEBX,TRAIN,2025-11-15/2025-11-21,35.8584,1,fill,-1.0,35.89,34.97,35.8584,697.7053014521833,708.0,34.97,stop,0.9200000000000017,-1.0,0.19238478260869715,-1.192384782608697
2025-11-18,ORCX,TRAIN,2025-11-15/2025-11-21,23.87,0,not_armed,,,,,,,,,,,,
2025-11-18,SPRB,TRAIN,2025-11-15/2025-11-21,110.68,0,not_armed,,,,,,,,,,,,
2025-11-18,STCE,TRAIN,2025-11-15/2025-11-21,68.82,0,not_armed,,,,,,,,,,,,
2025-11-18,UPST,TRAIN,2025-11-15/2025-11-21,38.4549,0,not_armed,,,,,,,,,,,,
2025-11-18,WGMI,TRAIN,2025-11-15/2025-11-21,42.31,1,fill,-0.31249999999999906,42.37,41.84,42.31,779.0351085091667,955.0,42.17,eod,0.529999999999994,-0.37735849056603393,0.31779999999999714,-0.6951584905660311
2025-11-19,APLX,TRAIN,2025-11-15/2025-11-21,55.74,0,not_armed,,,,,,,,,,,,
2025-11-19,BE,TRAIN,2025-11-15/2025-11-21,112.07,0,not_armed,,,,,,,,,,,,
2025-11-19,GPCR,TRAIN,2025-11-15/2025-11-21,37.8,1,fill,2.0,37.83,37.29,37.8,761.5344165920334,838.0,38.91,target,0.5399999999999991,2.0,0.2181148148148141,1.7818851851851858
2025-11-19,IDR,TRAIN,2025-11-15/2025-11-21,36.39,1,nofill,-1.0,,,,,,,,,,,
2025-11-19,RKLX,TRAIN,2025-11-15/2025-11-21,61.6499,0,not_armed,,,,,,,,,,,,
2025-11-19,SMST,TRAIN,2025-11-15/2025-11-21,65.205,1,fill,2.0,65.29,63.79,65.205,634.89693559795,677.0,68.29000000000002,target,1.500000000000007,2.0,0.12910533333333726,1.8708946666666628
2025-11-20,CONI,TRAIN,2025-11-15/2025-11-21,62.8704,1,nofill,2.0000000000000058,,,,,,,,,,,
2025-11-20,CORD,TRAIN,2025-11-15/2025-11-21,55.47,0,not_armed,,,,,,,,,,,,
2025-11-20,CRCD,TRAIN,2025-11-15/2025-11-21,58.98,1,fill,2.0,59.05,57.9,58.98,674.1169384003833,725.0,61.349999999999994,target,1.1499999999999986,2.0,0.27153913043478045,1.7284608695652195
2025-11-20,ETQ,TRAIN,2025-11-15/2025-11-21,54.12,0,not_armed,,,,,,,,,,,,
2025-11-20,IREN,TRAIN,2025-11-15/2025-11-21,52.32,1,fill,-1.0,52.33,50.55,52.32,603.993542438,671.0,50.55,stop,1.7800000000000011,-1.0,0.016915730337076405,-1.0169157303370764
2025-11-20,MENS,TRAIN,2025-11-15/2025-11-21,30.67,0,not_armed,,,,,,,,,,,,
2025-11-20,SBIT,TRAIN,2025-11-15/2025-11-21,45.1599,1,fill,2.0,45.17,44.7,45.1599,672.017846487,717.0,46.11,target,0.46999999999999886,2.0,0.04089787234043652,1.9591021276595635
2025-11-20,SMST,TRAIN,2025-11-15/2025-11-21,72.0,1,fill,2.0,72.1,70.95,72.0,658.4347265880167,676.0,74.39999999999998,target,1.1499999999999915,2.0,0.186852173913035,1.813147826086965
2025-11-20,VIXY,TRAIN,2025-11-15/2025-11-21,36.92,1,fill,-1.0,36.93,36.08,36.92,719.0815078095667,793.0,36.08,stop,0.8500000000000014,-1.0,0.03201882352941539,-1.0320188235294154
2025-11-20,VXX,TRAIN,2025-11-15/2025-11-21,38.01,1,fill,-1.0,38.02,37.1307,38.01,719.2072481632,793.0,37.1307,stop,0.8893000000000058,-1.0,0.0308401439334341,-1.030840143933434
2025-11-21,ALGM,TRAIN,2025-11-15/2025-11-21,24.14,0,not_armed,,,,,,,,,,,,
2025-11-21,ANAB,TRAIN,2025-11-15/2025-11-21,38.99,0,not_armed,,,,,,,,,,,,
2025-11-21,ARKG,TRAIN,2025-11-15/2025-11-21,29.0,0,not_armed,,,,,,,,,,,,
2025-11-21,ARWR,TRAIN,2025-11-15/2025-11-21,39.92,0,not_armed,,,,,,,,,,,,
2025-11-21,ATRC,TRAIN,2025-11-15/2025-11-21,35.16,0,not_armed,,,,,,,,,,,,
2025-11-21,BBNX,TRAIN,2025-11-15/2025-11-21,30.41,0,not_armed,,,,,,,,,,,,
2025-11-21,BLLN,TRAIN,2025-11-15/2025-11-21,99.99,1,nofill,2.0,,,,,,,,,,,
2025-11-21,CABO,TRAIN,2025-11-15/2025-11-21,105.86,0,not_armed,,,,,,,,,,,,
2025-11-21,CAR,TRAIN,2025-11-15/2025-11-21,134.41,0,not_armed,,,,,,,,,,,,
2025-11-21,CBRL,TRAIN,2025-11-15/2025-11-21,27.8951,0,not_armed,,,,,,,,,,,,
2025-11-21,CELC,TRAIN,2025-11-15/2025-11-21,98.43,1,nofill,-0.4619883040935643,,,,,,,,,,,
2025-11-21,CMPR,TRAIN,2025-11-15/2025-11-21,69.425,0,not_armed,,,,,,,,,,,,
2025-11-21,COGT,TRAIN,2025-11-15/2025-11-21,37.0,0,not_armed,,,,,,,,,,,,
2025-11-21,CONI,TRAIN,2025-11-15/2025-11-21,68.0,0,not_armed,,,,,,,,,,,,
2025-11-21,CPS,TRAIN,2025-11-15/2025-11-21,31.02,0,not_armed,,,,,,,,,,,,
2025-11-21,CRCL,TRAIN,2025-11-15/2025-11-21,71.405,1,fill,-1.0,71.44,70.6,71.405,727.9271866379166,740.0,70.6,stop,0.8400000000000034,-1.0,0.07633333333332963,-1.0763333333333296
2025-11-21,CZR,TRAIN,2025-11-15/2025-11-21,20.94,0,not_armed,,,,,,,,,,,,
2025-11-21,DAN,TRAIN,2025-11-15/2025-11-21,20.67,0,not_armed,,,,,,,,,,,,
2025-11-21,DIOD,TRAIN,2025-11-15/2025-11-21,44.95,0,not_armed,,,,,,,,,,,,
2025-11-21,DJCO,TRAIN,2025-11-15/2025-11-21,404.16,0,not_armed,,,,,,,,,,,,
2025-11-21,DORM,TRAIN,2025-11-15/2025-11-21,132.22,0,not_armed,,,,,,,,,,,,
2025-11-21,DPST,TRAIN,2025-11-15/2025-11-21,85.45,0,not_armed,,,,,,,,,,,,
2025-11-21,GCT,TRAIN,2025-11-15/2025-11-21,33.48,1,fill,2.0,33.49,33.135,33.48,712.7340858981,775.0,34.20000000000001,target,0.355000000000004,2.0,0.21645070422535048,1.7835492957746495
2025-11-21,GDS,TRAIN,2025-11-15/2025-11-21,32.09,0,not_armed,,,,,,,,,,,,
2025-11-21,HTFL,TRAIN,2025-11-15/2025-11-21,29.72,0,not_armed,,,,,,,,,,,,
2025-11-21,HWKN,TRAIN,2025-11-15/2025-11-21,126.87,0,not_armed,,,,,,,,,,,,
2025-11-21,NEGG,TRAIN,2025-11-15/2025-11-21,63.93,0,not_armed,,,,,,,,,,,,
2025-11-21,OSIS,TRAIN,2025-11-15/2025-11-21,248.32,0,not_armed,,,,,,,,,,,,
2025-11-21,PZZA,TRAIN,2025-11-15/2025-11-21,40.4,0,not_armed,,,,,,,,,,,,
2025-11-21,RH,TRAIN,2025-11-15/2025-11-21,150.6999,0,not_armed,,,,,,,,,,,,
2025-11-21,SIG,TRAIN,2025-11-15/2025-11-21,95.8,0,not_armed,,,,,,,,,,,,
2025-11-21,SRRK,TRAIN,2025-11-15/2025-11-21,40.67,0,not_armed,,,,,,,,,,,,
2025-11-21,STOK,TRAIN,2025-11-15/2025-11-21,29.38,0,not_armed,,,,,,,,,,,,
2025-11-21,SYNA,TRAIN,2025-11-15/2025-11-21,62.095,0,not_armed,,,,,,,,,,,,
2025-11-21,TCMD,TRAIN,2025-11-15/2025-11-21,25.18,0,not_armed,,,,,,,,,,,,
2025-11-21,USPH,TRAIN,2025-11-15/2025-11-21,73.08,0,not_armed,,,,,,,,,,,,
2025-11-21,VCEL,TRAIN,2025-11-15/2025-11-21,39.86,0,not_armed,,,,,,,,,,,,
2025-11-21,VCYT,TRAIN,2025-11-15/2025-11-21,43.59,0,not_armed,,,,,,,,,,,,
2025-11-21,VSCO,TRAIN,2025-11-15/2025-11-21,36.1,0,not_armed,,,,,,,,,,,,
2025-11-21,WGS,TRAIN,2025-11-15/2025-11-21,142.2,0,not_armed,,,,,,,,,,,,
2025-11-24,KOD,TRAIN,2025-11-22/2025-11-28,21.9453,0,not_armed,,,,,,,,,,,,
2025-11-24,KORU,TRAIN,2025-11-22/2025-11-28,138.4633,0,not_armed,,,,,,,,,,,,
2025-11-24,NEBX,TRAIN,2025-11-22/2025-11-28,34.38,0,not_armed,,,,,,,,,,,,
2025-11-24,NUTX,TRAIN,2025-11-22/2025-11-28,144.491,1,nofill,-1.0,,,,,,,,,,,
2025-11-24,SMST,TRAIN,2025-11-22/2025-11-28,85.445,1,fill,-1.0,85.49,82.714,85.445,590.0153724329333,594.0,82.714,stop,2.7759999999999962,-1.0,0.10322146974063272,-1.1032214697406326
2025-11-25,BLLN,TRAIN,2025-11-22/2025-11-28,127.9999,0,not_armed,,,,,,,,,,,,
2025-11-25,CABO,TRAIN,2025-11-22/2025-11-28,110.91,0,not_armed,,,,,,,,,,,,
2025-11-25,CLSX,TRAIN,2025-11-22/2025-11-28,24.1179,1,nofill,-1.0,,,,,,,,,,,
2025-11-25,HOOG,TRAIN,2025-11-22/2025-11-28,66.9581,0,not_armed,,,,,,,,,,,,
2025-11-25,HTFL,TRAIN,2025-11-22/2025-11-28,32.21,0,not_armed,,,,,,,,,,,,
2025-11-25,MBX,TRAIN,2025-11-22/2025-11-28,32.115,1,fill,-1.0,32.16,31.34,32.115,613.2309992804167,648.0,31.34,stop,0.8199999999999967,-1.0,0.3125219512195091,-1.3125219512195092
2025-11-25,MULL,TRAIN,2025-11-22/2025-11-28,59.3,0,not_armed,,,,,,,,,,,,
2025-11-25,MUU,TRAIN,2025-11-22/2025-11-28,68.9499,0,not_armed,,,,,,,,,,,,
2025-11-25,OPEX,TRAIN,2025-11-22/2025-11-28,28.75,0,not_armed,,,,,,,,,,,,
2025-11-25,PI,TRAIN,2025-11-22/2025-11-28,163.835,0,not_armed,,,,,,,,,,,,
2025-11-25,Q,TRAIN,2025-11-22/2025-11-28,76.735,1,fill,1.1613924050632884,76.79,75.165,76.735,610.1303246713,955.0,78.58,eod,1.625,1.1015384615384567,0.16967138461538778,0.9318670769230689
2025-11-25,RGTX,TRAIN,2025-11-22/2025-11-28,81.51,0,not_armed,,,,,,,,,,,,
2025-11-25,ROBN,TRAIN,2025-11-22/2025-11-28,62.4,0,not_armed,,,,,,,,,,,,
2025-11-25,SOXL,TRAIN,2025-11-22/2025-11-28,36.31,0,not_armed,,,,,,,,,,,,
2025-11-26,BETA,TRAIN,2025-11-22/2025-11-28,27.3099,0,not_armed,,,,,,,,,,,,
2025-11-26,ODD,TRAIN,2025-11-22/2025-11-28,43.69,0,not_armed,,,,,,,,,,,,
2025-11-26,TATT,TRAIN,2025-11-22/2025-11-28,38.82,0,not_armed,,,,,,,,,,,,
2025-11-28,CORD,TRAIN,2025-11-22/2025-11-28,53.79,0,not_armed,,,,,,,,,,,,
