symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,bars_held,risk_per_share,reward_per_share,risk_reward_ratio,total_risk,pole_gain_pct,retracement_pct,pullback_candles,avg_pole_volume,avg_flag_volume,pole_height,flag_low,flag_high,entry_bar_open,entry_bar_high,entry_bar_low,entry_bar_close,entry_bar_volume,day_open,day_high,day_low,day_close,day_volume,intraday_move_pct,avg_volume_daily,relative_volume,sector,float_shares,entry_minutes_from_open,patterns_detected_that_day,qf_vwap_dist_pct,qf_gap_pct,qf_gap_fading,qf_spy_return_pct,qf_pole_bars,qf_pole_gain_pct,qf_fill_vwap_dist_pct,conviction_mult,macd_zone_mult,conv_pole_gain,conv_flag_tightness,conv_vol_ratio,conv_spy_regime,conv_retracement,conv_raw_score,spy_3d_range,conv_vwap_dist,conv_gap_fading,intraday_change_at_entry
QPUX,2025-11-14,09:53:00,21.00,20.27,22.57,1261,10:03:00,20.21,stop,-999.59,-3.77,13,0.7319,1.5685,2.50,922.91,9.48,34.79,2,6890,5012,1.8110,20.28,20.90,20.68,21.00,20.68,20.90,4485,16.09,21.12,16.09,19.68,355755,31.25,286348,1.24,,2366195,83,1,10.27,-12.89,False,-0.07,3,9.48,10.18,2.20,1.80,0.00,0.00,0.00,0.00,0.00,2.200,0.948,0.20,0.00,29.96
JBIO,2025-11-17,09:41:00,11.62,11.33,12.02,5248,10:46:00,12.16,trail_stop,2822.16,4.63,47,0.2928,0.4000,2.50,1536.75,4.55,32.00,3,1190,126,0.5000,11.34,11.49,11.56,11.56,11.56,11.56,1393,11.00,13.57,10.97,12.59,569313,23.64,211656,2.69,,32432856,71,1,1.49,2.80,False,-0.09,2,4.55,2.47,2.10,2.00,0.30,0.00,0.30,0.30,0.00,2.100,1.333,0.20,0.00,10.65
NEPH,2025-11-17,09:44:00,4.90,4.75,5.16,2810,10:11:00,4.98,trail_stop,218.01,1.58,13,0.1487,0.2625,2.50,417.77,7.07,3.17,2,4520,324,0.3150,4.76,4.86,4.87,4.87,4.87,4.87,530,4.46,5.70,4.43,5.43,249501,28.66,70251,3.55,,9445404,74,1,7.10,1.36,False,-0.09,2,7.07,7.44,2.30,2.00,0.30,0.00,0.30,0.30,0.20,2.300,1.333,0.20,0.00,10.34
ARAI,2025-11-19,10:35:00,3.82,3.75,3.93,7332,11:12:00,3.74,stop,-588.39,-2.10,15,0.0690,0.1125,2.50,505.91,3.57,7.69,2,1268,220,0.1300,3.76,3.79,3.80,3.81,3.80,3.81,560,3.48,3.90,3.40,3.65,124099,14.71,183312,0.68,,4825456,125,1,4.77,-1.42,False,-0.03,3,3.57,5.22,2.30,2.00,0.00,0.30,0.30,0.30,0.20,2.300,1.674,0.20,0.00,11.76
CETX,2025-11-20,10:04:00,3.19,3.05,3.42,3838,10:16:00,3.04,stop,-556.51,-4.55,15,0.1358,0.2375,2.50,521.39,7.14,42.86,4,6314,1748,0.2100,3.06,3.15,3.17,3.17,3.17,3.17,133,2.80,3.17,2.76,2.84,359006,14.86,95967,3.74,,10581993,94,1,6.78,-23.42,False,,3,7.14,8.13,2.10,2.00,0.30,0.00,0.30,0.30,0.00,2.100,1.486,0.20,0.00,14.86
IREX,2025-11-20,10:01:00,21.42,20.73,22.32,941,10:09:00,21.76,trail_stop,316.25,1.57,12,0.6870,0.9030,2.50,646.44,3.59,24.22,2,8760,6906,0.7242,20.74,21.10,21.32,21.65,21.28,21.65,5758,19.74,23.37,15.28,15.40,1972397,52.95,623679,3.16,,2339055,91,3,3.48,14.43,False,,2,3.59,4.91,1.70,1.00,0.00,0.00,0.00,0.30,0.20,1.700,1.486,0.20,0.00,23.94
VELO,2025-11-20,09:46:00,4.92,4.74,5.32,4498,10:37:00,5.14,trail_stop,969.47,4.38,51,0.1845,0.4000,2.50,829.88,12.34,45.37,2,13789,13598,0.5491,4.75,4.90,4.90,4.90,4.85,4.90,401,4.26,5.34,4.26,4.43,805952,25.35,578889,1.39,,8818290,76,1,3.54,4.58,False,,3,12.34,4.05,1.80,2.00,0.00,0.30,0.00,0.30,0.00,1.800,1.486,0.20,0.00,17.83
MNDR,2025-11-21,10:04:00,4.25,4.06,4.67,1773,10:08:00,4.05,stop,-359.09,-4.76,6,0.1903,0.4230,2.50,337.49,10.42,45.00,3,242466,165694,0.4000,4.06,4.23,4.18,4.39,4.14,4.35,345353,3.88,5.42,3.64,4.75,71805121,48.90,3950065,18.18,Healthcare,2960881,94,1,5.77,27.80,False,,3,10.42,5.81,1.50,1.00,0.00,0.00,0.00,0.30,0.00,1.500,2.116,0.20,0.00,38.82
BAIG,2025-11-24,09:41:00,12.22,11.96,12.73,5120,09:44:00,11.92,stop,-1534.83,-2.45,5,0.2639,0.5077,2.50,1351.17,6.38,29.19,2,10750,4794,0.7300,11.97,12.16,12.00,12.20,12.00,12.15,13227,10.67,13.50,10.61,13.49,750806,27.24,807956,0.93,,1472475,71,1,4.60,4.40,False,,2,6.38,4.53,2.60,2.00,0.30,0.30,0.30,0.30,0.20,2.600,2.347,0.20,0.00,18.79
CETX,2025-11-24,09:41:00,3.13,2.99,3.44,4458,09:45:00,3.27,trail_stop,645.36,4.63,6,0.1399,0.3110,2.50,623.88,11.60,27.23,3,8101,6986,0.3155,2.95,3.11,3.11,3.15,3.09,3.15,2897,2.76,3.42,2.71,3.14,496773,26.20,111488,4.46,,10581993,71,1,5.71,1.47,False,,2,11.60,5.99,1.40,2.00,0.00,-0.30,0.00,0.30,0.20,1.400,2.347,0.20,0.00,14.96
AISP,2025-11-25,09:38:00,3.41,3.32,3.58,6285,09:43:00,3.31,stop,-609.08,-2.84,8,0.0869,0.1750,2.50,546.48,7.23,34.78,3,31246,13478,0.2300,3.33,3.39,3.38,3.45,3.38,3.42,30700,3.24,3.73,3.22,3.60,2189903,15.84,908248,2.41,,19953727,68,2,1.96,3.57,False,-0.03,3,7.23,2.05,2.20,1.00,0.30,0.30,0.30,0.30,0.00,2.200,2.339,0.00,0.00,9.98
CRDU,2025-11-25,09:59:00,16.08,15.63,17.00,2486,10:03:00,15.58,stop,-1235.27,-3.09,6,0.4500,0.9250,2.50,1118.70,5.52,15.76,4,9419,1467,0.8250,15.64,16.00,16.00,16.06,16.00,16.06,873,16.50,18.34,14.80,18.28,207215,23.88,306330,0.68,,4404850,89,1,3.47,-5.66,False,-0.03,2,5.52,3.95,2.30,2.00,0.30,0.00,0.30,0.30,0.20,2.300,2.339,0.20,0.00,12.20
MFI,2025-11-25,09:40:00,14.14,13.61,14.87,3172,10:38:00,14.58,trail_stop,1406.48,3.14,32,0.5314,0.7250,2.50,1685.46,5.07,-23.08,2,1790,828,0.6500,13.62,13.90,14.07,14.19,14.07,14.19,1189,13.03,17.00,12.82,16.26,194745,32.61,152116,1.28,,525594,70,1,5.41,-5.66,False,-0.03,2,5.07,6.42,2.30,2.00,0.30,0.00,0.30,0.30,0.20,2.300,2.339,0.20,0.00,10.61
TSSI,2025-11-26,09:37:00,9.27,9.01,9.74,4438,09:53:00,8.98,stop,-1265.38,-3.08,18,0.2581,0.4730,2.50,1145.45,6.34,32.85,2,36622,21182,0.5480,9.02,9.20,9.22,9.25,9.16,9.17,12845,8.66,9.52,8.65,9.40,2291262,10.00,2334824,0.98,,20674663,67,1,2.56,5.07,False,0.07,3,6.34,3.18,2.10,2.00,0.30,0.00,0.30,0.30,0.00,2.100,1.717,0.20,0.00,11.28
QTTB,2025-12-01,09:49:00,6.03,5.76,6.63,2098,09:50:00,5.74,stop,-602.71,-4.76,3,0.2700,0.6000,2.50,566.46,30.00,24.70,3,2372979,1882362,1.3360,5.46,6.00,5.75,6.00,5.50,5.96,1310023,4.25,6.37,3.75,3.82,168133505,69.86,69561,2417.07,,6329291,79,3,23.01,108.68,False,0.07,3,30.00,23.04,1.40,1.80,0.00,0.00,0.00,0.00,0.20,1.400,0.989,0.20,0.00,168.33
KALV,2025-12-03,09:49:00,15.09,14.66,15.51,4234,09:51:00,14.62,stop,-1985.87,-3.11,4,0.4250,0.4250,2.50,1799.66,5.60,29.11,2,29460,4882,0.7900,14.67,14.83,15.01,15.40,14.94,15.40,24246,13.64,16.49,13.37,14.66,6358313,23.34,1372360,4.63,,29556399,79,1,4.06,0.89,False,-0.03,2,5.60,5.15,1.80,2.00,0.30,0.30,0.30,-0.50,0.20,1.800,0.584,0.20,0.00,12.42
BEX,2025-12-04,10:29:00,16.11,15.84,16.59,3156,10:47:00,16.91,exhaust+trail_stop,2803.84,5.51,22,0.2702,0.4750,2.50,852.59,4.36,28.35,2,5066,1901,0.6699,15.85,16.03,16.02,16.19,16.02,16.14,4331,14.49,19.24,14.20,18.86,771751,35.49,546200,1.41,,3155415,119,1,5.84,0.49,False,-0.04,3,4.36,6.12,1.50,2.00,0.00,0.30,0.30,-0.50,0.20,1.500,0.685,0.20,0.00,12.96
SWBI,2025-12-05,09:45:00,10.46,10.14,11.14,2222,15:45:00,10.98,force_close,1158.66,4.98,361,0.3220,0.6750,2.50,715.60,8.36,27.50,4,54872,23258,0.8000,10.15,10.41,10.35,10.53,10.35,10.47,75710,9.39,11.00,9.38,10.96,3488723,17.21,494538,7.05,,43705761,75,1,4.24,5.39,False,0.10,3,8.36,3.67,1.50,2.00,0.30,0.00,0.30,-0.50,0.20,1.500,0.674,0.20,0.00,16.16
LIXT,2025-12-08,10:17:00,4.39,4.29,4.59,3390,10:22:00,4.38,post_fill_exit,-44.67,-0.30,1,0.1018,0.2000,2.50,345.27,7.80,37.50,2,3406,1600,0.3200,4.30,4.37,,,,,,4.09,4.45,4.01,4.34,97784,10.97,84786,1.15,,11606907,107,2,4.11,8.38,False,-0.03,3,7.80,,1.60,2.00,0.30,0.30,0.30,-0.50,0.00,1.600,0.639,0.20,0.00,10.22
LIXT,2025-12-08,10:41:00,4.40,4.29,4.60,3390,13:20:00,4.28,stop,-422.97,-2.83,41,0.1119,0.2000,2.50,379.34,7.80,37.50,4,3406,859,0.3200,4.30,4.37,4.38,4.45,4.38,4.45,2333,4.09,4.45,4.01,4.34,97784,10.97,84786,1.15,,11606907,131,2,4.08,8.38,False,-0.03,3,7.80,4.01,1.60,2.00,0.30,0.30,0.30,-0.50,0.00,1.600,0.639,0.20,0.00,10.22
PHGE,2025-12-08,08:58:00,3.20,3.09,3.34,12224,09:01:00,3.08,stop,-1407.84,-3.60,4,0.1059,0.1472,2.50,1294.52,8.19,29.17,2,1007,268,0.2400,3.10,3.15,3.18,3.18,3.18,3.18,600,3.10,3.97,2.92,3.26,804495,35.90,681064,1.18,,1121250,28,1,6.77,-44.68,False,-0.03,2,8.19,8.29,1.80,2.00,0.30,0.30,0.30,-0.50,0.20,1.800,0.639,0.20,0.00,18.91
SKIL,2025-12-11,10:21:00,5.51,5.27,6.06,3115,10:22:00,5.50,post_fill_exit,-51.51,-0.30,1,0.2468,0.5485,2.50,768.87,12.80,29.27,3,16306,14616,0.6150,5.24,5.49,,,,,,5.33,6.29,4.65,6.05,731529,35.27,145268,5.04,,4555790,111,1,8.79,-17.77,False,-0.07,2,12.80,,1.90,1.80,0.00,0.00,0.00,-0.50,0.20,1.900,0.759,0.20,0.00,36.56
VBNK,2025-12-11,10:01:00,14.24,13.82,15.12,1341,15:45:00,14.34,force_close,132.96,0.70,186,0.4208,0.8750,2.50,564.36,6.84,24.44,5,4468,741,0.9000,13.83,14.17,14.10,14.33,14.10,14.20,5945,13.04,14.69,13.04,14.30,225708,12.65,37276,6.06,,19940141,91,1,3.46,0.93,False,-0.07,2,6.84,2.92,1.50,1.80,0.30,0.00,0.30,-0.50,0.20,1.500,0.759,0.20,0.00,9.52
AFCG,2025-12-12,09:38:00,3.43,3.36,3.55,8904,09:42:00,3.35,stop,-686.77,-2.25,6,0.0670,0.1250,2.50,597.01,5.46,5.71,3,13908,6749,0.1750,3.37,3.41,3.41,3.44,3.41,3.44,9273,3.24,3.53,3.21,3.52,690463,10.14,222601,3.10,,14721057,68,2,2.94,3.63,False,-0.03,2,5.46,3.05,2.30,2.00,0.30,0.30,0.30,0.00,0.20,2.300,0.857,0.20,0.00,12.21
ARBB,2025-12-15,10:31:00,6.28,5.99,6.75,1733,10:37:00,6.62,trail_stop,586.76,5.39,8,0.2902,0.4720,2.50,503.00,7.02,24.73,3,3662,2121,0.3999,6.00,6.18,6.25,6.50,6.24,6.24,7585,8.29,10.67,5.14,6.95,2472674,107.59,48197,51.30,,746827,121,2,-26.20,13.26,False,-0.08,3,7.02,-24.86,1.80,1.80,0.30,0.00,0.30,0.00,0.20,1.800,1.197,0.00,0.00,107.59
CVKD,2025-12-15,10:30:00,12.04,11.50,13.24,1252,10:49:00,11.47,stop,-718.15,-4.76,10,0.5391,1.1980,2.50,674.95,6.68,20.55,2,1213,532,0.7300,11.50,11.98,11.85,12.10,11.59,11.76,1762,11.82,12.50,10.92,12.29,148808,14.48,44729,3.33,,1983795,120,1,0.50,2.27,False,-0.08,2,6.68,1.02,1.50,2.00,0.30,-0.30,0.30,0.00,0.20,1.500,1.197,0.00,0.00,14.48
TGL,2025-12-17,10:15:00,7.10,6.79,7.80,1942,10:22:00,7.30,trail_stop,390.62,2.83,10,0.3132,0.6947,2.50,608.31,9.20,45.35,2,8848,5153,0.5954,6.80,7.07,6.97,7.22,6.97,7.02,8735,6.26,8.78,5.70,6.09,3057312,54.04,3011451,1.02,,1326889,105,1,11.51,1.79,False,-0.05,2,9.20,10.63,1.50,1.80,0.00,0.00,0.30,0.00,0.00,1.500,1.097,0.20,0.00,24.04
FGNX,2025-12-18,09:37:00,3.14,3.05,3.31,10800,10:09:00,3.19,trail_stop,639.22,1.89,34,0.0856,0.1750,2.50,924.48,8.28,33.33,2,5589,1170,0.2400,3.06,3.12,3.12,3.15,3.10,3.12,10249,2.90,3.29,2.90,3.04,1689629,13.45,1057117,1.60,,4854817,67,1,2.13,1.40,False,0.07,2,8.28,2.01,2.10,1.80,0.30,0.30,0.30,0.00,0.00,2.100,1.080,0.20,0.00,9.44
AP,2025-12-19,09:47:00,4.10,3.94,4.45,4860,14:28:00,3.93,stop,-836.50,-4.20,130,0.1603,0.3498,2.50,779.06,5.52,28.59,4,9145,2546,0.2099,3.95,4.08,4.05,4.11,4.05,4.05,5453,3.70,4.25,3.70,4.09,394462,14.86,173158,2.28,,14341284,77,3,4.77,1.65,False,0.09,2,5.52,5.02,1.70,2.00,0.30,-0.30,0.30,0.00,0.20,1.700,1.049,0.20,0.00,14.56
BENF,2025-12-19,10:02:00,6.16,6.01,6.46,4498,10:05:00,5.99,stop,-758.72,-2.74,3,0.1506,0.3000,2.50,677.62,4.61,40.72,2,1930,1514,0.2699,6.02,6.13,6.08,6.13,6.02,6.03,2667,5.06,7.38,5.06,6.85,1017378,45.81,981439,1.04,,2603560,92,1,9.38,-1.36,False,0.09,2,4.61,9.47,1.50,1.80,0.30,0.00,0.00,0.00,0.00,1.500,1.049,0.20,0.00,21.15
DJTU,2025-12-19,10:40:00,6.22,6.03,6.62,4248,11:07:00,6.47,trail_stop,1056.19,4.00,31,0.1909,0.4000,2.50,811.16,6.14,2.86,3,53082,35189,0.3500,6.04,6.19,6.17,6.22,6.11,6.15,49005,5.50,6.68,5.16,5.99,8450889,29.45,1128396,7.49,,2485520,130,1,11.26,6.59,False,0.09,3,6.14,11.27,1.70,2.00,0.30,0.00,0.00,0.00,0.20,1.700,1.049,0.20,0.00,19.96
KULR,2025-12-22,09:40:00,3.52,3.42,3.72,9500,11:33:00,3.84,exhaust+trail_stop,3106.89,9.30,117,0.0975,0.2000,2.50,926.25,7.15,38.30,2,62029,16074,0.2350,3.43,3.50,3.44,3.50,3.44,3.49,20357,3.30,3.90,3.29,3.75,3789805,18.87,1770831,2.14,,43203756,70,1,1.86,5.99,False,-0.02,3,7.15,2.30,1.90,2.00,0.30,0.30,0.30,0.00,0.00,1.900,0.975,0.00,0.00,10.09
AIRI,2025-12-24,10:21:00,3.28,3.21,3.40,2245,10:59:00,3.20,stop,-170.46,-2.32,39,0.0663,0.1250,2.50,148.84,5.02,43.23,2,14168,7868,0.1573,3.22,3.26,3.25,3.26,3.24,3.26,8369,3.81,3.95,3.10,3.35,2883550,27.42,112293,25.68,,3223817,111,1,-8.66,13.47,False,0.01,3,5.02,-8.14,1.40,1.00,0.30,0.30,0.30,-0.50,0.00,1.400,0.672,0.00,0.00,30.65
