symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,bars_held,risk_per_share,reward_per_share,risk_reward_ratio,total_risk,pole_gain_pct,retracement_pct,pullback_candles,avg_pole_volume,avg_flag_volume,pole_height,flag_low,flag_high,entry_bar_open,entry_bar_high,entry_bar_low,entry_bar_close,entry_bar_volume,day_open,day_high,day_low,day_close,day_volume,intraday_move_pct,avg_volume_daily,relative_volume,sector,float_shares,entry_minutes_from_open,patterns_detected_that_day,qf_vwap_dist_pct,qf_gap_pct,qf_gap_fading,qf_spy_return_pct,qf_pole_bars,qf_pole_gain_pct,qf_fill_vwap_dist_pct,conviction_mult,macd_zone_mult
RCAX,2026-03-06,09:53:00,26.77,25.51,29.43,337,10:07:00,30.26,trail_stop,1176.94,13.05,16,1.2652,2.6569,2.50,426.36,11.31,-15.24,5,4611,3725,2.4900,24.88,26.57,26.64,26.70,26.42,26.50,6464,20.05,31.62,20.05,22.25,581272,57.71,162290,3.58,,1733000,83,1,14.55,-6.45,False,-0.08,4,11.31,14.02,1.20,1.50
LFMD,2026-03-10,09:46:00,3.77,3.66,3.99,3555,10:03:00,3.94,trail_stop,606.65,4.53,20,0.1087,0.2250,2.50,386.61,7.37,46.15,2,52998,37675,0.2600,3.67,3.75,3.74,3.80,3.72,3.79,106065,3.50,4.06,3.46,3.91,6119160,17.51,936202,6.54,Healthcare,39446493,16,1,2.44,12.18,False,0.11,2,7.37,2.57,1.60,1.00
PIII,2026-03-10,10:44:00,3.37,3.22,3.71,668,10:45:00,3.21,stop,-107.31,-4.76,6,0.1510,0.3355,2.50,100.85,6.14,8.11,3,5309,3927,0.1850,3.19,3.35,3.30,3.46,3.30,3.38,3794,2.94,4.14,2.92,3.64,891286,41.78,33402,26.68,Healthcare,1406662,74,4,2.40,1.91,False,0.11,2,6.14,2.84,1.50,1.00
TENX,2026-03-10,09:38:00,13.89,13.27,15.27,705,09:39:00,13.23,stop,-466.50,-4.76,4,0.6219,1.3820,2.50,438.44,14.75,43.22,2,40435,35216,1.7700,13.01,13.82,13.53,13.82,13.45,13.58,79972,12.00,14.60,12.00,14.51,2131369,21.67,207852,10.25,Healthcare,17165511,8,1,6.28,8.98,False,0.11,3,14.75,5.30,1.30,1.50
VRCA,2026-03-11,09:47:00,6.12,5.85,6.73,2215,15:46:00,6.15,force_close,65.45,0.48,120,0.2740,0.6090,2.50,607.02,7.92,-80.00,4,3475,1101,0.4000,5.77,6.09,6.07,6.14,6.00,6.00,3626,5.05,6.51,5.05,6.26,222061,28.88,136751,1.62,Healthcare,6777375,17,1,8.65,-15.55,False,0.09,2,7.92,7.90,1.80,1.50
SAGT,2026-03-12,10:00:00,2.74,2.65,2.87,5230,10:01:00,2.64,stop,-531.37,-3.70,3,0.0936,0.1250,2.50,489.79,8.88,18.17,2,6437,5318,0.2202,2.66,2.70,2.73,2.80,2.73,2.80,21445,2.50,3.30,2.14,2.32,2661142,54.21,174394,15.26,Technology,1570915,30,1,7.36,14.68,False,-0.07,3,8.88,7.21,2.10,1.50
BIAF,2026-03-13,09:42:00,2.19,2.09,2.41,4128,09:44:00,2.29,trail_stop,429.70,4.75,4,0.0981,0.2180,2.50,404.96,17.49,28.12,2,2622510,1715048,0.3200,2.06,2.18,2.10,2.23,2.10,2.17,2633889,1.79,2.73,1.78,2.12,240991082,53.37,1318557,182.77,Healthcare,4266308,12,1,8.76,68.22,False,0.12,4,17.49,8.43,1.20,1.50
EVCM,2026-03-13,10:10:00,10.80,10.39,11.52,1861,11:19:00,10.36,stop,-811.91,-4.04,42,0.4051,0.7250,2.50,753.90,7.41,15.86,4,3345,689,0.7250,10.40,10.68,10.74,10.74,10.74,10.74,156,9.06,10.92,9.06,10.05,344935,20.53,135950,2.54,Technology,11382036,40,1,7.42,-24.81,False,0.12,4,7.41,8.55,1.80,1.50
MRAL,2026-03-13,10:39:00,4.35,4.20,4.67,1874,10:46:00,4.19,stop,-304.07,-3.73,13,0.1496,0.3200,2.50,280.44,4.42,21.11,4,27236,15542,0.1800,4.21,4.33,4.30,4.35,4.30,4.33,11067,3.77,4.43,3.74,3.88,3534904,18.45,1446035,2.44,,7770110,69,1,9.69,9.72,False,0.12,5,4.42,9.66,1.20,1.00
SHIM,2026-03-13,09:54:00,3.49,3.38,3.59,1078,09:55:00,3.37,stop,-126.64,-3.37,3,0.1073,0.1037,2.50,115.72,7.96,0.56,3,3889,1760,0.2499,3.39,3.42,3.47,3.47,3.47,3.47,1098,2.90,3.74,2.90,3.21,300313,29.12,35959,8.35,Industrials,5371893,24,1,2.57,3.57,False,0.12,4,7.96,4.39,2.10,1.50
SVCO,2026-03-13,10:13:00,4.52,4.42,4.72,2812,10:14:00,4.41,stop,-325.52,-2.56,6,0.1025,0.2000,2.50,288.23,4.17,38.89,3,42304,23274,0.1800,4.43,4.50,4.49,4.50,4.44,4.44,37664,4.30,5.33,3.81,5.03,12048085,39.90,93779,128.47,Technology,11978042,43,3,3.15,30.91,False,0.12,3,4.17,3.63,1.30,1.50
HBIO,2026-03-16,09:48:00,4.90,4.79,5.04,8601,10:19:00,5.11,trail_stop,1808.02,4.29,29,0.1194,0.1395,2.50,1026.96,3.75,34.55,2,2427,670,0.1757,4.79,4.84,4.88,4.92,4.84,4.92,4403,4.45,5.25,4.45,5.01,185877,17.96,362067,0.51,Healthcare,3469056,18,1,2.74,839.81,False,-0.01,2,3.75,3.12,1.60,1.50
CAL,2026-03-19,10:22:00,10.16,9.93,10.60,1478,10:40:00,9.90,stop,-378.69,-2.52,24,0.2264,0.4398,2.50,334.66,4.02,35.90,5,7693,2324,0.3900,9.94,10.11,10.08,10.15,10.03,10.07,10694,10.95,11.02,9.51,10.55,1639214,15.83,620132,2.64,Consumer Cyclical,32433387,52,4,-3.32,23.53,True,-0.17,5,4.02,-2.54,1.30,1.00
AHMA,2026-03-23,10:02:00,7.52,7.18,8.27,598,10:07:00,8.11,trail_stop,353.72,7.87,9,0.3366,0.7480,2.50,201.29,28.10,37.42,3,302561,263989,1.6300,6.82,7.48,7.23,7.76,7.15,7.72,374524,6.24,8.47,1.08,2.24,37264021,684.25,29914,1245.71,Consumer Cyclical,2020480,32,1,6.29,38.17,False,,4,28.10,6.35,1.30,1.00
SUPX,2026-03-23,10:29:00,9.94,9.63,10.58,1254,15:37:00,9.61,stop,-418.03,-3.35,208,0.3044,0.6375,2.50,381.78,5.78,43.52,4,3446,3376,0.5400,9.64,9.89,9.66,9.89,9.66,9.89,2052,8.02,10.31,8.02,9.44,417475,28.62,326361,1.28,Technology,24728293,59,1,3.89,-5.98,False,,3,5.78,4.37,1.60,1.00
DXST,2026-03-24,10:18:00,3.92,3.74,4.31,1538,10:20:00,4.01,trail_stop,142.92,2.37,9,0.1755,0.3900,2.50,269.92,9.77,29.41,4,7064,6962,0.3400,3.72,3.90,3.88,4.06,3.88,4.00,11624,3.30,4.74,3.30,4.16,657238,43.63,118951480,0.01,Industrials,1217988,48,1,-1.41,0.92,False,,2,9.77,-0.84,1.20,1.00
UGRO,2026-03-24,10:09:00,7.46,7.18,8.06,1500,10:11:00,7.16,stop,-455.50,-4.07,4,0.2821,0.6000,2.50,423.19,10.30,28.98,5,135932,72228,0.6899,7.19,7.42,7.42,7.44,7.32,7.35,79016,8.09,8.55,6.29,7.02,27313119,35.92,8229702,3.32,Industrials,675949,39,2,-1.81,31.54,True,,3,10.30,-1.22,1.80,1.00
FLYT,2026-03-25,10:25:00,15.32,15.04,15.83,2232,10:29:00,14.99,stop,-728.18,-2.13,10,0.2811,0.5122,2.50,627.47,7.97,10.72,3,3844,724,1.1199,15.05,15.24,15.11,15.52,15.11,15.52,7312,11.65,15.67,11.65,15.02,305760,34.51,111643,2.74,,400010,55,5,12.46,5.91,False,,3,7.97,12.03,2.40,1.00
LUNL,2026-03-25,10:08:00,16.16,15.59,17.39,775,10:42:00,15.54,stop,-478.31,-3.82,39,0.5704,1.2250,2.50,442.06,7.66,36.84,2,13609,3728,1.1400,15.60,16.08,15.98,16.10,15.95,16.10,22388,12.73,16.60,12.73,14.89,976731,30.40,558807,1.75,,2850145,38,1,11.42,8.43,False,,4,7.66,10.41,1.90,1.00
PAYS,2026-03-25,09:50:00,4.95,4.81,5.25,2709,10:52:00,5.04,trail_stop,242.04,1.80,64,0.1427,0.2952,2.50,386.68,6.47,40.00,4,115610,98349,0.3000,4.82,4.93,4.90,4.97,4.88,4.96,86469,4.40,5.24,4.26,5.15,9453625,22.89,512688,18.44,Technology,29569438,20,1,4.66,16.71,False,,5,6.47,5.00,1.60,1.00
QNTM,2026-03-25,10:22:00,4.87,4.74,5.02,9499,10:28:00,4.73,stop,-1403.63,-3.03,7,0.1335,0.1500,2.50,1268.56,5.69,30.77,2,6544,5309,0.2600,4.75,4.80,4.85,4.85,4.81,4.81,1970,4.77,5.65,4.21,4.35,1172667,34.20,487803,2.40,Healthcare,5362516,52,1,-4.03,0.63,False,,3,5.69,-2.55,1.90,1.50
AIFF,2026-03-26,10:20:00,2.27,2.21,2.37,12000,10:22:00,2.20,stop,-805.51,-2.96,4,0.0605,0.1000,2.50,725.95,4.62,39.94,2,317514,122968,0.0999,2.22,2.25,2.26,2.26,2.23,2.23,106507,2.06,3.15,2.01,3.02,109823026,56.71,25088375,4.38,Technology,12899857,50,2,-2.39,22.62,False,,3,4.62,-1.49,1.60,1.50
FCHL,2026-03-26,10:43:00,3.13,2.99,3.43,3252,10:47:00,2.98,stop,-469.65,-4.62,6,0.1354,0.2997,2.50,440.48,9.44,48.15,2,239538,89586,0.2700,3.00,3.11,3.04,3.13,3.02,3.10,72058,3.04,4.35,2.71,3.55,46816909,60.52,1222612,38.29,Consumer Defensive,411910,73,1,-10.16,77.49,False,,2,9.44,-9.68,1.30,1.50
MKDW,2026-03-26,09:51:00,6.13,5.86,6.73,2262,10:06:00,6.40,trail_stop,616.51,4.45,20,0.2691,0.5965,2.50,608.69,17.99,24.72,3,12404,4771,0.9299,5.87,6.10,6.06,6.15,6.06,6.13,2806,5.25,7.80,5.00,7.80,1090072,56.00,370905,2.94,Consumer Cyclical,647268,21,2,5.43,0.38,False,,2,17.99,5.67,1.80,1.50
ASTN,2026-03-27,10:44:00,17.03,16.74,17.46,1764,10:55:00,16.69,stop,-608.53,-2.03,13,0.2948,0.4250,2.50,519.94,3.18,25.00,3,4291,3043,0.5200,16.75,16.91,16.95,16.96,16.89,16.89,9976,14.51,18.00,14.08,17.90,1088837,27.88,594456,1.83,,4653725,74,1,9.80,-1.36,False,,4,3.18,10.38,1.50,1.00
FLYT,2026-03-31,10:37:00,13.46,12.84,14.71,600,15:47:00,15.00,force_close,927.81,11.49,97,0.6169,1.2500,2.50,370.17,6.68,7.32,5,1037,1005,0.8079,12.85,13.34,13.39,13.39,13.39,13.39,125,11.49,15.25,11.49,15.19,154527,32.72,141476,1.09,,400010,67,3,9.63,6.69,False,,2,6.68,10.20,1.50,1.00
POLA,2026-03-31,09:52:00,2.55,2.44,2.81,3149,09:59:00,2.67,trail_stop,361.06,4.49,9,0.1143,0.2540,2.50,359.97,19.00,48.80,3,299361,220042,0.4199,2.42,2.54,2.54,2.58,2.48,2.52,369121,2.29,2.89,1.78,1.95,33381442,62.36,2260281,14.77,Industrials,1848604,22,2,5.00,17.44,False,,5,19.00,5.11,1.60,1.00
BCG,2026-04-01,10:39:00,2.66,2.58,2.84,1580,10:40:00,2.57,stop,-143.76,-3.42,7,0.0832,0.1750,2.50,131.53,4.97,40.00,3,41454,30824,0.1250,2.59,2.65,2.62,2.65,2.60,2.60,43809,3.12,3.14,2.23,2.38,31137742,40.49,79002,394.14,Financial Services,2781208,69,4,-1.64,55.22,True,,6,4.97,-1.10,1.60,1.00
MRLN,2026-04-01,10:13:00,7.34,7.07,7.91,1391,12:16:00,7.46,trail_stop,173.25,1.70,114,0.2665,0.5750,2.50,370.70,4.73,36.92,3,26030,4469,0.3250,7.08,7.30,7.18,7.32,7.18,7.32,6521,7.85,8.43,6.88,7.67,1602801,22.57,935991,1.71,Industrials,3598221,43,2,-3.19,6.80,False,,3,4.73,-2.60,1.60,1.00
CRMX,2026-04-02,10:06:00,14.38,13.93,15.16,2031,10:15:00,14.58,trail_stop,412.32,1.41,11,0.4515,0.7750,2.50,917.10,4.86,-1.55,4,4284,1606,0.6450,13.94,14.24,14.31,14.59,14.31,14.59,4338,11.64,15.25,11.50,13.97,239987,32.61,189034,1.27,,487740,36,2,8.10,-15.35,False,,3,4.86,7.53,2.10,1.50
GVH,2026-04-02,10:03:00,2.18,2.09,2.38,5625,11:01:00,2.27,trail_stop,514.48,4.19,59,0.0908,0.2000,2.50,511.03,9.20,13.97,4,6738,4374,0.1790,2.10,2.17,2.15,2.19,2.15,2.19,4760,1.99,2.74,1.70,2.73,1078443,61.18,2092847,0.52,Industrials,1229299,33,1,12.68,1.50,False,,2,9.20,12.71,1.50,1.50
LUNL,2026-04-02,10:07:00,16.73,16.08,18.12,1128,10:46:00,18.75,exhaust+trail_stop,2376.72,12.60,41,0.6416,1.3960,2.50,723.74,7.95,20.65,4,20540,11147,1.2033,16.09,16.64,16.60,17.00,16.60,16.89,7838,12.35,19.28,12.35,18.78,1363915,56.11,599546,2.27,,2850145,37,3,10.55,-11.28,False,,5,7.95,10.88,2.10,1.50
NBIL,2026-04-02,10:45:00,11.27,10.90,11.71,2451,11:33:00,10.86,stop,-988.33,-3.58,47,0.3705,0.4487,2.50,908.22,5.86,47.50,5,14328,5391,0.6200,10.91,11.07,11.21,11.30,11.21,11.26,14021,8.88,11.34,8.88,11.30,2149734,27.70,2209250,0.97,,14358785,75,4,9.24,-10.93,False,,5,5.86,10.90,2.20,1.00
USAX,2026-04-02,10:03:00,13.73,13.47,14.17,3085,10:10:00,14.00,trail_stop,852.26,2.01,8,0.2533,0.4375,2.50,781.43,3.15,-18.29,3,3375,1290,0.4100,13.48,13.65,13.66,13.67,13.66,13.67,352,11.41,15.00,11.30,14.43,146077,32.74,137337,1.06,,589120,33,1,7.01,-8.28,False,,2,3.15,7.56,1.80,1.50
USGG,2026-04-02,10:08:00,8.56,8.27,9.01,1444,10:42:00,8.82,trail_stop,372.92,3.02,30,0.2926,0.4500,2.50,422.51,3.18,31.02,4,18279,3130,0.2579,8.28,8.45,8.52,8.62,8.52,8.62,2865,6.98,9.14,6.98,8.75,506890,30.95,184105,2.75,,555920,38,2,4.77,-8.34,False,,3,3.18,6.07,1.30,1.00
AGPU,2026-04-06,10:00:00,4.31,4.12,4.74,2214,10:04:00,4.11,stop,-454.77,-4.76,9,0.1930,0.4290,2.50,427.41,18.08,31.80,2,19196,11170,0.6600,4.10,4.29,4.20,4.42,4.20,4.42,41187,3.97,4.48,3.59,4.25,2462499,24.79,5085260,0.48,Technology,3963733,30,1,9.59,-2.46,False,,4,18.08,8.76,1.90,1.00
BTBD,2026-04-06,09:39:00,2.41,2.31,2.64,2888,09:48:00,2.30,stop,-314.59,-4.52,11,0.1020,0.2250,2.50,294.58,9.09,40.00,3,83427,74250,0.2000,2.32,2.40,2.38,2.43,2.32,2.41,125733,2.31,2.48,1.96,2.09,6876088,26.53,498066,13.81,Consumer Cyclical,3152942,9,1,3.66,22.22,False,,2,9.09,3.66,1.30,1.00
PRFX,2026-04-06,10:26:00,2.50,2.42,2.68,566,10:52:00,2.58,trail_stop,43.72,3.09,30,0.0825,0.1753,2.50,46.72,5.29,48.08,3,19853,12752,0.1250,2.43,2.49,2.48,2.49,2.47,2.48,17261,2.44,2.88,2.33,2.53,28283475,23.73,28330,998.36,Healthcare,808621,56,3,-5.64,16.19,False,,4,5.29,-5.11,1.60,1.00
APLX,2026-04-08,10:06:00,14.85,14.61,15.27,1909,10:10:00,14.56,stop,-544.63,-1.92,6,0.2415,0.4190,2.50,460.98,3.06,41.46,2,13120,4234,0.4397,14.62,14.78,14.77,14.80,14.71,14.78,7506,15.28,16.17,14.29,14.71,3575196,13.17,1521914,2.35,,4005105,36,1,-1.41,25.25,True,,3,3.06,-0.90,1.60,1.00
VWAV,2026-04-09,10:02:00,6.92,6.74,7.16,3368,10:12:00,6.71,stop,-702.73,-3.01,14,0.1884,0.2375,2.50,634.68,3.17,40.48,2,10448,4620,0.2100,6.75,6.83,6.89,6.97,6.86,6.89,5699,5.95,7.47,5.90,7.34,1564949,26.61,488677,3.20,Industrials,12788328,32,2,5.03,2.59,False,,2,3.17,6.37,1.60,1.00
ZNTL,2026-04-10,09:40:00,5.46,5.21,6.00,1795,09:54:00,5.61,trail_stop,272.16,2.78,16,0.2443,0.5430,2.50,438.61,19.47,43.52,4,246898,188145,0.8800,5.02,5.43,5.39,5.43,5.38,5.38,90349,4.52,6.95,4.52,6.61,46337193,53.76,1260586,36.76,Healthcare,48666479,10,1,4.25,2.26,False,,4,19.47,4.62,1.30,1.50
MVO,2026-04-13,10:22:00,3.31,3.20,3.48,5578,10:28:00,3.19,stop,-646.77,-3.51,7,0.1063,0.1747,2.50,593.22,3.17,39.90,2,7941,1994,0.1000,3.21,3.27,3.29,3.30,3.29,3.30,1193,2.88,3.39,2.81,3.10,1070006,20.64,292677,3.66,Energy,7608860,52,2,3.58,5.11,False,,2,3.17,4.72,1.30,1.50
OPTX,2026-04-13,09:39:00,11.46,11.07,12.28,1635,10:08:00,11.78,trail_stop,524.12,2.80,31,0.3870,0.8250,2.50,632.74,10.17,25.76,3,95214,55571,1.0482,11.08,11.40,11.40,11.45,11.15,11.27,51352,10.34,12.20,10.30,11.66,5762240,18.43,662617,8.70,Technology,6055945,9,1,4.04,10.59,False,,4,10.17,4.33,1.80,1.50
APLX,2026-04-14,10:29:00,18.16,17.82,18.79,1439,10:31:00,17.77,stop,-566.69,-2.17,6,0.3404,0.6250,2.50,489.76,4.52,23.13,2,10890,10655,0.7781,17.83,18.07,18.05,18.10,17.99,17.99,4882,15.80,18.80,15.65,18.31,2751690,20.13,1879139,1.46,,4005105,59,2,7.39,10.03,False,,7,4.52,7.60,1.80,1.00
IONL,2026-04-14,09:58:00,14.03,13.75,14.50,1894,10:04:00,14.34,trail_stop,581.95,2.19,8,0.2798,0.4750,2.50,529.94,4.12,25.45,4,13851,7338,0.5500,13.76,13.94,13.96,14.02,13.96,14.01,7952,12.90,15.99,12.54,15.92,2159666,27.51,422993,5.11,,1876055,28,2,3.53,13.81,False,,3,4.12,4.11,1.80,1.00
RGTX,2026-04-14,10:20:00,20.58,20.26,21.13,1636,10:27:00,21.22,trail_stop,1049.23,3.12,12,0.3224,0.5500,2.50,527.45,3.66,19.44,3,14484,9658,0.7200,20.27,20.48,20.41,20.54,20.31,20.53,6166,18.10,21.68,17.95,20.50,1559668,20.77,1467749,1.06,,25827925,50,2,4.12,8.38,False,,3,3.66,4.50,1.80,1.00
