day,symbol,m,sp_mean,sp_med,mid_med,n_q,err
2024-11-13,AMCX,955,0.012186234817813505,0.009999999999999787,9.67,247,
2024-11-13,AXSM,600,0.44687500000000036,0.4750000000000014,104.3475,16,
2024-11-13,AXSM,634,0.3640206185566994,0.37999999999999545,102.33000000000001,97,
2024-11-13,AXSM,660,0.48826086956521986,0.5100000000000051,102.305,69,
2024-11-13,AXSM,694,0.3774444444444432,0.4099999999999966,100.725,90,
2024-11-13,AZTA,600,0.4502173913043503,0.5250000000000021,45.49249999999999,46,
2024-11-13,AZTA,601,0.4832941176470599,0.480000000000004,45.345,85,
2024-11-13,BKKT,600,0.23476190476190484,0.23000000000000043,12.84,21,
2024-11-13,BKKT,603,0.21655172413793156,0.20000000000000107,12.635,29,
2024-11-13,BLFS,600,0.2813513513513499,0.2699999999999996,28.095,37,
2024-11-13,BLFS,645,0.24999999999999994,0.2700000000000031,27.64,73,
2024-11-13,BTDR,600,0.04612584503380135,0.040000000000000924,12.98,1923,
2024-11-13,BTDR,601,0.04902928870292884,0.05000000000000071,12.765,1195,
2024-11-13,BTDR,660,0.03357009345794406,0.030000000000001137,11.61,535,
2024-11-13,BTDR,678,0.0355947136563877,0.03999999999999915,11.43,227,
2024-11-13,BTDR,780,0.018139534883721536,0.02000000000000135,11.195,172,
2024-11-13,BTDR,831,0.018410256410256502,0.019999999999999574,10.96,195,
2024-11-13,COGT,600,0.08272727272727275,0.08000000000000007,10.940000000000001,11,
2024-11-13,COGT,639,0.03121212121212063,0.02999999999999936,10.75,132,
2024-11-13,DAVE,600,0.7941007194244608,0.7999999999999972,91.975,139,
2024-11-13,DAVE,605,0.5934594594594592,0.5400000000000063,90.245,185,
2024-11-13,DAVE,780,0.4166055045871554,0.4899999999999949,93.945,109,
2024-11-13,DAVE,876,0.3307377049180347,0.3100000000000023,92.3475,122,
2024-11-13,DAVE,900,0.34114754098360334,0.3299999999999983,89.95,122,
2024-11-13,DAVE,955,0.2545925925925895,0.25,90.725,135,
2024-11-13,DNA,600,0.06769230769230761,0.07000000000000028,9.219999999999999,117,
2024-11-13,DNA,602,0.06569620253164568,0.07000000000000028,8.975,79,
2024-11-13,DNA,660,0.0509803921568618,0.03999999999999915,8.835,51,
2024-11-13,DNA,688,0.05981132075471693,0.05999999999999872,9.215,106,
2024-11-13,DNA,720,0.03609090909090924,0.040000000000000036,9.7,110,
2024-11-13,DNA,759,0.03814814814814748,0.03999999999999915,9.76,108,
2024-11-13,DNA,774,0.027425742574257332,0.02000000000000135,10.03,101,
2024-11-13,DNA,786,0.04919540229885065,0.05000000000000071,9.475000000000001,174,
2024-11-13,DNA,821,0.05453333333333371,0.05000000000000071,8.97,150,
2024-11-13,DNA,840,0.034062499999999274,0.02999999999999936,9.065000000000001,32,
2024-11-13,DNA,883,0.03392156862745155,0.03999999999999915,8.875,51,
2024-11-13,DNA,948,0.016851851851851493,0.019999999999999574,8.675,108,
2024-11-13,DSGN,903,0.07000000000000028,0.07000000000000028,7.555,10,
2024-11-13,DSGN,942,0.05909090909090871,0.05999999999999961,7.425000000000001,66,
2024-11-13,DYN,720,0.28322580645161133,0.240000000000002,34.614999999999995,31,
2024-11-13,DYN,780,0.17651162790697728,0.17999999999999972,35.455,387,
2024-11-13,DYN,802,0.18343234323432353,0.17999999999999972,34.975,303,
2024-11-13,DYN,895,0.11350000000000039,0.10999999999999943,33.9225,240,
2024-11-13,EH,780,0.02607361963190232,0.030000000000001137,17.875,163,
2024-11-13,EH,902,0.04505780346820813,0.04999999999999716,17.509999999999998,346,
2024-11-13,ETON,600,0.06688888888888979,0.030000000000001137,10.305,45,
2024-11-13,ETON,607,0.09540540540540512,0.08999999999999986,10.14,74,
2024-11-13,ETON,720,0.049999999999998934,0.049999999999998934,10.515,10,
2024-11-13,ETON,857,0.09000000000000001,0.08999999999999986,10.6,91,
2024-11-13,ETON,955,0.046083333333333414,0.040000000000000924,10.485,120,
2024-11-13,GENI,780,0.010000000000001563,0.010000000000001563,9.795,69,
2024-11-13,GENI,794,0.010000000000000194,0.009999999999999787,9.614999999999998,244,
2024-11-13,GRAL,600,0.13400000000000037,0.14000000000000057,16.03,85,
2024-11-13,GRAL,625,0.07340248962655609,0.07000000000000028,16.055,241,
2024-11-13,HNST,660,0.010101010101010133,0.009999999999999787,6.325,198,
2024-11-13,HNST,718,0.01021308980213099,0.009999999999999787,6.195,657,
2024-11-13,HNST,720,0.010053908355795104,0.009999999999999787,6.115,371,
2024-11-13,HNST,737,0.010000000000000174,0.009999999999999787,6.025,298,
2024-11-13,HUT,600,0.03382220216606463,0.030000000000001137,27.7,4432,
2024-11-13,HUT,601,0.036750214224507166,0.03999999999999915,27.354999999999997,4668,
2024-11-13,HUT,660,0.02922192410885402,0.029999999999997584,26.85,2609,
2024-11-13,HUT,688,0.022245161290322602,0.019999999999999574,27.845,1550,
2024-11-13,HUT,696,0.02251808318264017,0.019999999999999574,27.055,2212,
2024-11-13,HUT,708,0.021372984991661768,0.019999999999999574,26.229999999999997,1799,
2024-11-13,HUT,720,0.01896483078964817,0.019999999999999574,26.105,1507,
2024-11-13,HUT,751,0.019054263565891297,0.019999999999999574,26.380000000000003,1290,
2024-11-13,HUT,845,0.021596931659693036,0.019999999999999574,25.65,1434,
2024-11-13,INHD,900,0.17258064516129043,0.20000000000000018,5.9,31,
2024-11-13,INHD,901,0.0784313725490194,0.0699999999999994,5.795,51,
2024-11-13,JBLU,600,0.010000000000000182,0.009999999999999787,7.225,697,
2024-11-13,JBLU,848,0.010020080321284926,0.009999999999999787,7.085,498,
2024-11-13,KXIN,600,0.06520851063829787,0.0600000000000005,6.984999999999999,2350,
2024-11-13,KXIN,601,0.07367945823927767,0.05999999999999961,6.145,1772,
2024-11-13,KXIN,660,0.05257142857142878,0.05000000000000071,5.2,70,
2024-11-13,KXIN,661,0.06209059233449475,0.04999999999999982,5.085,287,
2024-11-13,LUNR,660,0.010249332146037205,0.009999999999999787,12.245000000000001,1123,
2024-11-13,LUNR,678,0.0108470986869969,0.009999999999999787,12.015,2361,
2024-11-13,LXEO,600,0.14650793650793661,0.16000000000000014,9.555,63,
2024-11-13,LXEO,603,0.1692832764505123,0.16999999999999993,9.29,293,
2024-11-13,LXEO,660,0.12372384937238486,0.120000000000001,9.030000000000001,239,
2024-11-13,LXEO,680,0.08852631578947369,0.08999999999999986,9.095,190,
2024-11-13,LXEO,696,0.129999999999999,0.129999999999999,8.885,55,
2024-11-13,LXEO,720,0.10231481481481498,0.08999999999999986,8.26,108,
2024-11-13,LXEO,721,0.15333333333333343,0.15000000000000036,8.235,30,
2024-11-13,LXEO,781,0.0546666666666655,0.05999999999999872,8.165,30,
2024-11-13,LXEO,833,0.054752475247524676,0.05999999999999872,8.27,101,
2024-11-13,LXEO,870,0.0517171717171715,0.049999999999998934,8.235,198,
2024-11-13,LXEO,900,0.05644444444444415,0.05000000000000071,8.07,90,
2024-11-13,LXEO,905,0.1399999999999988,0.1399999999999988,8.280000000000001,2,
2024-11-13,LXEO,934,0.039852941176471056,0.040000000000000036,8.145,136,
2024-11-13,LXEO,938,0.07972375690607743,0.07000000000000028,7.945,181,
2024-11-13,MDB,600,1.036979865771799,1.0199999999999818,312.875,149,
2024-11-13,MDB,607,1.294971098265895,1.3000000000000114,307.635,173,
2024-11-13,MESO,600,0.16288288288288333,0.1899999999999995,11.49,111,
2024-11-13,MESO,616,0.1284444444444444,0.11000000000000032,11.695,90,
2024-11-13,MESO,639,0.06341463414634171,0.07000000000000028,11.945,41,
2024-11-13,MESO,660,,,,0,
2024-11-13,MESO,780,0.04245033112582693,0.03999999999999915,11.77,151,
2024-11-13,MESO,901,0.08000000000000007,0.08000000000000007,11.66,136,
2024-11-13,MESO,955,0.051208791208791855,0.05000000000000071,11.685,91,
2024-11-13,NA,600,0.27451612903225836,0.28000000000000025,5.16,31,
2024-11-13,NA,601,0.1465384615384617,0.17500000000000027,5.1425,26,
2024-11-13,NEOV,720,0.05000000000000071,0.05000000000000071,5.335,7,
2024-11-13,NEOV,913,0.05435483870967744,0.05500000000000016,5.1850000000000005,62,
2024-11-13,NPWR,600,0.05412213740458054,0.0600000000000005,12.52,131,
2024-11-13,NPWR,612,0.09437086092715213,0.08999999999999986,12.855,151,
2024-11-13,NPWR,648,0.05118055555555615,0.05000000000000071,12.515,144,
2024-11-13,NPWR,699,0.048769230769231245,0.05000000000000071,12.129999999999999,130,
2024-11-13,NPWR,780,0.05081761006289287,0.049999999999998934,13.094999999999999,159,
2024-11-13,NPWR,809,0.13363636363636255,0.1399999999999988,12.879999999999999,33,
