symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,partial_taken,partial_price,partial_shares,partial_pnl,daily_range_pct,avg_volume_20d,qf_vwap_dist_pct,qf_gap_pct,qf_gap_fading,qf_spy_return_pct,qf_pole_bars,qf_pole_gain_pct,qf_fill_vwap_dist_pct,conviction_mult,macd_zone_mult,conv_pole_gain,conv_flag_tightness,conv_vol_ratio,conv_spy_regime,conv_retracement,conv_raw_score,spy_3d_range,conv_vwap_dist,conv_gap_fading,intraday_change_at_entry,bk_ratio_at_fill,spy_3d_at_fill,planned_entry,pole_gain_pct,retracement_pct,pullback_candles,avg_pole_volume,avg_flag_volume,pole_height,flag_low,flag_high,entry_bar_open,entry_bar_high,entry_bar_low,entry_bar_close,entry_bar_volume,entry_minutes_from_open,relative_volume,bars_held,patterns_detected_that_day,risk,R,era,entry_min,vol_ratio,flag_tight,stop_pct,bk_vol_ratio
NRC,2025-10-28,09:41:00,12.81,12.28,13.89,3592,13:03:00,13.53,trail_stop,2570.22,5.58,False,,0,0.0,22.52,89836,7.8,0.09,False,-0.04,2,7.73,8.66,1.5,2.0,0.3,0.0,0.3,-0.5,0.2,1.5,0.552,0.2,0.0,15.11,0.088,0.552,,7.73,2.26,6.0,16008.0,1298.0,0.8834,12.29,12.71,12.75,12.75,12.75,12.75,114.0,11.0,3.04,100.0,1.0,1903.760000000004,1.3500756397865248,25H2,11,12.332819722650232,0.4754358161648197,4.137392661982835,0.08782742681047766
WKEY,2025-10-28,10:37:00,14.65,14.19,15.63,5641,10:52:00,15.01,trail_stop,2041.03,2.47,False,,0,0.0,58.13,560894,-0.56,4.29,False,-0.04,3,7.64,-0.05,1.1,1.0,0.3,0.0,0.3,-0.5,0.0,1.1,0.552,0.0,0.0,47.54,1.933,0.552,,7.64,43.27,4.0,86946.0,32402.0,1.04,14.2,14.58,14.32,14.67,14.3,14.67,62633.0,67.0,28.64,17.0,1.0,2594.8600000000047,0.7865665199663937,25H2,67,2.6833528794518857,0.36538461538461614,3.13993174061434,1.9329979630886982
FMFC,2025-10-29,10:28:00,3.42,3.27,3.77,16630,10:50:00,3.79,trail_stop,6115.71,10.74,False,,0,0.0,71.29,461986,9.81,-4.49,False,-0.08,2,11.7,9.75,1.7,1.8,0.0,0.0,0.0,-0.5,0.0,1.7,0.505,0.2,0.0,71.29,5.305,0.505,,11.7,33.8,2.0,3734.0,2728.0,0.355,3.27,3.41,3.39,3.74,3.3,3.3,14470.0,58.0,1.98,24.0,1.0,2494.4999999999986,2.4516776909200253,25H2,58,1.3687683284457477,0.39436619718309895,4.385964912280699,5.30425219941349
AHMA,2025-10-30,09:39:00,7.05,6.73,7.75,12838,09:45:00,6.71,stop,-4308.93,-4.76,False,,0,0.0,22.82,819700,6.47,-0.33,False,-0.08,2,7.72,6.24,0.9,2.0,0.3,-0.3,0.0,-0.5,0.2,0.9,0.699,0.2,0.0,15.27,1.247,0.699,,7.72,-8.51,4.0,4443.0,3847.0,0.47,6.6,7.01,6.99,7.02,6.8,6.95,4798.0,9.0,0.55,8.0,2.0,4108.159999999993,-1.048871027418603,25H2,9,1.1549259162984145,0.8723404255319153,4.539007092198573,1.2472056147647517
CVU,2025-10-30,09:37:00,4.4,4.2,4.84,2376,09:38:00,4.19,stop,-498.28,-4.76,False,,0,0.0,82.35,66030,6.53,55.07,False,-0.08,2,21.37,5.87,0.7,1.8,0.0,0.0,0.0,-0.5,0.0,0.7,0.699,0.2,0.0,84.53,1.301,0.699,,21.37,33.32,3.0,2079588.0,1735155.0,0.75,4.01,4.38,4.35,4.5,4.33,4.44,2256994.0,7.0,1758.39,3.0,1.0,475.20000000000044,-1.0485690235690226,25H2,7,1.1985027274220459,0.49333333333333346,4.545454545454549,1.3007448902259453
HCHL,2025-10-30,10:21:00,3.29,3.14,3.61,8330,15:29:00,3.13,stop,-1304.21,-4.76,False,,0,0.0,20.28,231406,2.78,0.58,False,-0.08,2,9.22,3.19,0.7,1.8,0.0,-0.3,0.3,-0.5,0.0,0.7,0.699,0.2,0.0,20.63,3.067,0.699,,9.22,33.33,4.0,2344.0,702.0,0.27,3.11,3.27,3.23,3.28,3.23,3.28,2154.0,51.0,0.29,28.0,3.0,1249.4999999999993,-1.0437855142056829,25H2,51,3.339031339031339,0.5925925925925931,4.559270516717322,3.0683760683760686
OWLS,2025-10-30,10:36:00,8.73,8.45,9.03,18000,11:35:00,9.41,trail_stop,12122.01,7.71,False,,0,0.0,20.73,500081,-4.95,1.12,False,-0.08,3,4.0,-3.13,1.0,1.8,0.0,0.0,0.3,-0.5,0.2,1.0,0.699,0.0,0.0,20.73,0.788,0.699,,4.0,21.34,2.0,1772.0,700.0,0.328,8.46,8.57,8.69,8.69,8.69,8.69,551.0,66.0,0.36,30.0,1.0,5040.00000000002,2.4051607142857048,25H2,66,2.5314285714285716,0.33536585365853483,3.207331042382602,0.7871428571428571
DTIL,2025-11-03,10:10:00,6.65,6.52,6.9,6364,10:20:00,7.06,exhaust+trail_stop,2712.85,6.41,False,,0,0.0,25.24,176806,1.88,-5.88,False,-0.06,2,3.84,2.37,1.3,1.8,0.0,0.0,0.3,0.0,0.0,1.3,0.92,0.0,0.0,24.27,1.934,0.92,,3.84,36.73,4.0,5611.0,472.0,0.245,6.53,6.62,6.62,6.64,6.57,6.63,914.0,100.0,1.7,11.0,3.0,827.3200000000049,3.2790818546632305,25H2,40,11.88771186440678,0.3673469387755096,1.9548872180451242,1.9364406779661016
PHIO,2025-11-03,10:39:00,3.22,3.09,3.49,2415,10:55:00,3.08,stop,-326.68,-4.21,False,,0,0.0,143.58,67105,-8.82,69.76,True,-0.06,2,8.05,-8.29,1.3,1.8,0.3,0.0,0.3,0.0,0.0,1.3,0.92,0.0,-0.3,98.05,0.974,0.92,,8.05,50.0,2.0,464154.0,256872.0,0.24,3.1,3.2,3.13,3.2,3.12,3.2,250130.0,129.0,2415.11,19.0,1.0,313.95000000000084,-1.0405478579391596,25H2,69,1.8069466504718303,0.4166666666666671,4.037267080745352,0.973753464760659
ANRO,2025-11-04,09:53:00,11.07,10.78,11.64,20000,12:20:00,11.4,trail_stop,6613.2,2.99,False,,0,0.0,17.45,1452071,1.3,-1.56,False,0.02,3,6.07,1.79,1.6,2.0,0.3,0.0,0.3,0.0,0.0,1.6,0.873,0.0,0.0,17.45,6.505,0.873,,6.07,34.92,2.0,6984.0,1360.0,0.63,10.79,11.01,10.83,11.03,10.82,10.91,8844.0,83.0,0.52,108.0,1.0,5800.000000000018,1.1402068965517205,25H2,23,5.135294117647059,0.34920634920635024,2.619692863595311,6.502941176470588
DTCK,2025-11-05,09:45:00,4.49,4.39,4.69,26000,09:47:00,4.56,trail_stop,1662.44,1.42,False,,0,0.0,62.38,2274726,1.74,-3.14,False,0.03,3,5.84,2.22,2.6,1.0,0.3,0.3,0.0,0.0,0.0,2.6,0.84,0.0,0.0,22.09,1.019,0.84,,5.84,39.65,3.0,10374.0,9201.0,0.2484,4.4,4.47,4.46,4.47,4.45,4.45,9380.0,75.0,5.3,4.0,1.0,2600.0000000000136,0.6393999999999966,25H2,15,1.127486142810564,0.2818035426731054,2.2271714922049117,1.0194544071296598
FLYE,2025-11-05,10:51:00,5.85,5.57,6.31,16200,14:59:00,6.03,trail_stop,2859.92,3.02,False,,0,0.0,29.33,1133685,0.77,-4.9,False,0.03,2,3.95,2.54,0.9,1.8,0.0,-0.3,0.0,0.0,0.2,0.9,0.84,0.0,0.0,29.33,0.219,0.84,,3.95,-28.57,3.0,1309.0,1163.0,0.21,5.58,5.75,5.82,5.82,5.82,5.82,255.0,141.0,0.06,33.0,1.0,4535.99999999999,0.6304938271604952,25H2,81,1.125537403267412,0.8095238095238092,4.7863247863247755,0.21926053310404128
FWRD,2025-11-06,10:29:00,22.49,21.98,23.49,8499,10:35:00,21.91,stop,-4911.06,-2.57,False,,0,0.0,10.36,960761,3.09,24.02,False,0.0,2,4.0,3.48,1.7,1.0,0.0,0.0,0.3,0.0,0.2,1.7,0.884,0.2,0.0,28.26,1.781,0.884,,4.0,28.07,4.0,12205.0,4673.0,0.855,21.99,22.38,22.2,22.4,22.09,22.37,8322.0,119.0,1.49,10.0,1.0,4334.489999999983,-1.1330191095146187,25H2,59,2.6118125401241175,0.4561403508771937,2.267674522009773,1.7808688208859405
EVCM,2025-11-07,09:37:00,8.96,8.66,9.43,3369,10:59:00,9.24,trail_stop,930.16,3.08,False,,0,0.0,23.76,168489,4.26,-26.66,False,-0.2,2,15.93,5.63,3.0,1.0,0.0,0.3,0.3,0.0,0.2,3.0,1.028,0.2,0.0,24.18,0.12,1.028,,15.93,17.21,3.0,13200.0,3251.0,1.22,8.67,8.85,8.92,9.03,8.92,9.03,390.0,67.0,4.88,56.0,1.0,1010.7000000000024,0.9203126545958225,25H2,7,4.060289141802523,0.14754098360655715,3.348214285714293,0.11996308828052907
MSGM,2025-11-07,08:48:00,4.77,4.66,5.0,12600,08:51:00,4.65,stop,-1609.4,-2.68,False,,0,0.0,54.11,741196,1.11,116.89,False,-0.2,3,3.05,1.57,0.7,1.8,0.0,-0.3,0.0,0.0,0.0,0.7,1.028,0.0,0.0,118.26,1.266,1.028,,3.05,42.86,3.0,72484.0,58159.0,0.14,4.67,4.75,4.72,4.78,4.68,4.76,73655.0,18.0,142.8,6.0,1.0,1385.9999999999927,-1.1611832611832673,25H2,-42,1.2463075362368679,0.5714285714285718,2.306079664570219,1.2664419952200003
NHTC,2025-11-07,10:00:00,3.06,2.92,3.36,1985,11:50:00,3.18,trail_stop,245.0,4.04,False,,0,0.0,26.82,55165,6.08,3.57,False,-0.2,2,6.62,4.0,1.4,1.8,0.3,-0.3,0.0,0.0,0.2,1.4,1.028,0.2,0.0,20.64,6.464,1.028,,6.62,0.0,5.0,1610.0,949.0,0.1801,2.9,3.04,3.03,3.08,3.03,3.08,6132.0,90.0,2.7,70.0,3.0,277.90000000000026,0.8816120906800999,25H2,30,1.696522655426765,0.7773459189339262,4.575163398692815,6.461538461538462
COHN,2025-11-10,10:19:00,11.23,10.98,11.59,340,12:51:00,12.04,exhaust+trail_stop,261.46,6.85,False,,0,0.0,25.94,17035,6.7,1.99,False,0.07,2,3.17,7.47,2.0,1.0,0.0,0.0,0.3,0.3,0.2,2.0,1.26,0.2,0.0,16.36,0.163,1.26,,3.17,11.79,3.0,2362.0,614.0,0.3393,10.99,11.12,11.17,11.17,11.17,11.17,100.0,109.0,7.0,30.0,2.0,85.0,3.0759999999999996,25H2,49,3.8469055374592833,0.38314176245210435,2.226179875333927,0.16286644951140064
NEPH,2025-11-10,09:55:00,4.39,4.22,4.64,2352,10:32:00,4.46,trail_stop,152.5,1.48,False,,0,0.0,24.86,65385,1.94,0.0,False,0.07,3,17.9,3.6,1.8,1.8,0.0,0.3,0.0,0.3,0.2,1.8,1.26,0.0,0.0,25.68,0.273,1.26,,17.9,12.96,5.0,3828.0,2871.0,0.655,4.23,4.32,4.37,4.37,4.37,4.37,783.0,85.0,3.57,19.0,4.0,399.8399999999998,0.38140256102440995,25H2,25,1.3333333333333333,0.13740458015267154,3.8724373576309783,0.2727272727272727
BODI,2025-11-11,10:04:00,5.7,5.59,5.9,1384,10:10:00,5.57,stop,-173.17,-2.2,False,,0,0.0,24.02,38474,-1.13,19.52,True,0.08,2,6.57,-0.63,1.8,1.8,0.3,0.3,0.0,0.3,0.2,1.8,1.283,0.0,-0.3,21.91,0.509,1.283,,6.57,22.86,2.0,16718.0,11802.0,0.35,5.6,5.67,5.65,5.71,5.6,5.65,6011.0,94.0,258.55,8.0,1.0,152.24000000000044,-1.1374802942721984,25H2,34,1.4165395695644807,0.20000000000000082,1.9298245614035143,0.5093204541603118
MH,2025-11-12,09:54:00,13.84,13.38,14.81,5641,10:01:00,13.34,stop,-2814.8,-3.61,False,,0,0.0,12.18,435645,4.97,17.15,False,-0.06,2,3.85,5.3,1.1,1.0,0.0,-0.3,0.0,0.0,0.2,1.1,1.089,0.2,0.0,20.14,0.683,1.089,,3.85,21.98,3.0,15463.0,14812.0,0.4999,13.39,13.77,13.72,13.86,13.72,13.74,10116.0,84.0,4.52,9.0,1.0,2594.8599999999947,-1.084759871438153,25H2,24,1.0439508506616257,0.7601520304060793,3.3236994219653115,0.6829597623548475
SPRU,2025-11-12,09:40:00,3.53,3.43,3.74,7688,09:49:00,3.71,trail_stop,1435.15,5.29,False,,0,0.0,58.1,192213,3.44,4.92,False,-0.06,2,6.43,3.63,1.5,2.0,0.3,0.0,0.0,0.0,0.0,1.5,1.089,0.2,0.0,15.08,1.421,1.089,,6.43,30.56,2.0,4548.0,3329.0,0.2114,3.44,3.51,3.5,3.53,3.5,3.51,4730.0,70.0,41.82,11.0,1.0,768.7999999999972,1.8667403746097884,25H2,10,1.3661760288374887,0.3311258278145688,2.8328611898016898,1.420847101231601
APLM,2025-11-13,10:05:00,19.22,18.46,20.56,2840,10:48:00,21.04,trail_stop,5155.39,9.44,False,,0,0.0,52.07,71005,5.21,0.0,False,-0.08,2,5.57,6.07,1.0,2.0,0.3,-0.3,0.3,-0.5,0.0,1.0,0.787,0.2,0.0,18.15,1.36,0.787,,5.57,47.63,4.0,1794.0,505.0,1.0,18.47,19.0,19.12,19.12,19.12,19.12,687.0,95.0,1.55,14.0,3.0,2158.399999999994,2.388523906597486,25H2,35,3.5524752475247525,0.5300000000000011,3.9542143600416138,1.3603960396039605
LVLU,2025-11-13,10:22:00,5.9,5.76,6.1,1200,10:23:00,5.74,stop,-187.96,-2.66,False,,0,0.0,23.2,60005,0.29,23.72,True,-0.08,3,4.45,1.29,0.8,1.0,0.0,0.3,0.3,-0.5,0.0,0.8,0.787,0.0,-0.3,25.36,2.958,0.787,,4.45,40.0,2.0,4257.0,2216.0,0.25,5.77,5.84,5.87,5.95,5.81,5.93,6554.0,112.0,61.73,3.0,1.0,168.00000000000068,-1.1188095238095193,25H2,52,1.921028880866426,0.28000000000000114,2.3728813559322126,2.957581227436823
SLND,2025-11-13,10:45:00,4.38,4.29,4.53,1634,10:51:00,4.28,stop,-171.03,-2.39,False,,0,0.0,33.5,45421,0.39,4.38,False,-0.08,2,6.54,1.12,1.4,1.8,0.3,0.3,0.3,-0.5,0.0,1.4,0.787,0.0,0.0,33.5,0.865,0.787,,6.54,37.04,3.0,6563.0,518.0,0.27,4.3,4.35,4.36,4.36,4.36,4.36,448.0,135.0,2.68,4.0,2.0,147.05999999999977,-1.1629946960424336,25H2,75,12.66988416988417,0.1851851851851845,2.054794520547942,0.8648648648648649
SSTI,2025-11-13,09:45:00,7.64,7.24,8.39,4618,09:48:00,7.22,stop,-1945.63,-5.52,False,,0,0.0,20.83,115455,8.4,-16.73,False,-0.08,2,18.12,9.69,1.0,2.0,0.0,0.0,0.3,-0.5,0.0,1.0,0.787,0.2,0.0,19.87,0.171,0.787,,,,,,,,,,,,,,,,,,,1847.1999999999975,-1.053286054569079,25H2,15,,,5.23560209424083,
AREN,2025-11-14,09:46:00,3.86,3.65,4.24,8235,12:19:00,4.43,exhaust+trail_stop,4393.89,13.81,False,,0,0.0,46.67,228795,12.24,-11.25,False,-0.07,3,13.65,14.03,2.7,1.8,0.0,0.0,0.3,0.0,0.2,2.7,0.948,0.2,0.0,22.06,0.211,0.948,,13.65,-10.47,4.0,16294.0,3788.0,0.43,3.62,3.8,3.85,3.94,3.85,3.86,800.0,76.0,2.75,93.0,2.0,1729.3499999999997,2.5407754358574035,25H2,16,4.301478352692714,0.41860465116279005,5.44041450777202,0.21119324181626187
PAAI,2025-11-14,09:46:00,3.86,3.65,4.24,4575,12:19:00,4.43,exhaust+trail_stop,2441.07,13.81,False,,0,0.0,46.67,228795,12.35,-13.75,False,-0.07,3,13.65,14.14,2.7,1.0,0.0,0.0,0.3,0.0,0.2,2.7,0.948,0.2,0.0,22.06,0.211,0.948,,,,,,,,,,,,,,,,,,,960.7499999999999,2.540796252927401,25H2,16,,,5.44041450777202,
SHMD,2025-11-14,10:00:00,5.57,5.32,6.12,20000,11:17:00,5.78,trail_stop,4286.04,3.85,False,,0,0.0,27.56,658260,7.79,-2.44,False,-0.07,2,3.35,6.39,1.4,2.0,0.0,-0.3,0.3,0.0,0.2,1.4,0.948,0.2,0.0,17.37,3.182,0.948,,,,,,,,,,,,,,,,,,,5000.0,0.857208,25H2,30,,,4.488330341113106,
TSSI,2025-11-14,10:26:00,8.89,8.65,9.39,7000,10:32:00,8.62,stop,-1891.4,-3.04,False,,0,0.0,22.37,1699573,-1.92,-35.67,False,-0.07,2,4.15,-1.43,0.7,1.0,0.0,-0.3,0.0,0.0,0.0,0.7,0.948,0.0,0.0,22.37,0.22,0.948,,,,,,,,,,,,,,,,,,,1680.0000000000016,-1.1258333333333324,25H2,56,,,2.69966254218223,
ARMP,2025-11-17,10:30:00,6.45,6.12,7.04,18000,11:00:00,6.11,stop,-6218.55,-5.35,False,,0,0.0,24.36,811099,0.85,-0.14,False,-0.09,3,4.24,2.24,1.2,1.8,0.0,-0.3,0.0,0.3,0.2,1.2,1.333,0.0,0.0,25.56,2.301,1.333,,4.24,2.0,6.0,1614.0,1144.0,0.25,6.13,6.36,6.42,6.55,6.42,6.46,2632.0,120.0,0.25,22.0,2.0,5940.000000000001,-1.0468939393939392,25H2,60,1.4108391608391608,0.9200000000000017,5.116279069767442,2.300699300699301
PACS,2025-11-17,09:56:00,14.28,13.98,14.84,18000,10:00:00,14.63,trail_stop,6298.65,2.45,False,,0,0.0,32.34,622806,1.75,21.46,False,-0.09,2,4.34,2.23,1.3,1.8,0.0,0.0,0.0,0.3,0.0,1.3,1.333,0.0,0.0,34.55,0.692,1.333,,4.34,33.05,5.0,39339.0,34264.0,0.59,13.99,14.21,14.16,14.25,14.05,14.16,23698.0,86.0,19.04,6.0,1.0,5399.999999999981,1.1664166666666707,25H2,26,1.1481146392715387,0.3728813559322045,2.1008403361344463,0.6916296988092459
ELTK,2025-11-18,09:59:00,9.86,9.5,10.36,46,12:35:00,9.47,stop,-17.79,-3.92,False,,0,0.0,16.14,2311,4.95,-16.67,False,0.04,3,5.56,6.16,2.3,1.0,0.3,0.0,0.3,0.3,0.2,2.3,1.718,0.2,0.0,16.14,2.121,1.718,,5.56,-1.82,2.0,865.0,330.0,0.5,9.51,9.7,9.81,9.81,9.81,9.81,700.0,89.0,13.34,15.0,1.0,16.559999999999974,-1.0742753623188421,25H2,29,2.621212121212121,0.379999999999999,3.651115618661252,2.121212121212121
GDHG,2025-11-19,10:30:00,4.82,4.61,5.3,1968,15:56:00,4.61,force_close,-421.15,-4.44,False,,0,0.0,19.54,49210,5.74,-3.76,False,-0.03,3,5.06,5.78,2.0,2.0,0.3,-0.3,0.3,0.3,0.2,2.0,1.674,0.2,0.0,17.53,0.519,1.674,,5.06,0.0,4.0,1394.0,720.0,0.22,4.57,4.8,4.74,5.2,4.74,5.2,374.0,120.0,0.58,43.0,1.0,413.2799999999999,-1.0190427797135115,25H2,60,1.9361111111111111,1.0454545454545434,4.356846473029044,0.5194444444444445
VELO,2025-11-20,09:46:00,4.92,4.74,5.32,20000,10:36:00,5.16,trail_stop,4799.2,4.87,False,,0,0.0,25.35,578889,3.54,4.58,False,,3,12.34,4.05,1.8,2.0,0.0,0.3,0.0,0.3,0.0,1.8,1.486,0.2,0.0,17.83,0.029,1.486,,12.34,45.37,2.0,13789.0,13598.0,0.5491,4.75,4.9,4.9,4.9,4.85,4.9,401.0,76.0,1.39,50.0,1.0,3599.9999999999945,1.3331111111111131,25H2,16,1.0140461832622445,0.27317428519395437,3.658536585365848,0.02948963082806295
MCRB,2025-11-21,10:41:00,17.99,17.67,18.56,5993,10:43:00,17.62,stop,-2232.45,-2.07,False,,0,0.0,23.71,299699,-2.86,-5.53,False,,2,3.94,-2.21,1.3,1.0,0.0,0.0,0.0,0.3,0.0,1.3,2.116,0.0,0.0,24.92,11.989,2.116,,3.94,36.76,5.0,1042.0,905.0,0.68,17.68,17.9,17.76,18.0,17.76,17.83,10850.0,131.0,1.58,6.0,2.0,1917.7599999999804,-1.1640924828967245,25H2,71,1.1513812154696133,0.3235294117647042,1.7787659811005934,11.988950276243093
LGHL,2025-11-26,10:34:00,6.03,5.89,6.3,4996,11:01:00,6.16,trail_stop,656.28,2.18,False,,0,0.0,40.0,138817,6.03,1215.18,False,0.07,2,5.08,6.38,2.1,1.8,0.3,0.0,0.3,0.3,0.0,2.1,1.717,0.2,0.0,1284.45,1.234,1.717,,5.08,34.48,2.0,1031.0,286.0,0.29,5.9,6.0,6.0,6.0,6.0,6.0,353.0,124.0,0.38,7.0,1.0,699.4400000000028,0.9382934919364025,25H2,64,3.604895104895105,0.34482758620689535,2.3217247097844207,1.2342657342657342
PMN,2025-11-28,10:15:00,6.73,6.55,6.97,10000,10:44:00,6.53,stop,-1987.63,-2.95,False,,0,0.0,26.34,744505,-0.74,2335.23,True,0.01,2,3.09,0.51,1.0,1.0,0.0,0.0,0.0,0.3,0.0,1.0,1.26,0.0,-0.3,2598.34,1.157,1.26,,3.09,47.87,2.0,1016.0,865.0,0.1997,6.56,6.65,6.7,6.7,6.7,6.7,1001.0,105.0,0.11,13.0,1.0,1800.0000000000061,-1.1042388888888852,25H2,45,1.1745664739884394,0.4506760140210353,2.6745913818722227,1.1572254335260115
QNTM,2025-11-28,09:45:00,11.22,10.72,12.34,4716,09:47:00,10.69,stop,-2521.17,-4.76,False,,0,0.0,31.43,131041,-2.64,5.87,False,0.01,2,5.19,-2.12,1.6,1.8,0.3,-0.3,0.3,0.3,0.0,1.6,1.26,0.0,0.0,22.28,0.415,1.26,,5.19,41.44,2.0,6437.0,3606.0,0.5321,10.56,11.17,10.91,11.29,10.91,11.11,1496.0,75.0,5.04,4.0,1.0,2358.0,-1.0691984732824429,25H2,15,1.7850804215196894,1.146401052433752,4.45632798573975,0.41486411536328344
QTTB,2025-12-01,09:49:00,6.03,5.76,6.63,2503,09:50:00,5.74,stop,-719.06,-4.76,False,,0,0.0,69.86,69561,23.01,108.68,False,0.07,3,30.0,23.04,1.4,1.8,0.0,0.0,0.0,0.0,0.2,1.4,0.989,0.2,0.0,168.33,0.696,0.989,,,,,,,,,,,,,,,,,,,675.8100000000012,-1.0639972773412627,25H2,19,,,4.477611940298515,
VRCA,2025-12-01,10:26:00,7.88,7.71,8.18,11968,10:33:00,7.96,trail_stop,989.07,1.05,False,,0,0.0,12.1,299225,0.43,-3.63,False,0.07,2,3.09,1.06,1.3,2.0,0.0,0.0,0.3,0.0,0.0,1.3,0.989,0.0,0.0,17.33,0.874,0.989,,,,,,,,,,,,,,,,,,,2034.559999999999,0.4861345942120166,25H2,56,,,2.1573604060913696,
NXTT,2025-12-02,10:20:00,6.44,6.32,6.66,4978,10:28:00,6.3,stop,-685.07,-2.14,False,,0,0.0,17.17,124471,0.99,1.47,False,-0.03,2,4.64,1.48,1.6,2.0,0.3,0.3,0.3,-0.5,0.2,1.6,0.609,0.0,0.0,17.17,0.459,0.609,,4.64,-8.36,3.0,2351.0,1367.0,0.28,6.33,6.41,6.4,6.41,6.4,6.4,627.0,110.0,1.22,7.0,2.0,597.3600000000006,-1.1468293826168465,25H2,50,1.719824433065106,0.2857142857142859,1.8633540372670823,0.4586686174103877
AARD,2025-12-03,09:48:00,11.49,11.19,12.08,3072,10:29:00,11.16,stop,-1008.62,-2.86,False,,0,0.0,16.67,153645,3.69,12.2,False,-0.03,2,4.19,3.42,1.0,1.0,0.0,0.0,0.3,-0.5,0.0,1.0,0.584,0.2,0.0,23.38,6.375,0.584,,4.19,49.48,6.0,5254.0,1701.0,0.46,11.2,11.43,11.36,11.8,11.36,11.76,10842.0,78.0,3.53,40.0,3.0,921.6000000000022,-1.0944227430555529,25H2,18,3.088771310993533,0.5000000000000009,2.610966057441259,6.37389770723104
LESL,2025-12-03,09:53:00,3.13,2.99,3.44,6414,10:39:00,2.98,stop,-955.09,-4.76,False,,0,0.0,17.03,160383,9.09,-14.8,False,-0.03,3,6.96,9.43,0.9,2.0,0.3,-0.3,0.0,-0.5,0.2,0.9,0.584,0.2,0.0,15.18,0.255,0.584,,6.96,22.11,4.0,7193.0,6241.0,0.19,2.88,3.11,3.02,3.12,3.02,3.12,1590.0,83.0,3.65,32.0,3.0,897.959999999998,-1.0636219876163773,25H2,23,1.152539657106233,1.2105263157894737,4.472843450479223,0.2547668642845698
CBIO,2025-12-04,10:11:00,13.04,12.79,13.51,1931,10:40:00,12.75,stop,-558.15,-2.22,False,,0,0.0,32.28,53670,-7.92,18.49,True,-0.04,2,4.59,-7.32,0.8,1.8,0.3,0.0,0.3,-0.5,0.0,0.8,0.685,0.0,-0.3,32.28,0.356,0.685,,,,,,,,,,,,,,,,,,,482.75,-1.1561885033661314,25H2,41,,,1.9171779141104295,
KZIA,2025-12-08,10:00:00,17.34,16.74,18.61,7842,10:47:00,16.69,stop,-5069.62,-3.73,False,,0,0.0,14.1,1934690,5.06,1.33,False,-0.03,3,8.82,5.5,1.0,2.0,0.3,0.0,0.0,-0.5,0.0,1.0,0.639,0.2,0.0,14.82,0.173,0.639,,8.82,46.1,3.0,4989.0,4779.0,1.41,16.75,17.25,17.2,17.25,17.2,17.24,825.0,90.0,0.13,41.0,1.0,4705.200000000011,-1.0774504803196439,25H2,30,1.0439422473320779,0.3546099290780142,3.460207612456755,0.17263025737602009
PHGE,2025-12-08,08:58:00,3.2,3.09,3.34,20000,09:01:00,3.08,stop,-2303.4,-3.6,False,,0,0.0,35.9,681064,6.77,-44.68,False,-0.03,2,8.19,8.29,1.8,2.0,0.3,0.3,0.3,-0.5,0.2,1.8,0.639,0.2,0.0,18.91,2.235,0.639,,8.19,29.17,2.0,1007.0,268.0,0.24,3.1,3.15,3.18,3.18,3.18,3.18,600.0,28.0,1.18,4.0,1.0,2200.0000000000064,-1.046999999999997,25H2,-32,3.7574626865671643,0.2083333333333326,3.4375000000000098,2.2388059701492535
KLRS,2025-12-09,09:39:00,7.11,6.71,7.8,3005,13:36:00,7.3,trail_stop,580.23,2.72,False,,0,0.0,23.18,150298,3.87,4.22,False,0.03,2,5.35,4.83,1.2,1.0,0.3,-0.3,0.3,-0.5,0.2,1.2,0.631,0.2,0.0,17.99,3.012,0.631,,5.35,-13.12,3.0,4046.0,1251.0,0.33,6.54,6.99,7.07,7.2,7.04,7.2,3768.0,69.0,1.99,133.0,1.0,1202.0000000000011,0.4827204658901826,25H2,9,3.234212629896083,1.3636363636363642,5.625879043600567,3.011990407673861
KZIA,2025-12-10,09:54:00,12.41,12.14,12.94,17141,09:58:00,12.1,stop,-5282.34,-2.48,False,,0,0.0,33.11,1954241,-5.22,-0.45,False,-0.01,2,4.6,-4.59,1.0,1.8,0.3,0.0,0.0,-0.5,0.2,1.0,0.57,0.0,0.0,33.11,1.105,0.57,,4.6,26.06,7.0,2240.0,2016.0,0.541,12.15,12.35,12.35,12.35,12.2,12.2,2227.0,84.0,0.13,6.0,1.0,4628.069999999992,-1.1413699447069747,25H2,24,1.1111111111111112,0.3696857670979654,2.175664786462527,1.1046626984126984
SVRE,2025-12-10,10:12:00,3.78,3.61,4.15,4500,10:24:00,3.6,stop,-810.13,-4.76,False,,0,0.0,53.7,146191,-2.64,212.3,True,-0.01,2,3.29,-1.96,0.25,1.8,0.0,-0.3,0.0,-0.5,0.0,-0.1,0.57,0.0,-0.3,246.31,1.619,0.57,,3.29,31.03,4.0,3278.0,2902.0,0.116,3.61,3.76,3.76,3.8,3.75,3.76,4700.0,102.0,12.89,15.0,1.0,764.9999999999997,-1.058993464052288,25H2,42,1.129565816678153,1.2931034482758612,4.497354497354496,1.6195727084769125
