symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,partial_taken,partial_price,partial_shares,partial_pnl,daily_range_pct,avg_volume_20d,qf_vwap_dist_pct,qf_gap_pct,qf_gap_fading,qf_spy_return_pct,qf_pole_bars,qf_pole_gain_pct,qf_fill_vwap_dist_pct,conviction_mult,macd_zone_mult,conv_pole_gain,conv_flag_tightness,conv_vol_ratio,conv_spy_regime,conv_retracement,conv_raw_score,spy_3d_range,conv_vwap_dist,conv_gap_fading,intraday_change_at_entry,bk_ratio_at_fill,spy_3d_at_fill,planned_entry,pole_gain_pct,retracement_pct,pullback_candles,avg_pole_volume,avg_flag_volume,pole_height,flag_low,flag_high,entry_bar_open,entry_bar_high,entry_bar_low,entry_bar_close,entry_bar_volume,entry_minutes_from_open,relative_volume,bars_held,patterns_detected_that_day,risk,R,era,entry_min,vol_ratio,flag_tight,stop_pct,bk_vol_ratio
MSW,2025-02-27,09:47:00,5.09,4.8,5.59,16824,10:04:00,4.79,stop,-5042.15,-5.89,False,,0,0.0,24.41,420612,3.39,7.2,False,0.05,2,5.78,5.14,1.8,2.0,0.3,-0.3,0.3,0.3,0.0,1.8,1.271,0.2,0.0,17.78,0.147,1.271,,5.78,37.69,6.0,3823.0,1060.0,0.26,4.66,5.0,5.06,5.06,5.06,5.06,156.0,77.0,0.94,11.0,5.0,4878.960000000001,-1.0334477019692718,25H1,17,3.6066037735849057,1.307692307692307,5.69744597249509,0.1471698113207547
NTRP,2025-02-27,09:49:00,4.42,4.33,4.6,1160,09:51:00,4.32,stop,-123.77,-2.41,False,,0,0.0,21.0,29031,7.78,2.83,False,0.05,2,12.39,6.95,2.3,2.0,0.0,0.3,0.3,0.3,0.2,2.3,1.271,0.2,0.0,18.88,17.75,1.271,,12.39,8.77,2.0,1829.0,132.0,0.4832,4.34,4.4,4.4,4.48,4.4,4.47,2343.0,79.0,2.46,3.0,1.0,104.39999999999984,-1.1855363984674347,25H1,19,13.856060606060606,0.1241721854304646,2.036199095022621,17.75
PMA,2025-02-27,09:47:00,5.09,4.8,5.59,16824,10:04:00,4.79,stop,-5042.15,-5.89,False,,0,0.0,24.41,420612,3.39,7.2,False,0.05,2,5.78,5.14,1.8,2.0,0.3,-0.3,0.3,0.3,0.0,1.8,1.271,0.2,0.0,17.78,0.147,1.271,,5.78,37.69,6.0,3823.0,1060.0,0.26,4.66,5.0,5.06,5.06,5.06,5.06,156.0,77.0,0.94,11.0,5.0,4878.960000000001,-1.0334477019692718,25H1,17,3.6066037735849057,1.307692307692307,5.69744597249509,0.1471698113207547
RRGB,2025-02-27,09:45:00,6.0,5.72,6.57,5814,10:15:00,5.7,stop,-1702.28,-4.88,False,,0,0.0,18.86,290724,5.69,23.01,False,0.05,2,4.92,6.32,1.5,1.0,0.3,-0.3,0.0,0.3,0.0,1.5,1.271,0.2,0.0,32.08,0.87,1.271,,,,,,,,,,,,,,,,,,,1627.9200000000014,-1.0456779202909225,25H1,15,,,4.666666666666671,
PCLA,2025-02-28,10:10:00,5.28,5.12,5.6,18000,10:16:00,5.1,stop,-3088.98,-3.25,False,,0,0.0,30.12,1782161,1.12,9.95,False,,2,5.0,1.62,1.9,1.8,0.3,0.0,0.3,0.3,0.0,1.9,1.668,0.0,0.0,41.89,0.393,1.668,,5.0,48.0,2.0,5635.0,2495.0,0.25,5.13,5.25,5.2,5.25,5.2,5.23,980.0,100.0,0.79,8.0,1.0,2880.0000000000027,-1.072562499999999,25H1,40,2.258517034068136,0.4800000000000004,3.030303030303033,0.3927855711422846
STAK,2025-02-28,10:16:00,3.52,3.41,3.62,18000,10:40:00,3.59,trail_stop,1380.33,2.18,False,,0,0.0,44.6,869210,6.86,-0.83,False,,2,8.44,8.75,3.0,1.8,0.3,0.3,0.3,0.3,0.0,3.4,1.668,0.2,0.0,29.5,1.195,1.668,,8.44,41.82,2.0,3653.0,929.0,0.275,3.42,3.45,3.5,3.5,3.5,3.5,1110.0,106.0,0.2,7.0,1.0,1979.9999999999977,0.6971363636363644,25H1,46,3.9321851453175456,0.10909090909090999,3.1249999999999964,1.1948331539289558
TPC,2025-02-28,09:41:00,25.75,25.27,26.62,20000,09:57:00,26.58,trail_stop,16638.4,3.23,False,,0,0.0,25.06,581792,3.08,13.26,False,,2,7.04,3.28,2.6,2.0,0.3,0.3,0.3,0.3,0.2,2.6,1.668,0.2,0.0,16.87,0.906,1.668,,7.04,25.44,2.0,20849.0,7722.0,1.69,25.28,25.62,25.51,26.05,25.51,26.05,6999.0,71.0,3.22,18.0,1.0,9600.00000000001,1.7331666666666652,25H1,11,2.6999481999482,0.20118343195266264,1.8640776699029142,0.9063714063714063
MAXN,2025-03-04,10:04:00,3.22,3.1,3.47,10620,11:41:00,3.09,stop,-1343.39,-3.93,False,,0,0.0,26.49,295043,9.16,0.29,False,,3,6.73,9.53,2.1,1.8,0.3,0.0,0.3,0.3,0.0,2.1,2.468,0.2,0.0,28.73,2.319,2.468,,6.73,30.6,5.0,19213.0,3728.0,0.2,3.11,3.2,3.12,3.35,3.12,3.35,8646.0,94.0,3.19,58.0,4.0,1274.4000000000012,-1.0541352793471428,25H1,34,5.1537017167381975,0.4500000000000015,3.7267080745341645,2.319206008583691
SCOR,2025-03-05,09:53:00,7.19,6.99,7.59,736,10:11:00,6.97,stop,-161.36,-3.05,False,,0,0.0,12.31,20471,7.1,10.68,False,,2,5.58,6.51,2.3,1.8,0.3,0.0,0.3,0.3,0.2,2.3,2.471,0.2,0.0,25.26,5.007,2.471,,5.58,0.0,2.0,821.0,452.0,0.37,7.0,7.15,7.03,7.29,7.03,7.29,2263.0,83.0,6.44,14.0,1.0,147.20000000000013,-1.0961956521739122,25H1,23,1.8163716814159292,0.40540540540540637,2.7816411682892928,5.006637168141593
KLXE,2025-03-07,09:52:00,5.27,5.03,5.79,6265,09:55:00,5.02,stop,-1571.83,-4.76,False,,0,0.0,29.02,174056,7.26,-0.49,False,,2,6.5,6.0,2.5,1.8,0.3,-0.3,0.0,0.3,0.0,2.5,2.04,0.2,0.0,27.8,2.459,2.04,,6.5,35.2,3.0,9967.0,7413.0,0.3088,4.95,5.24,5.15,5.24,5.13,5.24,18230.0,82.0,3.95,6.0,1.0,1503.5999999999958,-1.0453777600425673,25H1,22,1.3445298799406449,0.939119170984456,4.554079696394674,2.459193309051666
VSTD,2025-03-07,09:49:00,14.08,13.49,15.38,8177,09:50:00,13.45,stop,-5155.76,-4.48,False,,0,0.0,18.25,227196,5.22,10.43,False,,2,10.74,4.52,1.8,1.8,0.0,0.0,0.3,0.3,0.0,1.8,2.04,0.2,0.0,22.87,3.578,2.04,,10.74,38.24,3.0,3456.0,1636.0,1.36,13.5,14.01,13.78,14.16,13.78,14.03,5855.0,79.0,1.59,6.0,1.0,4824.4299999999985,-1.068677543253815,25H1,19,2.1124694376528117,0.37499999999999983,4.190340909090908,3.5788508557457215
KAZR,2025-03-10,09:42:00,10.24,9.94,10.7,20000,12:41:00,10.71,trail_stop,9452.25,4.61,False,,0,0.0,18.14,1226600,2.68,10.27,False,,3,3.81,3.49,1.8,2.0,0.0,0.0,0.3,0.3,0.0,1.8,1.967,0.2,0.0,18.22,2.39,1.967,,3.81,35.14,3.0,4661.0,2698.0,0.37,9.95,10.12,10.19,10.25,10.19,10.25,6448.0,12.0,0.33,115.0,1.0,6000.000000000015,1.5753749999999962,25H1,12,1.7275759822090437,0.45945945945945926,2.929687500000007,2.389918458117124
SKBL,2025-03-10,09:42:00,10.24,9.94,10.7,20000,12:41:00,10.71,trail_stop,9452.25,4.61,False,,0,0.0,18.14,1226600,2.68,10.27,False,,3,3.81,3.49,1.8,2.0,0.0,0.0,0.3,0.3,0.0,1.8,1.967,0.2,0.0,18.22,2.39,1.967,,3.81,35.14,3.0,4661.0,2698.0,0.37,9.95,10.12,10.19,10.25,10.19,10.25,6448.0,12.0,0.33,115.0,1.0,6000.000000000015,1.5753749999999962,25H1,12,1.7275759822090437,0.45945945945945926,2.929687500000007,2.389918458117124
EWCZ,2025-03-11,09:56:00,4.13,3.97,4.48,15233,12:28:00,4.4,trail_stop,4064.51,6.46,False,,0,0.0,67.26,423153,8.44,-46.77,False,,2,49.63,6.14,3.0,1.8,0.0,0.3,0.3,0.3,0.2,3.3,2.118,0.2,0.0,51.08,3.756,2.118,,49.63,6.67,5.0,31462.0,10407.0,1.35,3.98,4.11,4.02,4.16,4.01,4.12,39095.0,26.0,4.44,154.0,3.0,2437.279999999995,1.6676417974135136,25H1,26,3.02315749015086,0.09629629629629655,3.8740920096852225,3.756606130489094
BWMN,2025-03-12,09:45:00,22.59,21.73,24.47,3065,09:51:00,21.66,stop,-2843.06,-4.11,False,,0,0.0,16.71,85160,3.69,6.38,False,,3,16.71,3.17,2.1,1.8,0.0,0.3,0.3,0.3,0.0,2.1,2.255,0.2,0.0,21.38,14.333,2.255,,16.71,46.48,4.0,4820.0,1304.0,3.335,21.74,22.48,22.12,22.5,21.82,22.05,18698.0,15.0,4.6,12.0,3.0,2635.8999999999983,-1.078591752342654,25H1,15,3.696319018404908,0.22188905547226448,3.806994245241255,14.338957055214724
IMDX,2025-03-13,10:07:00,3.8,3.71,3.97,5122,10:08:00,3.7,stop,-512.35,-2.63,False,,0,0.0,20.0,128067,9.15,-2.9,False,,2,6.9,9.6,2.3,2.0,0.3,0.3,0.0,0.3,0.2,2.3,2.129,0.2,0.0,16.62,1.778,2.129,,6.9,0.0,3.0,309.0,225.0,0.24,3.72,3.78,3.78,3.79,3.78,3.79,400.0,37.0,1.0,3.0,2.0,460.9799999999993,-1.1114365048375219,25H1,37,1.3733333333333333,0.2499999999999984,2.368421052631575,1.7777777777777777
OPRX,2025-03-13,09:38:00,7.33,7.0,8.06,20000,12:02:00,6.98,stop,-6980.9,-4.76,False,,0,0.0,26.25,935817,4.11,0.8,False,,3,16.58,4.38,1.5,2.0,0.0,0.0,0.0,0.3,0.0,1.5,2.129,0.2,0.0,17.71,0.586,2.129,,16.58,31.11,3.0,46647.0,32396.0,1.0282,6.91,7.29,7.2,7.39,7.2,7.33,18986.0,8.0,2.63,145.0,1.0,6600.000000000002,-1.0577121212121208,25H1,8,1.4398999876527967,0.3695779031316863,4.5020463847203285,0.586060007408322
FEIM,2025-03-14,09:46:00,16.3,15.79,17.37,958,09:58:00,15.74,stop,-534.44,-3.42,False,,0,0.0,7.05,47938,3.83,7.97,False,,3,5.97,3.56,2.1,1.0,0.3,0.0,0.3,0.3,0.0,2.1,1.863,0.2,0.0,15.24,2.237,1.863,,5.97,49.16,3.0,5026.0,1529.0,0.9149,15.8,16.22,16.0,16.23,16.0,16.23,3420.0,16.0,5.36,16.0,1.0,488.5800000000015,-1.0938638503418037,25H1,16,3.287115761935906,0.45906656465187246,3.1288343558282303,2.23675604970569
HODO,2025-03-17,10:14:00,5.12,4.99,5.37,20000,10:15:00,4.98,stop,-2848.6,-2.78,False,,0,0.0,27.36,1214723,4.76,0.72,False,,2,5.86,4.21,2.3,2.0,0.3,0.0,0.3,0.3,0.2,2.3,1.884,0.2,0.0,19.54,27.547,1.884,,5.86,21.43,2.0,17810.0,2800.0,0.28,5.0,5.09,5.05,5.16,5.02,5.1,77118.0,44.0,1.83,6.0,1.0,2599.9999999999977,-1.0956153846153855,25H1,44,6.360714285714286,0.3214285714285709,2.539062499999998,27.542142857142856
TBH,2025-03-17,10:14:00,5.12,4.99,5.37,20000,10:15:00,4.98,stop,-2848.6,-2.78,False,,0,0.0,27.36,1214723,4.76,0.72,False,,2,5.86,4.21,2.3,2.0,0.3,0.0,0.3,0.3,0.2,2.3,1.884,0.2,0.0,19.54,27.547,1.884,,5.86,21.43,2.0,17810.0,2800.0,0.28,5.0,5.09,5.05,5.16,5.02,5.1,77118.0,44.0,1.83,6.0,1.0,2599.9999999999977,-1.0956153846153855,25H1,44,6.360714285714286,0.3214285714285709,2.539062499999998,27.542142857142856
ARQQ,2025-03-18,10:01:00,21.71,21.09,22.98,15686,10:09:00,22.62,trail_stop,14335.91,4.21,False,,0,0.0,28.82,428728,9.57,-13.13,False,,3,8.31,9.74,2.0,2.0,0.3,0.0,0.0,0.3,0.2,2.0,1.754,0.2,0.0,19.93,0.462,1.754,,8.31,14.51,3.0,22682.0,21546.0,1.6376,21.1,21.6,21.54,21.73,21.4,21.73,9945.0,31.0,5.13,12.0,1.0,9725.320000000016,1.4740810585152957,25H1,31,1.0527244036015966,0.30532486565705913,2.855826807922621,0.4615705931495405
DOYU,2025-03-18,10:39:00,8.24,8.06,8.52,13213,11:44:00,8.59,exhaust+trail_stop,5155.34,4.73,False,,0,0.0,27.11,367075,-3.18,4.17,False,,3,3.83,-2.31,1.5,1.8,0.0,0.0,0.0,0.3,0.2,1.5,1.754,0.0,0.0,27.11,0.496,1.754,,3.83,20.0,2.0,4068.0,3794.0,0.3,8.07,8.17,8.2,8.24,8.2,8.23,1880.0,69.0,1.79,45.0,1.0,2378.339999999996,2.1676211138861596,25H1,69,1.0722192936215076,0.33333333333333215,2.1844660194174725,0.4955192409066948
BGSF,2025-03-19,10:29:00,4.17,4.03,4.49,278,10:46:00,4.02,stop,-43.66,-3.76,False,,0,0.0,45.68,13919,5.0,1.69,False,,2,13.3,4.43,2.3,1.0,0.0,0.3,0.3,0.3,0.2,2.3,1.537,0.2,0.0,16.9,7.578,1.537,,13.3,10.42,8.0,3435.0,358.0,0.48,4.04,4.15,4.15,4.28,4.08,4.08,2713.0,59.0,20.61,12.0,3.0,38.91999999999991,-1.1217882836587898,25H1,59,9.594972067039107,0.22916666666666735,3.3573141486810476,7.578212290502793
KBSX,2025-03-19,10:07:00,3.87,3.7,4.25,18000,10:17:00,4.79,exhaust+trail_stop,16561.72,23.78,False,,0,0.0,41.5,2714018,1.25,-36.25,False,,2,10.83,1.78,2.6,1.8,0.0,0.0,0.3,0.3,0.0,2.6,1.537,0.0,0.0,21.33,0.829,1.537,,10.83,50.0,2.0,21416.0,9790.0,0.38,3.7,3.85,3.75,3.94,3.75,3.93,8120.0,37.0,1.62,12.0,1.0,3059.9999999999986,5.4123267973856235,25H1,37,2.187538304392237,0.39473684210526294,4.392764857881136,0.8294177732379979
LSE,2025-03-20,10:24:00,9.45,9.14,10.04,18000,10:27:00,9.11,stop,-6001.61,-3.53,False,,0,0.0,35.85,788997,-5.04,-16.24,False,,2,5.64,-4.34,3.0,1.8,0.3,0.0,0.3,0.3,0.2,3.1,1.345,0.0,0.0,24.06,0.857,1.345,,5.64,29.23,4.0,4487.0,1937.0,0.496,9.15,9.38,9.4,9.43,9.4,9.41,1660.0,54.0,0.77,4.0,1.0,5579.999999999977,-1.0755573476702551,25H1,54,2.3164687661331955,0.4637096774193557,3.2804232804232667,0.856995353639649
OM,2025-03-20,10:26:00,10.02,9.66,10.79,18000,10:36:00,11.27,trail_stop,22524.02,12.49,False,,0,0.0,47.96,1110199,9.25,1322.62,False,,2,7.1,9.14,2.3,1.8,0.3,0.0,0.3,0.3,0.2,2.3,1.345,0.2,0.0,1706.45,2.508,1.345,,7.1,20.0,5.0,3809.0,2211.0,0.65,9.67,9.97,9.85,10.06,9.79,10.0,5544.0,56.0,0.33,8.0,7.0,6479.99999999999,3.4759290123456843,25H1,56,1.7227498869289914,0.4615384615384626,3.592814371257479,2.5074626865671643
TITN,2025-03-20,09:44:00,15.34,14.57,16.85,8307,12:04:00,17.09,exhaust+trail_stop,15668.38,12.3,False,,0,0.0,39.6,230755,8.5,-15.14,False,,2,11.12,9.1,2.5,1.8,0.0,0.0,0.0,0.3,0.0,2.5,1.345,0.2,0.0,24.72,1.144,1.345,,11.12,30.0,4.0,8498.0,7374.0,1.5,14.54,15.18,15.26,15.5,15.25,15.5,8439.0,14.0,6.46,130.0,1.0,6396.389999999997,2.4495660833689015,25H1,14,1.1524274477895309,0.426666666666667,5.019556714471966,1.144426362896664
YRD,2025-03-20,09:44:00,7.49,7.12,8.23,3258,09:56:00,7.1,stop,-1287.66,-5.28,False,,0,0.0,20.89,162917,5.67,-11.5,False,,3,15.65,6.65,3.0,1.0,0.0,0.3,0.3,0.3,0.2,3.3,1.345,0.2,0.0,20.57,0.427,1.345,,15.65,26.5,4.0,13844.0,6148.0,1.0,7.12,7.42,7.46,7.48,7.4,7.45,2625.0,14.0,4.21,14.0,1.0,1205.4600000000003,-1.0681897366980238,25H1,14,2.251789199739753,0.2999999999999998,4.939919893190922,0.42696811971372806
CHCI,2025-03-21,10:23:00,8.14,7.78,8.95,136,11:23:00,8.44,trail_stop,40.81,3.69,False,,0,0.0,25.21,6831,3.75,3.54,False,0.1,2,15.38,3.77,1.5,1.0,0.0,0.0,0.0,0.3,0.0,1.5,1.381,0.2,0.0,19.47,1.28,1.381,,15.38,45.37,10.0,2256.0,2201.0,1.08,7.61,8.1,8.09,8.1,8.09,8.1,2818.0,53.0,24.39,42.0,1.0,48.96000000000004,0.8335375816993457,25H1,53,1.0249886415265788,0.45370370370370305,4.422604422604426,1.2803271240345298
CAPS,2025-03-25,09:45:00,3.04,2.94,3.27,18000,09:46:00,2.93,stop,-2046.03,-3.73,False,,0,0.0,21.12,1470269,9.67,-6.14,False,0.04,2,16.92,9.69,2.7,1.8,0.0,0.3,0.0,0.0,0.2,2.7,1.171,0.2,0.0,21.12,0.809,1.171,,16.92,20.45,2.0,12485.0,7893.0,0.44,2.95,3.03,3.01,3.04,2.99,2.99,6388.0,15.0,0.25,3.0,1.0,1800.0000000000016,-1.1366833333333324,25H1,15,1.581781325224883,0.18181818181818096,3.2894736842105288,0.8093247181046497
ZYBT,2025-03-25,10:12:00,6.69,6.59,6.87,1666,10:15:00,6.57,stop,-205.03,-1.84,False,,0,0.0,77.09,83342,6.71,-1.38,False,0.04,2,6.88,7.22,3.0,1.0,0.3,0.3,0.3,0.0,0.0,3.1,1.171,0.2,0.0,29.77,0.524,1.171,,6.88,45.71,2.0,13384.0,2106.0,0.4375,6.6,6.66,6.65,6.74,6.65,6.7,1104.0,42.0,28.2,5.0,1.0,166.60000000000088,-1.2306722689075567,25H1,42,6.355175688509022,0.1371428571428583,1.4947683109118166,0.5242165242165242
GDHG,2025-03-26,10:18:00,3.72,3.6,3.97,20000,10:19:00,3.59,stop,-2573.94,-3.46,False,,0,0.0,52.24,2679932,7.25,-12.6,False,0.03,2,10.12,7.73,2.0,2.0,0.0,0.3,0.3,0.0,0.2,2.0,0.857,0.2,0.0,19.55,0.551,0.857,,,,,,,,,,,,,,,,,,,2400.0000000000023,-1.072474999999999,25H1,48,,,3.2258064516129057,
QNTM,2025-03-28,10:16:00,10.42,10.16,10.72,14205,10:18:00,10.8,exhaust+trail_stop,5640.14,3.81,False,,0,0.0,55.58,710285,-2.03,17.78,False,-0.01,2,6.02,-0.67,1.9,1.0,0.3,0.3,0.3,0.0,0.0,1.9,1.047,0.0,0.0,32.21,0.876,1.047,,,,,,,,,,,,,,,,,,,3693.299999999997,1.5271275011507337,25H1,46,,,2.4952015355086354,
HERE,2025-03-31,09:51:00,3.96,3.81,4.28,3031,10:36:00,4.09,trail_stop,387.97,3.23,False,,0,0.0,26.45,151574,-2.42,24.35,True,0.06,2,6.27,-1.81,1.0,1.0,0.3,-0.3,0.0,0.3,0.0,1.0,1.561,0.0,-0.3,32.02,1.6,1.561,,6.27,34.78,5.0,79221.0,63103.0,0.23,3.82,3.94,3.93,4.03,3.93,4.02,100945.0,21.0,112.09,48.0,2.0,454.64999999999975,0.8533377323215666,25H1,21,1.2554236724086019,0.521739130434783,3.787878787878786,1.5996862272792103
WHLR,2025-03-31,10:44:00,3.51,3.42,3.68,26000,10:57:00,3.41,stop,-2577.08,-2.82,False,,0,0.0,21.98,2546969,5.06,-7.27,False,0.06,3,6.11,5.61,2.6,1.0,0.3,0.3,0.3,0.3,0.2,2.6,1.561,0.2,0.0,20.89,0.482,1.561,,6.11,19.91,2.0,2690.0,446.0,0.1999,3.43,3.49,3.49,3.49,3.49,3.49,215.0,74.0,0.04,8.0,2.0,2339.9999999999964,-1.101316239316241,25H1,74,6.031390134529148,0.30015007503751906,2.5641025641025603,0.4820627802690583
ZYBT,2025-03-31,10:03:00,6.22,6.03,6.6,5960,10:12:00,6.01,stop,-1245.88,-3.36,False,,0,0.0,22.31,298018,7.36,0.1,False,0.06,3,3.02,7.33,1.7,1.0,0.0,-0.3,0.3,0.3,0.2,1.7,1.561,0.2,0.0,21.45,4.924,1.561,,3.02,-5.66,2.0,1712.0,925.0,0.1767,6.04,6.18,6.19,6.25,6.16,6.2,4555.0,33.0,0.44,9.0,1.0,1132.3999999999971,-1.1002119392440863,25H1,33,1.8508108108108108,0.7923033389926412,3.054662379421214,4.924324324324324
HERE,2025-04-01,09:41:00,4.86,4.61,5.34,18000,09:54:00,5.43,trail_stop,10284.77,11.76,False,,0,0.0,54.97,998329,2.67,8.46,False,,3,12.0,3.47,1.7,1.8,0.0,0.0,0.0,0.3,0.2,1.7,1.868,0.2,0.0,21.02,1.366,1.868,,12.0,29.41,6.0,75363.0,61817.0,0.51,4.61,4.8,4.84,4.96,4.83,4.93,84437.0,11.0,10.29,15.0,1.0,4500.0,2.2855044444444443,25H1,11,1.21913065985085,0.37254901960784215,5.144032921810699,1.3659187602115923
VMAR,2025-04-02,10:31:00,5.98,5.71,6.57,8991,10:43:00,8.36,exhaust+trail_stop,17201.85,32.0,False,,0,0.0,106.72,249786,12.85,4.92,False,,3,16.08,11.1,1.5,1.8,0.0,0.0,0.0,0.3,0.0,1.5,2.074,0.2,0.0,36.1,4.06,2.074,,16.08,45.76,4.0,4182.0,3318.0,0.8299,5.61,5.95,5.92,6.15,5.92,6.15,13473.0,61.0,7.95,6.0,1.0,2427.5700000000043,7.086036653937875,25H1,61,1.2603978300180831,0.4096879142065307,4.5150501672240875,4.060578661844485
NTCL,2025-04-04,10:07:00,7.14,6.72,7.84,3812,15:18:00,8.1,trail_stop,3660.05,13.46,False,,0,0.0,96.34,105915,4.13,5.71,False,,3,16.47,6.05,1.8,1.8,0.0,0.0,0.3,0.3,0.0,1.8,2.015,0.2,0.0,23.13,0.065,2.015,,16.47,33.34,3.0,3433.0,1531.0,0.9899,6.67,7.0,7.1,7.1,7.1,7.1,100.0,37.0,1.79,39.0,1.0,1601.0399999999997,2.2860453205416484,25H1,37,2.2423252775963425,0.3333670067683605,5.88235294117647,0.06531678641410843
AMBR,2025-04-07,10:15:00,10.23,9.76,11.08,5184,15:51:00,10.23,force_close,-4.67,-0.01,False,,0,0.0,21.63,129629,9.71,-0.02,False,-0.19,2,4.06,11.09,1.4,2.0,0.0,-0.3,0.0,0.3,0.2,1.4,2.831,0.2,0.0,16.12,0.133,2.831,,4.06,-7.89,3.0,931.0,835.0,0.38,9.77,10.1,10.18,10.18,10.18,10.18,111.0,45.0,0.46,47.0,1.0,2436.480000000003,-0.0019166995009193566,25H1,45,1.1149700598802395,0.8684210526315791,4.59433040078202,0.13293413173652693
ARTV,2025-04-07,10:17:00,3.17,3.07,3.32,4723,10:18:00,3.06,stop,-498.55,-3.33,False,,0,0.0,126.03,131242,19.07,-6.15,False,-0.19,2,9.64,20.1,3.0,1.8,0.0,0.3,0.3,0.3,0.2,3.3,2.831,0.2,0.0,42.92,0.74,2.831,,9.64,-3.48,2.0,3682.0,654.0,0.27,3.08,3.13,3.15,3.15,3.15,3.15,484.0,47.0,68.49,3.0,7.0,472.3000000000004,-1.055579081092525,25H1,47,5.629969418960244,0.1851851851851845,3.154574132492116,0.7400611620795107
DXYZ,2025-04-07,09:58:00,28.29,27.02,31.11,3019,10:18:00,29.53,trail_stop,3726.68,4.36,False,,0,0.0,21.94,540548,3.56,-7.21,False,-0.19,3,7.18,3.96,1.7,1.0,0.3,-0.3,0.0,0.3,0.2,1.7,2.831,0.2,0.0,19.65,0.732,2.831,,7.18,12.48,6.0,12920.0,12263.0,1.8242,27.01,28.15,28.09,28.15,28.0,28.14,8977.0,28.0,2.88,23.0,1.0,3834.1299999999987,0.971975389462538,25H1,28,1.0535757971132675,0.6249314768117514,4.489218805231529,0.7320394683193345
ICHR,2025-04-07,10:17:00,18.98,18.58,19.76,12986,10:19:00,18.52,stop,-5976.03,-2.42,False,,0,0.0,17.33,324655,9.46,-3.9,False,-0.19,3,6.2,9.59,2.6,2.0,0.3,0.3,0.3,0.3,0.2,2.6,2.831,0.2,0.0,15.38,2.046,2.831,,6.2,7.34,2.0,3471.0,1574.0,1.09,18.59,18.89,18.86,19.04,18.83,18.9,3221.0,47.0,2.01,4.0,1.0,5194.400000000028,-1.1504755120899368,25H1,47,2.2052096569250317,0.27522935779816576,2.107481559536365,2.046378653113088
INSG,2025-04-07,10:19:00,7.51,7.26,7.89,3997,10:21:00,7.24,stop,-1104.63,-3.68,False,,0,0.0,21.79,111077,10.89,-4.93,False,-0.19,3,6.03,12.33,2.3,1.8,0.3,0.0,0.3,0.3,0.2,2.3,2.831,0.2,0.0,21.79,0.89,2.831,,6.03,-17.22,3.0,2686.0,358.0,0.4095,7.27,7.41,7.48,7.48,7.48,7.48,319.0,49.0,1.29,4.0,2.0,999.25,-1.1054590943207407,25H1,49,7.5027932960893855,0.3418803418803433,3.3288948069241013,0.8910614525139665
SMCY,2025-04-07,10:16:00,20.03,19.38,21.39,11662,10:20:00,19.33,stop,-8194.94,-3.51,False,,0,0.0,16.96,291568,10.41,-5.15,False,-0.19,3,4.49,10.71,1.7,2.0,0.0,-0.3,0.3,0.3,0.2,1.7,2.831,0.2,0.0,16.0,3.019,2.831,,,,,,,,,,,,,,,,,,,7580.300000000025,-1.0810838621162717,25H1,46,,,3.245132301547689,
TBI,2025-04-07,10:18:00,5.29,5.13,5.57,10052,10:20:00,5.11,stop,-1776.34,-3.34,False,,0,0.0,15.39,251330,8.9,-4.38,False,-0.19,3,5.28,9.84,2.0,2.0,0.3,0.0,0.0,0.3,0.2,2.0,2.831,0.2,0.0,15.39,1.005,2.831,,,,,,,,,,,,,,,,,,,1608.3200000000015,-1.1044692598487853,25H1,48,,,3.0245746691871482,
TNXP,2025-04-07,09:56:00,17.19,16.82,17.89,18000,09:58:00,17.47,trail_stop,5074.92,1.64,False,,0,0.0,28.43,1700591,8.17,-6.97,False,-0.19,3,7.95,7.94,3.0,1.8,0.3,0.3,0.3,0.3,0.0,3.4,2.831,0.2,0.0,21.74,2.259,2.831,,,,,,,,,,,,,,,,,,,6660.000000000018,0.7619999999999979,25H1,26,,,2.1524141942990167,
TTGT,2025-04-07,10:19:00,9.96,9.65,10.36,9507,10:22:00,9.62,stop,-3218.12,-3.4,False,,0,0.0,21.57,264127,10.68,-5.09,False,-0.19,2,4.53,11.87,2.0,1.8,0.3,0.0,0.0,0.3,0.2,2.0,2.831,0.2,0.0,21.57,3.203,2.831,,,,,,,,,,,,,,,,,,,2947.1700000000046,-1.0919356535252445,25H1,49,,,3.1124497991967917,
RITR,2025-04-11,10:24:00,3.29,3.13,3.61,552,10:31:00,3.12,stop,-91.71,-5.06,False,,0,0.0,23.37,27610,4.69,-5.75,False,,2,5.39,5.15,2.0,1.0,0.3,-0.3,0.3,0.3,0.2,2.0,7.78,0.2,0.0,19.14,0.787,7.78,,,,,,,,,,,,,,,,,,,88.32000000000008,-1.038383152173912,25H1,54,,,4.8632218844984845,
PIII,2025-04-15,10:15:00,9.7,9.23,10.66,20000,15:48:00,9.91,force_close,4162.64,2.15,False,,0,0.0,20.88,816631,6.85,-2.56,False,,2,5.01,7.65,2.0,2.0,0.3,-0.3,0.3,0.3,0.2,2.0,3.281,0.2,0.0,15.54,0.427,3.281,,,,,,,,,,,,,,,,,,,9399.999999999978,0.44283404255319253,25H1,45,,,4.845360824742256,
