day,symbol,min_open,min_high,min_low,min_close,nbars,store,first_m,d_open,d_high,d_low,d_close,d_vol,prev_close,prev_date,src,ratio_open,ratio_close
2025-01-23,UNG,18.73,18.899,17.98,18.24,390,sip,570,18.73,18.899,17.98,18.25,10105596,18.54,2025-01-22,sample,1.0,1.000548245614035
2025-01-23,SKLZ,6.18,6.52,6.07,6.48,133,sip,570,6.18,6.52,6.07,6.46,103322,6.23,2025-01-22,sample,1.0,0.9969135802469135
2025-01-23,RNXT,1.45,1.53,1.38,1.38,61,cache,570,1.45,1.53,1.38,1.38,86612,1.48,2025-01-22,sample,1.0,1.0
2025-01-23,GDXU,34.68,35.65,33.66,35.65,244,sip,570,34.68,35.65,33.66,35.57,506514,35.72,2025-01-22,sample,1.0,0.9977559607293128
2025-01-23,PRTH,9.3,9.56,8.9732,9.03,263,sip,570,9.3,9.56,8.9732,9.03,506565,9.47,2025-01-22,sample,1.0,1.0
2025-01-23,ZENA,5.98,6.1399,5.72,5.92,206,sip,570,5.98,6.1399,5.72,5.92,319108,6.08,2025-01-22,sample,1.0,1.0
2025-01-23,INM,4.0,4.39,3.74,4.186,184,cache,570,4.0,4.39,3.74,4.2,262412,4.0,2025-01-22,sample,1.0,1.0033444816053512
2025-01-23,ORIC,9.69,10.6,9.685,10.35,254,cache,570,9.69,10.6,9.685,10.34,643175,9.87,2025-01-22,sample,1.0,0.9990338164251208
2025-01-23,VYGR,5.41,5.61,5.2921,5.54,213,sip,570,5.41,5.61,5.2921,5.53,360858,5.43,2025-01-22,sample,1.0,0.9981949458483755
2025-01-23,IREN,11.3,12.54,11.25,12.29,390,cache,570,11.3,12.54,11.25,12.28,21953544,11.66,2025-01-22,sample,1.0,0.9991863303498779
2025-01-23,CRPT,19.5,20.61,19.5,20.08,128,sip,570,19.5,20.61,19.5,20.06,93818,19.97,2025-01-22,sample,1.0,0.999003984063745
2025-01-23,FIGS,6.15,6.1693,5.845,6.02,362,sip,570,6.15,6.1693,5.845,6.02,2650665,6.18,2025-01-22,sample,1.0,1.0
2025-01-23,HOUR,2.05,2.18,2.05,2.1,23,sip,570,2.05,2.18,2.05,2.12,19875,2.08,2025-01-22,sample,1.0,1.0095238095238095
2025-01-23,CDZI,4.81,4.95,4.57,4.885,221,cache,570,4.81,4.95,4.57,4.885,868377,4.81,2025-01-22,sample,1.0,1.0
2025-01-23,PYXS,1.56,1.66,1.55,1.635,230,sip,570,1.56,1.66,1.55,1.64,570705,1.56,2025-01-22,sample,1.0,1.003058103975535
2025-01-23,TECH,79.13,79.13,74.45,76.9,327,sip,570,79.13,79.13,74.45,76.91,1328414,78.71,2025-01-22,sample,1.0,1.0001300390117034
2025-01-23,CENX,19.46,19.875,18.82,19.8,345,sip,570,19.17,19.875,18.82,19.8,1273139,19.49,2025-01-22,sample,0.9850976361767729,1.0
2025-01-23,LQDA,13.89,14.44,13.695,14.4,333,sip,570,13.89,14.44,13.695,14.4,1260890,13.95,2025-01-22,sample,1.0,1.0
2025-01-23,UPST,64.22,70.45,64.07,69.37,390,cache,570,64.22,70.45,64.07,69.31,4517633,65.55,2025-01-22,sample,1.0,0.9991350727980395
2025-01-23,REPL,13.03,14.39,12.895,13.73,319,cache,570,13.03,14.39,12.895,13.75,1195936,13.02,2025-01-22,sample,1.0,1.001456664238893
2025-01-23,BBAI,4.295,4.44,4.1,4.215,390,cache,570,4.295,4.44,4.1,4.22,24694464,4.44,2025-01-22,sample,1.0,1.0011862396204032
2025-01-23,TEM,49.49,56.5399,47.22,54.84,390,cache,570,49.72,56.5399,47.22,54.84,23250349,50.45,2025-01-22,sample,1.0046474035158617,1.0
2025-01-23,COUR,8.18,8.57,8.11,8.555,359,sip,570,8.18,8.57,8.11,8.56,1585911,8.28,2025-01-22,sample,1.0,1.000584453535944
2025-01-23,KLXE,7.09,7.24,6.3301,6.47,135,cache,570,7.09,7.24,6.3301,6.56,241437,7.04,2025-01-22,sample,1.0,1.0139103554868625
2025-01-23,NUWE,1.22,1.35,1.17,1.32,139,cache,570,1.22,1.35,1.17,1.31,293535,1.24,2025-01-22,sample,1.0,0.9924242424242424
2025-01-23,LASE,5.27,5.44,5.17,5.285,138,sip,570,5.27,5.44,5.17,5.28,201261,5.28,2025-01-22,sample,1.0,0.9990539262062441
2025-01-23,DCTH,15.26,16.34,14.975,16.16,271,sip,570,15.26,16.34,14.975,16.13,644152,15.21,2025-01-22,sample,1.0,0.9981435643564356
2025-01-23,HRTX,1.63,1.77,1.62,1.77,327,sip,570,1.63,1.77,1.62,1.76,1693573,1.63,2025-01-22,sample,1.0,0.9943502824858756
2025-01-23,SMST,4.2,4.218,3.8,4.1687,390,cache,570,4.2,4.218,3.8,4.16,42541655,4.07,2025-01-22,sample,1.0,0.9979130184469979
2025-01-23,KRUS,77.27,81.52,77.27,81.39,127,sip,570,77.27,81.52,77.27,81.23,165652,78.35,2025-01-22,sample,1.0,0.9980341565302863
2025-01-23,TOPP,3.8,4.5,3.1571,3.6935,235,cache,570,3.8,4.5,3.1571,3.6935,654655,,,sample,1.0,1.0
2025-01-23,SMR,24.75,29.66,24.61,29.04,390,cache,570,24.75,29.66,24.61,29.08,22725246,25.57,2025-01-22,sample,1.0,1.0013774104683195
2025-01-23,MAGN,18.02,18.53,16.745,17.21,317,cache,570,18.02,18.53,16.745,17.2,753928,17.56,2025-01-22,sample,1.0,0.9994189424753049
2025-01-23,HRMY,38.4,38.55,36.305,38.01,340,sip,570,38.4,38.55,36.305,38.01,961884,38.66,2025-01-22,sample,1.0,1.0
2025-01-24,LFMD,5.14,5.44,5.059,5.12,179,sip,570,5.13,5.44,5.059,5.13,321191,5.16,2025-01-23,book,0.9980544747081712,1.001953125
2025-01-24,SOUNW,9.19,10.23,9.19,9.4299,117,cache,570,9.19,10.23,9.19,9.59,141731,9.57,2025-01-23,book,1.0,1.0169779106883423
2025-01-24,YSXT,5.41,6.12,5.41,5.99,31,cache,570,5.41,6.12,5.41,5.99,20861,5.552,2025-01-23,book,1.0,1.0
2025-01-24,COEP,9.64,12.64,9.52,12.1506,111,cache,570,9.64,12.64,9.52,11.91,229121,9.74,2025-01-23,book,1.0,0.980198508715619
2025-01-24,GLUE,5.45,5.61,5.15,5.53,337,sip,570,5.45,5.61,5.15,5.52,1144827,5.5,2025-01-23,sample,1.0,0.9981916817359854
2025-01-24,VVOS,4.8,5.12,4.71,4.72,161,cache,570,4.8,5.12,4.71,4.76,199302,4.71,2025-01-23,sample,1.0,1.0084745762711864
2025-01-24,BTCT,7.65,8.2,7.15,7.54,378,cache,570,7.65,8.2,7.15,7.53,4106814,7.46,2025-01-23,sample,1.0,0.9986737400530504
2025-01-24,ADD,1.47,1.97,1.41,1.4894,308,sip,570,1.47,1.97,1.41,1.47,5025541,1.45,2025-01-23,sample,1.0,0.9869746206526118
2025-01-24,QBTS,6.2,7.105,6.08,6.095,390,cache,570,6.21,7.105,6.08,6.09,139128870,6.03,2025-01-23,sample,1.0016129032258063,0.9991796554552912
2025-01-24,PBM,1.68,1.85,1.66,1.8199,151,cache,570,1.68,1.85,1.66,1.82,445592,1.71,2025-01-23,sample,1.0,1.00005494807407
2025-01-24,SDST,1.3,1.33,1.11,1.2008,314,cache,570,1.3,1.33,1.11,1.2,6454330,1.23,2025-01-23,sample,1.0,0.9993337774816787
2025-01-24,BKYI,1.71,1.73,1.51,1.55,195,cache,570,1.71,1.73,1.51,1.57,393090,1.7,2025-01-23,sample,1.0,1.0129032258064516
2025-01-24,SEI,33.99,36.52,33.99,34.99,373,cache,570,33.99,36.52,33.99,34.98,1965968,33.62,2025-01-23,sample,1.0,0.9997142040583022
2025-01-24,GYRE,10.73,11.23,10.5,11.16,84,sip,570,10.73,11.23,10.5,11.19,64454,10.6,2025-01-23,sample,1.0,1.0026881720430108
2025-01-24,INDO,3.03,3.1,2.86,2.89,227,cache,570,3.03,3.1,2.86,2.89,742330,3.01,2025-01-23,sample,1.0,1.0
2025-01-24,ALVR,10.4604,10.4604,9.875,10.11,18,sip,579,10.4604,10.4604,9.875,10.11,28805,10.19,2025-01-23,sample,1.0,1.0
2025-01-24,IMNM,10.3,10.4111,9.89,9.94,290,sip,570,10.3,10.4111,9.89,9.95,527037,10.22,2025-01-23,sample,1.0,1.0010060362173039
2025-01-24,IESC,310.63,310.63,283.12,285.38,155,sip,570,310.63,310.63,283.12,285.04,155700,303.74,2025-01-23,sample,1.0,0.9988086060691009
2025-01-24,BORR,3.39,3.65,3.39,3.51,388,sip,570,3.39,3.65,3.39,3.51,7640053,3.34,2025-01-23,sample,1.0,1.0
2025-01-24,SPCB,15.0,15.23,13.25,14.0,239,cache,570,15.0,15.23,13.25,13.84,675149,14.76,2025-01-23,sample,1.0,0.9885714285714285
2025-01-24,PSNY,1.03,1.09,1.02,1.035,375,cache,570,1.03,1.09,1.02,1.04,5095819,1.02,2025-01-23,sample,1.0,1.0048309178743962
2025-01-24,MVST,2.0,2.28,1.99,2.185,389,cache,570,2.0,2.28,1.99,2.18,16665517,1.99,2025-01-23,sample,1.0,0.9977116704805492
2025-01-24,LUMN,5.82,6.1,5.8,5.92,390,cache,570,5.82,6.1,5.8,5.92,12363392,5.77,2025-01-23,sample,1.0,1.0
2025-01-24,DUOT,7.37,7.402,6.5501,6.65,75,cache,570,7.37,7.402,6.55,6.59,141161,7.29,2025-01-23,sample,1.0,0.9909774436090225
2025-01-24,EVAX,6.96,9.8,4.81,5.99,370,cache,570,6.97,9.8,4.81,6.03,55785416,3.64,2025-01-23,sample,1.0014367816091954,1.006677796327212
2025-01-24,ZVIA,4.3,4.56,4.2,4.2,322,sip,570,4.3,4.56,4.19,4.19,551493,4.23,2025-01-23,sample,1.0,0.9976190476190476
2025-01-24,TVTX,20.92,21.56,20.26,20.29,337,sip,570,20.96,21.56,20.26,20.31,1269780,20.81,2025-01-23,sample,1.0019120458891013,1.0009857072449482
2025-01-24,ASST,1.02,1.2,0.92,1.115,380,cache,570,1.02,1.2,0.92,1.12,8330569,1.06,2025-01-23,sample,1.0,1.0044843049327354
2025-01-24,FIGS,6.05,6.06,5.745,5.83,339,sip,570,6.05,6.06,5.745,5.81,2287330,6.02,2025-01-23,sample,1.0,0.9965694682675814
2025-01-24,VIGL,2.258,2.6,2.1704,2.21,370,sip,570,2.258,2.6,2.1704,2.2,3466039,2.35,2025-01-23,sample,1.0,0.9954751131221721
2025-01-24,QUBT,11.21,12.48,10.75,10.95,390,cache,570,11.21,12.48,10.75,10.93,35265934,11.12,2025-01-23,sample,1.0,0.9981735159817352
2025-01-24,TTEC,3.84,4.05,3.84,3.965,232,sip,570,3.84,4.05,3.84,3.98,377047,3.84,2025-01-23,sample,1.0,1.003783102143758
2025-01-24,GO,15.25,16.35,14.979,16.32,367,sip,570,15.25,16.35,14.979,16.32,2548278,15.11,2025-01-23,sample,1.0,1.0
2025-01-24,DYN,13.72,14.51,13.445,13.72,373,sip,570,13.72,14.51,13.445,13.72,3273504,13.69,2025-01-23,sample,1.0,1.0
2025-01-24,RLAY,4.75,4.9975,4.605,4.855,366,sip,570,4.75,4.9975,4.605,4.85,1744917,4.89,2025-01-23,sample,1.0,0.9989701338825951
2025-01-24,RKLB,32.03,33.34,30.2,30.36,390,cache,570,32.03,33.34,30.2,30.36,23878644,31.57,2025-01-23,sample,1.0,1.0
2025-01-24,ATRA,6.92,8.3588,6.92,8.05,238,cache,570,6.92,8.4,6.92,8.22,728516,6.93,2025-01-23,sample,1.0,1.0211180124223602
2025-01-24,RGTI,13.94,16.2,13.15,13.22,390,cache,570,13.94,16.2,13.15,13.2,213843673,13.47,2025-01-23,sample,1.0,0.9984871406959152
2025-01-24,EH,16.16,17.17,16.12,16.58,381,sip,570,16.16,17.17,16.12,16.59,3433017,15.985,2025-01-23,sample,1.0,1.000603136308806
2025-01-24,YY,43.76,47.01,43.76,46.38,265,sip,570,43.76,47.01,43.76,46.38,567078,43.49,2025-01-23,sample,1.0,1.0
2025-01-24,TWFG,29.5,30.72,29.0,29.545,84,sip,570,29.5,30.72,29.0,29.54,88069,29.43,2025-01-23,sample,1.0,0.9998307666271788
2025-01-24,MFH,7.17,7.35,6.66,7.18,117,sip,570,7.17,7.35,6.66,7.33,202218,7.21,2025-01-23,sample,1.0,1.020891364902507
2025-01-27,EVAX,5.72,7.57,5.41,5.97,342,cache,570,5.72,7.57,5.41,6.0,3290683,6.03,2025-01-24,book,1.0,1.0050251256281408
2025-01-27,TRML,17.0,18.08,16.685,17.02,176,sip,570,17.0,18.08,16.685,17.0,333903,17.54,2025-01-24,book,1.0,0.9988249118683902
2025-01-27,SLN,5.64,5.87,5.205,5.24,184,cache,570,5.64,5.87,5.205,5.24,209006,5.69,2025-01-24,book,1.0,1.0
2025-01-27,COEP,11.54,13.6,11.19,13.045,85,cache,570,11.54,13.6,11.19,12.88,107823,11.91,2025-01-24,book,1.0,0.987351475661173
2025-01-27,UCO,28.98,29.17,27.78,28.2,358,sip,570,28.98,29.17,27.78,28.19,1246021,29.23,2025-01-24,sample,1.0,0.999645390070922
2025-01-27,FRSX,1.23,1.27,1.04,1.07,114,cache,570,1.23,1.27,1.04,1.065,232643,1.29,2025-01-24,sample,1.0,0.9953271028037383
2025-01-27,NVDU,77.43,82.53,65.8001,68.37,390,cache,570,77.61,82.53,65.8001,68.36,5833378,103.27,2025-01-24,sample,1.002324680356451,0.9998537370191604
2025-01-27,EDN,34.98,37.14,34.66,36.99,223,sip,570,34.98,37.14,34.66,36.83,301960,36.2,2025-01-24,sample,1.0,0.9956745066234116
2025-01-27,ALAB,102.04,103.0,79.55,83.16,390,cache,570,102.24,103.0,79.55,83.16,16766218,115.55,2025-01-24,sample,1.0019600156801254,1.0
2025-01-27,GTLS,208.7,211.73,200.0,203.36,337,sip,570,208.7,211.73,200.0,203.13,1023358,218.28,2025-01-24,sample,1.0,0.998869000786782
2025-01-27,NRDS,13.66,14.79,13.65,14.6,276,sip,570,13.66,14.79,13.65,14.61,407095,13.75,2025-01-24,sample,1.0,1.0006849315068493
2025-01-27,BOF,2.07,2.19,1.995,2.04,99,sip,570,2.07,2.19,1.995,2.04,102546,2.13,2025-01-24,sample,1.0,1.0
2025-01-27,SNCY,16.75,17.37,16.485,16.91,339,sip,570,16.76,17.37,16.485,16.96,808624,16.76,2025-01-24,sample,1.0005970149253731,1.0029568302779421
2025-01-27,MHO,135.54,141.75,134.95,138.28,209,sip,570,135.54,141.75,134.95,138.07,338342,135.5,2025-01-24,sample,1.0,0.9984813422042232
2025-01-27,CDNS,305.61,309.92,285.06,289.88,390,sip,570,305.61,309.92,285.06,289.87,3680656,320.48,2025-01-24,sample,1.0,0.9999655029667449
2025-01-27,PACK,6.07,6.15,5.83,5.9,153,sip,570,6.07,6.15,5.83,5.9,256484,6.09,2025-01-24,sample,1.0,1.0
2025-01-27,TITN,16.12,17.98,15.98,17.25,302,cache,570,16.0,17.98,15.98,17.39,905889,15.75,2025-01-24,sample,0.9925558312655086,1.0081159420289856
2025-01-27,DELL,106.61,107.73,100.0388,103.82,390,sip,570,106.61,107.73,100.0388,103.84,17922259,113.73,2025-01-24,sample,1.0,1.000192641109613
2025-01-27,LAES,3.9,4.28,3.81,3.9801,390,cache,570,3.9,4.28,3.81,3.99,15785609,4.3,2025-01-24,sample,1.0,1.0024873746890781
2025-01-27,MYO,6.0,6.0,5.58,5.58,211,sip,570,6.0,6.0,5.58,5.66,371432,6.04,2025-01-24,sample,1.0,1.014336917562724
2025-01-27,SLNO,47.5,49.045,46.0,46.82,224,sip,570,47.5,49.045,46.0,46.81,503723,48.06,2025-01-24,sample,1.0,0.9997864160615122
2025-01-27,BQ,3.06,3.7,3.06,3.31,57,cache,570,3.06,3.7,3.06,3.31,121281,3.04,2025-01-24,sample,1.0,1.0
2025-01-27,BITF,1.5695,1.5695,1.36,1.395,390,cache,570,1.5695,1.5695,1.36,1.4,57755940,1.63,2025-01-24,sample,1.0,1.003584229390681
2025-01-27,SYRE,21.45,22.81,20.66,20.79,313,cache,570,21.305,22.81,20.66,20.82,501573,21.6,2025-01-24,sample,0.9932400932400932,1.0014430014430016
2025-01-27,STRL,174.73,174.73,141.5397,142.95,372,cache,570,174.73,174.73,141.5397,143.0,1522111,187.3,2025-01-24,sample,1.0,1.000349772647779
2025-01-27,SMPL,37.33,40.01,37.32,39.32,383,sip,570,37.32,40.01,37.32,39.33,1893917,37.5,2025-01-24,sample,0.999732118939191,1.0002543234994914
2025-01-27,FLOC,28.06,29.38,27.86,28.86,302,sip,570,28.06,29.38,27.86,28.83,564922,28.29,2025-01-24,sample,1.0,0.9989604989604989
2025-01-27,XERS,3.4,3.59,3.37,3.45,357,sip,570,3.4,3.59,3.37,3.47,1534633,3.45,2025-01-24,sample,1.0,1.0057971014492755
2025-01-27,OABI,3.21,3.44,3.2,3.365,309,sip,570,3.21,3.44,3.2,3.37,1021012,3.2,2025-01-24,sample,1.0,1.0014858841010401
2025-01-27,PUMP,10.16,10.36,9.37,9.38,373,cache,570,10.16,10.36,9.37,9.38,2149921,10.51,2025-01-24,sample,1.0,1.0
2025-01-27,MBX,10.13,10.825,9.81,10.42,190,cache,570,10.13,10.825,9.81,10.39,377880,10.75,2025-01-24,sample,1.0,0.9971209213051824
2025-01-27,BLZE,6.31,6.4,6.01,6.115,265,sip,570,6.31,6.4,6.01,6.11,279746,6.41,2025-01-24,sample,1.0,0.9991823385118561
2025-01-27,VVOS,4.5,4.595,4.07,4.225,174,cache,570,4.5,4.595,4.07,4.22,324716,4.76,2025-01-24,sample,1.0,0.9988165680473373
2025-01-27,CBRL,60.2,63.89,60.2,61.77,288,sip,570,60.2,63.89,60.2,61.7,667757,60.11,2025-01-24,sample,1.0,0.998866763801198
2025-01-27,TTGT,17.8,18.6547,17.67,17.705,247,sip,570,17.8,18.6547,17.67,17.77,315140,18.08,2025-01-24,sample,1.0,1.003671279299633
2025-01-27,CRK,19.88,19.88,18.52,18.82,389,sip,570,19.88,19.88,18.52,18.82,4600716,20.51,2025-01-24,sample,1.0,1.0
2025-01-27,PLMR,101.69,107.645,101.69,106.42,144,sip,570,101.69,107.645,101.69,106.24,167724,103.49,2025-01-24,sample,1.0,0.9983085886111632
2025-01-27,NVRO,5.11,5.345,4.995,5.02,189,sip,570,5.11,5.345,4.995,5.01,343800,5.16,2025-01-24,sample,1.0,0.99800796812749
2025-01-27,IMNM,9.77,10.36,9.5766,9.685,256,sip,570,9.77,10.36,9.5766,9.69,417189,9.95,2025-01-24,sample,1.0,1.0005162622612287
2025-01-27,VYGR,5.6,5.96,5.578,5.635,274,sip,570,5.6,5.96,5.578,5.63,434184,5.62,2025-01-24,sample,1.0,0.9991126885536824
2025-01-27,UNIT,5.73,5.78,5.33,5.515,366,sip,570,5.73,5.78,5.33,5.51,3128713,5.77,2025-01-24,sample,1.0,0.9990933816863101
2025-01-27,DNUT,9.02,9.56,8.94,9.38,387,sip,570,9.02,9.56,8.94,9.38,2847703,8.94,2025-01-24,sample,1.0,1.0
2025-01-27,VRDN,17.96,19.17,17.96,18.92,328,sip,570,17.96,19.17,17.96,18.91,904252,18.45,2025-01-24,sample,1.0,0.9994714587737843
2025-01-27,BMA,101.0,101.8507,96.17,97.775,259,sip,570,101.0,101.8507,96.17,97.68,356156,104.36,2025-01-24,sample,1.0,0.9990283814881105
2025-01-27,LFWD,1.6,1.64,1.48,1.495,164,cache,570,1.6,1.64,1.462,1.48,254409,1.62,2025-01-24,sample,1.0,0.9899665551839464
2025-01-27,LCID,2.75,2.97,2.69,2.76,390,cache,570,2.75,2.97,2.69,2.75,96738453,2.79,2025-01-24,sample,1.0,0.996376811594203
2025-01-27,CMPS,3.86,3.905,3.6,3.615,356,cache,570,3.86,3.905,3.6,3.61,756855,3.89,2025-01-24,sample,1.0,0.9986168741355462
2025-01-27,DOCU,88.86,94.66,88.6,92.21,387,sip,570,88.86,94.66,88.6,92.26,2062369,91.6,2025-01-24,sample,1.0,1.0005422405379027
2025-01-27,ELDN,4.41,4.67,4.393,4.67,258,sip,570,4.41,4.67,4.393,4.66,452869,4.43,2025-01-24,sample,1.0,0.9978586723768738
2025-01-27,ARHS,12.14,12.66,11.98,12.41,379,sip,570,12.14,12.66,11.98,12.41,3172641,12.35,2025-01-24,sample,1.0,1.0
2025-01-27,CW,375.44,376.71,335.48,341.41,290,sip,573,375.44,376.71,335.48,341.19,659955,383.84,2025-01-24,sample,1.0,0.9993556134852523
2025-01-27,USIO,2.37,2.3881,2.25,2.288,148,cache,570,2.37,2.3881,2.25,2.29,223931,2.43,2025-01-24,sample,1.0,1.000874125874126
2025-01-27,VIAV,10.26,10.3,9.64,9.735,380,sip,570,10.26,10.3,9.64,9.71,2898841,10.49,2025-01-24,sample,1.0,0.9974319465844891
2025-01-27,SGMT,4.29,5.08,4.285,4.62,348,cache,570,4.29,5.08,4.285,4.62,2484984,4.2,2025-01-24,sample,1.0,1.0
2025-01-27,SPOT,495.11,516.5829,488.04,514.31,387,sip,570,495.11,516.5829,488.04,513.98,2445419,510.43,2025-01-24,sample,1.0,0.9993583636328286
2025-01-27,RIOX,27.43,27.43,20.25,21.795,265,cache,570,27.43,27.43,20.25,21.795,498705,31.64,2025-01-24,sample,1.0,1.0
2025-01-27,NRXP,3.17,3.65,2.8,2.855,257,cache,570,3.17,3.65,2.8,2.85,712477,3.22,2025-01-24,sample,1.0,0.9982486865148862
2025-01-27,ERIE,388.83,411.03,387.925,404.12,210,sip,570,388.83,411.03,387.925,404.04,225269,386.98,2025-01-24,sample,1.0,0.9998020389983173
2025-01-27,SUPV,16.24,16.4,15.55,16.17,381,sip,570,16.24,16.4,15.55,16.11,2412122,16.67,2025-01-24,sample,1.0,0.9962894248608533
2025-01-27,CIEN,84.6,86.0,74.89,76.3,390,cache,570,84.6,86.0,74.89,76.29,8227777,96.62,2025-01-24,sample,1.0,0.9998689384010486
2025-01-27,LIVN,48.17,50.45,47.9,49.56,251,sip,570,48.24,50.45,47.9,49.53,604065,48.15,2025-01-24,sample,1.001453186630683,0.9993946731234866
2025-01-27,JOBY,8.5,8.73,8.102,8.235,390,sip,570,8.5,8.73,8.102,8.23,13238811,8.76,2025-01-24,sample,1.0,0.9993928354584094
2025-01-27,LGIH,91.87,97.25,91.87,94.0,214,sip,570,91.87,97.25,91.87,93.93,295782,90.39,2025-01-24,sample,1.0,0.9992553191489363
2025-01-27,BMBL,7.54,8.04,7.54,7.975,383,sip,570,7.54,8.04,7.54,7.98,2196645,7.5,2025-01-24,sample,1.0,1.000626959247649
2025-01-27,ZVZZT,12.1,31.96,10.0,31.96,23,sip,655,12.1,42.87,10.0,42.87,117267,91.86,2025-01-24,sample,1.0,1.3413642052565706
2025-01-27,TMC,1.53,1.54,1.42,1.475,352,cache,570,1.53,1.54,1.42,1.45,1886184,1.57,2025-01-24,sample,1.0,0.983050847457627
2025-01-28,CCB,82.5,87.24,78.48,86.37,157,sip,570,82.5,87.24,78.48,86.36,167782,84.14,2025-01-27,book,1.0,0.9998842190575431
2025-01-28,FPH,6.06,6.37,5.81,5.98,293,sip,570,6.06,6.37,5.81,5.97,693872,6.22,2025-01-27,book,1.0,0.9983277591973243
2025-01-28,WSFS,53.69,57.05,53.69,55.53,209,sip,570,53.69,57.05,53.69,55.52,253388,54.79,2025-01-27,book,1.0,0.9998199171618946
2025-01-28,BDMD,6.81,7.4573,6.72,7.18,94,cache,570,6.81,7.4573,6.72,7.28,88039,7.17,2025-01-27,book,1.0,1.0139275766016713
2025-01-28,LOVE,25.02,25.71,24.31,25.6,174,sip,570,25.02,25.71,24.31,25.58,174720,25.18,2025-01-27,sample,1.0,0.9992187499999999
2025-01-28,FOA,26.19,27.79,25.95,27.08,106,sip,570,26.19,27.79,25.95,27.08,116595,26.26,2025-01-27,sample,1.0,1.0
2025-01-28,HUT,20.37,20.37,18.85,19.6,389,sip,570,20.37,20.37,18.85,19.61,5519590,19.78,2025-01-27,sample,1.0,1.0005102040816325
2025-01-28,ARE,101.57,101.675,96.06,97.29,388,sip,570,101.57,101.675,96.06,97.25,2388778,102.11,2025-01-27,sample,1.0,0.9995888580532428
2025-01-28,ORKT,1.2,1.76,1.09,1.495,390,cache,570,1.2,1.76,1.09,1.5,17664098,1.32,2025-01-27,sample,1.0,1.0033444816053512
2025-01-28,ASAN,20.07,22.0795,19.31,21.97,390,cache,570,20.05,22.0795,19.31,21.98,5233503,20.07,2025-01-27,sample,0.9990034877927255,1.0004551661356396
2025-01-28,AMZU,47.36,50.3983,47.25,48.99,343,sip,570,47.46,50.3983,47.25,48.94,879924,47.79,2025-01-27,sample,1.0021114864864866,0.9989793835476627
2025-01-28,WALD,3.56,3.93,3.5,3.655,69,cache,570,3.56,3.93,3.5,3.66,102389,3.56,2025-01-27,sample,1.0,1.0013679890560876
2025-01-28,MCVT,2.77,3.14,2.71,3.13,139,cache,571,2.77,3.14,2.71,3.13,251124,2.65,2025-01-27,sample,1.0,1.0
2025-01-28,APP,347.63,368.38,342.08,360.74,390,sip,570,347.63,368.38,342.08,360.75,4522270,343.02,2025-01-27,sample,1.0,1.0000277207961412
2025-01-28,IMNM,9.65,9.65,9.17,9.23,274,sip,570,9.65,9.65,9.17,9.24,530040,9.69,2025-01-27,sample,1.0,1.0010834236186348
2025-01-28,EQX,5.7,5.94,5.635,5.82,381,sip,570,5.7,5.94,5.635,5.84,7259564,5.67,2025-01-27,sample,1.0,1.0034364261168385
2025-01-28,ROOT,81.17,82.75,77.65,82.665,165,sip,570,81.17,82.75,77.65,82.57,190126,80.8,2025-01-27,sample,1.0,0.9988507832819209
2025-01-28,TTGT,17.91,18.11,17.1501,17.36,158,sip,570,17.91,18.11,17.1501,17.36,214557,17.77,2025-01-27,sample,1.0,1.0
2025-01-28,RNAZ,8.25,16.73,7.7999,11.395,281,cache,570,8.25,16.73,7.7999,9.94,37294887,6.83,2025-01-27,sample,1.0,0.8723124177270732
2025-01-28,DLR,164.44,164.73,156.09,162.12,390,sip,570,164.44,164.73,156.09,162.14,4745692,164.74,2025-01-27,sample,1.0,1.0001233654083395
2025-01-28,NVDD,6.82,7.1755,6.43,6.43,384,cache,570,6.82,7.1755,6.43,6.43,13852662,7.04,2025-01-27,sample,1.0,1.0
2025-01-28,ABSI,3.89,3.92,3.5343,3.85,373,cache,570,3.89,3.92,3.5343,3.84,4286457,3.81,2025-01-27,sample,1.0,0.9974025974025973
2025-01-28,CCLD,3.58,3.74,3.35,3.72,119,cache,570,3.58,3.74,3.35,3.74,144972,3.48,2025-01-27,sample,1.0,1.0053763440860215
2025-01-28,WIX,235.36,247.11,233.09,246.76,320,sip,570,235.36,247.11,233.09,246.76,1046227,234.42,2025-01-27,sample,1.0,1.0
2025-01-28,CLPT,17.82,18.11,17.165,17.96,188,sip,570,17.82,18.11,17.165,17.94,262321,17.0,2025-01-27,sample,1.0,0.9988864142538976
2025-01-28,PRLB,40.22,41.53,39.3082,41.4,150,sip,570,40.22,41.53,39.3082,41.41,169871,40.24,2025-01-27,sample,1.0,1.0002415458937197
2025-01-28,CLS,91.65,95.25,88.57,94.48,390,sip,570,91.65,95.25,88.57,94.48,8526863,87.36,2025-01-27,sample,1.0,1.0
2025-01-28,HMST,9.62,10.5,9.1515,10.06,193,sip,570,9.62,10.5,9.1515,10.07,257548,10.43,2025-01-27,sample,1.0,1.0009940357852882
2025-01-28,QBTS,5.88,5.93,5.415,5.795,361,cache,570,5.88,5.93,5.415,5.74,43429521,5.58,2025-01-27,sample,1.0,0.9905090595340812
2025-01-28,ORIC,10.87,11.74,10.5,11.72,286,cache,570,10.87,11.74,10.5,11.68,1058578,10.83,2025-01-27,sample,1.0,0.9965870307167235
