Index,day,symbol,entry_m,exit_m,entry,stop,target,r_pct,rr,why,level,dist_open_pct,rv_profile,adv20,is_wrapper,price,split,wk
10526,2025-07-08,AXTI,599,611,2.435,2.4,2.5050000000000003,1.437371663244359,-1.0685714285714334,stop,2.45,6.060606060606055,4.069682412048482,688929.8,0,2.435,TRAIN,2025-07-05/2025-07-11
10529,2025-07-08,BMEA,611,805,1.775,1.7406,1.8438,1.938028169014084,2.0,target,1.78,5.014749262536866,1.3894014310349496,2211669.6,0,1.775,TRAIN,2025-07-05/2025-07-11
10592,2025-07-08,SANA,613,653,3.5,3.45,3.6,1.4285714285714235,-1.0689999999999993,stop,3.5,10.062893081761004,4.702337182319229,5428824.85,0,3.5,TRAIN,2025-07-05/2025-07-11
10673,2025-07-09,PLUG,579,587,1.5123,1.49,1.5569,1.4745751504331142,2.0,target,1.52,5.190311418685112,4.760156878618636,94539384.2,0,1.5123,TRAIN,2025-07-05/2025-07-11
10622,2025-07-09,BBGI,581,587,4.35,4.2737,4.502599999999999,1.754022988505743,-1.056011795543902,stop,4.4,5.769230769230771,4.541173247022357,116787.0,0,4.35,TRAIN,2025-07-05/2025-07-11
10688,2025-07-09,SSP,581,955,3.83,3.678,4.134,3.968668407310709,0.8223684210526309,eod,3.81,5.540166204986163,3.7511394447710273,971251.55,0,3.83,TRAIN,2025-07-05/2025-07-11
10691,2025-07-09,TIL,581,590,24.7593,24.46,25.3579,1.2088386989939086,2.0,target,25.0,7.296137339055786,3.7285381340547135,357351.85,0,24.7593,TRAIN,2025-07-05/2025-07-11
10638,2025-07-09,EXK,587,608,5.2004,5.14,5.321200000000001,1.161449119298524,2.0,target,5.24,6.829765545361877,3.325851576223052,14588255.5,0,5.2004,TRAIN,2025-07-05/2025-07-11
10662,2025-07-09,MOB,587,620,2.76,2.69,2.8999999999999995,2.5362318840579654,-1.4665714285714284,stop,2.75,5.363984674329503,1.3506012658178148,324619.4,0,2.76,TRAIN,2025-07-05/2025-07-11
10672,2025-07-09,PLRX,591,612,1.255,1.24,1.2849999999999997,1.1952191235059684,2.0,target,1.26,5.000000000000004,1.7736813859231144,1509997.75,0,1.255,TRAIN,2025-07-05/2025-07-11
10684,2025-07-09,REPL,609,632,9.975,9.74,10.445,2.3558897243107717,-1.0414468085106416,stop,9.98,5.385427666314668,2.887388699051567,1138170.35,0,9.975,TRAIN,2025-07-05/2025-07-11
10760,2025-07-10,UP,577,696,1.4,1.35,1.4999999999999996,3.5714285714285587,2.0,target,1.405,6.439393939393945,1.6575087952839809,1841739.85,0,1.4,TRAIN,2025-07-05/2025-07-11
10729,2025-07-10,LAC,580,955,2.81,2.75,2.93,2.1352313167259807,0.1666666666666629,eod,2.85,6.741573033707882,1.3438493680148318,4679951.6,0,2.81,TRAIN,2025-07-05/2025-07-11
10732,2025-07-10,LXRX,580,664,1.1412,1.12,1.1835999999999998,1.8576936558009007,2.0,target,1.145,7.009345794392519,4.3866820794411545,5017915.5,0,1.1412,TRAIN,2025-07-05/2025-07-11
10747,2025-07-10,RZLV,580,589,2.7001,2.607,2.8862999999999994,3.4480204436872617,-1.0280021482277102,stop,2.705,5.6640625,3.4493341828389927,11607848.9,0,2.7001,TRAIN,2025-07-05/2025-07-11
10711,2025-07-10,CLF,589,955,9.5101,9.315,9.9003,2.0515031387682576,1.1368528959507942,eod,9.53,5.187637969094916,3.1036933026105062,33003779.0,0,9.5101,TRAIN,2025-07-05/2025-07-11
10759,2025-07-10,UHG,669,702,3.04,3.0,3.12,1.3157894736842115,-1.0750000000000028,stop,3.05,5.172413793103448,1.1218325796343076,212003.75,0,3.04,TRAIN,2025-07-05/2025-07-11
10724,2025-07-10,HUBC,699,700,2.1339,2.1,2.2017,1.5886405173625773,-1.061946902654867,stop,2.14,5.418719211822687,1.4771426388966933,1565541.35,0,2.1339,TRAIN,2025-07-05/2025-07-11
10719,2025-07-10,EJH,703,738,2.75,2.66,2.93,3.272727272727268,-1.029555555555557,stop,2.74,5.384615384615388,4.791693569399933,175908.5,0,2.75,TRAIN,2025-07-05/2025-07-11
10825,2025-07-11,UP,577,587,1.54,1.5,1.62,2.5974025974026,2.0,target,1.54,7.692307692307709,4.797889127046183,1876304.3,0,1.54,TRAIN,2025-07-05/2025-07-11
10810,2025-07-11,PCLA,580,599,3.08,3.0146,3.2108,2.12337662337662,-1.0460948012232447,stop,3.13,5.387205387205385,2.021266704542564,2374773.2,0,3.08,TRAIN,2025-07-05/2025-07-11
10820,2025-07-11,SY,580,618,4.04,3.9007,4.3186,3.4480198019801978,-1.028002153625269,stop,4.04,7.161803713527859,2.7105799981976184,3246260.95,0,4.04,TRAIN,2025-07-05/2025-07-11
10828,2025-07-11,VVOS,581,623,7.05,6.81,7.53,3.404255319148939,2.0,target,7.0693,5.197916666666669,1.8547394808810205,1931996.4,0,7.05,TRAIN,2025-07-05/2025-07-11
10785,2025-07-11,GNS,591,598,1.6398,1.6,1.7193999999999996,2.4271252591779384,-1.040201005025127,stop,1.65,8.552631578947366,1.0861527408294156,16364469.8,0,1.6398,TRAIN,2025-07-05/2025-07-11
10765,2025-07-11,ADUR,599,710,11.0,10.75,11.5,2.272727272727273,2.0,target,10.98,5.576923076923079,3.8288406070863856,346953.95,0,11.0,TRAIN,2025-07-05/2025-07-11
10783,2025-07-11,FFAI,601,621,1.815,1.79,1.865,1.3774104683195545,-1.0715999999999986,stop,1.83,5.172413793103448,1.1645079404308778,12619205.45,0,1.815,TRAIN,2025-07-05/2025-07-11
10779,2025-07-11,DFSC,622,640,9.3,9.13,9.64,1.8279569892473109,2.0,target,9.3,6.407322654462244,3.936797719948458,118970.0,0,9.3,TRAIN,2025-07-05/2025-07-11
10839,2025-07-14,AUR,579,598,5.61,5.49,5.8500000000000005,2.1390374331550817,-1.04575,stop,5.62,5.046728971962633,2.3116887444250387,25695717.1,0,5.61,TRAIN,2025-07-12/2025-07-18
10898,2025-07-14,TMQ,581,645,1.8207,1.7483,1.9655,3.976492557807438,2.0,target,1.82,5.202312138728327,4.528957402728619,480220.9,0,1.8207,TRAIN,2025-07-12/2025-07-18
10884,2025-07-14,PRME,582,955,4.53,4.35,4.8900000000000015,3.973509933774848,1.4166666666666614,eod,4.51,5.128205128205132,2.980938479925026,5099417.55,0,4.53,TRAIN,2025-07-12/2025-07-18
10842,2025-07-14,BTBT,586,601,3.655,3.56,3.8449999999999993,2.599179206566341,-1.037473684210524,stop,3.64,8.982035928143727,3.368819970399844,50832391.75,0,3.655,TRAIN,2025-07-12/2025-07-18
10854,2025-07-14,FMFC,601,685,6.405,6.3,6.615000000000001,1.639344262295089,2.0,target,6.448,5.1876019575856525,2.3500079365370654,1160548.8333333333,0,6.405,TRAIN,2025-07-12/2025-07-18
10876,2025-07-14,NB,602,922,3.54,3.46,3.7,2.25988700564972,2.0,target,3.56,9.202453987730074,4.923996778824836,1474979.4,0,3.54,TRAIN,2025-07-12/2025-07-18
10837,2025-07-14,APPX,653,955,39.87,39.2,41.20999999999999,1.680461499874579,-0.4925373134328372,eod,39.9674,8.400867914293464,4.309221931013479,250656.15,1,39.87,TRAIN,2025-07-12/2025-07-18
10894,2025-07-14,SKBL,690,865,1.589,1.54,1.6869999999999998,3.0837004405286303,-1.0314285714285734,stop,1.5864,6.469798657718129,1.4929228557084098,2341565.7,0,1.589,TRAIN,2025-07-12/2025-07-18
10921,2025-07-15,EAF,578,597,1.095,1.06,1.1649999999999998,3.1963470319634637,2.0,target,1.1,6.796116504854366,1.084969409349304,4441692.05,0,1.095,TRAIN,2025-07-12/2025-07-18
10910,2025-07-15,AMDL,586,597,10.445,10.2201,10.8948,2.1531833413116312,-1.0454428634948854,stop,10.4099,5.470111448834869,3.7276959120464257,43812660.25,1,10.445,TRAIN,2025-07-12/2025-07-18
10945,2025-07-15,PTNM,587,685,9.845,9.6,10.335000000000004,2.4885728796343423,2.0,target,9.89,5.212765957446819,1.6676288759287603,1310372.9,0,9.845,TRAIN,2025-07-12/2025-07-18
10950,2025-07-15,SEDG,588,622,28.3,27.48,29.94,2.897526501766785,-1.033512195121952,stop,28.27,6.278195488721794,2.1666488304879654,7699321.3,0,28.3,TRAIN,2025-07-12/2025-07-18
10953,2025-07-15,SQNS,597,602,5.4804,5.24,5.961200000000001,4.386541128384793,-1.0217970049916791,stop,5.45,5.212355212355213,2.3600994314096204,10296824.4,0,5.4804,TRAIN,2025-07-12/2025-07-18
10916,2025-07-15,CRML,602,616,3.4498,3.325,3.6994,3.617601020349006,2.0,target,3.44,8.517350157728698,3.5113487180648493,8043010.45,0,3.4498,TRAIN,2025-07-12/2025-07-18
10931,2025-07-15,JUNS,603,613,3.154,3.09,3.282,2.0291693088142058,2.0,target,3.16,8.965517241379327,1.889944744423298,687228.95,0,3.154,TRAIN,2025-07-12/2025-07-18
10932,2025-07-15,LASE,614,785,3.3312,3.235,3.5236,2.887848222862634,-1.2932432432432437,stop,3.34,6.369426751592355,1.0184419024172524,465852.1,0,3.3312,TRAIN,2025-07-12/2025-07-18
10975,2025-07-16,CADL,579,596,6.6859,6.42,7.217700000000001,3.977026279184556,-1.024144415193683,stop,6.66,5.213270142180093,3.317568920503929,1087724.2,0,6.6859,TRAIN,2025-07-12/2025-07-18
10988,2025-07-16,FTEK,579,955,2.62,2.52,2.8200000000000003,3.816793893129775,0.2999999999999977,eod,2.62,5.645161290322576,4.277737363682476,562166.35,0,2.62,TRAIN,2025-07-12/2025-07-18
11022,2025-07-16,RYET,581,595,2.14,2.08,2.26,2.803738317757012,2.0,target,2.15,6.435643564356441,3.660807182794766,1500652.65,0,2.14,TRAIN,2025-07-12/2025-07-18
10962,2025-07-16,ABOS,582,955,1.395,1.35,1.485,3.225806451612898,0.2222222222222227,eod,1.4,5.263157894736836,1.4818029149841718,803345.7,0,1.395,TRAIN,2025-07-12/2025-07-18
11000,2025-07-16,MIRA,596,689,1.7699,1.728,1.8537,2.367365387875024,2.0,target,1.7675,5.208333333333348,1.790855206973453,3144329.7,0,1.7699,TRAIN,2025-07-12/2025-07-18
10970,2025-07-16,BKKT,602,697,19.9021,19.28,21.1463,3.1258007948909894,-1.0309918019610969,stop,19.87,8.342420937840789,2.3110566867040347,655263.25,0,19.9021,TRAIN,2025-07-12/2025-07-18
10994,2025-07-16,INDI,689,697,4.27,4.14,4.529999999999999,3.044496487119436,-1.0318461538461507,stop,4.275,5.036855036855048,1.650415520292681,4097397.8,0,4.27,TRAIN,2025-07-12/2025-07-18
10976,2025-07-16,CGTL,713,719,1.1408,1.118,1.1864,1.9985974754558145,2.0,target,1.1498,13.84158415841583,1.0991570019998709,1854899.05,0,1.1408,TRAIN,2025-07-12/2025-07-18
11099,2025-07-17,LXRX,578,895,1.38,1.34,1.4599999999999995,2.898550724637668,-1.0334999999999976,stop,1.38,6.153846153846132,3.615697010902382,5218717.15,0,1.38,TRAIN,2025-07-12/2025-07-18
11064,2025-07-17,CAPT,581,587,1.58,1.55,1.64,1.8987341772151916,-1.0516666666666643,stop,1.575,5.7046979865771785,3.169770592727874,460301.45,0,1.58,TRAIN,2025-07-12/2025-07-18
11045,2025-07-17,ABOS,582,955,1.475,1.43,1.5650000000000004,3.0508474576271287,0.6666666666666601,eod,1.47,5.000000000000004,2.207185436787296,814498.85,0,1.475,TRAIN,2025-07-12/2025-07-18
11061,2025-07-17,BRNS,582,596,1.48,1.44,1.56,2.7027027027027053,2.0,target,1.4946,8.304347826086955,1.2717353744808064,3511815.5,0,1.48,TRAIN,2025-07-12/2025-07-18
11056,2025-07-17,BBAI,587,612,7.675,7.465,8.094999999999999,2.736156351791531,1.999999999999996,target,7.68,5.494505494505497,1.8411575124583053,212483220.9,0,7.675,TRAIN,2025-07-12/2025-07-18
11082,2025-07-17,GLMD,596,955,2.2304,2.17,2.3512,2.7080344332855097,1.7317880794701987,eod,2.23,5.188679245283012,1.5082729182345112,391890.9,0,2.2304,TRAIN,2025-07-12/2025-07-18
11100,2025-07-17,METCB,614,669,12.39,12.1312,12.907600000000002,2.08878127522196,2.0,target,12.33,5.025553662691662,2.0365190435446,288348.3,0,12.39,TRAIN,2025-07-12/2025-07-18
11092,2025-07-17,JOBY,675,681,17.43,17.24,17.810000000000002,1.090074584050495,2.0,target,17.44,5.186972255729816,4.070340775304133,31614989.45,0,17.43,TRAIN,2025-07-12/2025-07-18
11152,2025-07-18,ATYR,578,900,6.16,5.98,6.52,2.9220779220779174,-1.0332222222222227,stop,6.14,5.13698630136985,3.824401457203954,3999083.3,0,6.16,TRAIN,2025-07-12/2025-07-18
11157,2025-07-18,CONL,581,608,68.36,66.7136,71.6528,2.4084259801053243,2.0,target,68.08,5.110390612938098,4.905019518949476,10267125.3,1,68.36,TRAIN,2025-07-12/2025-07-18
11156,2025-07-18,CGTL,586,594,1.305,1.27,1.3749999999999998,2.6819923371647447,-1.0362857142857174,stop,1.32,10.924369747899163,4.499740899527541,1451386.4,0,1.305,TRAIN,2025-07-12/2025-07-18
11168,2025-07-18,HUYA,586,642,3.515,3.4206,3.7038000000000006,2.6856330014224823,-1.0362351694915264,stop,3.55,7.575757575757569,4.088199185989757,3322523.35,0,3.515,TRAIN,2025-07-12/2025-07-18
11167,2025-07-18,HUBC,599,955,4.255,4.1005,4.563999999999999,3.631022326674492,-0.0323624595469249,eod,4.25,8.974358974358987,2.947839516797467,1771859.3,0,4.255,TRAIN,2025-07-12/2025-07-18
11170,2025-07-18,INUV,608,784,6.09,5.86,6.549999999999999,3.7766830870279073,-1.1557826086956555,stop,6.0544,5.29391304347826,2.6360790768849136,159691.25,0,6.09,TRAIN,2025-07-12/2025-07-18
11145,2025-07-18,AISP,651,661,6.04,5.9,6.319999999999999,2.3178807947019817,-1.0421428571428542,stop,6.065,5.295138888888906,1.641781415510368,1815694.45,0,6.04,TRAIN,2025-07-12/2025-07-18
11199,2025-07-18,SES,661,676,1.25,1.22,1.31,2.400000000000002,-1.0406666666666666,stop,1.25,9.649122807017552,4.190760267127778,8201937.35,0,1.25,TRAIN,2025-07-12/2025-07-18
11320,2025-07-21,XCUR,580,653,8.735,8.395,9.415,3.8923869490555214,2.0,target,8.69,8.084577114427871,1.158303492585542,281187.1,0,8.735,TRAIN,2025-07-19/2025-07-25
11236,2025-07-21,CRSP,584,588,70.475,68.85,73.725,2.3057821922667614,-1.0423692307692294,stop,70.52,5.719211453414275,1.1321992069926536,4082055.5,0,70.475,TRAIN,2025-07-19/2025-07-25
11225,2025-07-21,CATX,586,700,4.42,4.32,4.619999999999999,2.262443438914019,-1.043199999999999,stop,4.47,6.428571428571428,1.7601157246041597,1341021.45,0,4.42,TRAIN,2025-07-19/2025-07-25
11262,2025-07-21,IREN,586,606,19.5,19.06,20.380000000000003,2.2564102564102626,2.0,target,19.49,5.522468868435304,4.332103733599949,31373173.75,0,19.5,TRAIN,2025-07-19/2025-07-25
11271,2025-07-21,MAXN,588,589,3.78,3.6465,4.046999999999999,3.5317460317460245,-1.12983370786517,stop,3.79,5.865921787709505,2.6131333035238407,202093.8,0,3.78,TRAIN,2025-07-19/2025-07-25
11215,2025-07-21,ARQQ,589,602,45.89,44.38,48.91,3.2904772281542773,2.0,target,45.67,6.2093023255813895,3.961153332899409,1169400.95,0,45.89,TRAIN,2025-07-19/2025-07-25
11249,2025-07-21,FRGT,602,631,2.0994,2.02,2.2582000000000004,3.782032961798616,-1.0254408060453388,stop,2.1,9.947643979057608,3.5305932674252007,164214.1,0,2.0994,TRAIN,2025-07-19/2025-07-25
11209,2025-07-21,AISP,606,614,6.25,6.14,6.470000000000001,1.760000000000005,-1.055818181818184,stop,6.25,5.042016806722693,3.1274462284912308,1874695.8,0,6.25,TRAIN,2025-07-19/2025-07-25
11339,2025-07-22,DNUT,578,620,3.43,3.33,3.63,2.9154518950437343,2.0,target,3.43,5.214723926380382,2.985935200437858,3759207.5,0,3.43,TRAIN,2025-07-19/2025-07-25
11388,2025-07-22,SES,578,592,1.175,1.14,1.2450000000000003,2.978723404255331,-1.032571428571426,stop,1.17,6.363636363636349,3.527067897467238,9032332.5,0,1.175,TRAIN,2025-07-19/2025-07-25
11325,2025-07-22,AMPY,579,601,3.56,3.45,3.78,3.089887640449435,2.0,target,3.54,5.044510385756684,4.838864864630993,1213414.75,0,3.56,TRAIN,2025-07-19/2025-07-25
11361,2025-07-22,LCID,579,594,2.905,2.82,3.075,2.925989672977624,-1.0331764705882331,stop,2.91,5.434782608695676,3.538308913248441,190427706.15,0,2.905,TRAIN,2025-07-19/2025-07-25
11329,2025-07-22,BGS,593,955,4.335,4.195,4.614999999999999,3.229527104959624,1.357142857142863,eod,4.335,5.731707317073176,1.576114175103832,2966118.35,0,4.335,TRAIN,2025-07-19/2025-07-25
11334,2025-07-22,CNSP,600,653,9.51,9.1413,10.2474,3.876971608832812,-1.0554109031733097,stop,9.4872,8.425142857142841,1.664524538501539,195368.75,0,9.51,TRAIN,2025-07-19/2025-07-25
11330,2025-07-22,BTU,601,605,17.7433,17.54,18.14990000000001,1.1457846060203134,-1.086276438760453,stop,17.72,5.476190476190457,4.864546071077134,4893903.4,0,17.7433,TRAIN,2025-07-19/2025-07-25
11374,2025-07-22,PACB,605,611,1.535,1.51,1.5849999999999995,1.6286644951140006,-1.0603999999999962,stop,1.54,5.47945205479452,3.436559524170416,9269340.15,0,1.535,TRAIN,2025-07-19/2025-07-25
11490,2025-07-23,VIOT,581,589,3.8,3.655,4.09,3.815789473684212,-1.0252068965517254,stop,3.8,5.84958217270195,3.280888866621582,2117703.55,0,3.8,TRAIN,2025-07-19/2025-07-25
11473,2025-07-23,ROMA,585,935,3.53,3.45,3.689999999999999,2.2662889518413496,2.0,target,3.5493,6.906626506024116,2.0067049514709523,317959.05,0,3.53,TRAIN,2025-07-19/2025-07-25
11475,2025-07-23,SES,585,601,1.215,1.19,1.2650000000000003,2.0576131687242905,-1.0476000000000008,stop,1.22,5.172413793103448,4.613829337400253,8918069.35,0,1.215,TRAIN,2025-07-19/2025-07-25
11486,2025-07-23,TSAT,585,955,28.71,27.7,30.730000000000004,3.5179380006966263,0.0495049504950501,eod,28.67,5.637435519528378,4.173893631801486,136179.8,0,28.71,TRAIN,2025-07-19/2025-07-25
11421,2025-07-23,CHYM,589,594,35.495,34.85,36.78499999999999,1.8171573461050743,2.0,target,35.6,5.014749262536888,3.6795704846708994,3080293.45,0,35.495,TRAIN,2025-07-19/2025-07-25
11467,2025-07-23,PTNM,594,629,2.1201,2.0695,2.2212999999999994,2.386679873590857,-1.0408992094861695,stop,2.12,8.163265306122458,1.016462044577639,1442739.75,0,2.1201,TRAIN,2025-07-19/2025-07-25
11415,2025-07-23,BMBL,601,620,8.245,8.16,8.414999999999997,1.0309278350515352,2.0,target,8.24,7.219070421069063,3.6632239743129817,2983040.75,0,8.245,TRAIN,2025-07-19/2025-07-25
11402,2025-07-23,AIXI,621,861,2.31,2.25,2.43,2.5974025974026,-1.0375000000000014,stop,2.2995,6.4583333333333215,2.821933369958025,222473.05,0,2.31,TRAIN,2025-07-19/2025-07-25
11525,2025-07-24,PLUG,586,588,1.9093,1.88,1.9679,1.534593830199555,2.0,target,1.92,6.077348066298338,3.5160774961182,92008105.0,0,1.9093,TRAIN,2025-07-19/2025-07-25
11539,2025-07-24,TMC,586,597,7.98,7.8,8.340000000000002,2.2556390977443685,2.0,target,8.01,5.256241787122207,2.830379930942513,12727952.45,0,7.98,TRAIN,2025-07-19/2025-07-25
11520,2025-07-24,NEOV,587,631,5.42,5.185,5.890000000000001,4.335793357933585,-1.022063829787234,stop,5.4,6.930693069306937,4.282727550926492,271125.55,0,5.42,TRAIN,2025-07-19/2025-07-25
11533,2025-07-24,SBET,587,594,27.245,26.5,28.735000000000003,2.734446687465593,-1.035570469798656,stop,27.1899,5.550854037267072,1.839816297364664,46326321.65,0,27.245,TRAIN,2025-07-19/2025-07-25
11540,2025-07-24,TMCWW,593,955,2.13,2.05,2.29,3.755868544600943,0.7912499999999982,eod,2.12,10.416666666666677,2.272194602716072,1210119.7,0,2.13,TRAIN,2025-07-19/2025-07-25
11500,2025-07-24,CVM,597,608,6.3888,6.2878,6.5908,1.580891560230403,2.0,target,6.4564,5.842622950819676,1.0981168850693903,1726574.3,0,6.3888,TRAIN,2025-07-19/2025-07-25
11538,2025-07-24,TLYS,597,672,1.73,1.66,1.87,4.046242774566478,2.0,target,1.7197,7.481249999999995,1.939310918391731,456762.2,0,1.73,TRAIN,2025-07-19/2025-07-25
11518,2025-07-24,MGX,608,955,2.55,2.445,2.76,4.117647058823529,-0.5714285714285678,eod,2.54,7.6271186440677985,1.1128116999837814,1006274.3,0,2.55,TRAIN,2025-07-19/2025-07-25
11580,2025-07-25,PALI,580,590,1.1897,1.16,1.2491,2.4964276708413937,-1.0390572390572406,stop,1.19,5.3097345132743445,3.128630727661549,838545.75,0,1.1897,TRAIN,2025-07-19/2025-07-25
11560,2025-07-25,CTOR,581,590,2.1708,2.1013,2.309799999999999,3.2015846692463463,-1.030234532374102,stop,2.1692,9.005025125628151,2.378803644077067,3088968.7,0,2.1708,TRAIN,2025-07-19/2025-07-25
11557,2025-07-25,CHGG,587,600,1.605,1.57,1.6749999999999998,2.180685358255446,2.0,target,1.61,5.228758169934644,1.93931907943592,3658177.05,0,1.605,TRAIN,2025-07-19/2025-07-25
11597,2025-07-25,SXT,590,833,108.09,105.1108,114.04840000000002,2.7562216671292497,2.0,target,107.92,5.277533899131792,3.0713773867232503,479404.25,0,108.09,TRAIN,2025-07-19/2025-07-25
11578,2025-07-25,OKLL,594,955,32.8861,31.67,35.318299999999994,3.69791492454258,0.6034865553819588,eod,32.8,7.294733398756947,3.4290988143960983,1021900.0,1,32.8861,TRAIN,2025-07-19/2025-07-25
11596,2025-07-25,SRPT,594,603,11.75,11.58,12.09,1.4468085106382973,2.0,target,11.8,5.924596050269293,2.535368626345068,13582601.6,0,11.75,TRAIN,2025-07-19/2025-07-25
11594,2025-07-25,SMU,600,957,46.99,45.0,50.970000000000006,4.234943605022349,0.954773869346732,eod,46.87,5.396896784349003,1.5079505511923823,442920.3333333333,1,46.99,TRAIN,2025-07-19/2025-07-25
11563,2025-07-25,FNGR,603,644,1.55,1.5,1.65,3.2258064516129057,2.0,target,1.55,5.442176870748305,2.634842527502951,323179.0,0,1.55,TRAIN,2025-07-19/2025-07-25
11613,2025-07-28,ARAI,586,686,10.87,10.495,11.62,3.4498620055197797,-1.0279866666666682,stop,10.8801,5.223404255319153,3.4964350348384787,309839.4,0,10.87,TRAIN,2025-07-26/2025-08-01
11644,2025-07-28,SRPT,589,740,12.5028,12.08,13.348400000000002,3.3816425120772986,2.0,target,12.5,6.564364876385342,2.18543684443592,14044017.7,0,12.5028,TRAIN,2025-07-26/2025-08-01
11622,2025-07-28,IONZ,590,874,15.459,15.01,16.357,2.9044569506436373,2.0,target,15.44,5.177111716621252,2.842145542228626,304933.95,1,15.459,TRAIN,2025-07-26/2025-08-01
11630,2025-07-28,OMEX,591,955,1.71,1.6693,1.7914,2.380116959064325,-0.1228501228501203,eod,1.72,6.172839506172823,2.000194877235262,2705383.45,0,1.71,TRAIN,2025-07-26/2025-08-01
11627,2025-07-28,MPU,687,690,3.25,3.2,3.35,1.538461538461533,2.0,target,3.24,20.0,2.854919042143953,1562137.8,0,3.25,TRAIN,2025-07-26/2025-08-01
11629,2025-07-28,NWTG,722,728,1.9723,1.9303,2.0563,2.1294934847639837,-1.0483380952380974,stop,1.9899,9.335164835164832,1.903714632621363,143301.6,0,1.9723,TRAIN,2025-07-26/2025-08-01
11620,2025-07-28,HUHU,756,776,6.365,6.2042,6.6866,2.526315789473685,-1.0385833333333332,stop,6.35,5.132450331125815,1.7060224504969486,105022.25,0,6.365,TRAIN,2025-07-26/2025-08-01
11637,2025-07-28,RILY,756,786,6.0802,5.95,6.340599999999999,2.141376928390504,2.0,target,6.05,8.617594254937156,1.0036945588569302,1819889.45,0,6.0802,TRAIN,2025-07-26/2025-08-01
11650,2025-07-29,AGMH,583,938,2.45,2.37,2.6100000000000003,3.265306122448982,-1.0296249999999998,stop,2.44,5.627705627705626,1.3330226459955874,298907.15,0,2.45,TRAIN,2025-07-26/2025-08-01
11677,2025-07-29,WHR,587,588,90.105,88.325,93.665,1.975473059208702,-1.0496207865168523,stop,89.94,5.192982456140349,1.3474328727139433,1481044.35,0,90.105,TRAIN,2025-07-26/2025-08-01
11679,2025-07-29,YYGH,589,618,2.4194,2.35,2.5582,2.86847978837728,-1.0338616714697386,stop,2.4394,6.991228070175448,3.1511540902148627,290867.6,0,2.4194,TRAIN,2025-07-26/2025-08-01
11666,2025-07-29,REPL,594,604,3.41,3.2922,3.645600000000001,3.4545454545454644,2.0,target,3.4,6.25,2.8642264556395185,9699645.2,0,3.41,TRAIN,2025-07-26/2025-08-01
11676,2025-07-29,VOR,608,626,2.5899,2.495,2.7797,3.664234140314297,-1.0262908324552174,stop,2.59,5.284552845528445,1.0931984038287033,18253541.35,0,2.5899,TRAIN,2025-07-26/2025-08-01
11655,2025-07-29,CVLT,612,905,185.48,179.89,196.66,3.013802027172743,2.0,target,185.94,5.015249068112504,4.104074868165012,418598.3,0,185.48,TRAIN,2025-07-26/2025-08-01
11663,2025-07-29,MENS,621,633,15.5509,15.24,16.1727,1.9992412014738707,1.9999999999999944,target,15.85,5.666666666666664,1.051238630247599,242217.95,0,15.5509,TRAIN,2025-07-26/2025-08-01
11664,2025-07-29,MVLL,632,652,23.19,22.9355,23.699,1.0974557999137566,-1.090119842829073,stop,23.1868,5.012681159420307,2.360198272087189,252302.55,1,23.19,TRAIN,2025-07-26/2025-08-01
11729,2025-07-30,SAGT,583,595,2.2,2.1198,2.3604000000000003,3.645454545454548,-1.2730673316708232,stop,2.1907,6.863414634146348,2.508078159417122,238389.7,0,2.2,TRAIN,2025-07-26/2025-08-01
11684,2025-07-30,APYX,586,604,2.13,2.095,2.1999999999999997,1.6431924882628968,-2.8751828571428737,stop,2.145,9.438775510204088,3.5663899261224263,121383.25,0,2.13,TRAIN,2025-07-26/2025-08-01
11685,2025-07-30,ATNM,586,672,1.6964,1.66,1.7692,2.145720348974298,-1.0456043956043954,stop,1.69,5.624999999999991,2.577251361542642,245656.15,0,1.6964,TRAIN,2025-07-26/2025-08-01
11722,2025-07-30,OKLO,586,955,75.749,73.91,79.42699999999999,2.427754821845831,-0.00489396411093,eod,75.5,5.638729536868614,3.023524858165264,18100053.2,0,75.749,TRAIN,2025-07-26/2025-08-01
11736,2025-07-30,SMCX,596,671,73.4867,71.96,76.54010000000001,2.077518789114228,-1.0471343420449362,stop,73.14,5.449826989619377,3.598994532111043,1987635.75,1,73.4867,TRAIN,2025-07-26/2025-08-01
11704,2025-07-30,IMAB,604,619,2.11,2.04,2.25,3.317535545023689,-1.0291428571428578,stop,2.11,17.222222222222207,1.0259635639839866,290197.4,0,2.11,TRAIN,2025-07-26/2025-08-01
11682,2025-07-30,ALEC,619,785,1.715,1.68,1.7850000000000004,2.0408163265306203,-1.0479999999999972,stop,1.715,5.214723926380382,1.5936611165317691,428941.65,0,1.715,TRAIN,2025-07-26/2025-08-01
11694,2025-07-30,EKSO,672,733,3.56,3.5,3.68,1.6853932584269675,-1.081643333333329,stop,3.5557,6.458083832335326,1.038758412179551,139543.2,0,3.56,TRAIN,2025-07-26/2025-08-01
11755,2025-07-31,FMST,578,752,2.415,2.33,2.585,3.5196687370600404,2.0,target,2.4199,5.672489082969445,2.962659194836606,410644.6,0,2.415,TRAIN,2025-07-26/2025-08-01
11750,2025-07-31,BTU,580,686,15.1,14.461,16.378,4.231788079470195,-1.0226306729264487,stop,15.05,5.6140350877192935,3.928123623436768,5380927.9,0,15.1,TRAIN,2025-07-26/2025-08-01
