day,symbol,split,wk,entry_m,r_pct,price,slip_bps,A_net,A_why,A_xm,B_net,B_why,B_xm,C_net,C_why,C_xm,C_fill
2025-07-01,XNCR,TRAIN,2025-06-28/2025-07-04,594,2.962867,7.88358,12.722646310430186,2.0,target,739,2.0,target,739,2.0,target,712,1
2025-07-01,ZBIO,TRAIN,2025-06-28/2025-07-04,710,5.649409,9.71907,30.95975232198178,-0.8988073037164208,eod,955,-0.8989817931798294,eod,955,-0.8989817931798294,eod,955,1
2025-07-01,ZVZZT,TRAIN,2025-06-28/2025-07-04,645,17.460733,12.2366,754.0983606557372,1.2772286486354891,eod,955,0.6105165453186705,eod,955,,nofill,955,0
2025-07-01,ZYBT,TRAIN,2025-06-28/2025-07-04,574,1.8021313,5.98791,690.619765494136,2.0,target,587,-0.4480680865100663,eod,958,,nofill,955,0
2025-07-02,AAOI,TRAIN,2025-06-28/2025-07-04,617,6.0019155,25.42605,-23.66863905325478,0.7883738223703015,eod,955,0.7883738223703015,eod,955,0.8822758401716371,eod,955,1
2025-07-02,AEVA,TRAIN,2025-06-28/2025-07-04,613,6.9782977,28.74598,93.37055129099659,1.0351688335206854,eod,955,0.866038008325864,eod,955,,nofill,955,0
2025-07-02,AVBP,TRAIN,2025-06-28/2025-07-04,575,4.5467715,20.95267,76.59167065581451,-0.0677835327014999,eod,955,-0.1543809482569165,eod,955,,nofill,955,0
2025-07-02,BANR,TRAIN,2025-06-28/2025-07-04,627,5.191756,66.83491,18.758160967076165,0.17044273641423502,eod,955,0.17044273641423502,eod,955,0.19631248695668993,eod,955,1
2025-07-02,BLBX,TRAIN,2025-06-28/2025-07-04,638,5.134096,5.99794,33.44481605351169,1.4128210799477945,eod,956,1.3967742042611948,eod,956,1.3967742042611948,eod,956,1
2025-07-02,CHEB,TRAIN,2025-06-28/2025-07-04,590,2.5053396,9.51847,-258.06111696522805,-1.264947549991167,stop,595,-1.4538807505427023,stop,596,-1.51514286995577,stop,596,1
2025-07-02,CROX,TRAIN,2025-06-28/2025-07-04,626,4.9802895,107.45139,-67.20806496779753,-0.17683120237014813,eod,955,-0.17683120237014813,eod,955,-0.12410734861640005,eod,955,1
2025-07-02,CTOR,TRAIN,2025-06-28/2025-07-04,576,5.2937527,5.20557,263.3911368015407,-1.0556705732211469,stop,577,-1.0392825810494044,stop,632,,nofill,955,0
2025-07-02,FULC,TRAIN,2025-06-28/2025-07-04,574,4.4533067,6.86052,146.19883040935645,0.1497740261752226,eod,955,-0.08800000072803776,eod,955,,nofill,955,0
2025-07-02,HCHL,TRAIN,2025-06-28/2025-07-04,575,4.1817026,5.614794,-175.06252232940446,-1.0052369370047722,eod,957,-1.0052369370047722,eod,957,-1.005486299956052,eod,957,1
2025-07-02,HOOG,TRAIN,2025-06-28/2025-07-04,571,2.8498487,54.10182,354.09714497589783,2.0,target,587,2.0,target,630,,nofill,955,0
2025-07-02,HOOX,TRAIN,2025-06-28/2025-07-04,571,3.1547217,85.44557,136.7531400399091,2.0,target,606,2.0,target,609,,nofill,955,0
2025-07-02,JCAP,TRAIN,2025-06-28/2025-07-04,706,6.162211,17.82331,90.03939223410251,0.10110386238437712,eod,955,0.0034356847345939634,eod,955,,nofill,955,0
2025-07-02,LCFY,TRAIN,2025-06-28/2025-07-04,652,14.542088,6.03806,-647.6744186046524,-0.31903983829926097,eod,955,-0.31903983829926097,eod,955,-0.30469767488174593,eod,955,1
2025-07-02,LIVE,TRAIN,2025-06-28/2025-07-04,634,7.941261,19.01688,284.8101265822778,-0.32109664805767074,eod,959,-0.48612851232126425,eod,959,,nofill,955,0
2025-07-02,MUU,TRAIN,2025-06-28/2025-07-04,632,4.9645934,23.4702,8.547008547008517,0.13118743561459098,eod,959,0.13118743561459098,eod,959,0.18220627799964811,eod,959,1
2025-07-02,NA,TRAIN,2025-06-28/2025-07-04,576,4.331948,8.9267,179.77528089887505,-1.068252908853016,stop,647,-1.051269230556536,stop,647,,nofill,955,0
2025-07-02,NCPL,TRAIN,2025-06-28/2025-07-04,619,8.8383,8.66592,-272.6851851851853,-1.032943179118156,stop,652,-1.032943179118156,stop,652,-1.03402702667865,stop,652,1
2025-07-02,PRTG,TRAIN,2025-06-28/2025-07-04,810,5.2079754,5.90767,101.86757215619568,0.4609310620328453,eod,955,0.2839999997458772,eod,955,,nofill,955,0
2025-07-02,QNTM,TRAIN,2025-06-28/2025-07-04,660,7.1109653,19.37796,15.527950310558758,-0.17178722026285423,eod,957,-0.17178722026285423,eod,957,-0.15459259128166256,eod,957,1
2025-07-02,QUBX,TRAIN,2025-06-28/2025-07-04,571,2.1978261,27.91349,707.8692058929215,2.0,target,572,-1.034760000448561,stop,582,,nofill,955,0
2025-07-02,RFIL,TRAIN,2025-06-28/2025-07-04,796,8.002589,6.75019,-12.035661218425808,-0.6084718392915812,eod,955,-0.6084718392915812,eod,955,-0.5931923505628895,eod,955,1
2025-07-02,RITR,TRAIN,2025-06-28/2025-07-04,578,4.9909096,5.1153,9.803921568627416,-1.0591092834861193,stop,580,-1.0591092834861193,stop,580,-1.0615102043957643,stop,580,1
2025-07-02,ROBN,TRAIN,2025-06-28/2025-07-04,571,4.0018334,51.31348,105.55121188428495,2.0,target,608,2.0,target,612,,nofill,955,0
2025-07-02,SORA,TRAIN,2025-06-28/2025-07-04,588,2.0651412,6.22863,371.9806763285005,-1.685590863009216,stop,671,-1.259860101320819,stop,671,,nofill,955,0
2025-07-02,SRM,TRAIN,2025-06-28/2025-07-04,662,7.410436,7.03103,46.64764621968409,0.7867262097752461,eod,955,0.7475401093082377,eod,955,0.7475401093082377,eod,955,1
2025-07-02,TRUG,TRAIN,2025-06-28/2025-07-04,598,2.4066014,6.16845,70.73170731707323,-1.1909524767043298,stop,609,-1.1636714425214543,stop,609,,nofill,955,0
2025-07-02,UNF,TRAIN,2025-06-28/2025-07-04,593,8.367958,190.98123,-34.13686255974157,-1.0348510403613402,stop,904,-1.0348510403613402,stop,904,-1.0360687886328646,stop,904,1
2025-07-02,XCUR,TRAIN,2025-06-28/2025-07-04,649,17.540821,6.1183,65.57377049180246,-0.1682226904395864,eod,955,-0.18474745687550057,eod,955,,nofill,955,0
2025-07-03,AMZE,TRAIN,2025-06-28/2025-07-04,577,8.115821,9.141944,236.32391535104435,0.6330292200862738,eod,782,0.3024086636207101,eod,782,,nofill,955,0
2025-07-03,APPX,TRAIN,2025-06-28/2025-07-04,601,6.4782205,35.92746,-25.125628140706404,0.21941733164011054,eod,934,0.21941733164011054,eod,934,0.2785405306474162,eod,934,1
2025-07-03,BGL,TRAIN,2025-06-28/2025-07-04,575,10.7938595,133.399,1654.1353383458613,-1.0267935802295738,stop,623,-1.0119167023187725,stop,623,,nofill,955,0
2025-07-03,BGLC,TRAIN,2025-06-28/2025-07-04,571,4.246206,6.84046,674.486803519061,2.0,target,576,-1.028917807278709,stop,636,,nofill,955,0
2025-07-03,BKKT,TRAIN,2025-06-28/2025-07-04,583,7.951936,18.68589,69.77992485238893,-0.3185039105148862,eod,951,-0.3509743558627472,eod,951,,nofill,955,0
2025-07-03,BMNR,TRAIN,2025-06-28/2025-07-04,572,6.2641134,58.6755,470.5128205128184,2.0,target,583,2.0,target,601,,nofill,955,0
2025-07-03,CEP,TRAIN,2025-06-28/2025-07-04,598,4.95581,31.67474,-25.364154528182414,-1.0595350084042776,stop,633,-1.0595350084042776,stop,633,-1.0632305114185552,stop,633,1
2025-07-03,CORZW,TRAIN,2025-06-28/2025-07-04,756,5.076253,11.30381,57.675244010646495,0.3896453220484661,eod,780,0.31790082947327464,eod,780,0.31790082947327464,eod,780,1
2025-07-03,CTOR,TRAIN,2025-06-28/2025-07-04,580,6.411035,5.23566,76.62835249041989,0.22006995496193857,eod,953,0.1374444463224718,eod,953,,nofill,955,0
2025-07-03,DAIC,TRAIN,2025-06-28/2025-07-04,832,27.44599,8.21457,24.420024420024333,-0.5238245466680236,eod,955,-0.5238245466680236,eod,955,-0.5228533192179206,eod,955,1
2025-07-03,HSAI,TRAIN,2025-06-28/2025-07-04,571,2.078617,20.79219,603.569705740472,2.0,target,572,-0.13888625743513267,eod,926,,nofill,955,0
2025-07-03,HSDT,TRAIN,2025-06-28/2025-07-04,603,7.9605446,9.78928,81.96721311475308,-0.7043149570179873,eod,935,-0.7225060237317558,eod,935,,nofill,955,0
2025-07-03,IONL,TRAIN,2025-06-28/2025-07-04,571,3.1602342,52.42681,-192.80658121293425,-1.093929673250168,stop,573,-1.093929673250168,stop,573,-1.1035400014225107,stop,573,1
2025-07-03,IONX,TRAIN,2025-06-28/2025-07-04,571,3.0089495,74.54296,-20.182992465016536,-1.152996038448074,stop,573,-1.152996038448074,stop,573,-1.1696624128848563,stop,573,1
2025-07-03,JBIO,TRAIN,2025-06-28/2025-07-04,592,6.4168606,10.8324,74.07407407407307,0.4113583611847598,eod,780,0.3207755453764248,eod,780,,nofill,955,0
2025-07-03,KOLD,TRAIN,2025-06-28/2025-07-04,636,5.5610943,25.2756,53.37301587301502,0.6786061705505171,eod,956,0.6110147012676324,eod,956,0.6110147012676324,eod,956,1
2025-07-03,MRAL,TRAIN,2025-06-28/2025-07-04,573,4.8327694,25.14521,227.36338252892008,-0.25139722053668,eod,890,-0.4685847913631254,eod,890,,nofill,955,0
2025-07-03,PL,TRAIN,2025-06-28/2025-07-04,571,1.2733786,6.15842,488.5993485342022,2.0,target,572,1.103111103824079,eod,953,,nofill,955,0
2025-07-03,QUBX,TRAIN,2025-06-28/2025-07-04,696,4.900232,34.12206,232.21634332745379,0.3347343070597854,eod,799,-0.0549237264122949,eod,799,,nofill,955,0
2025-07-03,RITR,TRAIN,2025-06-28/2025-07-04,758,5.4363627,5.25572,114.50381679389166,-0.23180540251559595,eod,944,-0.33515151342859206,eod,944,,nofill,955,0
2025-07-03,SION,TRAIN,2025-06-28/2025-07-04,695,4.574728,20.93261,105.701964542404,0.22506530484406792,eod,780,0.05128971091575966,eod,780,,nofill,955,0
2025-07-03,SRM,TRAIN,2025-06-28/2025-07-04,590,5.1494164,7.4222,67.56756756756576,1.2107682347537738,eod,959,1.0607317486059267,eod,959,,nofill,955,0
2025-07-03,TAOX,TRAIN,2025-06-28/2025-07-04,619,6.221928,8.10424,-296.90594059406214,0.31641981405922875,eod,930,0.31641981405922875,eod,930,0.383000017755875,eod,930,1
2025-07-03,TGE,TRAIN,2025-06-28/2025-07-04,763,12.555152,7.26172,41.43646408839574,-0.3029915378669988,eod,954,-0.30928261413687436,eod,954,-0.30928261413687436,eod,954,1
2025-07-03,VRNT,TRAIN,2025-06-28/2025-07-04,776,5.8328743,21.50432,4.664179104476585,-0.053757129310560904,eod,957,-0.053757129310560904,eod,957,-0.010833333742563539,eod,957,1
2025-07-07,AEVA,TRAIN,2025-07-05/2025-07-11,712,7.180253,32.98867,18.242626938280715,0.289340714177698,eod,955,0.289340714177698,eod,955,0.31077253654564435,eod,955,1
2025-07-07,AIRS,TRAIN,2025-07-05/2025-07-11,571,3.2532034,5.4162,-92.59259259259412,-0.15341884000373862,eod,955,-0.15341884000373862,eod,955,-0.06749999892388102,eod,955,1
2025-07-07,AMZE,TRAIN,2025-07-05/2025-07-11,724,5.3001084,9.39811,138.7406616862319,0.2069698989528822,eod,957,0.001666666617912517,eod,957,,nofill,955,0
2025-07-07,ARQ,TRAIN,2025-07-05/2025-07-11,596,5.1003985,5.87758,0.0,0.30243791896675376,eod,955,0.30243791896675376,eod,955,0.38369950096608324,eod,955,1
2025-07-07,ARRY,TRAIN,2025-07-05/2025-07-11,601,6.186447,7.81337,32.09242618742003,0.17792428382805925,eod,955,0.17395876505161273,eod,955,0.17395876505161273,eod,955,1
2025-07-07,ATYR,TRAIN,2025-07-05/2025-07-11,691,4.617597,5.32593,112.99435028248483,-0.16908007450019874,eod,955,-0.2956551888256131,eod,955,,nofill,955,0
2025-07-07,BGM,TRAIN,2025-07-05/2025-07-11,593,1.9889485,10.06009,69.79062811565129,-1.2996160133128678,stop,683,-1.2501249523199824,stop,683,,nofill,955,0
2025-07-07,BOIL,TRAIN,2025-07-05/2025-07-11,695,5.1338778,45.91734,20.03058103975386,-0.5023350969328838,eod,955,-0.5023350969328838,eod,955,-0.4924701901773727,eod,955,1
2025-07-07,COSO,TRAIN,2025-07-05/2025-07-11,571,1.4720545,21.31375,275.29411764706026,2.0,target,573,-0.7528981891716565,eod,955,,nofill,955,0
2025-07-07,DAVE,TRAIN,2025-07-05/2025-07-11,622,7.6124125,282.63538,0.5319574640649805,-0.201514106389182,eod,955,-0.201514106389182,eod,955,-0.16937933405847858,eod,955,1
2025-07-07,DDC,TRAIN,2025-07-05/2025-07-11,598,5.8109007,12.036,16.66666666666705,-0.33610522909130647,eod,956,-0.33610522909130475,eod,956,-0.32051506783012834,eod,956,1
2025-07-07,DJTU,TRAIN,2025-07-05/2025-07-11,584,5.663803,12.11624,124.17218543046448,-0.4243012576026019,eod,959,-0.506450022405856,eod,959,,nofill,955,0
2025-07-07,FLWS,TRAIN,2025-07-05/2025-07-11,575,6.874741,5.62683,53.475935828874995,-0.5508457618427471,eod,955,-0.5657000155421839,eod,955,-0.5657000155421839,eod,955,1
2025-07-07,FULC,TRAIN,2025-07-05/2025-07-11,573,1.1635613,6.94076,144.5086705202292,-1.2568291319933007,stop,577,-1.6925625287113673,stop,578,,nofill,955,0
2025-07-07,GDXU,TRAIN,2025-07-05/2025-07-11,798,9.244598,76.1277,21.08036890645648,0.12291581350346839,eod,955,0.12291581350346839,eod,955,0.1338421840075839,eod,955,1
2025-07-07,HCHL,TRAIN,2025-07-05/2025-07-11,610,6.5229635,5.4564204,-110.47609161493499,-1.0449913657343017,stop,947,-1.0449913657343017,stop,947,-1.0470574198471996,stop,947,1
2025-07-07,HOOG,TRAIN,2025-07-05/2025-07-11,617,6.495908,56.15797,21.43239864261348,-0.3173781360852931,eod,955,-0.3173781360852931,eod,955,-0.3082555499155416,eod,955,1
2025-07-07,HOOX,TRAIN,2025-07-05/2025-07-11,638,6.385938,88.46961,72.00329016935791,-0.34720054609691275,eod,955,-0.38749829374493533,eod,955,,nofill,955,0
2025-07-07,HTBK,TRAIN,2025-07-05/2025-07-11,572,4.869116,10.72207,-1.1102230246251565e-12,-0.3515125000390844,eod,955,-0.3515125000390844,eod,955,-0.3089387591798292,eod,955,1
2025-07-07,HUSA,TRAIN,2025-07-05/2025-07-11,738,9.930506,9.44826,-69.00212314224996,0.08829479854951297,eod,955,0.08829479854951297,eod,955,0.12215384263748078,eod,955,1
2025-07-07,INDP,TRAIN,2025-07-05/2025-07-11,586,2.2769384,11.12327,189.35978358881835,-0.17971547726882411,eod,958,-0.5176744114226062,eod,958,,nofill,955,0
2025-07-07,INOD,TRAIN,2025-07-05/2025-07-11,703,4.9132276,50.28039,27.927388789148466,0.3113068059506853,eod,955,0.3113068059506853,eod,955,0.3168536586824335,eod,955,1
2025-07-07,IONZ,TRAIN,2025-07-05/2025-07-11,574,13.683075,15.46626,-116.73151750972832,-0.34362154711277326,eod,955,-0.34362154711277326,eod,955,-0.32890821963191397,eod,955,1
2025-07-07,IREN,TRAIN,2025-07-05/2025-07-11,605,10.020237,16.87046,41.617122473243114,0.035965995825338236,eod,955,0.02410526210078413,eod,955,0.02410526210078413,eod,955,1
2025-07-07,JBIO,TRAIN,2025-07-05/2025-07-11,790,5.042503,11.17342,35.90664272890454,-1.058494263067368,stop,940,-1.057842101267819,stop,940,-1.057842101267819,stop,940,1
2025-07-07,JNUG,TRAIN,2025-07-05/2025-07-11,793,6.179057,81.29315,45.650832819246205,0.20789020520678056,eod,955,0.17808931777422277,eod,955,0.17808931777422277,eod,955,1
2025-07-07,KLG,TRAIN,2025-07-05/2025-07-11,837,4.6234584,17.57256,176.5410958904101,-0.46489072611840554,eod,955,-0.5938632614661978,eod,955,,nofill,955,0
2025-07-07,LEU,TRAIN,2025-07-05/2025-07-11,637,5.0613604,176.17696,41.559350325941494,0.9611678014449376,eod,955,0.91746144303644,eod,955,0.91746144303644,eod,955,1
2025-07-07,LFCR,TRAIN,2025-07-05/2025-07-11,646,2.5312123,8.06412,62.18905472636705,0.7238475501421596,eod,955,0.529652180069079,eod,955,,nofill,955,0
2025-07-07,LILAK,TRAIN,2025-07-05/2025-07-11,575,8.456449,6.6198,-20.909090909091432,-0.11261093028280637,eod,955,-0.11261093028280637,eod,955,-0.07999999838488922,eod,955,1
2025-07-07,NA,TRAIN,2025-07-05/2025-07-11,571,2.688117,8.40514,15.871121718376013,-1.1106022851683905,stop,574,-1.1106022851683905,stop,574,-1.1166081285739353,stop,574,1
2025-07-07,NUGT,TRAIN,2025-07-05/2025-07-11,812,6.297897,77.06049,47.507484055704374,0.0670464170365587,eod,955,0.03821600918214887,eod,955,0.03821600918214887,eod,955,1
2025-07-07,PRTG,TRAIN,2025-07-05/2025-07-11,638,7.5212526,5.67698,-106.00706713781216,-0.2068807878341885,eod,956,-0.2068807878341885,eod,956,-0.1739512170295832,eod,956,1
2025-07-07,QBTX,TRAIN,2025-07-05/2025-07-11,571,2.5260036,90.25997,93.34370485609477,-1.1177646763448794,stop,572,-1.7886525741168033,stop,573,,nofill,955,0
2025-07-07,QNTM,TRAIN,2025-07-05/2025-07-11,702,5.98895,17.11118,156.2719812426705,-0.5590491147683315,eod,956,-0.6359887040059689,eod,956,,nofill,955,0
2025-07-07,QUBT,TRAIN,2025-07-05/2025-07-11,571,2.0921147,21.19339,229.53147184098245,-1.1423955796018235,stop,572,-1.0882862080269962,stop,573,,nofill,955,0
2025-07-07,QUBX,TRAIN,2025-07-05/2025-07-11,571,3.3945298,35.53629,347.16342082980134,-1.0873774830905865,stop,572,-1.1705407957096903,stop,573,,nofill,955,0
2025-07-07,RAPP,TRAIN,2025-07-05/2025-07-11,648,3.0317686,12.07612,41.52823920265725,-0.02805702938914449,eod,955,-0.06363157655979115,eod,955,-0.06363157655979115,eod,955,1
2025-07-07,RGTI,TRAIN,2025-07-05/2025-07-11,811,7.93419,13.49035,29.739776951671626,0.273433269321407,eod,955,0.273433269321407,eod,955,0.2738504671195229,eod,955,1
2025-07-07,RGTX,TRAIN,2025-07-05/2025-07-11,810,15.7547455,39.9194,77.88944723617908,0.32369160472243436,eod,955,0.2846970640376206,eod,955,,nofill,955,0
2025-07-07,RITR,TRAIN,2025-07-05/2025-07-11,582,9.362478,5.3159,377.3584905660354,-1.0310427989256696,stop,800,-1.0232006464863195,stop,800,,nofill,955,0
2025-07-07,SMR,TRAIN,2025-07-05/2025-07-11,814,5.106309,35.98764,20.90301003344397,0.38113269291461127,eod,955,0.38113269291461127,eod,955,0.40614402177356346,eod,955,1
2025-07-07,SNBR,TRAIN,2025-07-05/2025-07-11,607,4.8905916,7.6228,65.78947368421018,0.21983475422765023,eod,955,0.13674999436425753,eod,955,,nofill,955,0
2025-07-07,SOUN,TRAIN,2025-07-05/2025-07-11,636,5.7831016,11.12327,22.542831379619432,0.3178812291911277,eod,955,0.3178812291911277,eod,955,0.3350708633227458,eod,955,1
2025-07-07,SRM,TRAIN,2025-07-05/2025-07-11,829,10.389563,8.2246,60.975609756095395,0.2500301935348689,eod,955,0.21388794217667975,eod,955,,nofill,955,0
2025-07-07,SST,TRAIN,2025-07-05/2025-07-11,573,4.260728,6.05812,-393.87417218543,-1.0694105026183325,stop,580,-1.0694105026183325,stop,580,-1.0744999952455143,stop,580,1
2025-07-07,STEM,TRAIN,2025-07-05/2025-07-11,600,6.782556,8.63583,-46.457607433217916,1.0617491571648061,eod,955,1.0617491571648061,eod,955,1.15695658737726,eod,955,1
2025-07-07,TSSI,TRAIN,2025-07-05/2025-07-11,680,7.0783377,28.17427,24.919900320397037,0.3757673080139235,eod,955,0.3757673080139235,eod,955,0.3856969745454941,eod,955,1
2025-07-07,TWIN,TRAIN,2025-07-05/2025-07-11,579,2.3590386,9.70904,-139.4628099173567,-1.1697872794779518,stop,585,-1.1697872794779518,stop,585,-1.1941499923010777,stop,585,1
2025-07-07,ULY,TRAIN,2025-07-05/2025-07-11,575,1.5051619,7.46232,-295.6989247311848,-2.3545641550537866,stop,581,-3.866583419530066,stop,583,-4.577000127338216,stop,583,1
2025-07-07,USAU,TRAIN,2025-07-05/2025-07-11,634,6.038981,12.71804,31.54574132492094,0.060574864380284095,eod,955,0.05787012842920681,eod,955,0.05787012842920681,eod,955,1
2025-07-07,YSXT,TRAIN,2025-07-05/2025-07-11,621,2.6860487,5.44629,-55.24861878453136,-0.5959572011833324,eod,956,-0.5959572011833324,eod,956,-0.5450769157677375,eod,956,1
2025-07-07,ZBIO,TRAIN,2025-07-05/2025-07-11,659,7.3566937,10.06009,-54.835493519442835,-0.33808074362689955,eod,955,-0.33808074362689955,eod,955,-0.30994365880938984,eod,955,1
2025-07-07,ZYBT,TRAIN,2025-07-05/2025-07-11,608,3.595,6.06815,-132.23140495867924,-1.0824492350486805,stop,623,-1.0824492350486805,stop,623,-1.0897500034031267,stop,623,1
2025-07-08,AIFU,TRAIN,2025-07-05/2025-07-11,615,8.295248,5.97788,-184.56375838926343,-1.0351652840276744,stop,702,-1.0351652840276744,stop,702,-1.0364058599988353,stop,702,1
2025-07-08,CDTX,TRAIN,2025-07-05/2025-07-11,743,5.3151107,48.4449,55.90062111801242,0.45369147197508397,eod,955,0.3862444353599319,eod,955,0.3862444353599319,eod,955,1
2025-07-08,CERO,TRAIN,2025-07-05/2025-07-11,571,4.54645,8.94676,46.18834080717393,-1.089545561669232,stop,824,-1.0865442368817593,stop,824,-1.0865442368817593,stop,824,1
2025-07-08,CIGL,TRAIN,2025-07-05/2025-07-11,573,2.7727582,23.85134,-201.85029436501466,-1.1071955144880676,stop,576,2.0,target,631,2.0,target,627,1
2025-07-08,CPER,TRAIN,2025-07-05/2025-07-11,776,1.1632838,31.24345,365.97110754414075,2.0,target,777,1.0180283742735559,eod,955,,nofill,955,0
2025-07-08,CRCL,TRAIN,2025-07-05/2025-07-11,603,5.8065367,208.08238,92.30695073749074,-0.434396605954265,eod,955,-0.4892523451935599,eod,955,,nofill,955,0
2025-07-08,DDC,TRAIN,2025-07-05/2025-07-11,598,5.1507277,12.36699,-105.43390105433926,-1.0572441972228508,stop,751,-1.0572441972228508,stop,751,-1.060650002097515,stop,751,1
2025-07-08,IONZ,TRAIN,2025-07-05/2025-07-11,675,11.689662,14.92464,-23.521505376344898,-0.008305025818047478,eod,958,-0.008305025818047478,eod,958,0.017788235600525497,eod,958,1
2025-07-08,KZIA,TRAIN,2025-07-05/2025-07-11,824,10.801946,6.56965,-129.77099236641365,0.1369839974387837,eod,959,0.1369839974387837,eod,959,0.16942027871040855,eod,959,1
2025-07-08,NAMM,TRAIN,2025-07-05/2025-07-11,573,3.600457,7.57265,-66.22516556291535,-1.0823227559723667,stop,574,-1.3388053937806867,stop,576,-1.3693199616015268,stop,576,1
2025-07-08,NTRB,TRAIN,2025-07-05/2025-07-11,578,5.5949035,8.49541,-425.0295159386086,-1.0526202277662158,stop,582,-1.0526202277662158,stop,582,-1.0554792186798474,stop,582,1
2025-07-08,PLTU,TRAIN,2025-07-05/2025-07-11,794,5.0243382,63.70053,36.214769327664875,0.08188298028486604,eod,955,0.06867901102313237,eod,955,0.06867901102313237,eod,955,1
2025-07-08,PTIR,TRAIN,2025-07-05/2025-07-11,794,4.8674474,302.7355,40.0884600583673,0.06644020108608324,eod,955,0.04480853678566523,eod,955,0.04480853678566523,eod,955,1
2025-07-08,QNTM,TRAIN,2025-07-05/2025-07-11,597,4.3931007,16.60968,-51.328502415459724,1.0512836767836344,eod,955,1.0512836767836344,eod,955,1.2012941735641876,eod,955,1
2025-07-08,RYET,TRAIN,2025-07-05/2025-07-11,769,8.718062,9.79931,30.70624360286489,0.08321497646405973,eod,958,0.08233918885865385,eod,958,0.08233918885865385,eod,958,1
2025-07-08,TGE,TRAIN,2025-07-05/2025-07-11,614,5.9425497,6.91067,72.56894049346928,-0.9849546853611794,eod,955,-0.9860909105409333,eod,955,,nofill,955,0
2025-07-08,VVOS,TRAIN,2025-07-05/2025-07-11,626,7.43437,5.18551,108.31721470019096,-0.1968328189720764,eod,955,-0.27336150248409835,eod,955,,nofill,955,0
2025-07-09,CHA,TRAIN,2025-07-05/2025-07-11,701,5.3179626,28.09403,57.12245626561918,-0.10054554404679338,eod,955,-0.14416560433956543,eod,955,-0.14416560433956543,eod,955,1
2025-07-09,COGT,TRAIN,2025-07-05/2025-07-11,589,5.7021165,9.80934,10.224948875252604,1.0566763071125884,eod,955,1.0566763071125884,eod,955,2.0,target,660,1
2025-07-09,EGG,TRAIN,2025-07-05/2025-07-11,577,4.4533067,6.018,200.00000000000017,2.0,target,583,2.0,target,592,,nofill,955,0
2025-07-09,GRAN,TRAIN,2025-07-05/2025-07-11,571,3.0094182,5.16545,155.3398058252431,2.0,target,774,-1.070318218734918,stop,888,,nofill,955,0
2025-07-09,HUSA,TRAIN,2025-07-05/2025-07-11,645,5.48233,9.83943,116.51376146788905,0.5392564887911914,eod,955,0.32973152732473054,eod,955,,nofill,955,0
2025-07-09,IONZ,TRAIN,2025-07-05/2025-07-11,628,9.484056,14.91461,78.0094149293875,-0.25057385870366783,eod,957,-0.28667609539915834,eod,957,,nofill,955,0
2025-07-09,IROH,TRAIN,2025-07-05/2025-07-11,776,23.067936,10.10021,129.09632571995732,-0.33066102426894406,eod,955,-0.358233529918384,eod,955,,nofill,955,0
2025-07-09,LIMN,TRAIN,2025-07-05/2025-07-11,578,6.3319597,6.29884,111.46496815286343,-1.1465692210233842,stop,780,-1.1301333072963682,stop,780,,nofill,955,0
2025-07-09,LRHC,TRAIN,2025-07-05/2025-07-11,739,11.267434,8.11427,-91.84177997527686,-0.5255543014142147,eod,957,-0.5255543014142147,eod,957,-0.5125617880591705,eod,957,1
2025-07-09,MB,TRAIN,2025-07-05/2025-07-11,580,5.29525,9.00694,77.95100222717232,-1.0556545691010792,stop,600,-1.051211557969603,stop,600,,nofill,955,0
2025-07-09,MBLY,TRAIN,2025-07-05/2025-07-11,571,1.0479292,18.69592,764.4849785407714,2.0,target,572,-1.0374632586657935,stop,642,,nofill,955,0
2025-07-09,NDRA,TRAIN,2025-07-05/2025-07-11,833,20.719769,8.3249,48.19277108433661,0.25418875727432666,eod,955,0.24328734940338978,eod,955,0.24328734940338978,eod,955,1
2025-07-09,PENG,TRAIN,2025-07-05/2025-07-11,586,4.3958263,21.25357,103.82255781028692,2.0,target,860,1.7852571419667302,eod,955,,nofill,955,0
2025-07-09,PTHS,TRAIN,2025-07-05/2025-07-11,572,3.2078815,19.93964,538.2293762575441,-1.4829736200003951,stop,578,-1.1884545290851336,stop,578,,nofill,955,0
2025-07-09,SMST,TRAIN,2025-07-05/2025-07-11,630,4.8176494,23.90149,29.374737725553768,-1.0612710320099272,stop,857,-1.0612710320099272,stop,857,-1.0613478266520973,stop,857,1
2025-07-09,SST,TRAIN,2025-07-05/2025-07-11,595,5.079038,5.60677,38.64042933810374,2.0,target,778,2.0,target,778,2.0,target,778,1
2025-07-09,TWIN,TRAIN,2025-07-05/2025-07-11,582,4.17242,9.58868,-41.84100418410108,-0.1446144763614075,eod,956,-0.1446144763614075,eod,956,-0.07840603079913006,eod,956,1
2025-07-09,WBUY,TRAIN,2025-07-05/2025-07-11,580,8.485329,8.18448,12.25490196078205,0.6683432255525814,eod,955,0.6683432255525814,eod,955,0.7039117078347853,eod,955,1
2025-07-09,ZVZZT,TRAIN,2025-07-05/2025-07-11,673,44.74243,21.91555,-846.6819221967969,0.004142439902195352,eod,955,0.004142439902195352,eod,955,0.010913758128390915,eod,955,1
2025-07-10,ARTL,TRAIN,2025-07-05/2025-07-11,650,15.715816,21.6648,-601.8518518518523,1.9184299221716201,eod,955,1.9184299221716201,eod,955,2.0,target,953,1
